Block,Time,BRBCL,KHSTPP-II,KHSTPP-I,TALA,SASAN,DULHASTI,FSTPP I & II,AURY_GF,UNCHAHAR1,UNCHAHAR2,KISHANGANGA,CHAMERA2,TEHRI,DADRI_LF,DADRI_CRF,RAPPB,ANTA_RF,URI2,AURY_LF,RAPPC,DADRI_GF,TANDA2,KOTESHWR,SALAL,AURY_CRF,SINGRAULI_HYDRO,RIHAND1,DADRT2,RIHAND3,CHAMERA1,AURY_RF,DHAULIGNGA,KOLDAM,ANTA_LF,BSIUL,RAMPUR,PARBATI3,NAPP,SINGRAULI,RIHAND2,DADRI_RF,NJPC,UNCHAHAR4,JHAJJAR,TANAKPUR,ANTA_CRF,ANTA_GF,UNCHAHAR3,CHAMERA3,URI,SEWA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,19.293970,142.584204,42.745857,3.828894,401.367958,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,6.290616,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,404.127300,11.739917,0.000000,0.000000,26.663325,33.601710,35.145950,0.000000,0,0,0,0,0

2,00:15-00:30,18.654498,142.584204,42.745857,3.828894,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,6.290616,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,404.127300,11.739917,0.000000,0.000000,26.663325,33.601710,35.145950,0.000000,0,0,0,0,0

3,00:30-00:45,17.973377,142.584204,42.745857,4.112516,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,6.290616,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,404.127300,11.739917,0.000000,0.000000,26.663325,33.601710,35.145950,0.000000,0,0,0,0,0

4,00:45-01:00,14.128277,142.584204,42.745857,4.112516,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,6.290616,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,404.127300,11.739917,0.000000,0.000000,26.663325,33.601710,35.145950,0.000000,0,0,0,0,0

5,01:00-01:15,13.042356,142.584204,42.745857,4.537949,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,6.290616,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,404.127300,11.739917,0.000000,0.000000,26.663325,33.601710,35.145950,0.000000,0,0,0,0,0

6,01:15-01:30,14.262001,142.584204,42.745857,4.537949,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,6.290616,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,404.127300,11.739917,0.000000,0.000000,26.663325,33.601710,35.145950,0.000000,0,0,0,0,0

7,01:30-01:45,14.353166,142.584204,42.745857,4.821571,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,12.581232,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,296.710464,10.874870,0.000000,0.000000,26.663325,33.601710,34.719939,0.000000,0,0,0,0,0

8,01:45-02:00,12.719443,142.584204,42.745857,4.821571,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,12.581232,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,200.240464,10.874870,0.000000,0.000000,26.663325,33.601710,34.719939,0.000000,0,0,0,0,0

9,02:00-02:15,12.741832,142.584204,42.745857,4.821571,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,12.581232,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,212.299214,10.874870,0.000000,0.000000,26.663325,33.601710,34.719939,0.000000,0,0,0,0,0

10,02:15-02:30,15.782069,142.584204,42.745857,4.821571,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,12.581232,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,306.357464,10.874870,0.000000,0.000000,26.663325,33.601710,34.719939,0.000000,0,0,0,0,0

11,02:30-02:45,15.904902,142.584204,42.745857,4.679760,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,12.581232,6.507399,0.000000,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,306.357464,10.874870,0.000000,0.000000,26.663325,33.601710,34.719939,0.000000,0,0,0,0,0

12,02:45-03:00,15.176785,142.584204,42.745857,4.679760,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,80.710661,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,12.581232,6.507399,4.121286,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,258.122464,10.874870,0.000000,0.000000,26.663325,33.601710,34.719939,0.000000,0,0,0,0,0

13,03:00-03:15,17.580275,142.584204,42.745857,4.679760,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,75.105754,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,12.581232,6.507399,16.190769,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,301.533964,10.504136,0.000000,0.000000,26.663325,33.601710,34.719939,0.000000,0,0,0,0,0

14,03:15-03:30,19.293970,142.584204,42.745857,4.679760,401.556375,57.086511,19.697823,0.000000,21.831161,43.321421,8.046226,46.787784,0.000000,0.000000,0.000000,0.000000,0.000000,36.552984,0.000000,65.590804,0.000000,3.719560,0.000000,75.105754,0.000000,1.170006,93.629868,664.404274,125.970622,40.660253,0.000000,41.999311,9.873775,0.000000,12.581232,6.507399,16.190769,46.111883,142.946355,58.564811,0.000000,173.609779,2.980923,306.357464,10.504136,0.000000,0.000000,26.663325,33.601710,34.719939,0.000000,0,0,0,0,0

