Time,Block,WR/2024/21355/A/4139,NR/2024/18548/C,NER/2024/1922/A/4124,NER/2024/1934/A/4123,NR/2024/18436/A/3994,NR/2024/18388/A/3968,WR/2024/21351/A/4127,NR/2024/18445/A/4138,Total
16,03:45-04:00,0.000000,0,25.000000,20.000000,7.700000,0.380000,0.000000,0.000000,53.08

17,04:00-04:15,0.000000,0,25.000000,20.000000,7.700000,0.380000,0.000000,0.000000,53.08

18,04:15-04:30,0.000000,0,25.000000,20.000000,7.700000,0.380000,0.000000,0.000000,53.08

19,04:30-04:45,0.000000,0,25.000000,20.000000,7.700000,0.380000,0.000000,0.000000,53.08

20,04:45-05:00,0.000000,0,25.000000,20.000000,7.700000,0.380000,0.000000,0.000000,53.08

21,05:00-05:15,0.000000,0,25.000000,20.000000,7.700000,0.380000,0.000000,0.000000,53.08

22,05:15-05:30,0.000000,0,25.000000,20.000000,7.700000,0.380000,0.000000,0.000000,53.08

23,05:30-05:45,0.000000,0,25.000000,20.000000,7.700000,0.380000,0.000000,0.000000,53.08

24,05:45-06:00,0.000000,0,25.000000,20.000000,7.700000,0.380000,0.000000,0.000000,53.08

25,06:00-06:15,0.000000,0,25.000000,20.000000,7.700000,0.430000,0.000000,158.480000,211.61

26,06:15-06:30,0.000000,0,25.000000,20.000000,7.700000,0.430000,0.000000,158.480000,211.61

27,06:30-06:45,0.000000,0,25.000000,20.000000,7.700000,0.430000,0.000000,158.480000,211.61

28,06:45-07:00,0.000000,0,25.000000,20.000000,7.700000,0.430000,0.000000,158.480000,211.61

29,07:00-07:15,0.000000,0,25.000000,20.000000,7.700000,0.480000,0.000000,158.480000,211.66

30,07:15-07:30,0.000000,0.17,25.000000,20.000000,7.700000,0.480000,0.000000,158.480000,211.83

31,07:30-07:45,0.000000,0.43,25.000000,20.000000,7.700000,0.480000,0.000000,158.480000,212.09

32,07:45:08:00,0.000000,0.8,25.000000,20.000000,7.700000,0.480000,0.000000,158.480000,212.46

33,08:00-08:15,0.000000,1.23,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,213.28

34,08:15-08:30,0.000000,1.72,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,213.77

35,08:30-08:45,0.000000,2.27,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,214.32

36,08:45:09:00,0.000000,2.84,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,214.89

37,09:00:09:15,0.000000,3.37,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,215.42

38,09:15-09:30,0.000000,3.88,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,215.93

39,09:30-09:45,0.000000,4.46,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,216.51

40,09:45-10:00,0.000000,4.99,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,217.04

41,10:00-10:15,0.000000,5.48,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,217.53

42,10:15-10:30,0.000000,5.58,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,217.63

43,10:30-10:45,0.000000,5.97,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,218.02

44,10:45-11:00,0.000000,6.35,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,218.4

45,11:00-11:15,0.000000,6.55,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,218.6

46,11:15-11:30,0.000000,6.93,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,218.98

47,11:30-11:45,0.000000,7.12,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,219.17

48,11:45-12:00,0.000000,7.32,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,219.37

49,12:00-12:15,0.000000,7.51,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,219.56

50,12:15-12:30,0.000000,7.74,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,219.79

51,12:30-12:45,0.000000,8.09,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,220.14

52,12:45-13:00,0.000000,7.68,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,219.73

53,13:00-13:15,0.000000,7.41,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,219.46

54,13:15-13:30,0.000000,7.03,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,219.08

55,13:30-13:45,0.000000,6.64,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,218.69

56,13:45-14:00,0.000000,6.55,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,218.6

57,14:00-14:15,0.000000,6.5,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,218.55

58,14:15-14:30,0.000000,6.35,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,218.4

59,14:30-14:45,0.000000,6.22,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,218.27

60,14:45-15:00,0.000000,6.02,25.000000,20.000000,7.700000,0.870000,0.000000,158.480000,218.07

61,15:00-15:15,0.000000,5.68,25.000000,20.000000,7.700000,0.670000,0.000000,158.480000,217.53

62,15:15-15:30,0.000000,5.14,25.000000,20.000000,7.700000,0.670000,0.000000,158.480000,216.99

63,15:30-15:45,0.000000,4.77,25.000000,20.000000,7.700000,0.670000,0.000000,158.480000,216.62

64,15:45-16:00,0.000000,4.24,25.000000,20.000000,7.700000,0.670000,0.000000,158.480000,216.09

65,16:00-16:15,0.000000,3.74,25.000000,20.000000,7.700000,0.530000,0.000000,158.480000,215.45

66,16:15-16:30,0.000000,3.13,25.000000,20.000000,7.700000,0.530000,0.000000,158.480000,214.84

67,16:30-16:45,0.000000,2.52,25.000000,20.000000,7.700000,0.530000,0.000000,158.480000,214.23

68,16:45-17:00,0.000000,1.93,25.000000,20.000000,7.700000,0.530000,0.000000,158.480000,213.64

69,17:00-17:15,0.000000,1.4,25.000000,20.000000,7.700000,0.530000,0.000000,158.480000,213.11

70,17:15-17:30,0.000000,0.98,25.000000,20.000000,7.700000,0.530000,0.000000,158.480000,212.69

71,17:30-17:45,0.000000,0.61,25.000000,20.000000,7.700000,0.530000,0.000000,158.480000,212.32

72,17:45-18:00,0.000000,0.33,25.000000,20.000000,7.700000,0.530000,0.000000,158.480000,212.04

73,18:00-18:15,25.000000,0.13,25.000000,20.000000,7.700000,0.530000,55.000000,158.480000,291.84

74,18:15-18:30,25.000000,0,25.000000,20.000000,7.700000,0.530000,55.000000,158.480000,291.71

75,18:30-18:45,25.000000,0,25.000000,20.000000,7.700000,0.530000,55.000000,158.480000,291.71

76,18:45-19:00,25.000000,0,25.000000,20.000000,7.700000,0.530000,55.000000,158.480000,291.71

77,19:00-19:15,25.000000,0,25.000000,20.000000,7.700000,0.630000,55.000000,158.480000,291.81

78,19:15-19:30,25.000000,0,25.000000,20.000000,7.700000,0.630000,55.000000,158.480000,291.81

79,19:30-19:45,25.000000,0,25.000000,20.000000,7.700000,0.630000,55.000000,158.480000,291.81

80,19:45-20:00,25.000000,0,25.000000,20.000000,7.700000,0.630000,55.000000,158.480000,291.81

81,20:00-20:15,25.000000,0,25.000000,20.000000,7.700000,0.630000,55.000000,158.480000,291.81

82,20:15-20:30,25.000000,0,25.000000,20.000000,7.700000,0.630000,55.000000,158.480000,291.81

83,20:30-20:45,25.000000,0,25.000000,20.000000,7.700000,0.630000,55.000000,158.480000,291.81

84,20:45-21:00,25.000000,0,25.000000,20.000000,7.700000,0.630000,55.000000,158.480000,291.81

85,21:00-21:15,25.000000,0,25.000000,20.000000,7.700000,0.580000,55.000000,158.480000,291.76

86,21:15-21:30,25.000000,0,25.000000,20.000000,7.700000,0.580000,55.000000,158.480000,291.76

87,21:30-21:45,25.000000,0,25.000000,20.000000,7.700000,0.580000,55.000000,158.480000,291.76

88,21:45-22:00,25.000000,0,25.000000,20.000000,7.700000,0.580000,55.000000,158.480000,291.76

89,22:00-22:15,0.000000,0,25.000000,20.000000,7.700000,0.530000,55.000000,0.000000,108.23

90,22:15-22:30,0.000000,0,25.000000,20.000000,7.700000,0.530000,55.000000,0.000000,108.23

91,22:30-22:45,0.000000,0,25.000000,20.000000,7.700000,0.530000,55.000000,0.000000,108.23

92,22:45-23:00,0.000000,0,25.000000,20.000000,7.700000,0.530000,55.000000,0.000000,108.23

93,23:00-23:15,0.000000,0,25.000000,20.000000,7.700000,0.480000,0.000000,0.000000,53.18

94,23:15-23:30,0.000000,0,25.000000,20.000000,7.700000,0.480000,0.000000,0.000000,53.18

95,23:30-23:45,0.000000,0,25.000000,20.000000,7.700000,0.480000,0.000000,0.000000,53.18

96,23:45-24:00,0.000000,0,25.000000,20.000000,7.700000,0.480000,0.000000,0.000000,53.18

