Block,Time,KHSTPP-I,TALA,KHSTPP-II,FSTPP I & II,BRBCL,SASAN,ANTA_RF,ANTA_LF,JHAJJAR,CHAMERA2,TANDA2,KOTESHWR,PARBATI3,DULHASTI,DADRI_GF,TANAKPUR,KISHANGANGA,UNCHAHAR4,KOLDAM,SEWA2,CHAMERA3,AURY_LF,ANTA_GF,AURY_CRF,AURY_RF,DADRT2,RAPPB,NJPC,DHAULIGNGA,SINGRAULI,UNCHAHAR3,URI,RAPPC,URI2,DADRI_CRF,DADRI_LF,RIHAND3,RAMPUR,UNCHAHAR2,ANTA_CRF,RIHAND1,RIHAND2,BSIUL,CHAMERA1,AURY_GF,UNCHAHAR1,DADRI_RF,TEHRI,SINGRAULI_HYDRO,NAPP,SALAL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,26.262600,0.000000,81.481400,11.072620,16.139472,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,1.602019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,1.486867,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,0.000000,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,1.341413,0,0,0,0,0

7,01:30-01:45,26.262600,0.000000,81.481400,11.072620,14.817568,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,1.602019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,1.062048,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,0.000000,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,1.341413,0,0,0,0,0

8,01:45-02:00,26.262600,0.000000,81.481400,11.072620,14.318072,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,1.602019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,1.062048,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,0.000000,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,1.341413,0,0,0,0,0

9,02:00-02:15,26.262600,0.000000,81.481400,11.072620,13.882614,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,1.602019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.637229,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,0.000000,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,1.341413,0,0,0,0,0

10,02:15-02:30,26.262600,0.000000,81.481400,11.072620,13.753731,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,1.602019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.637229,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,0.000000,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,1.341413,0,0,0,0,0

11,02:30-02:45,26.262600,0.000000,81.481400,11.072620,13.329770,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.637229,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,0.000000,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,2.235688,0,0,0,0,0

12,02:45-03:00,26.262600,0.000000,81.481400,11.072620,10.273699,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.637229,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,0.000000,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,2.235688,0,0,0,0,0

13,03:00-03:15,26.262600,0.000000,81.481400,11.072620,9.880395,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.637229,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,0.000000,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,2.235688,0,0,0,0,0

14,03:15-03:30,26.262600,0.000000,81.481400,11.072620,10.569383,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.637229,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,0.000000,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,2.235688,0,0,0,0,0

15,03:30-03:45,26.262600,0.000000,81.481400,11.072620,11.767850,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.637229,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,2.116400,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,2.235688,0,0,0,0,0

16,03:45-04:00,26.262600,0.000000,81.481400,11.072620,16.267548,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,1.274458,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,2.116400,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,2.235688,0,0,0,0,0

17,04:00-04:15,26.262600,0.000000,81.481400,11.072620,16.045382,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.000000,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,2.116400,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,2.235688,0,0,0,0,0

18,04:15-04:30,26.262600,0.000000,81.481400,11.072620,15.564643,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.000000,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,2.116400,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,2.235688,0,0,0,0,0

19,04:30-04:45,26.262600,0.000000,81.481400,11.072620,15.932130,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.000000,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,2.116400,0.000000,0.000000,12.121200,0.000000,0.000000,0.791332,41.815831,2.235688,0,0,0,0,0

20,04:45-05:00,26.262600,0.000000,81.481400,11.072620,14.308492,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.000000,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,2.116400,0.000000,0.000000,12.121200,0.000000,14.181804,0.791332,41.815831,2.235688,0,0,0,0,0

21,05:00-05:15,26.262600,0.000000,81.481400,11.072620,16.222289,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,0.000000,0.000000,120.815175,14.045200,0.000000,52.493454,4.658697,0.000000,0.000000,41.548299,0.000000,22.895600,0.000000,59.861027,92.589903,2.116400,0.000000,0.000000,12.121200,0.000000,14.181804,0.791332,41.815831,12.296284,0,0,0,0,0

22,05:15-05:30,29.904347,0.000000,113.679636,11.072620,18.141690,402.856740,0.000000,0.000000,231.322520,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,21.864336,0.000000,120.815175,14.045200,0.000000,52.493454,4.658697,0.000000,0.000000,50.946487,0.000000,22.895600,0.000000,59.861027,92.589903,2.116400,0.000000,0.000000,12.121200,0.000000,14.181804,0.791332,41.815831,12.296284,0,0,0,0,0

23,05:30-05:45,29.904347,0.000000,113.679636,11.072620,19.240016,402.856740,0.000000,0.000000,287.118520,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,360.269000,0.000000,44.639686,0.000000,120.815175,14.045200,0.000000,52.493454,4.658697,0.000000,0.000000,59.480460,0.000000,22.895600,0.000000,88.504000,113.636250,2.116400,0.000000,0.000000,12.121200,0.000000,28.363608,0.791332,41.815831,12.296284,0,0,0,0,0

24,05:45-06:00,44.272298,0.000000,139.942236,14.274169,19.240016,402.856740,0.000000,0.000000,357.813399,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,399.711000,0.000000,45.004092,0.000000,120.815175,17.126582,0.000000,52.493454,4.658697,0.000000,0.000000,59.480460,0.000000,29.383721,0.000000,88.504000,113.636250,2.116400,0.000000,0.000000,14.085893,0.000000,28.363608,0.791332,41.815831,12.296284,0,0,0,0,0

25,06:00-06:15,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,473.871965,0.000000,68.052746,0.000000,120.815175,22.833824,0.000000,52.493454,4.658697,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,2.116400,0.000000,0.000000,15.441281,0.000000,28.363608,0.791332,41.815831,12.296284,0,0,0,0,0

26,06:15-06:30,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,3.205865,0.000000,17.452989,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,502.731965,0.000000,90.008183,0.000000,120.815175,25.387276,0.000000,52.493454,4.658697,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,6.273010,6.307834,0.000000,19.907472,0.000000,28.363608,0.791332,41.815831,12.296284,0,0,0,0,0

27,06:30-06:45,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,6.411730,0.000000,26.179483,0.000000,15.852656,0.000000,1.232322,0.000000,0.000000,0.000000,5.078090,0.000000,0.000000,0.000000,0.000000,0.000000,570.071965,0.000000,90.008183,8.260213,120.815175,25.387276,3.717168,52.493454,4.658697,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,6.273010,13.507885,0.000000,20.990840,0.000000,42.545412,0.791332,41.815831,12.296284,0,0,0,0,0

28,06:45-07:00,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,25.903389,0.000000,36.044216,0.000000,31.705311,0.000000,1.232322,0.000000,0.000000,0.000000,15.203494,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,90.008183,15.249624,120.815175,25.387276,3.717168,52.493454,4.658697,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,12.546019,27.030969,0.000000,20.990840,0.000000,42.545412,0.791332,41.815831,53.656512,0,0,0,0,0

29,07:00-07:15,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,38.008735,0.000000,36.044216,0.000000,31.705311,0.000000,1.602019,0.000000,0.000000,0.000000,15.203494,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,90.008183,17.577733,120.815175,25.387276,3.717168,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,12.546019,27.030969,0.000000,20.990840,0.000000,42.545412,0.791332,41.815831,53.656512,0,0,0,0,0

30,07:15-07:30,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,38.008735,0.000000,36.044216,0.000000,31.705311,0.000000,1.602019,0.000000,0.000000,0.000000,15.203494,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,90.008183,17.577733,120.815175,25.387276,3.717168,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,12.546019,27.030969,0.000000,20.990840,0.000000,42.545412,0.791332,41.815831,53.656512,0,0,0,0,0

31,07:30-07:45,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,38.008735,0.000000,36.044216,0.000000,31.705311,0.000000,1.848483,0.000000,0.000000,0.000000,15.203494,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,90.008183,26.366600,120.815175,25.387276,3.717168,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,12.546019,27.030969,0.000000,20.990840,0.000000,42.545412,0.791332,41.815831,53.656512,0,0,0,0,0

32,07:45:08:00,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,38.008735,0.000000,36.044216,0.000000,31.705311,0.000000,1.848483,0.000000,0.000000,0.000000,15.203494,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,90.008183,26.366600,120.815175,25.387276,3.717168,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,12.546019,13.515484,0.000000,20.990840,0.000000,42.545412,0.791332,41.815831,53.656512,0,0,0,0,0

33,08:00-08:15,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,25.903389,0.000000,36.044216,0.000000,31.705311,0.000000,0.985858,0.000000,0.000000,0.000000,15.203494,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,90.008183,17.577733,120.815175,25.387276,1.274458,52.493454,4.658697,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,12.546019,13.515484,0.000000,20.990840,0.000000,42.545412,0.791332,41.815831,53.656512,0,0,0,0,0

34,08:15-08:30,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,3.205865,0.000000,17.073576,0.000000,31.705311,0.000000,0.985858,0.000000,0.000000,0.000000,15.203494,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,90.008183,15.249624,120.815175,25.387276,1.274458,52.493454,4.658697,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,8.359780,0.000000,20.990840,0.000000,42.545412,0.791332,41.815831,6.707064,0,0,0,0,0

35,08:30-08:45,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,31.705311,0.000000,0.985858,0.000000,0.000000,0.000000,15.203494,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,67.415036,8.260213,120.815175,25.387276,1.274458,52.493454,4.658697,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,28.363608,0.791332,41.815831,12.296284,0,0,0,0,0

36,08:45:09:00,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,31.705311,0.000000,0.985858,0.000000,0.000000,0.000000,8.719953,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,41.906644,0.000000,120.815175,25.387276,1.274458,52.493454,4.658697,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,28.363608,0.791332,41.815831,12.296284,0,0,0,0,0

37,09:00:09:15,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,0.985858,0.000000,0.000000,0.000000,8.719953,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,41.906644,0.000000,120.815175,25.387276,25.489152,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,28.363608,0.791332,41.815831,12.296284,0,0,0,0,0

38,09:15-09:30,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,0.985858,0.000000,0.000000,0.000000,4.488211,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,22.502046,0.000000,120.815175,25.387276,25.489152,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,28.363608,0.791332,41.815831,12.296284,0,0,0,0,0

39,09:30-09:45,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,0.985858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,21.317728,0.000000,120.815175,25.387276,1.593072,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,27.272700,0.791332,41.815831,12.296284,0,0,0,0,0

40,09:45-10:00,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,15.852656,0.000000,0.985858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,0.000000,0.000000,120.815175,25.387276,1.593072,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,27.272700,0.791332,41.815831,12.296284,0,0,0,0,0

41,10:00-10:15,44.272298,0.000000,139.942236,19.942260,19.240016,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,0.616161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,0.000000,0.000000,120.815175,25.387276,1.593072,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,27.151488,0.791332,41.815831,12.296284,0,0,0,0,0

42,10:15-10:30,44.272298,0.000000,139.942236,19.942260,18.236084,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,0.616161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,653.669284,0.000000,0.000000,0.000000,120.815175,25.387276,1.593072,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,27.151488,0.791332,41.815831,12.296284,0,0,0,0,0

43,10:30-10:45,44.272298,0.000000,139.942236,19.942260,15.693828,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,0.616161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,627.791965,0.000000,0.000000,0.000000,120.815175,25.387276,1.593072,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,27.151488,0.791332,41.815831,12.296284,0,0,0,0,0

44,10:45-11:00,44.272298,0.000000,139.942236,19.942260,17.920432,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,0.616161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,579.691965,0.000000,0.000000,0.000000,120.815175,25.387276,1.593072,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,88.504000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,13.575744,0.791332,41.815831,12.296284,0,0,0,0,0

45,11:00-11:15,44.272298,0.000000,139.942236,19.942260,17.467528,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,0.985858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.955258,0.000000,0.000000,0.000000,120.815175,25.387276,25.489152,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,83.694000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,13.575744,0.791332,41.815831,12.296284,0,0,0,0,0

46,11:15-11:30,44.272298,0.000000,139.942236,19.942260,17.894212,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,0.985858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,461.095258,0.000000,0.000000,0.000000,120.815175,25.387276,25.489152,52.493454,8.023311,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,83.694000,113.636250,0.000000,0.000000,0.000000,20.990840,0.000000,0.000000,0.791332,41.815831,12.296284,0,0,0,0,0

47,11:30-11:45,44.272298,0.000000,139.942236,19.942260,17.977915,402.856740,0.000000,0.000000,418.888470,0.000000,0.000000,8.726494,0.000000,0.000000,0.000000,0.985858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,479.827707,0.000000,0.000000,0.000000,120.815175,25.387276,1.593072,52.493454,16.046622,0.000000,0.000000,59.480460,0.000000,40.779276,0.000000,83.694000,113.636250,6.273010,0.000000,0.000000,20.990840,0.000000,0.000000,0.791332,41.815831,12.296284,0,0,0,0,0

