Block,Time Block,DHAULIGNGA,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,KOTESHWR,NLCTS2EXP,NAPP,NNTPP,KUDGI,NLCEXP,MAPS,NLCIIST1,NJPC,NLCIIST2,KKNPPU2,KOLDAM,TEHRI,TelanganaSTPP,UNCHAHAR2,ANTA_CRF,URI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,TEHRIPSP,URI2,UNCHAHAR3,KHSTPP-II,KKNP,KISHANGANGA,TANDA2,SINGRAULI,TALST2,TANAKPUR,TALA,SINGRAULI_HYDRO,BRBCL,DADRT2,CHAMERA1,CHAMERA3,BSIUL,CHAMERA2,RAMPUR,RIHAND3,SASAN,RAPPC,RIHAND2,RIHAND1,RAPPB,PARBATI3,SALAL,PARBATI2,RSTPSU1TO6,RAPPD,RSTPSU7,SIMHST1,SIMHST2,SEWA2,FSTPP I & II,DULHASTI,KGSU3AND4,JHAJJAR,KHSTPP-I,KGSU1AND2,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
56,13:45-14:00,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,46.68,11.85,0,2.43,0,35.53,16.13,74.96,0,6.69,4.12,109.33,0,11.45,30.5,0.63,21.22,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,37.42,0,0,23.2,0,0,0,11.74,12.88,53.23,0,235.54,34.9,0,0,0,0,0,0,0

57,14:00-14:15,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,46.68,13.28,0,2.43,0,35.53,16.13,81.25,0,6.69,5.33,109.33,0,11.45,29.36,0.63,23.5,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,69.25,0,0,23.2,0,0,0,11.74,10.94,53.23,0,235.54,38.02,0,0,0,0,0,0,0

58,14:15-14:30,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,46.68,13.28,0,3.09,0,35.53,16.13,93.75,0,6.69,5.33,109.33,0,11.45,29.36,0.63,23.28,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,69.25,0,0,23.2,0,0,0,11.74,13.44,53.23,0,235.54,43.76,0,0,0,0,0,0,0

59,14:30-14:45,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,46.68,13.28,0,3.09,0,35.53,16.13,93.75,0,6.69,5.33,109.33,0,11.45,28.31,0.63,24.02,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,69.25,0,0,23.2,0,0,0,11.74,13.44,53.23,0,235.54,43.76,0,0,0,0,0,0,0

60,14:45-15:00,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,30.17,0,46.68,13.28,0,3.09,0,35.53,16.13,93.75,0,6.69,5.33,109.33,0,11.45,28.31,0.63,24.02,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,69.25,0,0,23.2,0,0,0,11.74,13.44,53.23,0,235.54,43.76,0,0,0,0,0,0,0

61,15:00-15:15,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,46.68,14.88,0,3.09,0,35.53,19.55,93.75,0,6.69,5.33,109.33,0,11.45,28.31,0.63,22.93,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,69.25,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

62,15:15-15:30,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,46.68,14.88,0,3.09,0,35.53,19.55,93.75,0,6.69,5.33,109.33,0,11.45,28.03,0.63,23.93,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,69.25,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

63,15:30-15:45,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,46.68,14.88,0,3.09,0,35.53,19.55,93.75,0,6.69,5.33,109.33,0,11.45,27.89,0.63,24.02,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,69.25,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

64,15:45-16:00,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,46.68,14.88,0,3.09,0,35.53,19.55,93.75,0,6.69,5.33,109.33,0,11.45,27.75,0.63,24.02,8.13,40.51,0,0,0,0,125.75,329.77,63.04,120.4,94.5,0,36.58,69.25,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

65,16:00-16:15,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,46.68,14.88,0,3.09,0,35.53,20.14,93.75,0,6.69,5.33,109.33,0,11.45,27.75,0.63,22.95,0,40.51,0,0,0,0,125.75,327.07,63.04,120.4,94.5,0,36.58,69.25,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

66,16:15-16:30,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,32.09,0,46.68,14.88,0,3.09,0,35.53,23.05,93.75,0,6.69,5.33,109.33,0,11.45,27.6,0.63,22.36,8.1,40.51,0,0,0,0,125.75,327.07,63.04,120.4,94.5,0,36.58,69.25,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

67,16:30-16:45,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,0,0,37.64,0,46.68,18.04,0,3.09,0,35.53,25.04,93.75,0,6.69,5.33,109.33,0,11.45,31.65,0.63,15.5,8.1,40.51,0,0,0,0,125.75,327.07,63.04,120.4,94.5,0,36.58,58.08,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

68,16:45-17:00,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,15.56,0,37.64,0,46.68,18.04,0,3.09,0,35.53,26.5,93.75,0,6.69,5.33,109.33,0,11.45,31.65,0.63,14.59,8.1,40.51,0,0,0,0,125.75,327.07,63.04,120.4,94.5,0,36.58,58.08,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

69,17:00-17:15,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,31.12,0,37.64,0,46.68,18.04,0,3.09,0,35.53,23.11,93.75,0,6.69,5.33,109.33,0,11.45,31.65,0.63,22.27,8.1,40.51,0,0,0,0,125.75,327.07,63.04,120.4,94.5,0,36.58,56.95,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

70,17:15-17:30,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,46.68,0,37.64,0,46.68,18.04,0,3.09,0,35.53,23.11,93.75,0,6.69,5.33,109.33,0,11.45,31.65,0.63,20.65,8.1,40.51,0,0,0,0,125.75,327.07,63.04,120.4,94.5,0,36.58,56.95,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

71,17:30-17:45,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,61.94,0,37.64,0,46.68,18.04,0,3.09,0,35.53,23.11,93.75,0,6.69,5.33,109.33,0,11.45,31.36,0.63,21.5,59.29,40.51,0,0,0,0,125.75,327.07,63.04,120.4,94.5,0,36.58,54.73,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

72,17:45-18:00,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,61.94,0,43.05,0,46.68,20.81,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,31.08,0.63,23.64,142.66,40.51,0,0,0,0,125.75,327.07,63.04,120.4,94.5,0,36.58,54.73,0,0,23.2,0,0,0,11.74,17.64,53.23,0,243.23,43.76,0,0,0,0,0,0,0

73,18:00-18:15,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,61.94,0,43.25,0,46.68,20.81,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,31.08,0.63,20.79,163.61,40.51,0,0,0,0,125.75,320.05,63.04,120.4,94.5,0,36.58,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,323,43.76,0,0,0,0,0,0,0

74,18:15-18:30,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,61.94,0,43.25,0,46.68,20.81,0,3.09,0,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,31.08,0.63,21.47,184.75,40.51,0,0,0,0,125.75,320.05,63.04,120.4,94.5,0,36.58,51.37,0,0,23.2,0,0,0,11.74,17.64,53.23,0,400.97,43.76,0,0,0,0,0,0,0

75,18:30-18:45,40.81,0,0,0,0,0,0,0,0,0,0,0,9.75,0,23.53,0,0,0,0,0,0,0,0,8.28,61.94,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,25.8,0.63,20.6,233.14,40.51,0,0,0,0,125.75,320.05,63.04,120.4,94.5,0,36.58,49.14,0,0,23.2,0,0,0,11.74,17.64,53.23,0,451.91,43.76,0,0,0,0,0,0,0

76,18:45-19:00,40.81,0,0,0,0,0,0,0,0,0,0,0,19.71,0,23.53,0,0,0,0,0,0,0,0,8.28,61.94,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,25.23,0.63,16.89,266.78,40.51,0,0,0,0,125.75,320.05,63.04,120.4,94.5,0,36.58,49.14,0,0,23.2,0,0,0,11.74,17.64,53.23,0,451.91,43.76,0,0,0,0,0,0,0

77,19:00-19:15,40.81,0,0,0,0,0,0,0,0,0,0,0,29.25,0,23.53,0,0,0,0,0,0,0,0,8.28,62.24,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,25.23,0.63,19.95,360.83,40.51,10.87,0,15.09,0,125.75,320.05,63.04,120.4,94.5,0,36.58,49.14,0,0,23.2,0,0,0,11.74,17.64,53.23,0,451.91,43.76,0,0,0,0,0,0,0

78,19:15-19:30,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,25.23,0.63,21.42,408.88,40.63,34.3,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,49.14,0,0,23.2,0,0,0,12.48,17.64,55.43,0,451.91,43.76,0,0,0,0,0,0,0

79,19:30-19:45,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,25.52,0.63,24.02,476.16,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,48.03,0,0,23.2,0,0,0,12.48,17.64,55.43,0,451.91,43.76,0,0,0,0,0,0,0

80,19:45-20:00,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,25.52,0.63,22.43,528.01,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,48.03,0,0,23.2,0,0,0,12.48,17.64,55.43,0,451.91,43.76,0,0,0,0,0,0,0

81,20:00-20:15,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,25.52,0.63,24.02,528.01,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,48.03,0,0,23.2,0,0,0,12.48,15.49,55.43,0,451.91,43.76,0,0,0,0,0,0,0

82,20:15-20:30,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,25.52,0.63,23.69,528.01,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,48.03,0,0,23.2,0,0,0,12.48,15.49,55.43,0,451.91,43.76,0,0,0,0,0,0,0

83,20:30-20:45,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,26.08,0.63,23.35,528.01,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,48.03,0,0,23.2,0,0,0,12.48,15.49,55.43,0,451.91,43.76,0,0,0,0,0,0,0

84,20:45-21:00,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,26.08,0.63,24.02,528.01,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,48.03,0,0,23.2,0,0,0,12.48,15.49,55.43,0,451.91,43.76,0,0,0,0,0,0,0

85,21:00-21:15,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,25.8,0.63,21.92,528.01,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,47.46,0,0,23.2,0,0,0,12.48,15.49,55.43,0,451.91,43.76,0,0,0,0,0,0,0

86,21:15-21:30,40.81,0,0,0,0,0,0,0,0,0,0,0,38.99,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,25.8,0.63,24.02,528.01,40.51,0,0,45.29,0,125.75,320.05,63.04,120.4,94.5,0,28.57,47.46,0,0,23.2,0,0,0,11.74,15.49,53.23,0,451.91,43.76,0,0,0,0,0,0,0

87,21:30-21:45,40.81,0,0,0,0,0,0,0,0,0,0,0,38.99,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.99,0.63,23.13,528.01,40.51,0,0,45.29,0,125.75,320.05,63.04,120.4,94.5,0,54.29,46.91,0,0,23.2,0,0,0,11.74,15.49,53.23,0,451.91,43.76,0,0,0,0,0,0,0

88,21:45-22:00,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,26.99,0.63,21.04,528.01,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,46.91,0,0,23.2,0,0,0,12.48,15.49,55.43,0,451.91,43.76,0,0,0,0,0,0,0

89,22:00-22:15,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,26.99,0.63,19.72,528.01,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,46.91,0,0,23.2,0,0,0,12.48,15.49,55.43,0,451.91,43.76,0,0,0,0,0,0,0

90,22:15-22:30,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,26.99,0.63,20.93,528.01,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,46.91,0,0,23.2,0,0,0,12.48,15.49,55.43,0,451.91,43.76,0,0,0,0,0,0,0

91,22:30-22:45,43.07,0,0,0,0,0,0,0,0,0,0,0,41.82,0,23.53,0,0,0,0,0,0,0,0,8.28,62.84,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.9,5.33,109.33,0,11.45,26.99,0.63,19.89,528.01,40.63,0,0,47.66,0,125.75,320.05,63.04,120.4,94.5,0,55.72,46.91,0,0,23.2,0,0,0,12.48,15.49,55.43,0,451.91,43.76,0,0,0,0,0,0,0

92,22:45-23:00,40.81,0,0,0,0,0,0,0,0,0,0,0,29.46,0,23.53,0,0,0,0,0,0,0,0,8.28,61.65,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.99,0.63,20.95,528.01,40.51,0,0,45.29,0,125.75,320.05,63.04,120.4,94.5,0,31.44,46.91,0,0,23.2,0,0,0,11.74,15.49,53.23,0,471.13,43.76,0,0,0,0,0,0,0

93,23:00-23:15,40.81,0,0,0,0,0,0,0,0,0,0,0,29.25,0,23.53,0,0,0,0,0,0,0,0,8.28,61.65,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.99,0.63,19.57,528.01,40.51,0,0,45.29,0,125.75,320.05,63.04,120.4,94.5,0,21.43,46.91,0,0,23.2,0,0,0,11.74,15.49,53.23,0,471.13,43.76,0,0,0,0,0,0,0

94,23:15-23:30,40.81,0,0,0,0,0,0,0,0,0,0,0,29.25,0,23.53,0,0,0,0,0,0,0,0,8.28,61.65,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.99,0.63,20.41,528.01,40.51,0,0,45.29,0,125.75,320.05,63.04,120.4,94.5,0,21.43,46.91,0,0,23.2,0,0,0,11.74,15.49,53.23,0,471.13,43.76,0,0,0,0,0,0,0

95,23:30-23:45,40.81,0,0,0,0,0,0,0,0,0,0,0,29.25,0,23.53,0,0,0,0,0,0,0,0,8.28,61.65,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.99,0.63,18.82,528.01,40.51,0,0,45.29,0,125.75,320.05,63.04,120.4,94.5,0,40,46.91,0,0,23.2,0,0,0,11.74,15.49,53.23,0,471.13,43.76,0,0,0,0,0,0,0

96,23:45-24:00,40.81,0,0,0,0,0,0,0,0,0,0,0,29.25,0,23.53,0,0,0,0,0,0,0,0,8.28,61.65,0,43.25,0,46.68,20.81,0,3.09,79.94,35.53,26.61,93.75,0,6.69,5.33,109.33,0,11.45,26.99,0.63,18.64,528.01,40.51,0,0,45.29,0,125.75,320.05,63.04,120.4,94.5,0,40,46.91,0,0,23.2,0,0,0,11.74,15.49,53.23,0,451.91,43.76,0,0,0,0,0,0,0

