Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/24112044/L_NR_2020_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2022_09,NR/01102023/22052037/LT-59,NR/01102023/13082046/L_NR_2021_12,NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25122043/GNA_MEJA_DELHI,NR/31102023/31102023/ HPX-TAMCTG-301023-05116,NR/01102023/30042040/GNA_LT_36
27,06:30-06:45,26.100000,74.130000,101.260000,10.27,2.700000,0.32,0,30.8,0,0,0.010000,14.71,2.100000,0,132.640000,14.71,1,6.66,0,3,10.25,7.1,0,10,0,23.470000,2.230000,3.55218,0,237.830000,117.950000,0.010000,23.470000,0,0.000000,0.000000,0.010000

28,06:45-07:00,26.100000,74.130000,101.260000,10.04,2.700000,1.08,3.5,30.12,1,1.5,0.140000,14.48,2.100000,0.21,132.640000,14.48,7.64,5,0.04,15,10.05,6.7,0,20,0,23.470000,2.230000,13.254984,0.33,237.830000,117.950000,0.140000,23.470000,0,0.000000,0.000000,0.150000

29,07:00-07:15,26.100000,74.130000,101.260000,9.94,2.700000,2.55,7,29.82,1,3,0.560000,14.44,2.100000,5.28,132.640000,14.44,20,5,1.06,30.95,9.95,6.3,1,30,0,23.470000,2.230000,22.811808,2.33,237.830000,117.950000,0.560000,23.470000,0,0.000000,0.000000,0.580000

30,07:15-07:30,25.140000,74.130000,101.260000,7.94,2.700000,5,10.5,23.81,5,4.5,1.340000,14.57,2.100000,15.52,132.640000,14.57,27.65,5,3.1,27.65,7.93,6.01,2,27.65,0,23.470000,2.230000,31.891764,5,237.830000,117.950000,1.340000,23.470000,0,0.000000,0.000000,1.370000

31,07:30-07:45,24.170000,74.130000,101.260000,7.54,2.700000,9,21,22.63,10,9,2.370000,14.11,2.100000,30.62,132.640000,14.11,29.99,5,6.12,29.98,7.55,6.01,5,29.98,0,23.470000,2.230000,42.159024,8.75,237.830000,117.950000,2.370000,23.470000,0,0.000000,0.000000,2.430000

32,07:45:08:00,24.170000,74.130000,101.260000,7.33,2.700000,12,36.4,22,17,15.6,3.620000,13.33,2.100000,49.37,132.640000,13.33,30.49,5,9.87,30.48,7.34,6.01,8,30.48,0,23.470000,2.230000,52.65012,15.25,237.830000,117.950000,3.620000,23.470000,0,0.000000,0.000000,3.710000

33,08:00-08:15,24.170000,74.130000,101.260000,7.33,2.700000,17,58.1,22,25,24.9,4.870000,13.33,2.100000,68.16,132.640000,13.33,30.99,5,13.63,30.98,7.34,6.01,13,30.98,0,23.470000,2.230000,63.627816,22.33,237.830000,117.950000,4.870000,23.470000,0,0.000000,0.000000,4.990000

34,08:15-08:30,25.140000,74.130000,101.260000,7.33,2.700000,21.5,72.8,22,33,31.2,6.200000,13.33,2.100000,84.48,132.640000,13.33,31.31,5,16.9,31.32,7.34,6.01,17,31.32,0,23.470000,2.230000,73.904808,29.73,237.830000,96.680000,6.200000,23.470000,0,0.000000,0.000000,6.350000

35,08:30-08:45,25.140000,74.130000,101.260000,7.33,2.700000,25,80.5,22,42,34.5,7.410000,13.33,2.100000,108.98,132.640000,13.33,32.16,5,21.79,32.17,7.34,6.01,21,32.17,0,23.470000,2.230000,83.296188,37.36,237.830000,67.680000,7.410000,23.470000,0,0.000000,0.000000,7.590000

36,08:45:09:00,25.140000,74.130000,101.260000,7.33,2.700000,27.8,95.9,22,49,41.1,8.600000,13.33,2.100000,128.58,132.640000,13.33,32.16,5,25.71,32.17,7.34,6.01,25,32.17,0,23.470000,2.230000,91.957668,44.87,237.830000,67.680000,8.600000,23.470000,0,0.000000,0.000000,8.820000

37,09:00:09:15,25.140000,74.130000,101.260000,7.33,2.700000,30.5,110.6,22,59,47.4,9.720000,13.33,2.330000,146.32,132.640000,13.33,32.34,5,29.26,32.33,7.34,6.01,30,32.33,0,26.090000,2.230000,89.670648,51.79,237.830000,96.680000,9.720000,26.090000,0,0.000000,0.000000,9.960000

38,09:15-09:30,26.100000,74.130000,101.260000,7.33,2.700000,33,123.9,22,64,53.1,10.710000,13.33,2.330000,163.23,132.640000,13.33,32.34,5,32.65,32.33,7.34,6.01,32,32.33,0,26.090000,2.230000,95.6169,58.16,237.830000,117.950000,10.710000,26.090000,0,0.000000,0.000000,10.970000

39,09:30-09:45,26.100000,74.130000,101.260000,7.33,2.700000,36,135.8,22,67,58.2,11.570000,13.33,2.330000,178.87,132.640000,13.33,32.34,5,35.77,32.33,7.34,7.01,34,32.33,0,26.090000,2.230000,102.28332,64.29,237.830000,117.950000,11.570000,26.090000,0,0.000000,0.000000,11.860000

40,09:45-10:00,26.100000,74.130000,101.260000,7.33,2.700000,37.5,147,22,71,63,12.360000,13.33,2.330000,193.28,132.640000,13.33,32.34,5,38.66,32.33,7.34,7.01,36,32.33,0,26.090000,2.230000,109.115184,69.61,237.830000,117.950000,12.360000,26.090000,0,0.000000,0.000000,12.670000

41,10:00-10:15,26.100000,64.970000,101.260000,7.17,2.700000,38,157.5,21.5,73,67.5,13.000000,13.33,2.330000,206.65,132.640000,13.33,32.34,5,41.33,32.33,7.16,7.01,36,32.33,0,26.090000,2.230000,115.265808,74.55,237.830000,117.950000,13.000000,26.090000,0,0.000000,0.000000,13.320000

42,10:15-10:30,28.040000,64.970000,101.260000,7.17,2.700000,42,168,21.5,77,72,13.470000,13.33,2.330000,218.98,132.640000,13.33,32.34,5,43.79,32.33,7.16,7.01,39,32.33,0,26.090000,2.230000,120.063684,77.55,237.830000,117.950000,13.470000,26.090000,0,0.000000,0.000000,13.800000

43,10:30-10:45,28.040000,64.970000,101.260000,7.17,2.700000,43,176.4,21.5,78,75.6,13.850000,13.33,2.330000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,7.01,39,32.33,0,26.090000,2.230000,112.414332,80.62,201.810000,117.950000,13.850000,26.090000,0,0.000000,0.000000,14.190000

44,10:45-11:00,28.040000,64.970000,101.260000,7.17,2.700000,43.5,182,21.5,81,78,14.140000,13.33,2.330000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,7.01,41,32.33,0,26.090000,2.230000,116.239008,83.22,201.810000,117.950000,14.140000,26.090000,0,0.000000,0.000000,14.500000

45,11:00-11:15,28.040000,64.970000,101.260000,7.17,2.700000,44,189,21.5,82,81,14.140000,13.33,2.330000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,7.01,41,32.33,0,26.090000,2.230000,118.253532,85.39,201.810000,117.950000,14.140000,26.090000,0,0.000000,0.000000,14.500000

46,11:15-11:30,28.040000,64.970000,101.260000,7.17,2.700000,46,189,21.5,83,81,14.140000,13.33,2.330000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,7.01,42,32.33,0,26.090000,2.230000,118.808256,87.29,201.810000,117.950000,14.140000,26.090000,0,0.000000,0.000000,14.500000

47,11:30-11:45,28.040000,64.970000,101.260000,7.17,2.700000,46,189,21.5,87,81,14.140000,13.38,2.330000,229.5,132.640000,13.38,32.34,5,45.9,32.33,7.16,7.01,43,32.33,0,26.090000,2.230000,121.319112,88.36,201.810000,117.950000,14.140000,26.090000,0,0.000000,0.000000,14.500000

48,11:45-12:00,28.040000,64.970000,101.260000,7.17,2.700000,46,189,21.5,87,81,14.140000,13.59,2.330000,229.5,132.640000,13.59,32.34,5,45.9,32.33,7.16,7.01,43,32.33,0,26.090000,2.230000,125.289768,88.94,201.810000,117.950000,14.140000,25.540000,0,0.000000,0.000000,14.500000

49,12:00-12:15,28.040000,64.970000,101.260000,7.17,2.700000,45,189,21.5,87,81,14.140000,13.33,2.330000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,7.01,43,32.33,0,26.090000,2.310000,118.010232,89.34,201.810000,117.950000,14.140000,26.090000,0,0.000000,0.000000,14.500000

50,12:15-12:30,28.040000,64.970000,67.680000,7.17,2.700000,45,189,21.5,87,81,14.140000,13.33,2.330000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,7.01,43,32.33,0,26.090000,2.310000,117.766932,89,204.710000,117.950000,14.140000,26.090000,0,0.000000,0.000000,14.500000

51,12:30-12:45,28.040000,64.970000,67.680000,7.17,2.700000,45,189,21.5,87,81,14.140000,13.33,2.330000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,9.74,43,32.33,0,26.090000,2.310000,116.647752,89.22,204.710000,117.950000,14.140000,26.090000,0,0.000000,0.000000,14.500000

52,12:45-13:00,28.040000,64.970000,67.680000,7.17,2.700000,44.5,189,21.5,87,81,14.140000,13.33,2.330000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,9.51,43,32.33,0,26.090000,2.310000,111.265956,88.56,204.710000,117.950000,14.140000,26.090000,0,0.000000,0.000000,14.500000

53,13:00-13:15,28.040000,74.130000,101.260000,7.17,2.750000,44,189,21.5,85,81,14.140000,13.33,2.410000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,9.3,42,32.33,0,26.090000,2.390000,109.348752,87.53,237.830000,67.680000,14.140000,26.090000,0,0.000000,0.000000,14.500000

54,13:15-13:30,28.040000,74.130000,101.260000,7.17,2.750000,43.5,189,21.5,79,81,14.140000,13.33,2.410000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,9.11,39,32.33,0,26.090000,2.390000,108.249036,86,237.830000,67.680000,14.140000,26.090000,0,0.000000,0.000000,14.500000

55,13:30-13:45,28.040000,74.130000,101.260000,7.17,2.750000,42,185.5,21.5,78,79.5,14.140000,13.33,2.410000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,8.48,39,32.33,0,26.090000,2.390000,106.12746,83.98,237.830000,117.950000,14.140000,26.090000,0,0.000000,0.000000,14.500000

56,13:45-14:00,28.040000,74.130000,101.260000,7.17,2.750000,41,178.5,21.5,74,76.5,13.940000,13.33,2.410000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,8.34,37,32.33,0,26.090000,2.390000,102.244392,82.63,237.830000,117.950000,13.940000,26.090000,0,0.000000,0.000000,14.290000

57,14:00-14:15,28.040000,74.130000,101.260000,7.17,2.750000,40,170.1,21.5,69,72.9,13.760000,13.33,2.410000,229.5,132.640000,13.33,32.34,5,45.9,32.33,7.16,7.92,34,32.33,0,26.090000,2.470000,97.923384,80.52,237.830000,117.950000,13.760000,26.090000,0,0.000000,0.000000,14.110000

58,14:15-14:30,28.040000,74.130000,101.260000,7.17,2.750000,38.5,158.2,21.5,64,67.8,13.440000,13.33,2.410000,219.99,132.640000,13.33,32.34,6,44,32.33,7.16,11.14,32,32.33,0,26.090000,2.470000,92.327484,77.66,237.830000,117.950000,13.440000,26.090000,0,0.000000,0.000000,13.780000

59,14:30-14:45,28.040000,74.130000,101.260000,7.17,2.750000,37,149.1,21.5,61,63.9,13.030000,13.33,1.710000,194.68,132.640000,13.33,32.34,7.22,38.93,32.33,7.16,10.94,31,32.33,0,26.090000,2.470000,85.3983,74.11,237.830000,117.950000,13.030000,26.090000,0,0.000000,0.000000,13.350000

60,14:45-15:00,28.040000,74.130000,101.260000,7.17,2.750000,35,138.6,21.5,56,59.4,12.500000,21.44,1.710000,182.2,132.640000,21.44,32.34,8.22,36.44,32.33,7.16,10.66,28,32.33,0,26.090000,2.470000,77.184492,70.35,237.830000,117.950000,12.500000,26.090000,0,0.000000,0.000000,12.820000

61,15:00-15:15,28.040000,74.130000,101.260000,8.81,2.780000,33,125.3,26.43,52,53.7,11.860000,21.22,2.330000,128.85,132.640000,21.22,32.5,8.95,25.77,32.5,8.8,10.45,26,32.5,0,26.090000,2.530000,75.101844,65.34,237.830000,117.950000,11.860000,26.090000,0,0.000000,0.000000,12.160000

62,15:15-15:30,28.040000,74.130000,101.260000,8.72,2.780000,29,114.1,26.15,47,48.9,11.190000,21.07,2.330000,115.74,132.640000,21.07,32.5,9.02,23.15,32.5,8.71,10.24,23,32.5,0,26.090000,2.530000,65.54502,60,237.830000,117.950000,11.190000,26.090000,0,0.000000,0.000000,11.470000

63,15:30-15:45,28.040000,74.130000,101.260000,8.59,2.780000,26,100.1,25.77,40,42.9,10.410000,20.65,2.330000,102.63,132.640000,20.65,32.5,8.95,20.53,32.5,8.59,9.66,20,32.5,0,26.090000,2.530000,55.657308,54.15,237.830000,117.950000,10.410000,26.090000,0,0.000000,0.000000,10.670000

64,15:45-16:00,29.970000,74.130000,101.260000,8.5,2.780000,23,84,25.51,33,36,9.440000,19.3,2.330000,89.52,132.640000,19.3,32.5,8.97,17.9,32.5,8.52,9.26,17,32.5,0,26.090000,2.530000,45.857184,47.86,237.830000,117.950000,9.440000,26.090000,0,0.000000,0.000000,9.660000

65,16:00-16:15,29.970000,74.130000,101.260000,8.27,2.780000,20,66.5,24.81,24,28.5,8.360000,18.45,2.330000,62.97,132.640000,18.45,32.66,8.8,12.59,32.67,8.27,9.06,12,32.67,0,29.970000,2.610000,36.15438,36.14,237.830000,117.950000,8.360000,0.000000,0,0.000000,0.000000,8.560000

66,16:15-16:30,30.940000,74.130000,101.260000,12.09,2.780000,17,49,36.26,18,21,4.630000,25.89,2.330000,54.63,132.640000,25.89,32.66,12.55,10.93,32.67,12.08,8.54,9,32.67,0,29.970000,2.610000,25.848192,30.12,237.830000,117.950000,4.630000,29.970000,0,0.000000,0.000000,4.750000

67,16:30-16:45,30.940000,74.130000,101.260000,11.98,2.780000,13,33.6,35.94,10,14.4,4.010000,25.34,2.330000,25,132.640000,25.34,30.27,12.33,5,24.41,11.98,8.11,5,33,0,29.970000,2.610000,16.086996,23.75,237.830000,117.950000,4.010000,29.970000,0,0.000000,0.000000,4.120000

68,16:45-17:00,29.970000,74.130000,101.260000,11.73,2.780000,10,21,35.18,3,9,3.290000,24.78,2.330000,25,132.640000,24.78,14.06,12.18,5,12.88,11.72,7.78,1,28,0,29.970000,2.610000,9.663876,17.82,237.830000,117.950000,3.290000,29.970000,0,0.000000,0.000000,3.370000

69,17:00-17:15,29.970000,74.130000,101.260000,11.65,2.780000,8,14,34.94,5,6,2.600000,24.23,2.330000,25,132.640000,24.23,4.85,11.84,5,0.6,11.65,7.42,3,14,0,0.000000,2.690000,4.447524,11.57,237.830000,117.950000,2.600000,29.970000,0,0.000000,193.360000,2.660000

70,17:15-17:30,29.970000,74.130000,101.260000,13.83,2.780000,7,9.8,41.49,5,4.2,1.770000,31.67,2.330000,18.67,132.640000,31.67,1,11.45,3.73,1,13.84,7.41,2,7,0,0.000000,2.690000,1.4598,5.9,237.830000,117.950000,1.770000,29.970000,0,0.000000,193.360000,1.810000

71,17:30-17:45,29.970000,74.130000,101.260000,13.78,2.780000,5,7,41.35,3,3,1.060000,30.67,2.330000,10.83,132.640000,30.67,0.1,11.22,2.16,0,13.8,7.41,1,1,0,0.000000,2.690000,0.126516,1.23,237.830000,117.950000,1.060000,29.970000,0,0.000000,193.360000,1.090000

72,17:45-18:00,30.940000,74.130000,101.260000,13.36,2.780000,1,3.5,40.07,0,1.5,0.510000,30.01,2.330000,2.98,132.640000,30.01,0,12.99,0.59,0,13.35,7.41,0,0,0,0.000000,2.690000,0,0.88,237.830000,117.950000,0.510000,29.970000,0,0.000000,193.360000,0.530000

73,18:00-18:15,30.940000,74.130000,101.260000,13.05,2.780000,2,0,39.14,0,0,0.140000,29.62,2.330000,1.68,132.640000,29.62,0,12.76,0.33,0,13.04,7.41,0,0,0,0.000000,2.390000,0,0.29,237.830000,117.950000,0.140000,30.450000,0,0.000000,193.360000,0.150000

74,18:15-18:30,30.940000,74.130000,101.260000,12.66,2.780000,0,0,37.97,0,0,0.000000,29.08,2.330000,0.74,132.640000,29.08,0,12.09,0.15,0,12.66,7.41,0,0,0,0.000000,2.390000,0,0,237.830000,117.950000,0.000000,30.450000,0,0.000000,193.360000,0.000000

75,18:30-18:45,30.940000,74.130000,101.260000,12.48,2.780000,0,0,37.43,0,0,0.000000,28.67,2.330000,0.18,132.640000,28.67,0,11.75,0.04,0,12.47,7.41,0,0,0,0.000000,2.390000,0,0,237.830000,117.950000,0.000000,30.450000,0,0.000000,193.360000,0.000000

76,18:45-19:00,30.940000,74.130000,101.260000,12.44,2.780000,0,0,37.31,0,0,0.000000,32.55,2.330000,0,132.640000,32.55,0,11.47,0,0,12.42,7.41,0,0,0,0.000000,2.390000,0,0,237.830000,117.950000,0.000000,30.450000,0,0.000000,193.360000,0.000000

77,19:00-19:15,30.940000,74.130000,101.260000,12.38,2.780000,0,0,37.13,0,0,0.000000,31.67,2.330000,0,132.640000,31.67,0,10.84,0,0,12.38,7.41,0,0,0,0.000000,2.390000,0,0,237.830000,117.950000,0.000000,30.450000,0,0.000000,0.000000,0.000000

78,19:15-19:30,30.940000,74.130000,101.260000,12.24,2.780000,0,0,36.72,0,0,0.000000,30.67,2.330000,0,132.640000,30.67,0,10.62,0,0,12.25,7.41,0,0,0,0.000000,2.390000,0,0,237.830000,117.950000,0.000000,0.000000,0,0.000000,0.000000,0.000000

79,19:30-19:45,30.940000,74.130000,101.260000,12.24,2.780000,0,0,36.72,0,0,0.000000,30.01,2.330000,0,132.640000,30.01,0,10.38,0,0,12.25,13.05,0,0,0,10.530000,2.390000,0,0,237.830000,117.950000,0.000000,10.530000,0,0.000000,0.000000,0.000000

80,19:45-20:00,30.940000,74.130000,101.260000,12.44,2.780000,0,0,37.31,0,0,0.000000,29.95,2.330000,0,132.640000,29.95,0,10.18,0,0,12.42,12.41,0,0,0,20.010000,2.390000,0,0,237.830000,117.950000,0.000000,20.000000,0,0.000000,0.000000,0.000000

