Block,Time,ANTA_GF,TANDA2,SEWA2,TEHRI,PARBATI3,BSIUL,URI,UNCHAHAR4,DHAULIGNGA,SALAL,SINGRAULI,UNCHAHAR1,SINGRAULI_HYDRO,TANAKPUR,KOLDAM,DULHASTI,DADRI_LF,CHAMERA1,URI2,RAMPUR,AURY_GF,ANTA_RF,DADRI_GF,ANTA_LF,DADRI_RF,RAPPC,CHAMERA3,RIHAND1,KISHANGANGA,DADRI_CRF,JHAJJAR,RIHAND2,UNCHAHAR3,NJPC,KOTESHWR,RAPPB,AURY_LF,AURY_CRF,UNCHAHAR2,ANTA_CRF,AURY_RF,DADRT2,NAPP,CHAMERA2,RIHAND3,TALA,KHSTPP-I,KHSTPP-II,BRBCL,FSTPP I & II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.271676,0.000000,0.000000,1.338485,119.778530,7.679200,0.826330,6.762975,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,52.945780,0.000000,0.000000,342.684300,56.691694,12.478700,0.000000,8.991383,0.000000,0.000000,0.000000,20.157900,0.000000,0.000000,347.483800,20.811016,0.000000,118.706633,0.000000,19.198000,60.473700,16.982654,5.759400,396.318712,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.271676,0.000000,0.000000,1.338485,119.778530,7.679200,0.826330,6.762975,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,52.945780,0.000000,0.000000,342.684300,56.691694,12.478700,0.000000,8.991383,0.000000,0.000000,0.000000,20.157900,0.000000,0.000000,347.483800,20.811016,0.000000,118.706633,0.000000,19.198000,60.473700,15.702300,5.759400,396.318712,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.271676,0.000000,0.000000,1.338485,119.778530,7.679200,0.826330,6.762975,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,52.945780,0.000000,0.000000,342.684300,56.691694,12.478700,0.000000,8.991383,0.000000,0.000000,0.000000,20.157900,0.000000,0.000000,347.483800,20.811016,0.000000,118.706633,0.000000,19.198000,60.473700,17.415188,5.759400,396.318712,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.271676,0.000000,0.000000,1.338485,133.723669,7.679200,0.826330,6.762975,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,342.684300,56.691694,12.478700,0.000000,8.991383,0.000000,0.000000,0.000000,20.157900,0.000000,0.000000,347.483800,20.811016,0.000000,118.706633,0.000000,19.198000,60.473700,14.608209,5.759400,396.318712,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,14.634635,0.000000,0.000000,1.271676,0.000000,0.000000,1.338485,133.723669,7.679200,0.826330,0.245926,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,342.684300,56.691694,12.478700,0.000000,8.991383,0.000000,0.000000,0.000000,20.157900,0.000000,0.000000,347.483800,20.811016,0.000000,118.706633,0.000000,19.198000,60.473700,15.460367,5.759400,396.318712,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,14.937004,0.000000,0.000000,1.271676,0.000000,0.000000,1.338485,133.723669,7.679200,0.826330,0.000000,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,342.684300,56.691694,12.478700,0.000000,8.991383,0.000000,0.000000,0.000000,20.157900,0.000000,0.000000,347.483800,20.811016,0.000000,118.706633,0.000000,29.160706,93.869389,17.970654,5.759400,396.318712,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,14.937004,0.000000,0.000000,25.433510,0.000000,0.000000,1.338485,133.723669,9.251516,0.826330,0.000000,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,346.523900,56.691694,15.628620,0.000000,8.991383,0.000000,0.000000,0.000000,23.882761,0.000000,0.000000,395.478800,20.811016,0.000000,118.706633,0.000000,34.398907,98.943585,17.502017,7.987086,396.318712,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.000000,29.874008,0.000000,0.000000,25.433510,0.000000,0.000000,1.338485,133.723669,9.251516,0.826330,0.000000,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,346.523900,56.691694,17.845021,10.908304,8.991383,0.000000,0.000000,0.000000,28.430030,0.000000,0.000000,443.473800,20.811016,0.000000,118.706633,0.000000,35.674204,112.558738,17.738504,10.659306,396.318712,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.000000,29.874008,0.000000,0.000000,2.119459,0.000000,0.000000,1.338485,133.723669,9.251516,0.826330,0.000000,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,425.235700,56.691694,17.845021,36.361012,8.991383,0.000000,0.000000,0.000000,28.430030,0.000000,0.000000,491.468800,20.811016,0.000000,118.706633,0.000000,43.917072,138.994097,19.006341,10.659306,396.318712,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,1.271676,0.000000,0.000000,1.338485,133.723669,9.251516,0.826330,0.000000,0.000000,15.818050,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,532.005473,56.691694,17.845021,36.361012,8.991383,0.000000,0.000000,0.000000,33.229530,0.000000,0.000000,573.060300,20.811016,0.000000,118.706633,0.000000,35.674204,141.355738,18.215208,14.446072,396.318712,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,1.271676,0.000000,0.000000,1.338485,133.723669,9.906360,0.826330,0.000000,0.000000,31.636100,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,551.203473,56.691694,20.581782,36.361012,8.991383,0.000000,0.000000,0.000000,33.965870,0.000000,0.000000,613.279630,20.811016,0.000000,118.706633,0.000000,35.674204,112.558738,17.341570,15.713563,396.318712,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,1.271676,0.000000,0.000000,1.338485,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,7.962370,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,619.988645,56.691694,25.331857,49.087366,17.982767,0.000000,0.000000,0.000000,40.501711,0.000000,0.000000,651.954481,20.811016,12.641921,118.706633,0.000000,44.538477,141.355738,19.197301,19.898727,396.318712,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,5.067005,44.811012,0.000000,1.055890,1.271676,0.000000,8.242181,1.338485,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,13.485981,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,77.267150,26.974150,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,12.641921,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,396.318712,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,10.113537,44.811012,0.000000,12.518632,1.271676,0.000000,15.216335,1.338485,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,26.541235,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,112.264625,37.404155,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,25.283843,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,396.318712,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,10.113537,44.811012,0.000000,12.518632,1.271676,0.000000,17.539362,6.692423,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,26.541235,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,112.264625,37.404155,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,25.283843,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,396.318712,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,10.113537,44.811012,0.000000,12.518632,1.271676,0.000000,17.539362,53.539382,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,26.541235,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,112.264625,37.404155,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,25.283843,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,396.318712,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,10.113537,44.811012,0.000000,12.518632,25.433510,0.000000,26.309043,53.539382,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,26.541235,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,112.264625,37.404155,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,25.283843,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,376.880738,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,10.113537,44.811012,0.000000,12.518632,25.433510,0.000000,26.309043,53.539382,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,13.485981,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,112.264625,37.404155,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,25.283843,118.706633,0.000000,44.538477,141.355738,16.262707,19.898727,363.922088,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,10.113537,44.811012,0.000000,12.518632,3.179189,0.000000,17.539362,53.539382,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,13.485981,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,112.264625,37.404155,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,25.283843,118.706633,0.000000,44.538477,141.355738,16.305265,19.898727,350.963438,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,5.067005,44.811012,0.000000,0.000000,2.119459,0.000000,15.216335,6.692423,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,8.341531,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,84.357548,26.974150,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,12.641921,118.706633,0.000000,44.538477,141.355738,17.170533,19.898727,327.205912,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,2.119459,0.000000,8.242181,1.338485,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,63.631771,17.982767,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,327.205912,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,2.119459,0.000000,0.000000,1.338485,133.723669,10.136544,0.826330,0.000000,0.000000,31.636100,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,36.361012,17.982767,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,327.205912,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,2.119459,0.000000,0.000000,1.338485,133.723669,10.136544,0.826330,0.000000,0.000000,15.818050,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,18.180506,17.982767,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,327.205912,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,2.119459,0.000000,0.000000,1.338485,133.723669,10.136544,0.826330,0.000000,0.000000,15.818050,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,0.000000,17.982767,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,327.205912,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,2.119459,0.000000,0.000000,1.338485,133.723669,10.136544,0.826330,0.000000,0.000000,15.818050,0.000000,0.000000,8.005796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,0.000000,8.991383,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,327.205912,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,2.119459,0.000000,0.000000,1.338485,133.723669,10.136544,0.826330,0.000000,0.000000,15.818050,0.000000,0.000000,8.005796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,0.000000,8.991383,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,327.205912,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,2.119459,0.000000,0.000000,1.338485,133.723669,10.136544,0.844693,0.000000,0.000000,15.818050,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,0.000000,8.991383,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,327.205912,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,2.119459,0.000000,0.000000,1.338485,133.723669,10.136544,0.844693,0.000000,0.000000,15.818050,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,0.000000,8.991383,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,16.869101,19.898727,327.205912,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,34.971077,0.000000,0.000000,1.338485,133.723669,10.136544,0.844693,0.368890,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,0.000000,8.991383,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,644.942507,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,327.205912,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,44.811012,0.000000,0.000000,34.971077,0.000000,0.000000,1.338485,133.723669,10.136544,0.844693,0.368890,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,0.000000,8.991383,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,19.015833,19.898727,327.205912,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,32.655798,0.000000,0.000000,3.179189,0.000000,0.000000,1.338485,133.723669,10.136544,0.844693,0.368890,0.000000,0.000000,0.000000,0.000000,4.519401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,0.000000,8.991383,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,19.197964,19.898727,327.205912,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,14.937004,0.000000,0.000000,2.119459,0.000000,0.000000,1.338485,133.723669,10.136544,0.844693,0.122963,0.000000,0.000000,0.000000,0.000000,8.005796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,0.000000,8.991383,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,18.066761,19.898727,327.205912,0,0,0,0,0

47,11:30-11:45,0.000000,0.000000,0.000000,14.937004,0.000000,0.000000,2.119459,0.000000,0.000000,1.338485,133.723669,10.136544,0.844693,0.122963,0.000000,0.000000,0.000000,0.000000,8.005796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.135241,0.000000,78.711800,0.000000,0.000000,626.550823,56.691694,25.331857,0.000000,8.991383,0.000000,0.000000,0.000000,40.690257,0.000000,0.000000,651.954481,20.811016,0.000000,118.706633,0.000000,44.538477,141.355738,18.216923,19.898727,327.205912,0,0,0,0,0

