Block,Time Block,KGSU3AND4,JHAJJAR,KGSU1AND2,ANTA_GF,UNCHAHAR2,URI,TEHRI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,TelanganaSTPP,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,NTPL,NNTPP,RAPPB,PARBATI3,RAMPUR,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,TALA,SALAL,SEWA2,SINGRAULI,RIHAND3,TANDA2,RIHAND2,SASAN,RIHAND1,TALST2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,NLCTS2EXP,NLCIIST2,DHAULIGNGA,FSTPP I & II,DULHASTI,KUDGI,MAPS,CHAMERA3,CHAMERA2,DADRT2,NLCEXP,NLCIIST1,NJPC,NAPP,CHAMERA1,BRBCL,BSIUL,KHSTPP-II,KKNP,KKNPPU2,KOTESHWR,KOLDAM,KISHANGANGA,KHSTPP-I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,299.17,0,0,17.53,1.59,0,0,17,0,0,4.26,21.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,14.98,0,0,0,0,0,426.89,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

64,15:45-16:00,0,299.17,0,0,20.33,1.59,14.93,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,17.46,0,0,0,0,0,474.85,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

65,16:00-16:15,0,309.72,0,0,20.33,3.18,14.93,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,17.46,0,0,0,0,0,563.11,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

66,16:15-16:30,0,368.24,0,0,20.33,3.18,29.86,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,17.46,0,0,0,0,0,627.98,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

67,16:30-16:45,0,229.67,0,0,20.33,3.18,44.79,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,17.46,0,0,0,0,0,609.17,0,0,22.44,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

68,16:45-17:00,0,231.86,0,0,20.33,3.18,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,0,651.52,0,0,44.88,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

69,17:00-17:15,0,231.86,0,0,20.33,1.59,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,0,654.99,0,0,67.86,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

70,17:15-17:30,0,231.86,0,0,20.33,1.59,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,8.74,17.46,15.81,0,0,0,1.92,654.99,0,0,89.75,41.5,11.52,19.19,1.06,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

71,17:30-17:45,0,231.86,0,0,20.33,38.13,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,5.06,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,17.49,17.46,31.62,0,0,9.29,3.84,654.99,0,0,112.19,41.5,23.49,19.19,6.25,94.85,0,0,17.03,0,0,43.96,0,0,0,0,0

72,17:45-18:00,0,231.86,0,0,20.33,38.13,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,5.06,134,119.26,0,113.93,334.78,43.83,0,1.1,0,0,0,0,35.06,17.46,31.62,0,0,27.88,25.27,654.99,0,0,134.63,41.5,40.43,19.19,12.51,94.85,0,0,28.38,0,0,43.96,0,0,0,0,0

73,18:00-18:15,0,231.86,0,0,20.33,2.65,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,10.11,134,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,35.06,17.46,31.62,0,0,27.88,25.27,654.99,0,0,134.63,41.5,40.43,19.19,12.51,94.85,0,0,28.38,0,0,43.96,0,0,0,0,0

74,18:15-18:30,0,231.86,0,0,20.33,1.59,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,10.11,134,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,35.06,17.46,31.62,0,0,27.88,25.27,654.99,0,0,134.63,41.5,40.43,19.19,12.51,94.85,0,0,28.38,0,0,43.96,0,0,0,0,0

75,18:30-18:45,0,231.86,0,0,20.33,1.59,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,12.26,10.11,134,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,35.06,17.46,31.62,0,0,27.88,25.27,654.99,0,0,134.63,41.5,40.43,19.19,12.51,94.85,0,0,28.38,0,0,43.96,0,0,0,0,0

76,18:45-19:00,0,231.86,0,0,20.33,1.59,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,53.5,10.11,134,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,35.06,17.46,31.62,0,0,27.88,25.27,654.99,0,0,134.63,41.5,40.43,19.19,12.51,94.85,0,0,28.38,0,0,43.96,0,0,0,0,0

77,19:00-19:15,0,231.86,0,0,20.33,1.59,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,49.91,0,0,0,53.5,5,134,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,35.06,17.46,31.62,0,0,27.88,25.27,654.99,0,0,134.63,41.5,40.43,19.19,12.51,94.85,0,0,28.38,0,0,43.96,0,0,0,0,0

78,19:15-19:30,0,231.86,0,0,20.33,1.59,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,53.5,5,134,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,17.49,17.46,15.81,0,0,3.91,25.27,654.99,0,0,134.63,41.5,23.49,19.19,6.25,94.85,0,0,17.03,0,0,43.96,0,0,0,0,0

79,19:30-19:45,0,231.86,0,0,20.33,2.65,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,53.5,0,134,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,8.74,17.46,15.81,0,0,0,12.53,650.82,0,0,112.19,41.5,11.52,19.19,6.25,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

80,19:45-20:00,0,231.86,0,0,20.33,38.13,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,12.26,0,134,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,12.53,651.15,0,0,89.75,41.5,0,19.19,1.06,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

81,20:00-20:15,0,384.66,0,0,20.33,38.13,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,267.82,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,12.53,651.15,0,0,67.31,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

82,20:15-20:30,0,361.52,0,0,20.33,2.65,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,267.82,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,651.15,0,0,20.16,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

83,20:30-20:45,0,361.52,0,0,20.33,1.59,59.71,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,267.82,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,651.15,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

84,20:45-21:00,0,303,0,0,20.33,1.59,44.79,0,19.72,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,267.82,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,651.15,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

85,21:00-21:15,0,316.43,0,0,20.33,1.59,44.79,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,267.82,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,651.15,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

86,21:15-21:30,0,347.13,0,0,20.33,1.59,44.79,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,267.82,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,651.15,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

87,21:30-21:45,0,347.13,0,0,20.33,1.59,29.61,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,267.82,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,651.15,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

88,21:45-22:00,0,347.13,0,0,20.33,2.65,29.61,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,134,119.26,0,113.93,267.82,43.83,0,1.1,0,0,0,0,0,17.46,15.81,0,0,0,0,651.15,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

89,22:00-22:15,0,347.13,0,0,20.33,38.13,29.61,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,0,630.75,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

90,22:15-22:30,0,347.13,0,0,20.33,38.13,29.61,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,0,635.73,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

91,22:30-22:45,0,347.13,0,0,20.33,2.65,29.61,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,0,629.75,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

92,22:45-23:00,0,347.13,0,0,20.33,1.59,15.23,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,0,632.74,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

93,23:00-23:15,0,347.13,0,0,20.33,1.59,14.5,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,0,632.74,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

94,23:15-23:30,0,347.13,0,0,20.33,1.59,0,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,0,610.93,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

95,23:30-23:45,0,347.13,0,0,20.33,1.59,0,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,0,561.08,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

96,23:45-24:00,0,347.13,0,0,20.33,1.59,0,0,17,0,0,4.26,25.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.91,0,0,0,1.34,0,128.07,119.26,0,113.93,267.82,43.83,0,1.72,0,0,0,0,0,17.46,15.81,0,0,0,0,501.25,0,0,0,41.5,0,19.19,0,94.85,0,0,8.51,0,0,43.96,0,0,0,0,0

