Block,Time,BRBCL,DADRT2,KHSTPP-I,KISHANGANGA,KKNPPU2,MAPS,NNTPP,PARBATI3,VALLURNTECL,DADRI_LF,CHAMERA1,KOLDAM,RAMPUR,SASAN,TEHRI,ANTA_GF,AURY_RF,DULHASTI,KGSU1AND2,NLCTS2EXP,SINGRAULI_HYDRO,TALA,TANAKPUR,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,BSIUL,KKNP,RSTPSU1TO6,SALAL,SIMHST1,TALST2,ANTA_RF,CHAMERA2,CHAMERA3,DHAULIGNGA,JHAJJAR,KGSU3AND4,KHSTPP-II,KUDGI,NLCIIST2,RAPPD,RIHAND3,UNCHAHAR2,AURY_GF,AURY_LF,PARBATI2,SIMHST2,TEHRIPSP,ANTA_LF,AURY_CRF,DADRI_CRF,DADRI_RF,NAPP,NJPC,NLCIIST1,NTPL,RAPPB,RIHAND1,RSTPSU7,SINGRAULI,UNCHAHAR3,URI2,DADRI_GF,FSTPP I & II,KOTESHWR,NLCEXP,RAPPC,RIHAND2,SEWA2,TANDA2,URI,ANTA_CRF
55,13:30-13:45,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,29.31,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,49.3,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

56,13:45-14:00,24.99,690.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,29.31,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,49.3,48.9,35.09,32.89,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

57,14:00-14:15,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,30.34,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,48.64,48.9,35.09,32.89,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,30.91,0

58,14:15-14:30,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,30.34,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,48.64,48.9,35.09,32.89,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,30.91,0

59,14:30-14:45,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,30.34,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,48.64,48.9,35.09,23.51,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,30.91,0

60,14:45-15:00,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.11,30.34,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,48.64,48.9,35.09,23.51,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,30.91,0

61,15:00-15:15,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.13,28.81,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,48.64,48.9,35.09,23.51,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

62,15:15-15:30,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.13,28.81,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,48.64,48.9,35.09,23.51,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

63,15:30-15:45,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.13,29.26,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,48.64,48.9,35.09,23.51,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

64,15:45-16:00,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.13,29.26,11.91,0,21.83,3.98,13.04,0,0,81.92,0,0,48.64,48.9,35.09,23.51,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,35.33,0

65,16:00-16:15,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.13,27.87,5.76,0,21.83,3.98,6.52,0,0,81.92,0,0,47.99,48.9,35.09,32.89,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,37.53,0

66,16:15-16:30,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.13,27.87,5.76,0,21.83,3.98,6.52,0,0,81.92,0,0,47.99,48.9,35.09,32.89,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,37.53,0

67,16:30-16:45,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.17,21.26,5.76,0,21.83,3.98,6.52,0,0,81.92,0,0,47.32,48.9,35.09,32.89,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,37.53,0

68,16:45-17:00,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.17,21.29,12.81,0,21.83,3.98,6.52,0,0,81.92,0,0,47.32,48.9,35.09,32.89,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,37.53,0

69,17:00-17:15,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.17,21.38,12.81,0,21.83,3.98,6.52,0,0,81.92,0,0,47.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,37.53,0

70,17:15-17:30,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.17,21.5,12.81,0,21.83,3.98,6.52,0,0,81.92,0,0,47.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,32.18,0,20.8,10.44,0,68.56,126.8,0,7.07,37.53,0

71,17:30-17:45,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.17,21.17,12.81,0,21.83,3.98,6.52,0,0,81.34,0,0,47.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,10.44,0,68.56,126.8,6.31,7.07,44.16,0

72,17:45-18:00,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,0,0,82.27,58.01,0,0,1.17,21.03,12.81,0,21.83,3.98,6.52,0,0,81.34,0,0,47.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,0,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,10.44,0,68.56,126.8,12.62,7.07,44.16,0

73,18:00-18:15,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,11.25,0,82.27,58.01,0,0,1.17,20.87,12.81,0,21.83,3.98,6.52,0,0,81.34,0,0,47.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,10.44,0,68.56,126.8,18.93,7.07,44.16,0

74,18:15-18:30,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,22.52,0,82.27,58.01,0,0,1.17,20.58,12.81,0,21.83,2.22,13.04,0,0,81.34,0,0,47.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.62,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,10.44,0,68.56,126.8,18.93,6.8,52.36,0

75,18:30-18:45,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,33.77,0,82.27,58.01,0,0,1.17,20.44,12.81,0,21.83,2.22,13.04,0,0,81.34,0,0,47.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,44.82,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,10.44,0,68.56,126.8,18.93,5.49,52.36,0

76,18:45-19:00,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.17,20.29,12.81,0,21.83,2.22,13.04,0,0,81.34,0,0,47.32,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,44.82,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,10.44,0,68.56,126.8,18.93,5.49,52.36,0

77,19:00-19:15,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.16,20.13,12.81,0,21.83,2.39,13.04,0,0,81.34,0,0,47.6,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.1,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,23.21,0,68.56,126.8,18.93,6.67,52.36,0

78,19:15-19:30,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,20.13,12.81,0,21.83,2.39,20.46,0,0,81.34,0,0,47.6,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.1,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,45.95,0,68.56,126.8,20.12,6.67,37.53,0

79,19:30-19:45,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,19.99,12.81,0,21.83,2.48,20.46,0,0,81.34,0,0,47.99,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.1,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,45.95,0,68.56,126.8,20.12,6.97,37.53,0

80,19:45-20:00,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,19.99,11.91,0,21.83,2.48,20.46,0,0,81.34,0,0,47.99,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.1,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,45.95,0,68.56,126.8,20.12,6.97,37.53,0

81,20:00-20:15,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,20.29,11.91,0,21.83,2.48,20.46,0,0,81.34,0,0,47.99,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,45.95,0,68.56,126.8,20.12,6.97,37.53,0

82,20:15-20:30,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,20.58,11.91,0,21.83,2.48,20.46,0,0,81.34,0,0,47.99,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,45.95,0,68.56,126.8,20.12,6.97,37.53,0

83,20:30-20:45,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,20.87,11.91,0,21.83,2.48,20.46,0,0,80.18,0,0,47.99,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,45.95,0,68.56,126.8,20.12,6.97,37.53,0

84,20:45-21:00,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,20.99,11.91,0,21.83,2.48,20.46,0,0,80.18,0,0,47.99,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,45.95,0,68.56,126.8,20.12,6.97,37.53,0

85,21:00-21:15,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,21.17,11.91,0,21.83,2.48,20.46,0,0,80.18,0,0,48.64,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,155.58,27.99,27.35,0,20.8,45.95,0,68.56,126.8,20.12,6.97,37.53,0

86,21:15-21:30,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,46.64,0,82.27,58.01,0,0,1.16,21.46,11.91,0,21.83,2.48,6.52,0,0,80.18,0,0,48.64,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,141.28,27.99,27.35,0,20.8,41.76,0,68.56,126.8,18.93,6.97,37.53,0

87,21:30-21:45,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,46.64,0,82.27,58.01,0,0,1.16,21.61,11.91,0,21.83,2.48,6.52,0,0,80.18,0,0,48.64,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,141.28,27.99,27.35,0,20.8,41.76,0,68.56,126.8,18.93,6.97,37.53,0

88,21:45-22:00,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,21.76,11.91,0,21.83,2.48,20.46,0,0,80.18,0,0,48.64,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,141.28,27.99,27.35,0,20.8,45.95,0,68.56,126.8,20.12,6.97,37.53,0

89,22:00-22:15,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,21.9,11.91,0,21.83,2.48,20.46,0,0,80.18,0,0,48.91,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,141.28,27.99,27.35,0,20.8,45.95,0,68.56,126.8,20.12,6.97,44.16,0

90,22:15-22:30,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,22.05,11.91,0,21.83,2.48,20.46,0,0,80.18,0,0,48.91,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,141.28,27.99,35.41,0,20.8,45.95,0,68.56,126.8,20.12,6.97,44.16,0

91,22:30-22:45,24.99,590.85,45.53,8.87,0,0,0,0,0,0,42.27,10.65,7.22,348.98,46.64,0,82.27,59.61,0,0,1.16,22.05,11.91,0,21.83,2.48,20.46,0,0,80.18,0,0,48.91,51.47,36.89,46.04,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,182.87,0,0,0,93.3,0,155.58,27.99,35.41,0,20.8,45.95,0,68.56,126.8,20.12,6.97,44.16,0

92,22:45-23:00,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.16,22.05,11.91,0,21.83,2.48,19.56,0,0,80.18,0,0,48.91,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,35.41,0,20.8,31.32,0,68.56,126.8,18.93,6.97,44.16,0

93,23:00-23:15,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.16,22.05,11.91,0,21.83,2.48,19.56,0,0,80.18,0,0,49.3,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,35.41,0,20.8,21.11,0,68.56,126.8,18.93,6.87,37.53,0

94,23:15-23:30,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.16,22.05,11.91,0,21.83,2.48,19.56,0,0,80.18,0,0,49.3,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,35.41,0,20.8,20.88,0,68.56,126.8,18.93,6.87,37.53,0

95,23:30-23:45,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.16,22.05,11.91,0,21.83,2.48,19.56,0,0,80.18,0,0,49.3,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,35.41,0,20.8,10.44,0,68.56,126.8,18.93,6.87,37.53,0

96,23:45-24:00,24.99,590.85,45.53,8.71,0,0,0,0,0,0,42.15,10.65,7.04,348.98,45.04,0,82.27,58.01,0,0,1.16,22.05,11.91,0,21.83,2.48,19.56,0,0,80.18,0,0,49.3,48.9,35.09,43.85,670.85,0,148.3,0,0,26.14,132.37,45.12,0,0,0,0,62.39,0,0,0,76.68,25.16,181.16,0,0,0,93.3,0,155.58,27.99,35.41,0,20.8,10.44,0,68.56,126.8,18.93,6.87,37.53,0

