Block,Time,LT_MEJA_Delhi,L_NR_2019_06,L_NR_2021_16,L_NR_2021_15,L_NR_2020_02,L_NR_2022_08,L_NR_2021_12,LT-59,LT-31,L_NR_2019_07,L_NR_2018_61,L_NR_2021_17,L_NR_2019_19,LT-35,L_NR_2021_13,L_NR_2019_05,SH-06,L_NR_2022_09,L_NR_2021_14,LT-05,L_NR_2019_11,L_NR_2012_02,L_NR_2012_07,L_NR_2020_07,L_NR_2020_05,L_NR_2012_04,L_NR_2022_10,LT-36,L_NR_2012_01,L_NR_2020_06,SH-07
27,06:30-06:45,6.430000,21.56,9.04,2.4,3.430000,4.39,11.1,3.720000,0.520000,20.54,7,4.52,19.420000,0.520000,2.22,14.16,0.000000,29.09,1.32,115.690000,3.680000,260.720000,86.910000,15,44.98,270.980000,29.09,0.530000,100.930000,14.99,0.000000

28,06:45-07:00,6.430000,33,14.21,4.25,3.430000,4.14,19,3.720000,1.090000,32.64,7.03,7.11,27.410000,1.090000,3.8,26.2,0.000000,27.88,3.89,115.690000,3.680000,260.720000,86.910000,14.38,43.14,270.980000,27.88,1.110000,100.930000,14.38,0.000000

29,07:00-07:15,6.430000,31,18.67,6.88,3.430000,3.93,31.21,3.720000,1.870000,31,7.05,9.33,36.680000,1.870000,6.24,31,0.000000,26.3,7.61,115.690000,3.680000,260.720000,63.190000,14.55,43.65,270.980000,26.3,1.910000,100.930000,14.55,0.000000

30,07:15-07:30,6.430000,31,25.33,10.2,3.430000,3.71,46.47,3.720000,2.860000,31,7.06,12.67,46.850000,2.860000,9.29,31,0.000000,24.33,12.68,66.160000,3.680000,260.720000,63.190000,14.66,43.97,270.980000,24.33,2.930000,100.930000,14.65,0.000000

31,07:30-07:45,6.430000,31,35.34,13.66,3.430000,3.56,65.03,3.720000,4.160000,31,7.05,17.66,57.420000,4.160000,13.01,31,0.000000,23.06,18.96,66.160000,3.680000,260.720000,63.190000,14.56,43.68,270.980000,23.06,4.260000,100.930000,14.56,0.000000

32,07:45:08:00,6.430000,31,45.34,17.23,3.430000,4.69,83.38,3.720000,5.440000,31,6.92,22.66,67.230000,5.440000,16.67,31,0.000000,21.76,26.09,66.160000,3.680000,260.720000,50.400000,11.35,34.07,270.980000,21.76,5.570000,72.020000,11.36,0.000000

33,08:00-08:15,6.430000,31.34,51.34,25.37,3.430000,4.61,103.92,3.720000,6.660000,31.33,7.04,25.66,75.700000,6.660000,20.78,31.33,0.000000,20.51,34,66.160000,3.600000,260.720000,50.400000,10.58,31.75,270.980000,20.51,6.820000,51.060000,10.58,0.000000

34,08:15-08:30,6.430000,31.34,55.34,29.79,3.430000,4.55,125.23,3.720000,7.890000,31.33,7.07,27.66,84.290000,7.890000,25.05,31.33,0.000000,19.95,42.63,66.160000,3.600000,260.720000,50.400000,9.93,29.76,270.980000,19.95,8.090000,51.060000,9.92,0.000000

35,08:30-08:45,6.430000,31.34,62,33.84,3.430000,4.53,145.94,3.720000,8.960000,31.33,7,31,93.510000,8.960000,29.19,31.33,0.000000,18.74,48.94,66.160000,3.370000,260.720000,50.400000,9.36,28.1,270.980000,18.74,9.180000,51.060000,9.37,0.000000

36,08:45:09:00,6.430000,31.34,69.34,37.33,3.430000,4.52,164.86,3.720000,10.240000,31.33,7.09,34.66,102.940000,10.240000,32.97,31.33,0.000000,18.09,56.51,66.160000,3.370000,240.800000,50.400000,8.86,26.6,270.980000,18.09,10.500000,51.060000,8.87,0.000000

37,09:00:09:15,6.430000,31.34,74,39.98,3.430000,4.49,181.6,3.640000,11.320000,31.33,7,37,111.640000,11.320000,36.32,31.33,0.000000,18.47,62.63,66.160000,3.370000,219.380000,50.400000,7.26,21.77,270.980000,18.47,11.600000,51.060000,7.26,0.000000

38,09:15-09:30,6.430000,31.34,78.67,42.07,3.430000,4.55,196.95,3.640000,12.100000,31.33,6.91,39.33,119.390000,12.100000,39.39,31.33,0.000000,18.35,69.11,66.160000,3.370000,214.560000,50.400000,7.26,21.8,270.980000,18.35,12.410000,51.060000,7.27,0.000000

39,09:30-09:45,6.430000,31.34,83.34,43.45,3.430000,3.75,212.98,3.640000,12.970000,31.33,7.07,41.66,125.420000,12.970000,42.59,31.33,0.000000,13.55,74.87,115.690000,3.370000,214.560000,50.400000,7.26,21.8,270.980000,13.55,13.290000,51.060000,7.27,0.000000

40,09:45-10:00,6.430000,31.34,88.67,45.78,3.430000,3.89,226.61,3.640000,13.840000,31.33,7.07,44.33,130.720000,13.840000,45.32,31.33,0.000000,13.66,79.88,115.690000,3.370000,214.560000,50.400000,7.18,21.53,270.980000,13.66,14.190000,51.060000,7.18,0.000000

41,10:00-10:15,6.430000,31.34,92,47.71,3.330000,3.96,237.71,3.640000,14.620000,31.33,7.04,46,135.380000,14.620000,47.54,31.33,0.000000,13.78,84.73,115.690000,3.370000,214.560000,50.400000,7.01,21.02,270.980000,13.78,14.990000,51.060000,7.01,0.000000

42,10:15-10:30,6.430000,31.34,91.34,48.97,3.330000,3.81,242.8,3.640000,15.290000,31.33,7.04,45.66,139.110000,15.290000,48.56,31.33,0.000000,14.28,89.26,115.690000,3.370000,214.560000,50.400000,6.98,20.94,270.980000,14.28,15.670000,51.060000,6.98,0.000000

43,10:30-10:45,6.430000,31.34,91.34,49.65,3.520000,3.71,242.8,3.640000,15.850000,31.33,7.05,45.66,142.640000,15.850000,48.56,31.33,0.000000,14.44,92.35,115.690000,3.370000,214.560000,50.400000,7,21.05,270.980000,14.44,16.250000,51.060000,7.02,0.000000

44,10:45-11:00,6.430000,31.34,90.67,50,3.520000,3.94,242.8,3.640000,16.340000,31.33,6.99,45.33,145.080000,16.340000,48.56,31.33,0.000000,14.98,93.87,115.690000,3.370000,198.880000,50.400000,7.05,21.12,270.980000,14.98,16.760000,51.060000,7.04,0.000000

45,11:00-11:15,6.430000,31.34,90,49.68,3.520000,3.99,242.8,3.640000,16.780000,31.33,6.95,45,146.980000,16.780000,48.56,31.33,0.000000,17.55,94.95,115.690000,3.300000,198.880000,50.400000,7.37,22.08,270.980000,17.55,17.190000,51.060000,7.36,0.000000

46,11:15-11:30,6.430000,31.34,90,50,3.520000,3.75,242.8,3.640000,17.110000,31.33,7.09,45,147.320000,17.110000,48.56,31.33,0.000000,18,95.51,115.690000,3.300000,198.880000,50.400000,7.49,22.42,270.980000,18,17.550000,51.060000,7.47,0.000000

47,11:30-11:45,6.430000,31.34,89.34,50,3.520000,3.93,242.8,3.100000,17.350000,31.33,6.97,44.66,146.480000,17.350000,48.56,31.33,0.000000,18.65,95.58,115.690000,3.300000,229.520000,50.400000,7.42,22.26,270.980000,18.65,17.790000,51.060000,7.42,0.000000

48,11:45-12:00,6.430000,31.34,89.34,50,3.520000,3.83,242.8,3.100000,17.720000,31.33,6.97,44.66,145.350000,17.720000,48.56,31.33,0.000000,18.67,95.56,115.690000,3.300000,203.520000,50.400000,7.46,22.36,270.980000,18.67,18.160000,51.060000,7.45,0.000000

49,12:00-12:15,6.430000,31.34,88.67,50,3.520000,3.68,242.8,3.410000,17.750000,31.33,7,44.33,146.630000,17.750000,48.56,31.33,0.000000,19.6,95.55,115.690000,3.370000,242.720000,50.420000,7.37,22.13,270.980000,19.6,18.190000,51.160000,7.38,0.000000

50,12:15-12:30,6.430000,31.34,88.67,50,3.520000,3.86,242.8,3.410000,17.790000,31.33,7.02,44.33,142.440000,17.790000,48.56,31.33,0.000000,19.8,95.58,115.690000,3.370000,242.720000,50.420000,7.45,22.33,270.980000,19.8,18.230000,51.160000,7.44,0.000000

51,12:30-12:45,6.430000,31.34,89.34,50,3.520000,3.84,242.8,3.410000,17.760000,31.33,6.97,44.66,141.780000,17.760000,48.56,31.33,0.000000,18.78,95.56,115.690000,3.370000,242.720000,50.420000,7.49,22.5,270.980000,18.78,18.200000,51.160000,7.5,0.000000

52,12:45-13:00,6.430000,31.34,90,50,3.520000,3.99,242.8,3.410000,17.820000,31.33,7.09,45,141.270000,17.820000,48.56,31.33,0.000000,19.65,95.53,115.690000,3.370000,242.720000,50.420000,7.84,23.53,270.980000,19.65,18.260000,51.160000,7.85,0.000000

53,13:00-13:15,6.430000,31.34,90.67,50,3.610000,3.99,242.8,3.410000,17.730000,31.33,6.97,45.33,140.670000,17.730000,48.56,31.33,2.410000,21.4,95.43,107.190000,3.450000,242.720000,55.190000,8.38,25.16,270.980000,21.4,18.170000,51.160000,8.39,2.410000

54,13:15-13:30,6.430000,31.34,90.67,49.85,3.610000,3.97,242.8,3.410000,17.610000,31.33,7.1,45.33,141.030000,17.610000,48.56,31.33,2.410000,23.56,95.38,98.680000,3.450000,260.720000,74.140000,8.9,26.68,270.980000,23.56,18.060000,51.160000,8.89,2.410000

55,13:30-13:45,6.430000,31.34,91.34,49.06,3.610000,4.45,242.8,3.410000,17.400000,31.33,7.08,45.66,139.050000,17.400000,48.56,31.33,2.410000,25.16,95.42,115.690000,3.450000,260.720000,74.140000,9.62,28.84,270.980000,25.16,17.850000,51.160000,9.61,2.410000

56,13:45-14:00,6.430000,31.34,92.67,48.11,3.610000,4.33,242.8,3.410000,16.970000,31.33,7.1,46.33,134.930000,16.970000,48.56,31.33,2.410000,26.37,95.18,115.690000,3.450000,260.720000,74.140000,8.44,25.33,270.980000,26.37,17.390000,51.160000,8.44,2.410000

57,14:00-14:15,6.430000,31.34,94,46.89,3.800000,4.52,242.8,3.560000,16.700000,31.33,8.15,47,130.250000,16.700000,48.56,31.33,2.410000,24.01,94.23,115.690000,3.450000,260.720000,50.420000,8.49,25.5,270.980000,24.01,17.110000,51.160000,8.5,2.410000

58,14:15-14:30,6.430000,31.34,95.34,45.77,3.800000,4.78,242.8,3.560000,16.380000,31.33,9.46,47.66,125.270000,16.380000,48.56,31.33,2.410000,24.27,93.65,115.690000,3.450000,260.720000,50.420000,8.52,25.56,270.980000,24.27,16.800000,51.160000,8.52,2.410000

59,14:30-14:45,6.430000,31.34,97.34,44.44,3.800000,4.94,242.8,3.560000,15.630000,31.33,10.69,48.66,118.900000,15.630000,48.56,31.33,2.410000,24.65,92.52,115.690000,3.450000,260.720000,50.420000,9.16,27.46,270.980000,24.65,16.030000,51.160000,9.15,2.410000

60,14:45-15:00,6.430000,31.34,95.34,42.92,3.800000,5.17,242.8,3.560000,15.080000,31.33,11.53,47.66,111.780000,15.080000,48.56,31.33,2.410000,25.63,90.64,115.690000,3.450000,260.720000,50.420000,9.4,28.22,270.980000,25.63,15.460000,51.160000,9.41,2.410000

61,15:00-15:15,6.430000,31.34,90.67,41.22,3.990000,5.35,242.8,3.560000,14.410000,31.33,13.92,45.33,104.130000,14.410000,48.56,31.33,2.410000,26.69,86.34,115.690000,3.600000,260.720000,63.160000,10.51,31.53,270.980000,26.69,14.770000,100.930000,10.51,2.410000

62,15:15-15:30,6.430000,31.34,85.34,39.27,3.990000,5.7,230.06,3.560000,13.550000,31.33,16,42.66,96.470000,13.550000,46.01,31.33,2.410000,27.28,81.39,115.690000,3.600000,260.720000,63.160000,11.05,33.12,270.980000,27.28,13.890000,100.930000,11.04,2.410000

63,15:30-15:45,6.430000,31.34,80,38.8,3.990000,7.87,215.35,3.720000,12.860000,31.33,11.14,40,88.430000,12.860000,43.07,31.33,2.410000,30.19,76.8,115.690000,3.600000,260.720000,63.160000,11.61,34.85,270.980000,30.19,13.180000,100.930000,11.62,2.410000

64,15:45-16:00,6.430000,31.34,75.34,36.45,3.990000,8.28,202.63,3.720000,11.940000,31.33,11.29,37.66,80.040000,11.940000,40.53,31.33,2.410000,31.58,70.84,115.690000,3.600000,260.720000,63.160000,12.28,36.85,270.980000,31.58,12.240000,100.930000,12.28,2.410000

65,16:00-16:15,6.430000,31.34,67.34,33.75,4.080000,8.78,185.69,3.720000,10.790000,31.33,11.23,33.66,71.290000,10.790000,37.14,31.33,2.410000,32.22,64.85,115.690000,3.760000,260.720000,86.880000,12.86,38.56,270.980000,32.22,11.060000,100.930000,12.85,2.410000

66,16:15-16:30,6.430000,31.34,59.34,30.62,4.080000,9.1,168.01,3.720000,10.010000,31.33,17.64,29.66,61.420000,10.010000,33.6,31.33,2.410000,32.99,58.83,115.690000,3.760000,260.720000,86.880000,13.43,40.27,270.980000,32.99,10.260000,100.930000,13.42,2.410000

67,16:30-16:45,6.430000,31.34,52,27.14,4.080000,9.11,147.53,3.720000,8.710000,31.33,17.28,26,50.290000,8.710000,29.5,31.33,2.410000,33.78,52.2,115.690000,3.760000,260.720000,86.910000,13.77,41.26,270.980000,33.78,8.930000,100.930000,13.75,2.410000

68,16:45-17:00,6.430000,31.34,48,23.55,4.080000,9.53,125.86,3.720000,7.510000,31.33,16.86,24,39.290000,7.510000,25.17,31.33,2.410000,34.77,45.05,115.690000,3.760000,260.720000,86.910000,14.05,42.13,270.980000,34.77,7.700000,100.930000,14.04,2.410000

69,17:00-17:15,6.430000,33,37.34,20.07,4.170000,10.99,102.84,3.870000,6.320000,24.64,16.06,18.66,29.880000,6.320000,20.57,33,2.410000,35.47,37.57,115.690000,3.910000,260.720000,86.910000,17.5,52.5,270.980000,35.47,6.470000,100.930000,17.5,2.410000

70,17:15-17:30,6.430000,33,30,16.42,4.170000,10.98,86.34,3.870000,5.120000,13.97,15.06,15,22.250000,5.120000,17.27,22.85,2.410000,35.28,30.43,115.690000,3.910000,260.720000,86.910000,17.87,53.62,270.980000,35.28,5.240000,100.930000,17.88,2.410000

71,17:30-17:45,6.430000,19.92,22.67,12.71,4.170000,10.59,68.89,3.870000,3.960000,8.14,13.86,11.33,15.800000,3.960000,13.78,10.07,2.410000,35.21,23.19,115.690000,3.910000,260.720000,86.910000,17.94,53.79,270.980000,35.21,4.060000,100.930000,17.93,2.410000

72,17:45-18:00,6.430000,12.63,14.67,9.11,4.170000,10.37,52.13,3.870000,2.910000,2.51,12.55,7.33,10.190000,2.910000,10.43,5.03,2.410000,35.04,16.32,115.690000,3.910000,260.720000,86.910000,18.37,55.11,270.980000,35.04,2.990000,100.930000,18.37,2.410000

73,18:00-18:15,6.430000,0,10,6.11,3.890000,10.1,37.86,3.870000,1.960000,0,17.85,5,5.650000,1.960000,7.57,0,2.410000,34.47,10.47,115.690000,3.910000,260.720000,86.910000,18.2,54.58,270.980000,34.47,2.010000,100.930000,18.19,2.410000

74,18:15-18:30,6.430000,0,4.67,3.87,3.890000,9.84,24.08,3.870000,1.380000,0,16.74,2.33,2.810000,1.380000,4.82,0,2.410000,33.22,6.05,115.690000,3.910000,260.720000,86.910000,17.62,52.81,270.980000,33.22,1.410000,100.930000,17.6,2.410000

75,18:30-18:45,6.430000,0,2,1.68,3.890000,9.61,14.38,3.870000,0.000000,0,15.46,1,1.330000,0.000000,2.88,0,2.410000,33.11,3.01,115.690000,3.910000,260.720000,86.910000,17.03,51.12,270.980000,33.11,0.000000,100.930000,17.04,2.410000

76,18:45-19:00,6.430000,0,1.33,0.48,3.890000,9.49,7.29,3.870000,0.000000,0,9.21,0.67,0.360000,0.000000,1.46,0,2.410000,33.92,0.93,115.690000,3.910000,260.720000,86.910000,16.49,49.47,270.980000,33.92,0.000000,100.930000,16.49,2.410000

77,19:00-19:15,6.430000,0,0.44,0,3.890000,9.21,2.45,3.870000,0.000000,0,8.55,0.22,0.000000,0.000000,0.49,0,2.410000,34.51,0.03,115.690000,3.910000,260.720000,86.910000,15.89,47.69,270.980000,34.51,0.000000,100.930000,15.9,2.410000

78,19:15-19:30,6.430000,0,0,0,3.890000,8.95,0.08,3.870000,0.000000,0,7.95,0,0.000000,0.000000,0.02,0,2.410000,33.04,0.03,115.690000,3.910000,260.720000,86.910000,15.15,45.4,270.980000,33.04,0.000000,100.930000,15.13,2.410000

79,19:30-19:45,6.430000,0,0,0,3.890000,8.13,0,3.870000,0.000000,0,7.52,0,0.000000,0.000000,0,0,2.410000,31.64,0.03,115.690000,3.910000,260.720000,86.910000,14.31,42.94,270.980000,31.64,0.000000,100.930000,14.31,2.410000

80,19:45-20:00,6.430000,0,0,0,3.890000,7.44,0,3.870000,0.000000,0,7.07,0,0.000000,0.000000,0,0,2.410000,32.16,0,115.690000,3.910000,260.720000,86.910000,13.6,40.81,270.980000,32.16,0.000000,100.930000,13.6,2.410000

81,20:00-20:15,6.430000,0,0,0,3.800000,6.94,0,4.030000,0.000000,0,6.98,0,0.000000,0.000000,0,0,2.410000,31.92,0,115.690000,3.530000,260.720000,86.910000,13.78,41.34,270.980000,31.92,0.000000,100.930000,13.78,2.410000

82,20:15-20:30,6.430000,0,0,0,3.800000,6.8,0,4.030000,0.000000,0,19.13,0,0.000000,0.000000,0,0,2.410000,31.35,0,115.690000,3.530000,260.720000,86.910000,14.06,42.19,270.980000,31.35,0.000000,100.930000,14.07,2.410000

83,20:30-20:45,6.430000,0,0,0,3.800000,6.6,0,3.100000,0.000000,0,17.78,0,0.000000,0.000000,0,0,2.410000,32.11,0,115.690000,3.530000,260.720000,86.910000,14.56,43.71,270.980000,32.11,0.000000,100.930000,14.57,2.410000

84,20:45-21:00,6.430000,0,0,0,3.800000,6.36,0,3.100000,0.000000,0,16.53,0,0.000000,0.000000,0,0,2.410000,32.07,0,115.690000,3.530000,260.720000,86.910000,14.91,44.76,270.980000,32.07,0.000000,100.930000,14.92,2.410000

85,21:00-21:15,6.430000,0,0,0,3.560000,6.06,0,3.490000,0.000000,0,15.13,0,0.000000,0.000000,0,0,2.410000,31.53,0,115.690000,3.450000,260.720000,86.910000,14.51,43.56,270.980000,31.53,0.000000,100.930000,14.52,2.410000

86,21:15-21:30,6.430000,0,0,0,3.560000,8.05,0,3.490000,0.000000,0,13.97,0,0.000000,0.000000,0,0,2.410000,31.81,0,115.690000,3.450000,260.720000,86.910000,14.11,42.35,270.980000,31.81,0.000000,100.930000,14.12,2.410000

87,21:30-21:45,6.430000,0,0,0,3.560000,7.89,0,3.490000,0.000000,0,12.96,0,0.000000,0.000000,0,0,2.410000,31.34,0,115.690000,3.450000,260.720000,86.910000,15.95,47.87,270.980000,31.34,0.000000,100.930000,15.96,2.410000

88,21:45-22:00,6.430000,0,0,0,3.560000,7.71,0,3.490000,0.000000,0,11.71,0,0.000000,0.000000,0,0,2.410000,30.81,0,115.690000,3.450000,260.720000,86.910000,15.55,46.63,270.980000,30.81,0.000000,100.930000,15.54,2.410000

89,22:00-22:15,6.430000,0,0,0,3.430000,7.58,0,3.490000,0.000000,0,10.27,0,0.000000,0.000000,0,0,2.410000,31.02,0,115.690000,3.450000,260.720000,86.910000,15.21,45.63,270.980000,31.02,0.000000,100.930000,15.21,2.410000

90,22:15-22:30,6.430000,0,0,0,3.430000,8.31,0,3.410000,0.000000,0,8.68,0,0.000000,0.000000,0,0,2.410000,30.82,0,115.690000,3.450000,260.720000,86.910000,14.94,44.83,270.980000,30.82,0.000000,100.930000,14.94,2.410000

91,22:30-22:45,6.430000,0,0,0,3.430000,8.21,0,3.720000,0.000000,0,8.43,0,0.000000,0.000000,0,0,2.410000,30.46,0,115.690000,3.450000,260.720000,86.910000,14.71,44.13,270.980000,30.46,0.000000,100.930000,14.71,2.410000

92,22:45-23:00,6.430000,0,0,0,3.430000,8.17,0,3.720000,0.000000,0,8.5,0,0.000000,0.000000,0,0,2.410000,30.17,0,115.690000,3.450000,260.720000,86.910000,14.94,44.83,270.980000,30.17,0.000000,100.930000,14.94,2.410000

93,23:00-23:15,6.430000,0,0,0,3.430000,8.17,0,3.720000,0.000000,0,8.43,0,0.000000,0.000000,0,0,2.410000,29.91,0,115.690000,3.300000,260.720000,86.910000,15.21,45.63,270.980000,29.91,0.000000,100.930000,15.21,2.410000

94,23:15-23:30,6.430000,0,0,0,3.430000,7.92,0,3.720000,0.000000,0,8.5,0,0.000000,0.000000,0,0,2.410000,29.64,0,115.690000,3.300000,260.720000,86.910000,15.55,46.63,270.980000,29.64,0.000000,100.930000,15.54,2.410000

95,23:30-23:45,6.430000,0,0,0,3.430000,7.67,0,3.720000,0.000000,0,8.43,0,0.000000,0.000000,0,0,7.710000,29.63,0,115.690000,3.300000,260.720000,86.910000,15.87,47.63,270.980000,29.63,0.000000,100.930000,15.88,7.710000

