Column1,Time,GNA/NR/2025/09/01/2909,GNA/NR/2025/09/01/5084,GNA/NR/2025/06/07/5932,GNA/NR/2025/09/01/5590,GNA/NR/2025/09/01/7452,GNA/NR/2025/09/01/4602,GNA/NR/2025/09/01/8071,GNA/NR/2025/09/01/4314,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/8128,GNA/NR/2025/09/01/7215,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/09/01/6485,GNA/NR/2025/09/01/6755,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/1044,GNA/NR/2025/09/01/2039,GNA/NR/2025/09/01/9418,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/09/01/7691,GNA/NR/2025/09/01/7205,GNA/NR/2025/09/01/9239,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/2952,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,GNARE/WR/2025/08/25/1832,GNARE/SR/2025/01/13/4532,GNARE/NR/2024/12/20/3668
64,15:45-16:00,20.48,61.44,-0,36.86,15.27,40.96,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,0,20.48,19.27,0,4.15,14.6,14.6,28.98,271.04,7.47,47.81,55.22,6.65,70.28,9.68,0,0,9.68,0,33,36,29.54,29.54,80.91,80.91,88.61,49,52,27,26,24.74,0,123.72,53,33,51.05,33,43.27,88.33

65,16:00-16:15,20.48,0,-0,36.86,15.27,0,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,0,20.48,19.27,0,4.15,14.6,14.6,28.98,271.04,6.73,47.81,55.22,6.65,70.28,8.71,0,0,8.71,0,24,35,28.73,28.73,81.01,81.01,86.19,44,48,25,24,22.51,0,112.53,50,33,46.38,33,43.96,85.6

66,16:15-16:30,20.48,0,-0,36.86,15.27,0,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,0,20.48,19.27,0,4.15,14.6,14.6,28.98,271.04,6.08,47.81,55.22,6.65,70.28,7.87,0,0,7.87,0,16,33.67,28.82,28.82,80.14,80.15,86.46,40,43,22,22,22.7,0,113.52,43,33,27.25,33,44.24,65.98

67,16:30-16:45,20.48,0,-0,36.86,15.27,0,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,0,20.48,19.27,0,4.15,14.6,14.6,28.98,271.04,5.21,47.81,55.22,6.65,70.28,6.74,0,0,6.74,0,8,30.74,27.17,27.17,79.16,79.17,81.49,30,39,18,20,20.01,0,100.05,37,33,27.25,33,44.03,53.5

68,16:45-17:00,20.48,0,-0,36.86,15.27,0,28.67,20.48,0,9.9,12.29,143.44,20.48,20.48,0,0,20.48,19.27,0,4.15,14.6,14.6,28.98,271.04,4.22,47.81,55.22,6.65,70.28,5.45,0,0,5.45,0,5,29.62,27,27,78.8,78.8,81,27,33,15,17,17.32,0,86.58,30,32.11,27.25,29.34,44.05,39.21

69,17:00-17:15,20.48,0,-0,36.86,15.27,0,28.67,20.48,0,9.9,12.29,165.46,20.48,20.48,0,0,20.48,19.27,0,4.15,14.6,14.6,28.98,271.04,3.29,58.47,55.22,6.65,70.28,4.25,0,0,4.25,0,2,28.38,26.87,26.87,77.86,77.85,80.63,24,27,13,12,14.6,0,72.99,25,25.05,24.74,19.86,44.38,33.09

70,17:15-17:30,20.48,0,-0,36.86,15.27,0,28.67,20.48,0,9.9,12.29,165.46,20.48,20.48,0,0,20.48,19.27,0,4.15,14.6,14.6,28.98,271.04,2.74,58.47,55.22,6.65,70.28,3.54,0,0,3.54,0,0,27.09,26.18,26.18,76.96,76.95,78.51,23,21,10,10,11.96,0,59.78,20,18,20.13,12.28,44.09,27.19

71,17:30-17:45,20.48,0,-0,36.86,15.27,0,28.67,20.48,0,9.9,12.29,165.46,20.48,20.48,0,0,20.48,19.27,0,4.15,14.6,14.6,28.98,271.04,2.15,58.47,55.22,8.53,70.28,2.77,0,0,2.77,0,0,25.7,25.46,25.46,66.07,66.08,76.38,17,15,8,7,9.32,0,46.58,15,11.43,16.1,6.85,44.4,30.88

72,17:45-18:00,20.48,0,-0,36.86,15.27,0,28.67,20.48,0,9.9,12.29,165.46,20.48,20.48,0,0,20.48,19.27,0,4.15,14.6,14.6,28.98,271.04,1.59,58.47,55.22,8.53,70.28,2.06,0,0,2.06,0,0,24.24,24.8,24.8,63.59,63.59,74.42,13,10,6,6,6.79,0,33.95,12,6.08,7.31,3.41,44.12,24.86

73,18:00-18:15,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,204.66,20.48,20.48,0,0,20.48,0,0,4.15,14.6,14.6,28.98,271.04,1.13,71.54,55.22,8.53,70.28,1.47,0,0,1.47,0,0,20.82,20,20,62.43,62.42,60,10,7,4,5,4.92,0,24.62,9,0,4.08,0,44.81,19.27

74,18:15-18:30,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,243.86,20.48,20.48,0,0,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0.72,84.6,100.4,8.53,70.28,0.94,0,0,0.94,0,0,18.38,19.67,19.67,59.49,59.48,58.99,7,4,3,3,3.25,0,16.24,5,0,1.18,0,44,14.32

75,18:30-18:45,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,260.78,20.48,20.48,0,5.91,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,8.53,70.28,0,0,0,0,0,0,18.33,19.32,19.32,56.03,56.03,57.96,3,2,1,1,1.84,0,9.21,3,0,0,0,44.74,10.34

76,18:45-19:00,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,260.78,20.48,20.48,0,5.91,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,8.53,70.28,0,0,0,0,0,0,18.05,18.32,18.32,52.66,52.66,54.94,2,1,0,1,0.55,0,2.75,1,0,0,0,44.26,6.73

77,19:00-19:15,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,260.78,20.48,20.48,0,5.91,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,8.53,115.63,0,0,0,0,0,0,16.87,15,15,49.36,49.35,45,1,0,0,0,0.14,0,0.68,1,0,0,0,44.29,1.85

78,19:15-19:30,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,260.78,20.48,20.48,0,5.91,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,8.53,115.63,0,0,0,0,0,0,15.76,14.17,14.17,46.11,46.12,42.49,0,0,0,0,0.06,0,0.3,0,0,0,0,44.57,0.03

79,19:30-19:45,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,260.78,20.48,20.48,0,5.91,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,8.53,115.63,0,0,0,0,0,0,14.63,13.67,13.67,44.51,44.5,40.99,0,0,0,0,0.02,0,0.07,0,0,0,0,43.02,0

80,19:45-20:00,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,260.78,20.48,20.48,0,5.91,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,8.53,115.63,0,0,0,0,0,0,13.53,13.33,13.33,42.87,42.86,40.01,0,0,0,0,0,0,0,0,0,0,0,43.02,0

81,20:00-20:15,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,260.78,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,6.65,70.28,0,0,0,0,0,0,15.9,13,13,51,51,39,0,0,0,0,0,0,0,0,0,0,0,43.02,0

82,20:15-20:30,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,260.78,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,6.65,70.28,0,0,0,0,0,0,14.76,12.82,12.82,49.27,49.26,38.45,0,0,0,0,0,0,0,0,0,0,0,43.02,0

83,20:30-20:45,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,260.78,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,6.65,70.28,0,0,0,0,0,0,15.25,12.5,12.5,56.49,56.49,37.5,0,0,0,0,0,0,0,0,0,0,0,43.02,0

84,20:45-21:00,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,260.78,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,6.65,70.28,0,0,0,0,0,0,14.39,12.84,12.84,54.42,54.42,38.54,0,0,0,0,0,0,0,0,0,0,0,43.02,0

85,21:00-21:15,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,260.78,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,6.65,70.28,0,0,0,0,0,0,13.68,12.83,12.83,52.54,52.54,38.49,0,0,0,0,0,0,0,0,0,0,0,36.58,0

86,21:15-21:30,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,260.78,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,271.04,0,86.93,100.4,6.65,70.28,0,0,0,0,0,0,13.02,12.8,12.8,51.02,51.01,38.39,0,0,0,0,0,0,0,0,0,0,0,33.48,0

87,21:30-21:45,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,221.57,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,231.29,0,73.86,81.91,6.65,70.28,0,0,0,0,0,0,12.44,12.77,12.77,43.71,43.71,38.3,0,0,0,0,0,0,0,0,0,0,0,33.62,0

88,21:45-22:00,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,205.18,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,192.74,0,60.79,81.91,6.65,70.28,0,0,0,0,0,0,11.93,12.72,12.72,43.11,43.11,38.15,0,0,0,0,0,0,0,0,0,0,0,33.41,0

89,22:00-22:15,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,205.18,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,149.86,0,56.49,81.91,6.65,70.28,0,0,0,0,0,0,12.18,10.51,10.51,42.71,42.72,31.51,0,0,0,0,0,0,0,0,0,0,0,33.58,0

90,22:15-22:30,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,205.18,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,149.86,0,56.49,81.91,6.65,70.28,0,0,0,0,0,0,12.04,10.68,10.68,42.55,42.56,32.01,0,0,0,0,0,0,0,0,0,0,0,33.73,0

91,22:30-22:45,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,169.83,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,149.86,0,56.49,55.22,6.65,70.28,0,0,0,0,0,0,11.71,11.08,11.08,42.52,42.52,33.25,0,0,0,0,0,0,0,0,0,0,0,33.14,0

92,22:45-23:00,20.48,0,-0,36.86,0,0,28.67,20.48,0,9.9,12.29,169.83,20.48,20.48,0,4.61,20.48,0,0,4.15,14.6,14.6,28.98,149.86,0,56.49,55.22,6.65,70.28,0,0,0,0,0,0,11.85,11.61,11.61,42.57,42.58,34.82,0,0,0,0,0,0,0,0,0,0,0,32.46,0

93,23:00-23:15,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,169.83,20.48,20.48,0,0,20.48,0,0,4.15,14.6,14.6,28.98,149.86,0,56.49,55.22,8.53,70.28,0,0,0,0,0,0,11.96,11.39,11.39,42.47,42.46,34.18,0,0,0,0,0,0,0,0,0,0,0,27.01,0

94,23:15-23:30,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,169.83,20.48,20.48,0,0,20.48,0,0,4.15,14.6,14.6,28.98,149.86,0,56.49,55.22,8.53,70.28,0,0,0,0,0,0,12.08,11.52,11.52,42.32,42.33,34.57,0,0,0,0,0,0,0,0,0,0,0,27.01,0

95,23:30-23:45,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,169.83,20.48,20.48,0,0,20.48,0,0,4.15,14.6,14.6,28.98,149.86,0,56.49,55.22,8.53,70.28,0,0,0,0,0,0,12.2,11.39,11.39,42.68,42.67,34.18,0,0,0,0,0,0,0,0,0,0,0,27.21,0

96,23:45-24:00,20.48,0,-0,36.86,0,0,28.67,20.48,0,12.67,12.29,169.83,20.48,20.48,0,0,20.48,0,0,4.15,14.6,14.6,28.98,149.86,0,56.49,55.22,8.53,70.28,0,0,0,0,0,0,12.32,11.15,11.15,43.02,43.02,33.45,0,0,0,0,0,0,0,0,0,0,0,27.61,0

