Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,SIMHST2,NTPL,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,38.64,22.371258,121.484996,127.380717,0,126.968152,12.9381,70.438278,21.50793,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,48.71841,33.566434,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.136844,0,0,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,6.8502,14.999987,276.75

2,00:15-00:30,38.64,38.989907,121.484996,127.380717,0,126.968152,12.9381,70.438278,21.50793,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,48.71841,33.566434,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.136844,0,0,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.302375,32.171,14.300737,7.0266,14.999987,276.75

3,00:30-00:45,32.016,38.989907,121.484996,127.380717,0,126.968152,12.9381,70.438278,21.50793,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,48.71841,33.566434,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.136844,0,0,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.566,32.171,14.300737,6.9678,14.999987,276.75

4,00:45-01:00,32.016,38.989907,121.484996,127.380717,0,126.968152,12.9381,70.438278,21.50793,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,48.71841,33.566434,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.136844,0,0,0,84.186452,0,0,0,82.260408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.566,32.171,14.300737,6.9972,14.999987,276.75

5,01:00-01:15,32.016,38.989907,121.484996,127.380717,0,126.968152,12.9381,70.438278,19.731611,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,48.71841,33.566434,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.136844,0,0,0,84.186452,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.566,32.171,14.300737,6.9972,14.999987,276.75

6,01:15-01:30,38.64,17.577417,121.484996,127.380717,0,126.968152,12.9381,70.438278,19.731611,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,48.71841,33.566434,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.136844,0,0,0,84.186452,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.566,32.171,14.300737,7.056,14.999987,276.75

7,01:30-01:45,38.64,17.577417,121.484996,127.380717,0,126.968152,11.6571,70.438278,19.731611,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,48.71841,33.566434,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.136844,0,0,0,84.186452,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.566,32.171,14.300737,3.4986,14.999987,276.75

8,01:45-02:00,32.016,17.577417,121.484996,127.380717,0,126.968152,11.6571,70.438278,19.731611,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,48.71841,33.566434,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.136844,0,0,0,84.186452,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.566,32.171,14.300737,3.4986,14.999987,276.75

9,02:00-02:15,32.016,17.577417,121.484996,127.380717,0,126.968152,3.2025,70.438278,19.731611,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,46.617346,19.071838,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,6.5208,0,52.136844,0,0,0,84.186452,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.566,32.171,14.300737,3.5574,14.999987,276.75

10,02:15-02:30,32.016,17.577417,121.484996,127.380717,0,126.968152,3.2025,70.438278,19.731611,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,46.617346,19.071838,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,53.049239,0,0,0,84.186452,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.566,32.171,14.300737,3.5574,14.999987,276.75

11,02:30-02:45,26.496,17.577417,121.484996,127.380717,0,126.968152,4.4835,70.438278,19.731611,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,46.617346,19.071838,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,53.049239,0,0,0,84.186452,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.566,32.171,14.300737,3.528,14.999987,276.75

12,02:45-03:00,26.496,17.577417,121.484996,127.380717,0,126.968152,10.8885,70.438278,19.731611,27.03898,83.664,1.169503,43.606625,1.494586,5.534085,46.617346,19.071838,6.745515,0,94.455943,42.14808,48.499829,685.515948,58.358386,415.043785,8.340651,41.501271,10.211652,179.962454,67.990882,34.831253,43.536137,13.0416,0,53.049239,0,0,0,84.186452,0,0,0,82.929191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.566,32.171,14.300737,3.5868,14.999987,276.75

