Block,Time,DULHASTI,KHSTPP-I,KHSTPP-II,KISHANGANGA,NAPP,RAPPB,SASAN,AURY_GF,FSTPP I & II,KKNPPU2,NLCIIST1,NTPL,TANDA2,TEHRI,URI,CHAMERA3,DADRT2,DHAULIGNGA,NLCIIST2,NLCTS2EXP,NNTPP,TALA,UNCHAHAR4,AURY_CRF,AURY_LF,DADRI_GF,BSIUL,JHAJJAR,MAPS,PARBATI3,RIHAND3,RSTPSU1TO6,SEWA2,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,BRBCL,CHAMERA1,KGSU1AND2,NJPC,RAPPC,RIHAND2,UNCHAHAR2,VALLURNTECL,CHAMERA2,KGSU3AND4,KUDGI,NLCEXP,RSTPSU7,SINGRAULI_HYDRO,UNCHAHAR1,AURY_RF,DADRI_CRF,KKNP,KOLDAM,RAMPUR,RIHAND1,SALAL,SIMHST1,TANAKPUR,DADRI_RF,KOTESHWR,SIMHST2,SINGRAULI,TALST2,TelanganaSTPP,UNCHAHAR3,URI2,DADRI_LF
66,16:15-16:30,16.48,33.08,148.3,0,44,0,205.31,0,19.46,0,0,0,0,31.13,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.73,20,0,0,23.39,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

67,16:30-16:45,16.48,33.38,148.3,0,44,0,205.31,0,19.46,0,0,0,0,46.68,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.73,20,0,0,46.78,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

68,16:45-17:00,16.48,33.38,148.3,0,44,0,205.31,0,19.46,0,0,0,0,46.68,1.11,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,42.73,20,0,0,70.17,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

69,17:00-17:15,16.48,33.38,148.3,0,44,0,205.31,0,19.46,0,0,0,0,46.68,1.11,0,683.14,9.11,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,43.05,20,0,0,93.56,53.8,118.76,42.39,0,3.74,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.56,69.05,17.75,0,139.69,0,0,26.4,4.31,23.56

70,17:15-17:30,32.96,33.38,148.3,0,44,0,205.31,0,19.46,0,0,0,0,46.68,1.11,1.27,683.14,17.81,0,0,0,0,0,0,0,0,2.2,634.98,0,0,124.33,0,0,0,0,0,43.37,20,12.04,0,116.95,53.8,118.76,42.39,0,5.86,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.56,69.05,26.62,0,139.69,0,0,26.4,4.31,23.56

71,17:30-17:45,32.96,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,62.24,1.11,29.06,683.14,27.41,0,0,0,0,0,0,0,0,13.04,614.98,0,0,124.33,0,7.9,0,0,0,43.89,20,27.14,0,116.95,53.8,118.76,42.39,0,39.51,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.82,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

72,17:45-18:00,32.96,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,62.24,1.11,29.06,683.14,27.41,0,0,0,0,0,0,0,0,13.04,614.98,0,0,124.33,0,7.9,0,0,0,43.89,20,27.14,0,116.95,53.8,118.76,42.39,0,39.51,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.82,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

73,18:00-18:15,32.96,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,62.24,1.66,29.06,682.84,27.41,0,0,0,0,0,0,0,0,13.04,614.98,0,0,124.33,0,7.9,0,0,0,43.89,20,27.14,0,116.95,53.8,118.76,42.39,0,39.51,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.82,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

74,18:15-18:30,32.96,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,62.24,1.66,29.06,682.84,27.41,0,0,0,0,0,0,0,0,13.04,614.98,0,0,124.33,0,7.9,0,0,0,43.89,20,27.14,0,116.95,53.8,118.76,42.39,0,39.51,0,0,0,0,0,10.28,53.75,0,0,0,0,92,9.29,0,2.82,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

75,18:30-18:45,32.96,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,62.24,1.66,29.06,682.84,27.41,0,0,0,0,0,0,0,0,13.04,621.98,0,0,124.33,0,7.9,0,0,0,44.1,20,12.04,0,116.95,53.8,118.76,42.39,0,39.51,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,2.82,69.05,39.05,0,139.69,0,0,26.4,4.31,23.56

76,18:45-19:00,32.96,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,62.24,1.66,1.27,682.84,9.11,0,0,0,0,0,0,0,0,2.2,651.98,0,0,124.33,0,0,0,0,0,44.1,20,0,0,93.56,53.8,118.76,42.39,0,2.13,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,2.82,69.05,19.72,0,139.69,0,0,26.4,4.31,23.56

77,19:00-19:15,32.96,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,62.24,3.31,0,682.84,0,0,0,0,0,0,0,0,0,0,651.98,0,3.82,124.33,0,0,0,0,0,44.1,20,0,0,70.17,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,2.82,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

78,19:15-19:30,32.96,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,62.24,3.31,0,682.84,0,0,0,0,0,0,0,0,0,0,651.98,0,16.54,124.33,0,0,0,0,0,44.1,20,0,0,23.39,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,2.82,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

79,19:30-19:45,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,46.68,3.31,0,682.84,0,0,0,0,0,0,0,0,0,0,651.98,0,16.54,124.33,0,0,0,0,0,44.21,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,2.82,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

80,19:45-20:00,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,46.68,8.83,0,682.84,0,0,0,0,0,0,0,0,0,0,651.98,0,16.54,124.33,0,0,0,0,0,44.21,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,41.83,0,2.82,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

81,20:00-20:15,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,31.13,26.49,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,16.54,124.33,0,0,0,0,0,44.21,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,9.29,0,2.82,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

82,20:15-20:30,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,31.13,26.49,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,16.54,124.33,0,0,0,0,0,44.21,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.82,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

83,20:30-20:45,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,31.13,26.49,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,16.54,124.33,0,0,0,0,0,44.21,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.82,69.05,8.87,0,139.69,0,0,26.4,10.76,23.56

84,20:45-21:00,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,31.13,26.49,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,3.57,124.33,0,0,0,0,0,44.21,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.82,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

85,21:00-21:15,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,15.37,26.49,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.31,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.56,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

86,21:15-21:30,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,8.83,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.31,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.56,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

87,21:30-21:45,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.31,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.56,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

88,21:45-22:00,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.31,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.56,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

89,22:00-22:15,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.42,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.56,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

90,22:15-22:30,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.62,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.56,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

91,22:30-22:45,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.62,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.31,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

92,22:45-23:00,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.62,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.31,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

93,23:00-23:15,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.62,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

94,23:15-23:30,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

95,23:30-23:45,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

96,23:45-24:00,16.48,33.38,148.3,0,44,0,205.31,0,20.8,0,0,0,0,0,3.31,0,683.14,0,0,0,0,0,0,0,0,0,0,651.98,0,0,124.33,0,0,0,0,0,44.84,20,0,0,0,53.8,118.76,42.39,0,0,0,0,0,0,0,10.28,53.75,0,0,0,0,92,1.4,0,2.05,69.05,8.87,0,139.69,0,0,26.4,4.31,23.56

