Column1,Time,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/12/8022,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/12/3458,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/2868,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/7786,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/12/2531,GNA/NR/2025/06/01/7663,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,GNARE/SR/2025/01/13/4532,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/4444,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/9257,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/07/5932,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/5280,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/04/01/8964,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/8510,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/7782,NR/01102023/22052037/LT-59,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06
65,16:00-16:15,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,24.1,8.17,0,48.32,69.39,29,43.42,10.57,33.14,193.26,67.19,24.1,24.16,100.67,273.22,-77.48,10.78,11.91,7.5,0,31.29,6.04,8.98,12.85,10.57,11.9,10.6,32.36,59,0,61.57,59,52,161.81,29,31,33,0,31,93,0,33,25,31

66,16:15-16:30,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,24.1,7.3,0,48.32,63.26,26,43.42,9.44,33.14,193.26,67.19,24.1,24.16,100.67,273.22,-0,10.78,11.91,7.5,0,31.29,6.04,8.98,12.85,9.44,11.9,10.6,29.58,52,0,48.36,56,46,147.89,25,31,33,0,31,93,0,33,20,31

67,16:30-16:45,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,19.43,6.43,0,48.32,57,25,43.01,8.32,33.14,193.26,67.19,19.43,24.16,100.67,273.22,-0,10.78,11.91,7.5,0,31.29,6.04,8.98,12.85,8.32,11.9,10.6,26.59,50,0,43.24,48,40,132.97,20,31,33,0,31.17,93.49,0,33,15,31.17

68,16:45-17:00,62.81,0,24.16,24.16,0,48.32,29.16,102.87,48.32,19.43,5.6,0,48.32,50.19,22,43.01,7.24,33.14,193.26,67.19,19.43,24.16,100.67,273.22,-0,10.78,11.91,7.5,0,31.29,6.04,8.98,12.85,7.24,11.9,10.6,23.37,43,0,38.01,42,34,116.83,19,31,33,0,31.67,94.99,0,33,12,31.67

69,17:00-17:15,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,9.94,4.77,0,48.32,43.61,18,43.01,6.17,33.14,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,8.44,0,31.29,10.57,15.7,13.23,6.17,11.9,10.6,20.19,37,0,32.56,38,28,100.94,14,31.67,33,0,32.5,97.5,0,33,10,32.5

70,17:15-17:30,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,9.94,3.93,0,48.32,36.58,15,43.01,5.09,51.23,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,8.44,0,31.29,10.57,15.7,13.23,5.09,11.9,10.6,16.86,31,0,26.93,33,22,84.29,10,32,33,0,33,99,0,33,8,33

71,17:30-17:45,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,9.94,3.1,0,48.32,29.5,12,43.01,4.01,57.96,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,8.44,0,31.29,10.57,15.7,13.23,4.01,11.9,9.74,13.74,25,0,21.3,23,15,68.71,8,32.33,29.11,0,33.33,100.01,0,29.22,1,33.33

72,17:45-18:00,62.81,0,24.16,24.16,0,48.32,29.16,130.74,48.32,8.94,2.51,0,48.32,23.1,13,43.01,3.25,57.96,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,8.44,0,31.29,10.57,15.7,13.23,3.25,11.9,9.74,10.73,25,0,18.53,13,7,53.64,7,32.67,20.15,0,32.67,97.99,0,20.2,0,32.67

73,18:00-18:15,62.81,0,24.16,24.16,0,48.32,29.16,130.74,44.63,8.94,1.92,0,44.63,17.15,7,43.01,2.47,57.96,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,9.37,0,31.29,10.57,15.7,14.15,2.47,11.9,9.74,8.06,15,0,13.51,8,3,40.3,5,32.67,0,0,32,96,0,0,0,32

74,18:15-18:30,62.81,0,24.16,24.16,0,48.32,29.16,130.74,40.52,8.94,1.33,0,40.52,12.29,5,43.01,1.71,57.96,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,9.37,0,31.29,10.57,15.7,14.15,1.71,11.9,9.74,5.82,10,0,9.59,5,1,29.07,3,32.67,0,0,32.83,98.51,0,0,0,32.83

75,18:30-18:45,62.81,0,24.16,24.16,0,48.32,29.16,130.74,36.39,8.94,0.74,0,36.39,1.01,3,43.01,0.95,57.96,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,9.37,0,31.29,10.57,15.7,14.15,0.95,11.9,10.13,3.97,6,0,6.32,2,0,19.83,1,31.03,0,0,32.67,97.99,0,0,0,32.67

76,18:45-19:00,62.81,0,24.16,24.16,0,48.32,29.16,130.74,32.27,8.94,0,0,32.27,0,1,43.01,0,57.96,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,9.37,0,31.29,10.57,15.7,14.15,0,11.9,10.13,2.53,3,0,3.17,1,0,12.67,1,30.4,0,0,32.5,97.5,0,0,0,32.5

77,19:00-19:15,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,41.21,0,57.96,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,7.77,11.07,14.79,0,11.9,10.13,1.44,0,0,0.75,0,0,7.19,0,26.33,0,0,32.33,97.01,0,0,0,32.33

78,19:15-19:30,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,40.01,0,57.96,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,7.77,11.07,14.79,0,11.9,10.13,0.55,0,0,0,0,0,2.72,0,26,0,0,32.17,96.49,0,0,0,32.17

79,19:30-19:45,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,39.81,0,57.96,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,10.57,15.7,16.47,0,11.9,10.13,0,0,0,0,0,0,0,0,25.67,0,0,28.8,86.4,0,0,0,28.8

80,19:45-20:00,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,39.81,0,57.96,193.26,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,10.57,15.7,16.47,0,11.9,10.13,0,0,0,0,0,0,0,0,25.67,0,0,28.5,85.5,0,0,0,28.5

81,20:00-20:15,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,39.61,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,10.57,15.7,16,0,11.9,10.52,0,0,0,0,0,0,0,0,25.33,0,0,28.2,84.6,0,0,0,28.2

82,20:15-20:30,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,39.41,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,10.57,15.7,16,0,11.9,10.52,0,0,0,0,0,0,0,0,25,0,0,27.75,83.25,0,0,0,27.75

83,20:30-20:45,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,32.81,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,10.57,15.7,16,0,11.9,10.52,0,0,0,0,0,0,0,0,24.7,0,0,27.45,82.35,0,0,0,27.45

84,20:45-21:00,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,32.01,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,10.57,15.7,16,0,11.9,10.52,0,0,0,0,0,0,0,0,23.12,0,0,27.15,81.45,0,0,0,27.15

85,21:00-21:15,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,31.81,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,10.57,15.7,15.72,0,11.9,10.52,0,0,0,0,0,0,0,0,22.48,0,0,26.25,78.75,0,0,0,26.25

86,21:15-21:30,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,31.61,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,10.57,15.7,15.72,0,11.9,10.52,0,0,0,0,0,0,0,0,22.17,0,0,25.2,75.6,0,0,0,25.2

87,21:30-21:45,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,34.01,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,10.57,15.7,15.72,0,11.9,10.52,0,0,0,0,0,0,0,0,20.9,0,0,23.25,69.75,0,0,0,23.25

88,21:45-22:00,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,33.01,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,11.24,0,31.29,10.57,15.7,15.72,0,11.9,10.52,0,0,0,0,0,0,0,0,19,0,0,21.9,65.7,0,0,0,21.9

89,22:00-22:15,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,31.81,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,10.77,0,31.29,10.57,15.7,16.92,0,11.9,10.52,0,0,0,0,0,0,0,0,17.73,0,0,21.3,63.9,0,0,0,21.3

90,22:15-22:30,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,30.21,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,10.77,0,31.29,10.57,15.7,16.92,0,11.9,10.52,0,0,0,0,0,0,0,0,18.37,0,0,22.65,67.95,0,0,0,22.65

91,22:30-22:45,62.81,170.07,24.16,24.16,38.85,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,29.01,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,10.77,0,31.29,10.57,15.7,16.92,0,11.9,10.52,0,0,0,0,0,0,0,0,18.05,0,0,23.85,71.55,0,0,0,23.85

92,22:45-23:00,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,27.81,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,10.77,0,31.29,10.57,15.7,16.92,0,11.9,10.52,0,0,0,0,0,0,0,0,17.42,0,0,25.35,76.05,0,0,0,25.35

93,23:00-23:15,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,27.41,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,10.3,0,31.29,10.57,15.7,16.47,0,11.9,10.52,0,0,0,0,0,0,0,0,17.42,0,0,25.35,76.05,0,0,0,25.35

94,23:15-23:30,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,26.41,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,10.3,0,31.29,10.57,15.7,16.47,0,11.9,10.52,0,0,0,0,0,0,0,0,16.78,0,0,24.75,74.25,0,0,0,24.75

95,23:30-23:45,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,25.41,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,10.3,0,31.29,10.57,15.7,16.47,0,11.9,10.52,0,0,0,0,0,0,0,0,17.42,0,0,24.45,73.35,0,0,0,24.45

96,23:45-24:00,62.81,170.07,24.16,24.16,37.69,48.32,29.16,130.74,36.09,29,0,60.88,36.09,0,0,24.41,0,57.96,0,87.16,29,24.16,100.67,273.22,-0,10.78,11.91,10.3,0,31.29,10.57,15.7,16.47,0,12.18,10.52,0,0,0,0,0,0,0,0,17.73,0,0,24.75,74.25,0,0,0,24.75

