Column1,Time,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,GNA/NR/2025/07/01/1044,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/2952,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8139,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/8128,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,GNA/NR/2025/07/01/1192,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/2786,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/06/07/5932,GNA/NR/2025/07/01/8154,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/3109,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8230,GNA/NR/2025/07/01/2236
1,00:00-00:15,15,0,43.02,0,0,0,0,0,0,0,0,0,15,0,0,45,13.24,0,0,0,4.07,86.75,8.51,18,100.2,134.89,270.51,10.35,115.38,6.33,16.39,5.6,18,49.05,130.13,0,43.71,0,-0,20.75,28.26,15.24,19.24,0,10.48,224.82,81.75

2,00:15-00:30,15.33,0,43.02,0,0,0,0,0,0,0,0,0,15.33,0,0,46.01,13.07,0,0,0,4.91,86.75,8.51,18,100.2,134.89,270.51,10.35,115.38,6.33,16.39,5.6,18,49.05,130.13,0,43.71,0,-0,20.75,28.26,15.24,19.24,0,10.48,224.82,81.75

3,00:30-00:45,15.5,0,43.02,0,0,0,0,0,0,0,0,0,15.5,0,0,46.5,12.94,0,0,0,3.24,86.75,8.51,22.13,100.2,134.89,270.51,10.35,115.38,6.33,16.39,5.6,22.13,49.05,130.13,0,43.71,0,-0,20.75,28.77,15.24,19.24,0,10.48,224.82,81.75

4,00:45-01:00,15.67,0,43.02,0,0,0,0,0,0,0,0,0,15.67,0,0,46.99,12.79,0,0,0,3.24,86.75,8.51,22.13,100.2,134.89,270.51,10.35,115.38,6.33,16.39,5.6,22.13,49.05,130.13,0,43.71,0,-0,20.75,28.77,15.24,19.24,0,10.48,224.82,81.75

5,01:00-01:15,15.83,0,43.02,0,0,0,0,0,0,0,0,0,15.83,0,0,47.51,12.79,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,10.2,115.38,6.33,16.2,5.13,26.7,49.05,130.13,0,43.71,0,-0,20.75,26.75,15.24,19.24,0,10.48,224.82,81.75

6,01:15-01:30,16.33,0,43.02,0,0,0,0,0,0,0,0,0,16.33,0,0,49.01,12.85,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,10.2,115.38,6.33,16.2,5.13,26.7,49.05,130.13,0,43.71,0,-0,20.75,26.75,15.24,19.24,0,10.48,224.82,81.75

7,01:30-01:45,14.33,0,43.02,0,0,0,0,0,0,0,0,0,14.33,0,0,43.01,12.94,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,10.2,115.38,6.33,16.2,5.13,26.7,49.05,130.13,0,43.71,0,-0,20.75,26.75,15.24,19.24,0,10.48,224.82,81.75

8,01:45-02:00,14.83,0,43.02,0,0,0,0,0,0,0,0,0,14.83,0,0,44.51,13.06,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,10.2,97.35,6.33,16.2,5.13,26.7,49.05,130.13,0,43.71,0,-0,20.75,26.75,15.24,19.24,0,10.48,224.82,81.75

9,02:00-02:15,14.33,0,43.02,0,0,0,0,0,0,0,0,0,14.33,0,0,43.01,13.11,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,100.13,6.33,16.01,5.13,26.7,49.05,130.13,0,43.71,0,-0,20.75,26.75,15.24,19.24,0,10.48,224.82,81.75

10,02:15-02:30,14.67,0,43.02,0,0,0,0,0,0,0,0,0,14.67,0,0,43.99,13.09,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,98.7,6.33,16.01,5.13,26.7,49.05,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

11,02:30-02:45,15.17,0,43.02,0,0,0,0,0,0,0,0,0,15.17,0,0,45.49,13.06,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,97.94,6.33,16.01,5.13,26.7,49.05,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

12,02:45-03:00,15.33,0,43.02,0,0,0,0,0,0,0,0,0,15.33,0,0,46.01,13.03,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,115.38,6.33,16.01,5.13,26.7,49.05,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

13,03:00-03:15,11.5,0,43.02,0,0,0,0,0,0,0,0,0,11.5,0,0,34.5,13.46,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,115.38,6.33,15.83,3.73,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

14,03:15-03:30,11.67,0,43.02,0,0,0,0,0,0,0,0,0,11.67,0,0,34.99,14.1,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,115.38,6.33,15.83,3.73,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

15,03:30-03:45,12.33,0,43.02,0,0,0,0,0,0,0,0,0,12.33,0,0,37.01,11.63,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,115.38,6.33,15.83,3.73,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

16,03:45-04:00,13,0,43.02,0,0,0,0,0,0,0,0,0,13,0,0,39,12.32,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,92.56,6.33,15.83,3.73,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

17,04:00-04:15,13,0,40.02,0,0,0,0,0,0,0,0,0,13,0,0,39,12.74,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,101.92,6.33,15.74,3.73,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

18,04:15-04:30,13.5,0,40.02,0,0,0,0,0,0,0,0,0,13.5,0,0,40.5,13.02,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,115.38,6.33,15.74,3.73,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

19,04:30-04:45,13.67,0,36.01,0,0,0,0,0,0,0,0,0,13.67,0,0,40.99,13.26,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,102.31,6.33,15.74,3.73,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

20,04:45-05:00,14,0,35.61,0,0,0,0,0,0,0,0,0,14,0,0,42,13.42,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.97,79.47,6.33,15.74,3.73,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

21,05:00-05:15,10.83,0,35.21,0,0,0,0,0,0,0,0,0,10.83,0,0,32.51,10,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.82,64.15,6.33,15.55,3.36,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

22,05:15-05:30,11,0,35.41,0,0,0,0,0,0,0,0,0,11,0,0,33,10,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.82,99.85,6.33,15.55,3.36,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

23,05:30-05:45,9.49,0,39.01,0,0,0,0,0,0,0,0,0,9.49,0,0,28.48,4,0,0,0,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.82,99.34,6.33,15.55,3.36,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

24,05:45-06:00,9.63,0,39.01,0,0,1,0,0,0.19,0,0.44,0,9.63,0,0,28.91,4.33,0,0.83,0.93,3.24,86.75,8.51,26.7,100.2,134.89,270.51,9.82,98.98,6.33,15.55,3.36,26.7,0,130.13,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

25,06:00-06:15,8.37,0,40.02,0,0,1,1,7.13,0.76,3.6,1.18,1,8.37,0,0,25.09,4.67,1,2.69,3.78,3.24,68.85,6.53,26.7,100.2,134.89,270.51,9.82,97.9,6.33,15.47,3.36,26.7,0,100.21,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

26,06:15-06:30,8.37,0,40.02,0,0,3,2,11.46,1.33,12.5,2.57,2,8.37,1,0,25.09,4.67,2,5.52,6.62,3.24,68.85,6.53,26.7,100.2,134.89,270.51,9.82,97.95,6.33,15.47,3.36,26.7,0,100.21,0,43.71,0,-0,20.75,26.25,15.24,19.24,0,10.48,224.82,81.75

27,06:30-06:45,8.37,3,40.02,0,0,5,3,17.32,1.9,26.1,4.37,3,8.37,2,0,25.09,2.33,3,9.06,9.47,3.24,68.85,6.53,26.7,100.2,134.89,270.51,9.82,97.89,6.33,15.47,3.73,26.7,0,100.21,1.48,43.71,1.48,-0,20.75,26.25,15.24,19.24,1.15,10.48,224.82,81.75

28,06:45-07:00,8.37,5,40.02,0,0,7,4,24.71,5.06,33,7.26,7,8.37,3,0,25.09,2.33,6,13.65,25.28,3.24,68.85,6.53,26.7,100.2,134.89,270.51,9.82,70.13,6.33,15.47,3.73,26.7,0,100.21,1.99,43.71,1.99,-0,20.75,26.25,15.24,19.24,1.53,10.48,224.82,81.75

29,07:00-07:15,8.37,8,38.02,0,0,9,5,33,7.14,33,11.21,13,8.37,7,0,25.09,2.5,11,19.18,35.71,3.24,68.85,6.53,26.7,100.2,134.89,270.51,9.82,70.13,6.33,15.47,3.73,26.7,0,100.21,2.81,43.71,2.81,-0,20.75,26.25,15.24,19.24,2.17,10.48,224.82,81.75

30,07:15-07:30,8.37,13,38.02,0,0,12,6,33,9.16,33,14.81,17,8.37,8,0,25.09,2.67,14,25.16,45.81,3.24,48.97,6.53,26.7,100.2,134.89,270.51,9.82,70.13,6.33,15.47,3.73,26.7,0,72.46,3.62,43.71,3.62,-0,20.75,26.25,15.24,19.24,2.8,10.48,224.82,81.75

31,07:30-07:45,7.5,20,31.01,0,0,15,8,33,11.26,33,19.13,23,7.5,12,0,22.5,1.67,18,30.57,56.3,3.24,38.47,6.53,26.7,100.2,134.89,270.51,9.82,70.13,6.33,15.47,3.73,26.7,0,72.46,4.43,43.71,4.43,-0,20.75,26.25,15.24,19.24,3.43,10.48,224.82,81.75

32,07:45-08:00,7.5,28,31.21,0,0,19,12,33,13.41,33,24.2,30,7.5,15,0,22.5,1.67,23,35.69,67.05,3.24,38.47,6.53,26.7,100.2,134.89,270.51,9.82,70.13,6.33,15.47,3.73,26.7,0,72.46,5.25,43.71,5.25,-0,20.75,26.25,15.24,19.24,4.06,10.48,224.82,81.75

33,08:00-08:15,7.5,33,31.61,0,0,24,16,33,15.81,33,29.45,29,7.5,14,0,22.5,1.67,25,40.67,79.04,3.24,38.47,6.53,26.7,71.35,134.89,270.51,9.82,70.13,6.33,15.37,3.73,26.7,0,54.82,6.28,43.71,6.28,-0,20.75,28.77,15.24,19.24,4.86,10.48,224.82,81.75

34,08:15-08:30,7.5,33,33.01,0,0,27,19,33,18.36,33,34.84,35,7.5,18,0,22.5,2.33,28,45.47,91.77,3.24,38.47,6.53,26.7,52.9,134.89,270.51,9.82,70.13,6.33,15.37,3.73,26.7,0,54.82,7.34,43.71,7.34,-0,20.75,28.77,15.24,19.24,5.67,10.48,224.82,81.75

35,08:30-08:45,6.67,33,33.61,0,0,36,22,33,21.01,33,44.09,43,6.67,22,0,19.99,3,33,78.03,105.07,3.24,38.47,6.53,26.7,52.9,134.89,270.51,9.82,70.13,8.51,15.37,3.73,26.7,0,54.82,8.42,43.71,8.42,-0,20.75,27.76,15.24,19.24,6.51,9.77,224.82,81.75

36,08:45-09:00,6.67,33,35.01,0,0,42,25,33,23.74,33,50.26,50,6.67,25,0,19.99,3.67,37,85.1,118.7,3.24,38.47,6.53,26.7,52.9,134.89,270.51,9.82,70.13,8.51,15.37,3.73,26.7,0,54.82,9.52,43.71,9.52,-0,20.75,27.76,15.24,19.24,7.36,9.77,224.82,81.75

37,09:00-09:15,6.67,33,37.02,0,0,46,27,33,27.2,33,56.53,57,6.67,28,0,19.99,4.33,48,93.67,135.99,3.24,38.47,6.53,26.8,52.9,134.89,270.51,9.59,70.13,8.51,15.28,3.73,26.8,0,54.82,10.5,43.71,10.5,-0,20.75,28.26,15.24,19.24,8.11,9.77,224.82,81.75

38,09:15-09:30,6.67,33,37.62,0,0,51,30,33,29.69,33,62.35,61,6.67,31,0,19.99,5.17,54,97.66,148.43,3.24,38.47,6.53,26.8,52.9,134.89,270.51,9.59,70.13,8.51,15.28,3.73,26.8,0,54.82,11.37,43.71,11.37,-90.81,20.75,28.26,15.24,19.24,8.79,9.77,224.82,81.75

39,09:30-09:45,6.67,33,38.02,0,0,57,32,33,32.59,33,68.14,65,6.67,33,0,19.99,5.5,61,100.66,162.95,3.24,58.35,6.53,26.8,69.25,134.89,270.51,9.59,70.13,8.51,15.28,3.73,26.8,0,82.56,12.2,43.71,12.2,-90.81,20.75,28.26,15.24,19.24,9.43,9.77,224.82,81.75

40,09:45-10:00,6.67,33,38.02,0,0,61,34,33,34.92,33,74.5,71,6.67,35,0,19.99,5.83,67,104.7,174.6,3.24,58.35,6.53,26.8,100.2,134.89,270.51,9.59,70.13,8.51,15.28,3.73,26.8,0,82.56,12.97,43.71,12.97,-90.81,20.75,28.26,15.24,19.24,10.02,9.77,224.82,81.75

41,10:00-10:15,7.5,33,31.21,0,0,64,36,33,37.31,33,83.07,75,7.5,38,0,22.5,6.17,75,115.85,186.52,3.24,58.35,6.53,26.8,100.2,134.89,270.51,9.36,115.38,8.51,15.28,3.54,26.8,0,82.56,13.63,43.71,13.63,-90.81,20.75,28.77,15.24,19.24,10.53,9.77,224.82,81.75

42,10:15-10:30,8.33,33,32.01,0,0,69,37,33,39.61,33,87.75,80,8.33,40,0,25.01,6.17,79,117.46,198.03,3.24,58.35,6.53,26.8,100.2,134.89,270.51,9.36,115.38,8.51,15.28,3.54,26.8,0,82.56,14.26,43.71,14.26,-90.81,20.75,28.77,15.24,19.24,11.02,9.77,224.82,81.75

43,10:30-10:45,9.17,33,21.01,0,0,73,38,33,39.17,33,93.23,83,9.17,42,0,27.49,6.33,85,119.17,195.83,3.24,58.35,6.53,26.8,100.2,134.89,270.51,9.36,115.38,8.51,15.28,3.54,26.8,0,82.56,14.82,43.71,14.82,-90.81,20.75,28.77,15.24,19.24,11.46,9.77,224.82,81.75

44,10:45-11:00,10,33,21.01,0,0,76,39,33,40.83,33,96.24,88,10,44,0,30,6.5,88,119.97,204.17,3.24,58.35,6.53,26.8,100.2,134.89,270.51,9.36,115.38,8.51,15.28,3.54,26.8,0,82.56,15.36,43.71,15.36,-90.81,20.75,28.26,15.24,19.24,11.87,9.77,224.82,81.75

45,11:00-11:15,10.83,33,18.96,0,0,76,40,33,45.5,33,95,87,10.83,44,0,32.51,6.33,85,119.97,227.5,3.24,58.35,6.53,26.8,100.2,134.89,270.51,9.59,115.38,6.33,15.19,3.26,26.8,0,82.56,15.63,43.71,15.63,-90.81,20.75,28.26,15.24,19.24,12.08,9.46,224.82,81.75

46,11:15-11:30,12.69,33,18.96,0,0,76,40,33,46.55,33,95,87,12.69,44,0,38.08,6,85,85.22,232.75,3.24,58.35,6.53,26.8,100.2,134.89,270.51,9.59,115.38,6.33,15.19,3.26,26.8,0,82.56,15.84,43.71,15.84,-90.81,20.75,28.26,15.24,19.24,12.24,9.46,224.82,81.75

47,11:30-11:45,12.46,33,20.4,0,0,76,41,33,46.55,33,95,87,12.46,44,0,37.39,7,86,86.91,232.75,3.24,58.35,6.53,26.8,100.2,134.89,270.51,9.59,115.38,6.33,15.19,3.26,26.8,0,82.56,16.06,43.71,16.06,-90.81,20.75,28.26,15.24,19.24,12.42,9.46,224.82,81.75

48,11:45-12:00,11.92,33,22.39,0,0,76,42,33,46.55,33,95,87,11.92,44,0,35.77,7.33,86,88.34,232.75,3.24,58.35,6.53,26.8,100.2,134.89,270.51,9.59,115.38,6.33,15.19,3.26,26.8,0,82.56,16.3,43.71,16.3,-90.81,20.75,28.26,15.24,19.24,12.6,9.46,224.82,81.75

49,12:00-12:15,11.92,33,20.01,0,0,69,42,33,45,33,90,83,11.92,42,0,35.77,7.33,91,89.39,225,3.24,76.26,6.53,26.85,100.2,134.89,270.51,10.05,115.38,6.33,15.1,3.91,26.85,0,112.49,16.25,43.71,16.25,-90.81,20.75,27.25,15.24,19.24,12.56,10.08,224.82,81.75

50,12:15-12:30,11.92,33,20.01,0,0,70,42,33,45,33,90,82,11.92,41,0,35.77,8,91,90.2,225,3.24,76.26,6.53,26.85,100.2,134.89,270.51,10.05,115.38,6.33,15.1,3.91,26.85,0,112.49,16.18,43.71,16.18,-90.81,20.75,27.25,15.24,19.24,12.5,10.08,224.82,81.75

51,12:30-12:45,12.06,33,18.01,0,0,61,43,33,40,33,90,80,12.06,40,0,36.16,8.33,86,92.93,199.97,3.24,76.26,6.53,26.85,100.2,134.89,270.51,10.05,115.38,6.33,15.1,3.91,26.85,0,112.49,16.13,43.71,16.13,-90.81,20.75,27.25,15.24,19.24,12.46,10.08,224.82,81.75

52,12:45-13:00,12.73,33,18.41,0,0,61,43,33,40.14,33,90,79,12.73,39,0,38.19,8.67,86,95.21,200.71,3.24,76.26,6.53,26.85,100.2,134.89,270.51,10.05,115.38,6.33,15.1,3.91,26.85,0,112.49,16.05,43.71,16.05,-90.81,20.75,27.25,15.24,19.24,12.41,10.08,224.82,81.75

53,13:00-13:15,12.19,33,18.81,0,0,69,41,33,44.17,33,93.33,81,12.19,41,0,36.58,9.33,86,96.62,220.83,3.24,76.26,6.53,26.85,100.2,134.89,270.51,10.58,115.38,6.33,15.1,3.91,26.85,0,112.49,15.75,43.71,15.75,-90.81,20.75,27.76,15.24,19.24,12.17,10.08,224.82,81.75

54,13:15-13:30,12.06,33,19.81,0,0,69,41,33,44.17,33,93.33,80,12.06,40,0,36.16,10,86,97.22,220.83,3.24,76.26,6.53,26.85,100.2,134.89,270.51,10.58,115.38,6.33,15.1,3.91,26.85,0,112.49,15.52,43.71,15.52,-90.81,20.75,27.76,15.24,19.24,11.99,10.08,224.82,81.75

55,13:30-13:45,12.46,33,29.01,0,0,69,41,33,41.67,33,93.33,87,12.46,43,0,37.39,10.33,83,100.38,208.33,3.24,86.75,6.53,26.85,100.2,134.89,270.51,10.58,115.38,6.33,15.1,3.91,26.85,0,130.13,15.2,43.71,15.2,-90.81,20.75,28.26,15.24,19.24,11.75,10.23,224.82,81.75

56,13:45-14:00,12.33,33,32.01,0,0,69,41,33,41.67,33,91.67,87,12.33,43,0,36.97,10.67,82,98.92,208.33,3.24,86.75,6.53,26.85,100.2,134.89,270.51,10.58,115.38,6.33,15.1,3.91,26.85,0,130.13,15,43.71,15,-0,20.75,28.26,15.24,19.24,11.59,10.23,224.82,81.75

57,14:00-14:15,12.46,33,35.02,0,0,75,39,33,41.67,33,88.33,87,12.46,43,0,37.39,11.45,77,97.07,208.33,3.24,86.75,6.53,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.19,4.11,26.85,0,130.13,14.78,43.71,14.78,-0,20.75,28.26,15.24,19.24,11.42,10.23,224.82,81.75

58,14:15-14:30,12.73,33,38.01,0,0,73,37,33,41.67,33,83.71,85,12.73,43,0,38.19,12.19,75,94.88,208.33,3.24,86.75,6.53,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.19,4.11,26.85,0,130.13,14.57,43.71,14.57,-0,20.75,28.26,15.24,19.24,11.26,10.23,224.82,81.75

59,14:30-14:45,15.56,33,40.02,0,0,72,35,33,33.33,33,74.16,82,15.56,41,0,46.66,13.01,73,90.28,166.67,3.24,86.75,8.51,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.19,4.11,26.85,0,130.13,14.2,43.71,14.2,-0,20.75,28.77,15.24,19.24,10.97,10.23,224.82,81.75

60,14:45-15:00,16.23,33,40.02,0,0,69,33,33,33.33,33,72.24,79,16.23,39,0,48.69,13.94,72,85.49,166.67,3.24,86.75,8.51,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.19,4.11,26.85,0,130.13,13.98,43.71,13.98,-0,20.75,28.77,15.24,19.24,10.81,10.23,224.82,81.75

61,15:00-15:15,17.04,33,40.02,0,0,66,31,33,33.33,33,70,73,17.04,37,0,51.1,20.67,72,80.51,166.67,3.24,86.75,8.51,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.37,4.66,26.85,0,130.13,13.57,43.71,13.57,-0,20.75,28.77,15.24,19.24,10.49,10.47,224.82,81.75

62,15:15-15:30,17.98,33,40.02,0,0,63,30,33,33.33,33,67.11,67,17.98,33,0,53.93,21.33,67,55.58,166.67,3.24,86.75,8.51,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.37,4.66,26.85,0,130.13,12.83,43.71,12.83,-0,20.75,28.77,15.24,19.24,9.91,10.47,224.82,81.75

63,15:30-15:45,17.84,33,40.02,0,0,58,28,33,33.33,33,56.67,63,17.84,31,0,53.54,20.96,63,51.33,166.67,3.24,86.75,8.51,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.37,4.66,26.85,0,130.13,12.04,43.71,12.04,-0,20.75,28.77,15.24,19.24,9.31,10.47,224.82,81.75

64,15:45-16:00,17.84,33,40.02,0,0,54,26,33,32.88,33,55.67,57,17.84,28,0,53.54,21.15,58,67.09,164.41,3.24,86.75,8.51,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.37,4.66,26.85,0,130.13,11.37,43.71,11.37,-0,20.75,28.77,15.24,19.24,8.8,10.47,224.82,81.75

65,16:00-16:15,17.71,24,40.02,0,0,48,24,33,25,33,55,53,17.71,27,0,53.13,19.16,53,62.03,125,3.24,86.75,8.51,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.55,5.13,26.85,0,130.13,10.55,43.71,10.55,-0,20.75,28.77,15.24,19.24,8.16,10.47,224.82,81.75

66,16:15-16:30,17.71,16,40.02,0,0,42,21,33,24.52,33,54.37,47,17.71,23,0,53.13,19.27,47,56.33,122.59,3.24,86.75,8.51,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.55,5.13,26.85,0,130.13,9.65,43.71,9.65,-0,20.75,28.77,15.24,19.24,7.45,10.47,224.82,81.75

67,16:30-16:45,16.1,8,40.02,0,0,36,18,33,22.27,33,50.06,41,16.1,21,0,48.27,16.67,43,49.77,111.34,3.24,86.75,8.51,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.55,5.13,26.85,0,130.13,8.62,43.71,8.62,-0,20.75,28.77,15.24,19.24,6.67,10.47,224.82,81.75

68,16:45-17:00,16.63,5,40.02,0,0,33,16,33,19.96,33,48.72,37,16.63,18,0,49.91,17.33,38,43.16,99.8,3.24,86.75,8.51,26.85,100.2,134.89,270.51,10.73,115.38,6.33,15.55,5.13,26.85,0,130.13,7.61,43.71,7.61,-0,20.75,28.77,15.24,19.24,5.88,10.47,224.82,81.75

69,17:00-17:15,17.58,2,40.02,0,0,27,11,33,17.71,32.49,41.32,23,17.58,12,0,52.71,17.67,36,16.58,88.54,3.24,86.75,8.51,25.85,100.2,134.89,270.51,10.73,115.38,6.33,15.93,5.6,26.85,0,130.13,6.53,43.71,6.53,-0,20.75,28.77,15.24,19.24,5.04,10.47,224.82,81.75

70,17:15-17:30,18.65,0,40.02,0,0,24,8,33,15.24,26.09,35.06,17,18.65,8,0,55.96,18.33,31,16.58,76.17,3.24,86.75,8.51,25.85,100.2,134.89,270.51,10.73,115.38,6.33,15.93,5.6,26.85,0,130.13,5.5,43.71,5.5,-0,20.75,28.77,15.24,19.24,4.25,10.47,224.82,81.75

71,17:30-17:45,16.67,0,40.02,0,0,21,7,29.04,10.83,19.68,23.33,15,16.67,7,0,49.99,18.88,20,16.58,54.16,3.24,86.75,8.51,25.85,100.2,134.89,270.51,10.73,115.38,6.33,15.93,5.6,25.85,0,130.13,4.5,43.71,4.5,-0,20.75,28.26,15.24,19.24,3.48,10.47,224.82,81.75

