Block,Time,JHAJJAR,KGSU3AND4,KUDGI,RAPPB,URI,ANTA_RF,AURY_LF,AURY_RF,CHAMERA3,NAPP,NNTPP,RAPPC,SINGRAULI,ANTA_CRF,DADRI_GF,DULHASTI,KKNP,KOLDAM,NLCIIST1,NTPL,RAMPUR,RIHAND2,RSTPSU7,SIMHST1,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR4,CHAMERA1,KGSU1AND2,KKNPPU2,TANDA2,TelanganaSTPP,VALLURNTECL,DADRI_CRF,DADRI_RF,FSTPP I & II,RSTPSU1TO6,TALA,TANAKPUR,UNCHAHAR2,BRBCL,TALST2,URI2,ANTA_GF,ANTA_LF,AURY_CRF,DHAULIGNGA,KHSTPP-I,KISHANGANGA,NJPC,NLCEXP,NLCTS2EXP,RIHAND1,SALAL,SASAN,TEHRI,UNCHAHAR3,BSIUL,CHAMERA2,DADRT2,KHSTPP-II,KOTESHWR,MAPS,NLCIIST2,PARBATI3,RIHAND3,SEWA2,UNCHAHAR1,AURY_GF,DADRI_LF
63,15:30-15:45,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,3.67,11.15,42.4,15,0,7.4,0,0,0,9.11,44.92,0,46.78,0,0,67,8.13,393.75,0,0,0,2,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

64,15:45-16:00,654.31,0,0,0,6.07,41.16,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,3.67,11.15,42.4,15,0,7.4,0,0,0,9.11,44.92,0,46.78,0,0,67,8.13,393.75,0,0,0,2,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

65,16:00-16:15,654.31,0,0,0,6.07,40.11,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,3.67,11.15,42.4,15,0,7.4,0,0,0,18.23,44.92,0,46.78,0,0,67,8.13,393.75,0,0,0,2,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

66,16:15-16:30,654.31,0,0,0,6.07,40.11,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,3.67,11.15,42.4,15,0,7.4,0,0,0,18.23,44.92,0,46.78,0,0,67,8.13,393.75,0,0,0,2,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

67,16:30-16:45,654.31,0,0,0,6.07,40.11,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,3.67,11.15,42.4,15,0,7.4,0,0,0,18.23,44.92,0,46.78,0,0,67,2.33,393.75,0,0,0,2,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

68,16:45-17:00,654.31,0,0,0,6.07,40.11,0,69.5,0,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,3.39,11.15,42.4,15,0,7.4,0,0,0,18.23,44.92,0,46.78,0,0,67,2.33,393.75,0,0,0,2,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

69,17:00-17:15,654.31,0,0,0,6.07,40.11,0,69.5,0,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,3.23,11.15,42.4,15,0,7.4,0,0,0,18.23,44.92,0,46.78,0,0,67,2.33,393.75,14.93,0,0,2,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

70,17:15-17:30,654.31,0,0,0,6.07,40.11,0,69.5,0,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,2.8,11.15,42.4,15,0,7.4,0,0,0,18.23,44.92,0,46.78,0,0,67,2.33,393.75,14.93,0,0,2,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

71,17:30-17:45,654.31,0,0,0,6.07,40.11,0,69.5,9.68,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,0,0,0,0,0,0,0,65.76,20.8,0,2.8,11.15,42.4,15,0,7.4,0,0,0,18.23,44.92,0,70.17,0,0,67,2.33,393.75,29.87,0,0,2,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

72,17:45-18:00,654.31,0,0,0,6.07,40.11,0,69.5,9.68,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,14.05,0,0,0,0,0,0,65.76,20.8,0,2.35,11.15,42.4,15,0,7.4,0,0,0,18.23,44.92,0,93.56,0,0,67,2.33,393.75,46.69,0,1.1,4,341.57,148.3,8.87,0,0,3.56,124.32,0,20.56,0,21.92

73,18:00-18:15,654.31,0,0,0,6.07,40.63,0,69.5,19.36,41.65,0,51.78,103.12,0,0,44.91,0,0,0,0,0,118.76,0,0,0,0,0,28.1,0,0,0,0,0,0,65.76,20.8,0,2.35,11.15,42.4,15,0,7.54,0,0,0,27.48,44.92,0,116.95,0,0,67,20.91,393.75,46.69,0,6.52,13.17,341.57,148.3,8.87,0,0,5.09,124.32,2.67,20.56,0,21.92

74,18:15-18:30,654.31,0,0,0,6.07,40.63,0,69.5,30.56,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,2.35,13.06,42.4,15,0,7.54,0,0,0,37.65,44.92,0,140.34,0,0,67,79.38,393.75,62.24,0,19.56,40.79,341.57,148.3,19.72,0,0,33.1,124.32,7.19,20.56,0,21.92

75,18:30-18:45,654.31,0,0,0,6.07,40.63,0,69.5,30.56,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,2.35,13.06,42.4,15,0,7.54,0,0,0,37.65,44.92,0,140.34,0,0,67,79.38,393.75,62.24,0,19.56,40.79,341.57,148.3,19.72,0,0,33.1,124.32,15.81,20.56,0,21.92

76,18:45-19:00,654.31,0,0,0,8.83,40.95,0,69.5,30.56,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,2.35,13.06,42.4,15,0,7.54,0,0,0,37.65,44.92,0,140.34,0,0,67,79.38,393.75,62.24,0,19.56,40.79,341.57,148.3,19.72,0,0,33.1,124.32,15.81,20.56,0,21.92

77,19:00-19:15,654.31,0,0,0,48.57,41.16,0,69.5,30.56,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,2.35,13.06,42.4,15,0,7.54,0,0,0,37.65,44.92,0,140.34,0,0,67,79.38,393.75,62.24,0,19.56,40.79,341.57,148.3,19.72,0,0,49.01,124.32,15.81,20.56,0,21.92

78,19:15-19:30,654.31,0,0,0,48.57,41.16,0,69.5,30.56,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,2.49,12.56,42.4,15,0,7.54,0,0,0,37.65,44.92,0,140.34,0,0,67,20.91,393.75,62.24,0,19.56,40.79,341.57,148.3,19.72,0,0,49.01,124.32,15.81,20.56,0,21.92

79,19:30-19:45,654.31,0,0,0,8.83,41.16,0,69.5,30.56,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,2.8,12.56,42.4,15,0,7.4,0,0,0,37.65,44.92,0,140.34,0,0,67,8.13,393.75,62.24,0,19.56,40.79,341.57,148.3,19.72,0,0,49.01,124.32,15.81,20.56,0,21.92

80,19:45-20:00,654.31,0,0,0,6.63,41.16,0,69.5,30.56,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,2.8,12.56,42.4,15,0,7.4,0,0,0,37.65,44.92,0,140.34,0,0,67,8.13,393.75,62.24,0,19.56,40.79,341.57,148.3,19.72,0,0,6.36,124.32,15.81,20.56,0,21.92

81,20:00-20:15,654.31,0,0,0,6.63,41.16,0,69.5,30.56,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,2.8,12.56,42.4,15,0,7.4,0,0,0,37.65,44.92,0,140.34,0,0,67,8.13,393.75,62.24,0,19.56,40.79,341.57,148.3,19.72,0,0,3.56,124.32,12,20.56,0,21.92

82,20:15-20:30,654.31,0,0,0,6.63,41.16,0,69.5,29.03,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,2.8,11.02,42.4,15,0,7.4,0,0,0,27.48,44.92,0,116.95,0,0,67,8.13,393.75,62.24,0,6.52,26.31,341.57,148.3,9.86,0,0,0,124.32,8.84,20.56,0,21.92

83,20:30-20:45,654.31,0,0,0,6.63,41.16,0,69.5,19.36,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,3.15,11.02,42.4,15,0,7.4,0,0,0,18.23,44.92,0,93.56,0,0,67,8.13,393.75,62.24,0,6.52,26.31,341.57,148.3,8.87,0,0,0,124.32,8,20.56,0,21.92

84,20:45-21:00,654.31,0,0,0,6.63,41.16,0,69.5,19.36,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,3.15,11.02,42.4,15,0,7.4,0,0,0,18.23,44.92,0,70.17,0,0,67,8.13,393.75,62.24,0,6.52,26.34,341.57,148.3,8.87,0,0,0,124.32,8,20.56,0,21.92

85,21:00-21:15,654.31,0,0,0,45.27,41.16,0,69.5,19.36,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,3.43,11.02,42.4,15,0,7.4,0,0,0,18.23,44.92,0,41.67,0,0,67,8.13,393.75,62.24,0,6.52,26.34,341.57,148.3,8.87,0,0,0,124.32,8,20.56,0,21.92

86,21:15-21:30,654.31,0,0,0,45.27,41.16,0,69.5,19.36,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,42.15,0,0,0,0,0,0,65.76,20.8,0,3.59,11.02,42.4,15,0,7.4,0,0,0,18.23,44.92,0,41.67,0,0,67,8.13,393.75,62.24,0,6.52,26.34,341.57,148.3,8.87,0,0,0,124.32,8,20.56,0,21.92

87,21:30-21:45,654.31,0,0,0,8.83,41.16,0,69.5,9.68,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,28.1,0,0,0,0,0,0,65.76,20.8,0,3.59,11.02,42.4,15,0,7.4,0,0,0,18.23,44.92,0,41.67,0,0,67,8.13,393.75,62.24,0,0,13.17,341.57,148.3,8.87,0,0,0,124.32,8,20.56,0,21.92

88,21:45-22:00,654.31,0,0,0,6.07,41.16,0,69.5,9.68,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,28.1,0,0,0,0,0,0,65.76,20.8,0,3.88,11.02,42.4,15,0,7.4,0,0,0,18.23,44.92,0,41.67,0,0,67,8.13,393.75,62.24,0,0,13.17,341.57,148.3,8.87,0,0,0,124.32,8,20.56,0,21.92

89,22:00-22:15,654.31,0,0,0,6.07,41.68,0,69.5,9.68,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,12.48,0,0,0,0,0,0,65.76,14.3,0,4.33,11.02,42.4,15,0,7.4,0,0,0,18.23,44.92,0,41.67,0,0,75,8.13,393.75,60.98,0,0,13.17,341.57,148.3,8.87,0,0,0,124.32,8,20.56,0,21.92

90,22:15-22:30,654.31,0,0,0,6.07,41.68,0,69.5,9.68,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,11.85,0,0,0,0,0,0,65.76,14.3,0,4.33,11.02,42.4,15,0,7.4,0,0,0,18.23,44.92,0,41.67,0,0,83,8.13,393.75,46.69,0,0,13.17,341.57,148.3,8.87,0,0,0,124.32,8,20.56,0,21.92

91,22:30-22:45,654.31,0,0,0,6.07,41.68,0,69.5,9.68,41.65,0,51.78,103.12,0,0,49.43,0,0,0,0,0,118.76,0,0,0,0,0,11.85,0,0,0,0,0,0,65.76,14.3,0,4.61,11.02,42.4,15,0,7.4,0,0,0,18.23,44.92,0,41.67,0,0,92,2.33,393.75,46.69,0,0,13.17,341.57,148.3,8.87,0,0,0,124.32,2.67,20.56,0,21.92

92,22:45-23:00,654.31,0,0,0,6.07,41.68,0,69.5,9.68,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,11.85,0,0,0,0,0,0,65.76,14.3,0,4.61,11.02,42.4,15,0,7.4,0,0,0,9.11,44.92,0,41.67,0,0,92,2.33,393.75,46.69,0,0,13.17,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

93,23:00-23:15,654.31,0,0,0,8.83,42.74,0,69.5,9.68,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,11.85,0,0,0,0,0,0,65.76,14.3,0,4.61,11.02,42.4,15,0,7.4,0,0,0,9.11,44.92,0,41.67,0,0,92,2.33,393.75,46.69,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

94,23:15-23:30,654.31,0,0,0,45.27,42.74,0,69.5,9.68,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,11.85,0,0,0,0,0,0,65.76,14.3,0,4.61,11.02,42.4,15,0,7.4,0,0,0,9.11,44.92,0,41.67,0,0,92,2.33,393.75,46.69,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

95,23:30-23:45,654.31,0,0,0,48.57,42.74,0,69.5,9.68,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,11.85,0,0,0,0,0,0,65.76,14.3,0,4.61,11.02,42.4,15,0,7.4,0,0,0,9.11,44.92,0,41.67,0,0,92,8.13,393.75,46.69,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

96,23:45-24:00,654.31,0,0,0,11.04,42.74,0,69.5,9.68,41.65,0,51.78,103.12,0,0,32.96,0,0,0,0,0,118.76,0,0,0,0,0,11.85,0,0,0,0,0,0,65.76,14.3,0,4.61,11.02,42.4,15,0,7.4,0,0,0,9.11,44.92,0,41.67,0,0,92,8.13,393.75,46.69,0,0,2.4,341.57,148.3,8.87,0,0,0,124.32,0,20.56,0,21.92

