Block,Time,BRBCL,CHAMERA2,KKNP,NAPP,NTPL,TANAKPUR,ANTA_GF,DADRI_RF,DHAULIGNGA,KISHANGANGA,NJPC,PARBATI3,RAPPC,RIHAND1,RSTPSU1TO6,RSTPSU7,TANDA2,UNCHAHAR2,UNCHAHAR4,ANTA_LF,BSIUL,FSTPP I & II,JHAJJAR,KHSTPP-I,NLCIIST2,NNTPP,RAPPB,TALST2,AURY_RF,DADRI_LF,KUDGI,SALAL,SASAN,SEWA2,SINGRAULI_HYDRO,URI2,VALLURNTECL,DADRI_CRF,CHAMERA3,DADRT2,KGSU1AND2,NLCEXP,NLCTS2EXP,SINGRAULI,TelanganaSTPP,UNCHAHAR1,URI,DADRI_GF,CHAMERA1,DULHASTI,KOLDAM,KOTESHWR,NLCIIST1,SIMHST2,TALA,TEHRI,UNCHAHAR3,ANTA_CRF,AURY_CRF,KGSU3AND4,KHSTPP-II,KKNPPU2,MAPS,RAMPUR,RIHAND2,RIHAND3,SIMHST1,ANTA_RF,AURY_GF,AURY_LF
65,16:00-16:15,20,0,0,44.38,0,2.05,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,17.75,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.73,0,0

66,16:15-16:30,20,0,0,44.38,0,2.05,0,69.05,0,0,23.39,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,17.75,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.73,0,0

67,16:30-16:45,20,0,0,44.38,0,2.05,0,69.05,0,0,42.61,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,26.62,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.73,0,0

68,16:45-17:00,20,0,0,44.38,0,2.05,0,69.05,0,0,46.5,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.78,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,26.62,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,42.73,0,0

69,17:00-17:15,20,0,0,44.38,0,0,0,69.05,7.92,0,70.17,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,1.11,0,0,0,0,26.62,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.05,0,0

70,17:15-17:30,20,3.74,0,44.38,0,0,0,69.05,17.56,0,93.56,0,53.17,92,0,0,0,42.39,0,0,2.2,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,1.91,683.14,0,0,0,104.15,0,10.28,1.11,0,13.24,16.48,0,26.62,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.37,0,0

71,17:30-17:45,20,26.34,0,44.38,0,0,0,69.05,27.41,0,116.95,0,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,7.9,0.36,10.76,0,0,19.38,683.14,0,0,0,104.15,0,10.28,1.11,0,24.09,32.96,0,39.05,0,0,0,60.99,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.89,0,0

72,17:45-18:00,20,26.34,0,44.38,0,0,0,69.05,27.41,0,116.95,0,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,7.9,0.36,10.76,0,0,19.38,683.14,0,0,0,104.15,0,10.28,1.11,0,24.09,32.96,0,39.05,0,0,0,60.99,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.89,0,0

73,18:00-18:15,20,26.34,0,44.38,0,0,0,69.05,27.41,0,116.95,0,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,7.9,0.36,10.76,0,0,19.38,683.14,0,0,0,104.15,0,10.28,1.11,0,24.09,32.96,0,39.05,0,0,0,60.99,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.89,0,0

74,18:15-18:30,20,26.34,0,44.38,0,0,0,69.05,27.41,0,116.95,0,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,7.9,0.36,10.76,0,0,19.38,683.14,0,0,0,104.15,0,10.28,1.11,0,13.24,32.96,0,39.05,0,0,0,60.99,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,43.89,0,0

75,18:30-18:45,20,26.34,0,44.38,0,0,0,69.05,17.81,0,116.95,0,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,7.9,0.36,10.76,0,0,19.38,683.14,0,0,0,104.15,0,10.28,1.11,0,0,32.96,0,39.05,0,0,0,60.99,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.1,0,0

76,18:45-19:00,20,26.34,0,44.38,0,0,0,69.05,9.11,0,93.56,0,53.17,92,0,0,0,42.39,0,0,13.04,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,10.76,0,0,19.38,683.14,0,0,0,104.15,0,10.28,1.11,0,0,32.96,0,39.05,0,0,0,60.99,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.1,0,0

77,19:00-19:15,20,2,0,44.38,0,0,0,69.05,0,0,70.17,3.82,53.17,92,0,0,0,42.39,0,0,2.2,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,1.27,683.14,0,0,0,104.15,0,10.28,1.11,0,0,16.48,0,26.62,0,0,0,60.99,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.1,0,0

78,19:15-19:30,20,0,0,44.38,0,0,0,69.05,0,0,40.62,16.54,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,3.31,0,0,16.48,0,26.62,0,0,0,60.99,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.1,0,0

79,19:30-19:45,20,0,0,44.38,0,0.25,0,69.05,0,0,18.94,16.54,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,26.49,0,0,16.48,0,26.62,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.21,0,0

80,19:45-20:00,20,0,0,44.38,0,0.25,0,69.05,0,0,0,16.54,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,26.49,0,0,16.48,0,26.62,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.21,0,0

81,20:00-20:15,20,0,0,44.38,0,0.25,0,69.05,0,0,0,16.54,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,9.29,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,26.49,0,0,16.48,0,26.62,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.21,0,0

82,20:15-20:30,20,0,0,44.38,0,0.25,0,69.05,0,0,0,16.54,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,41.83,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,26.49,0,0,0,0,26.62,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.21,0,0

83,20:30-20:45,20,0,0,44.38,0,0.25,0,69.05,0,0,0,16.54,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,41.83,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,26.49,0,0,0,0,26.62,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.21,0,0

84,20:45-21:00,20,0,0,44.38,0,0.25,0,69.05,0,0,0,3.57,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,41.83,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,26.49,0,0,0,0,26.62,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.21,0,0

85,21:00-21:15,20,0,0,44.38,0,0.25,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,27.89,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,11.04,0,0,0,0,17.75,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.31,0,0

86,21:15-21:30,20,0,0,44.38,0,0.25,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,27.89,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,11.04,0,0,0,0,17.75,0,0,0,45.74,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.31,0,0

87,21:30-21:45,20,0,0,44.38,0,0.25,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,27.89,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,15.45,0,0,0,0,17.75,0,0,0,15.25,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.31,0,0

88,21:45-22:00,20,0,0,44.38,0,0.25,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,4.65,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,15.45,0,0,0,0,17.75,0,0,0,15.25,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.31,0,0

89,22:00-22:15,20,0,0,44.38,0,0.25,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,15.45,0,0,0,0,17.75,0,0,0,15.25,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.42,0,0

90,22:15-22:30,20,0,0,44.38,0,0.25,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,11.04,0,0,0,0,17.75,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.62,0,0

91,22:30-22:45,20,0,0,44.38,0,0.25,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,11.04,0,0,0,0,17.75,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.62,0,0

92,22:45-23:00,20,0,0,44.38,0,0.25,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,11.04,0,0,0,0,17.75,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.62,0,0

93,23:00-23:15,20,0,0,44.38,0,0.25,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,3.31,0,0,0,0,17.75,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.62,0,0

94,23:15-23:30,20,0,0,44.38,0,0.25,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,32.17,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,3.31,0,0,0,0,17.75,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.84,0,0

95,23:30-23:45,20,0,0,44.38,0,0,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.08,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,2.21,0,0,0,0,17.75,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.84,0,0

96,23:45-24:00,20,0,0,44.38,0,0,0,69.05,0,0,0,0,53.17,92,0,0,0,42.39,0,0,0,20.8,434.65,33.08,0,0,0,0,53.75,23.56,0,1.4,371.25,0,0.36,4.31,0,0,0,683.14,0,0,0,104.15,0,10.28,2.21,0,0,0,0,17.75,0,0,0,0,26.4,0,0,0,148.3,0,0,0,118.76,124.33,0,44.84,0,0

