Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KKNP,NNTPP,MAPS,KGSU1AND2,KGSU3AND4,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NTPL,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
17,04:00-04:15,0,42.392196,19.985,0,0,13.452,26.39091,683.136562,49.436556,0,56.82,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,40.089,12.1695,0,39.9,0,0,0,83.844,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

18,04:15-04:30,0,42.392196,19.985,0,0,13.452,26.39091,683.136562,49.436556,0,56.82,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,6.5208,40.089,12.1695,0,39.9,0,0,0,83.844,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

19,04:30-04:45,0,42.392196,19.985,0,0,10.089,26.39091,683.136562,49.436556,0,56.82,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,8.832,0,0,6.5208,40.089,12.1695,0,39.9,0,0,0,83.844,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

20,04:45-05:00,0,42.392196,19.985,0,0,10.089,26.39091,683.136562,49.436556,0,56.82,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,8.832,0,0,6.5208,40.089,12.1695,0,39.9,0,0,0,83.844,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

21,05:00-05:15,0,42.392196,19.985,0,0,10.089,26.39091,683.136562,49.436556,0,37.88,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,8.832,0,0,6.5208,40.089,12.1695,0,39.9,0,0,0,83.844,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

22,05:15-05:30,0,42.392196,19.985,0,0,10.089,26.39091,683.136562,49.436556,0,37.88,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,8.832,0,0,6.5208,40.089,12.1695,0,39.9,0,0,0,83.844,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

23,05:30-05:45,0,42.392196,19.985,0,0,10.089,26.39091,683.136562,49.436556,0,37.88,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,8.832,0,0,1.1,40.089,12.1695,0,39.9,0,0,0,83.844,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

24,05:45-06:00,0,42.392196,19.985,0,15.12,10.089,26.39091,683.136562,49.436556,0,37.88,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,8.832,0,0,1.1,40.089,12.1695,0,39.9,0,0,0,83.844,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

25,06:00-06:15,0,42.392196,19.985,0,31.122,10.089,26.39091,683.136562,49.436556,0,56.82,26.0145,9.1149,40.1568,9.67784,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,48.576,0,0,3.3,40.089,12.1695,0,39.9,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1095,347.625

26,06:15-06:30,0,42.392196,19.985,0,31.122,10.089,26.39091,683.136562,49.436556,0,85.23,26.0145,9.1149,40.1568,9.67784,0,435.435,8.874,57.96,18.662,0,0,92,103.125,0,123.665625,0.82259,48.576,0,0,19.5624,40.089,12.1695,0,39.9,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1115,347.625

27,06:30-06:45,0,42.392196,19.985,0,31.122,10.089,26.39091,683.136562,49.436556,0,108.905,26.0145,9.1149,40.1568,9.67784,0,435.435,8.874,57.96,18.662,0,0,92,103.125,0,123.665625,0.82259,14.352,13.983,0,19.5624,40.089,12.1695,0,39.9,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1095,347.625

28,06:45-07:00,0,42.392196,19.985,0,31.122,10.089,26.39091,683.136562,49.436556,0,108.905,26.0145,9.1149,40.1568,9.67784,0,435.435,8.874,57.96,18.662,0,0,92,103.125,0,123.665625,0.82259,13.248,13.983,0,19.5624,40.089,12.1695,0,39.9,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1095,347.625

29,07:00-07:15,0,42.392196,19.985,0,15.561,10.089,26.39091,683.136562,49.436556,0,108.905,26.0145,9.1149,40.1568,9.67784,0,435.435,8.874,57.96,18.662,0,0,92,103.125,0,123.665625,0.82259,13.248,28.045,0,19.5624,40.089,12.1695,0,38.85,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1095,347.625

30,07:15-07:30,0,42.392196,19.985,0,0,10.089,26.39091,683.136562,49.436556,0,108.905,26.0145,9.1149,40.1568,9.67784,0,435.435,8.874,57.96,18.662,0,0,92,103.125,0,123.665625,0.82259,13.248,28.045,0,6.5208,40.089,12.1695,0,38.85,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1095,347.625

31,07:30-07:45,0,42.392196,19.985,0,0,10.089,26.39091,683.136562,49.436556,0,93.5636,26.0145,9.1149,40.1568,9.67784,0,435.435,8.874,57.96,18.662,0,0,92,103.125,0,123.665625,0.82259,15.456,28.045,0,6.5208,40.089,12.1695,0,38.85,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1115,347.625

32,07:45:08:00,0,42.392196,19.985,0,0,10.089,26.39091,683.136562,49.436556,0,85.23,26.0145,9.1149,40.1568,9.67784,0,435.435,8.874,57.96,18.662,0,0,92,103.125,0,123.665625,0.82259,15.456,28.045,0,6.5208,40.089,12.1695,0,38.85,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

33,08:00-08:15,0,42.392196,19.985,0,0,10.089,26.39091,683.136562,49.436556,0,61.555,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,18.662,3.1825,0,92,103.125,0,123.665625,0.82259,15.456,13.983,0,6.5208,40.089,12.1695,0,38.85,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

34,08:15-08:30,0,42.392196,19.985,0,0,12.1068,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,18.662,11.457,0,92,103.125,0,123.665625,0.82259,13.248,0,0,6.5208,40.089,12.1695,0,38.85,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

35,08:30-08:45,0,42.392196,19.985,0,0,31.897382,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,49.051236,0,92,103.125,0,123.665625,0.82259,13.248,0,0,6.5208,40.089,12.1695,0,38.85,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

36,08:45:09:00,0,42.392196,19.985,0,0,31.897382,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,49.051236,0,92,103.125,0,123.665625,0.82259,48.576,0,0,6.5208,40.089,12.1695,0,38.85,0,0,0,83.296,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

37,09:00:09:15,0,42.392196,19.985,0,0,31.897382,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,49.051236,0,92,103.125,0,123.665625,0.82259,48.576,0,0,6.5208,40.089,12.1695,0,37.8,0,0,0,82.748,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

38,09:15-09:30,0,42.392196,19.985,0,0,31.897382,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,49.051236,0,92,103.125,0,123.665625,0.82259,14.352,0,0,6.5208,40.089,12.1695,0,37.8,0,0,0,82.748,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

39,09:30-09:45,0,42.392196,19.985,0,0,31.897382,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,49.051236,0,92,103.125,0,123.665625,0.82259,13.248,0,0,6.5208,40.089,12.1695,0,37.8,0,0,0,82.748,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

40,09:45-10:00,0,42.392196,19.985,0,0,31.897382,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,32.700824,0,92,103.125,0,123.665625,0.82259,13.248,0,0,6.5208,40.089,12.1695,0,37.8,0,0,0,82.748,0,0,0,64.617,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,17.584,19.1125,347.625

41,10:00-10:15,0,42.392196,19.985,0,0,12.1068,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,5.092,0,92,103.125,0,123.665625,0.82259,13.248,0,0,6.5208,24.402,12.1695,0,37.8,0,0,0,82.748,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.7,17.584,19.1125,347.625

42,10:15-10:30,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,3.1825,0,92,103.125,0,123.665625,0.82259,13.248,0,0,6.5208,24.402,12.1695,0,37.8,0,0,0,82.748,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.7,17.584,19.1125,347.625

43,10:30-10:45,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,13.248,0,0,6.5208,24.402,12.1695,0,37.8,0,0,0,82.748,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.7,17.584,19.1125,347.625

44,10:45-11:00,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,24.402,12.1695,0,37.8,0,0,0,82.748,0,0,0,64.074,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.7,17.584,19.1125,347.625

45,11:00-11:15,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,24.402,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

46,11:15-11:30,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,24.402,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

47,11:30-11:45,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,48.576,0,0,0,79.37622,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

48,11:45-12:00,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,48.576,0,0,0,79.37622,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

49,12:00-12:15,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,79.37622,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

50,12:15-12:30,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,79.37622,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

51,12:30-12:45,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,40.089,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

52,12:45-13:00,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,40.089,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

53,13:00-13:15,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,40.089,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

54,13:15-13:30,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,40.089,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

55,13:30-13:45,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,40.089,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

56,13:45-14:00,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,45.456,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,40.089,12.1695,0,36.75,0,0,0,82.748,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

57,14:00-14:15,0,42.392196,19.985,0,0,10.7616,26.39091,683.136562,49.436556,0,64.396,26.0145,9.1149,40.1568,0,0,435.435,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,15.456,0,0,0,40.089,12.1695,0,36.75,0,0,0,82.2,0,0,0,63.531,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,19.11,17.584,19.1125,347.625

