Block,Time,NR/01102023/22052037/LT-59,NR/01032024/22032024/HP-56,NR/01032024/22032024/HP-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01012024/31032024/ ChanjuII,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01032024/15032024/HP-62,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/08032047/L_NR_2021_14,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01102023/02012046/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01032024/31032024/SJVN010324NR1589,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,SR/01032024/31032024/SJVN010324NR1590,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13
53,13:00-13:15,0.930000,0.000000,0.000000,0.000000,5.150000,57.740000,17.480000,1.390000,17.050000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,212.440000,17.050000,50.960000,52.190000,48.130000,92.41,48.13,0,30,0,0,5.61,30.81,11.16,210,32.05,96.26,24.07,10,32.05,241.97,144.390000,30.81,10,90,96.26,28.88,94,47,0,143.990002,32.05,48.39

54,13:15-13:30,0.930000,0.000000,0.000000,0.000000,5.150000,57.740000,17.480000,1.390000,17.050000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,165.890000,17.050000,50.960000,52.190000,48.130000,92.51,48.13,0,31.5,0,0,5.61,32.06,11.73,210,32.05,96.26,24.07,10.5,32.05,241.97,144.390000,32.06,10.5,90,96.26,28.88,94,47,0,142.276994,32.05,48.39

55,13:30-13:45,0.930000,0.000000,0.000000,0.000000,5.150000,57.740000,17.480000,1.390000,17.050000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,168.160000,17.050000,50.960000,52.190000,48.130000,92.63,48.13,0,33,0,0,5.61,23.94,11.74,210,32.05,96.26,24.07,11,32.05,241.97,144.390000,23.94,11,90,96.26,28.88,94,47,0,141.352359,32.05,48.39

56,13:45-14:00,0.930000,0.000000,0.000000,0.000000,5.150000,57.740000,17.480000,1.390000,17.050000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,168.160000,17.050000,50.960000,52.190000,48.130000,92.22,48.13,0,33,0,0,6.01,24.19,11.86,210,32.05,96.26,24.07,11,32.05,241.97,144.390000,24.19,11,90,96.26,28.88,94,47,0,138.276731,32.05,48.39

57,14:00-14:15,1.010000,0.000000,0.000000,0.000000,5.150000,57.740000,17.480000,1.430000,17.050000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,168.160000,17.050000,50.960000,52.190000,48.130000,92.15,48.13,0,33.5,0,0,6.41,24.99,11.84,210,32.05,96.26,24.07,11.17,32.05,241.97,144.390000,24.99,11.16,90,96.26,28.88,94,47,0,134.227803,32.05,48.39

58,14:15-14:30,1.010000,0.000000,0.000000,0.000000,5.150000,57.740000,17.300000,1.430000,16.870000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,168.160000,16.870000,50.960000,52.190000,48.130000,92.04,48.13,0,33.5,0,0,6.81,25.72,12.02,200,32.05,96.26,24.07,11.17,32.05,241.97,144.390000,25.72,11.16,85,96.26,28.88,94,47,0,129.380769,32.05,48.39

59,14:30-14:45,1.010000,0.000000,0.000000,0.000000,5.150000,57.740000,16.570000,1.430000,16.160000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,153.060000,16.160000,50.960000,52.190000,48.130000,92.56,48.13,0,34,0,0,7.21,25.95,12.14,196,32.05,96.26,24.07,11.33,32.05,241.97,144.390000,25.95,11.34,84,96.26,28.88,94,47,0,124.261211,32.05,48.39

60,14:45-15:00,1.010000,0.000000,0.000000,0.000000,5.150000,57.740000,16.030000,1.430000,15.640000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,153.060000,15.640000,50.960000,52.190000,48.130000,92.52,48.13,0,34.5,0,0,7.21,27.8,12.36,193,32.05,96.26,24.07,11.5,32.05,241.97,144.390000,27.8,11.5,82,96.26,28.88,93,47,0,117.759567,32.05,48.39

