Block,Time,NR/01102023/22052037/LT-59,NR/01032024/22032024/HP-56,NR/01032024/22032024/HP-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01012024/31032024/ ChanjuII,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01032024/15032024/HP-62,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01032024/31032024/NVVN/OA/16997,NR/01102023/08032047/L_NR_2021_14,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023,NR/01102023/02012046/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01032024/15032024/BYPL-APPCPL-KSEB,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,NR/01032024/31032024/SJVN010324NR1589,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,SR/01032024/31032024/SJVN010324NR1590,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13
1,00:00-00:15,1.090000,76.520000,32.760000,25.030000,4.970000,57.740000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.150000,25.450000,98.190000,259.300000,0.000000,86.630000,52.630000,48.130000,0,48.13,0,70,0,0,8.16,58.33,20,0,0,96.26,0,23.33,0,0,144.390000,58.33,23.34,0,96.26,0,0,0,0,0,0,0

2,00:15-00:30,1.090000,76.520000,32.760000,25.030000,4.970000,57.740000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.150000,25.450000,98.190000,211.170000,0.000000,77.010000,52.630000,48.130000,0,48.13,0,69.5,0,0,8.06,58,19.66,0,0,96.26,0,23.17,0,0,144.390000,58,23.16,0,96.26,0,0,0,0,0,0,0

3,00:30-00:45,1.090000,76.520000,32.760000,25.030000,4.970000,57.740000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.150000,25.450000,98.190000,260.260000,0.000000,77.010000,76.320000,48.130000,0,48.13,0,69,0,0,7.91,57.67,19.34,0,0,96.26,0,23,0,0,144.390000,57.67,23,0,96.26,0,0,0,0,0,0,0

4,00:45-01:00,1.090000,76.520000,32.760000,25.030000,4.970000,57.740000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.150000,25.450000,98.190000,260.260000,0.000000,77.010000,76.320000,48.130000,0,48.13,0,68.5,0,0,7.5,57.33,19,0,0,96.26,0,22.83,0,0,144.390000,57.33,22.84,0,96.26,0,0,0,0,0,0,0

5,01:00-01:15,1.090000,76.520000,32.760000,25.030000,4.970000,57.740000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.110000,25.450000,98.190000,254.790000,0.000000,52.940000,57.440000,48.130000,0,48.13,0,68,0,0,7.01,56.67,18.66,0,0,96.26,0,22.67,0,0,144.390000,56.67,22.66,0,96.26,0,0,0,0,0,0,0

6,01:15-01:30,1.090000,76.520000,32.760000,25.030000,4.970000,57.740000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.110000,25.450000,98.190000,206.660000,0.000000,52.940000,57.440000,48.130000,0,48.13,0,67.5,0,0,7.01,51,18.34,0,0,96.26,0,22.5,0,0,144.390000,51,22.5,0,96.26,0,0,0,0,0,0,0

7,01:30-01:45,1.090000,76.520000,32.760000,25.030000,4.970000,57.740000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.110000,25.450000,98.190000,171.040000,0.000000,52.940000,57.440000,48.130000,0,48.13,0,57,0,0,7.01,51.67,15.66,0,0,96.26,0,19,0,0,144.390000,51.67,19,0,96.26,0,0,0,0,0,0,0

8,01:45-02:00,1.090000,76.520000,32.760000,25.030000,4.970000,57.740000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.110000,25.450000,98.190000,171.040000,0.000000,52.940000,57.440000,48.130000,0,48.13,0,58,0,0,7.01,52.67,15.77,0,0,96.26,0,19.33,0,0,144.390000,52.67,19.34,0,96.26,0,0,0,0,0,0,0

9,02:00-02:15,1.090000,76.520000,32.760000,25.030000,4.870000,35.100000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.110000,25.450000,98.190000,122.910000,0.000000,52.940000,38.500000,48.130000,0,48.13,0,59,0,0,7.01,35,13,0,0,96.26,0,19.67,0,0,144.390000,35,19.66,0,96.26,0,0,0,0,0,0,0

10,02:15-02:30,1.090000,76.520000,32.760000,25.030000,4.870000,35.100000,0.000000,1.340000,0.000000,25.450000,112.820000,0.000000,1.110000,25.450000,98.190000,115.510000,0.000000,52.940000,38.500000,48.130000,0,48.13,0,60,0,0,7.01,35,13,0,0,96.26,0,20,0,0,144.390000,35,20,0,96.26,0,0,0,0,0,0,0

11,02:30-02:45,1.090000,76.520000,32.760000,25.030000,4.870000,35.100000,0.000000,1.340000,0.000000,25.450000,112.820000,0.000000,1.110000,25.450000,98.190000,115.510000,0.000000,52.940000,38.500000,48.130000,0,48.13,0,69.5,0,0,7.01,51.33,13.34,0,0,96.26,0,23.17,0,0,144.390000,51.33,23.16,0,96.26,0,0,0,0,0,0,0

12,02:45-03:00,1.090000,76.520000,32.760000,25.030000,4.870000,35.100000,0.000000,1.340000,0.000000,25.450000,112.820000,0.000000,1.110000,25.450000,98.190000,115.510000,0.000000,52.940000,38.500000,48.130000,0,48.13,0,70,0,0,7.01,50.67,13.34,0,0,96.26,0,23.33,0,0,144.390000,50.67,23.34,0,96.26,0,0,0,0,0,0,0

13,03:00-03:15,1.010000,76.520000,32.760000,25.030000,4.870000,35.100000,0.000000,1.340000,0.000000,25.450000,112.820000,0.000000,1.070000,25.450000,98.190000,120.320000,0.000000,52.940000,38.500000,48.130000,0,48.13,0,70,0,0,7.01,49.67,16,0,0,96.26,0,23.33,0,0,144.390000,49.67,23.34,0,96.26,0,0,0,0,0,0,0

14,03:15-03:30,1.010000,76.520000,32.760000,25.030000,4.870000,35.100000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.070000,25.450000,98.190000,168.460000,0.000000,52.940000,38.500000,48.130000,0,48.13,0,70,0,0,7.01,48.67,16.34,0,0,96.26,0,23.33,0,0,144.390000,48.67,23.34,0,96.26,0,0,0,0,0,0,0

15,03:30-03:45,1.010000,76.520000,32.760000,25.030000,4.870000,57.740000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.070000,25.450000,98.190000,195.110000,0.000000,52.940000,57.440000,48.130000,0,48.13,0,69.5,0,0,7.01,49,14.34,0,0,96.26,0,23.17,0,0,144.390000,49,23.16,0,96.26,0,0,0,0,0,0,0

16,03:45-04:00,1.010000,76.520000,32.760000,25.030000,4.870000,57.740000,0.000000,1.340000,0.000000,25.450000,132.070000,0.000000,1.070000,25.450000,98.190000,195.110000,0.000000,52.940000,57.440000,48.130000,0,48.13,0,69,0,0,7.01,49.33,14.47,0,0,96.26,0,23,0,0,144.390000,49.33,23,0,96.26,0,0,0,0,0,0,0

17,04:00-04:15,1.010000,76.520000,32.760000,25.030000,4.770000,57.740000,0.000000,1.300000,0.000000,25.450000,132.070000,0.000000,1.070000,25.450000,98.190000,234.270000,0.000000,52.940000,57.440000,48.130000,0,48.13,0,68,0,0,7.01,49.33,14.29,0,0,96.26,0,22.67,0,0,144.390000,49.33,22.66,0,96.26,0,0,0,0,0,0,0

18,04:15-04:30,1.010000,76.520000,32.760000,25.030000,4.770000,57.740000,0.000000,1.300000,0.000000,25.450000,132.070000,0.000000,1.070000,25.450000,98.190000,255.450000,0.000000,52.940000,57.440000,48.130000,0,48.13,0,67,0,0,7.01,49.67,14.33,0,0,96.26,0,22.33,0,0,144.390000,49.67,22.34,0,96.26,0,0,0,0,0,0,0

19,04:30-04:45,1.010000,76.520000,32.760000,25.030000,4.770000,57.740000,0.000000,1.300000,0.000000,25.450000,132.070000,0.000000,1.070000,25.450000,98.190000,258.330000,0.000000,52.940000,57.440000,48.130000,0,48.13,0,66,0,0,7.01,49.33,14.35,0,0,96.26,0,22,0,0,144.390000,49.33,22,0,96.26,0,0,0,0,0,0,0

20,04:45-05:00,1.010000,76.520000,32.760000,25.030000,4.770000,57.740000,0.000000,1.300000,0.000000,25.450000,132.070000,0.000000,1.070000,25.450000,98.190000,252.870000,0.000000,52.940000,76.320000,48.130000,0,48.13,0,65,0,0,7.01,49,14.4,0,0,96.26,0,21.67,0,0,144.390000,49,21.66,0,96.26,0,0,0,0,0,0,0

21,05:00-05:15,1.010000,76.520000,32.760000,25.030000,4.770000,57.740000,0.000000,1.300000,0.000000,25.450000,132.070000,0.000000,1.070000,25.450000,98.190000,252.870000,0.000000,62.570000,76.320000,48.130000,0,48.13,0,64,0,0,7.01,48.33,15.63,0,0,96.26,0,21.33,0,0,144.390000,48.33,21.34,0,96.26,0,0,0,0,0,0,0

22,05:15-05:30,1.010000,76.520000,32.760000,25.030000,4.770000,57.740000,0.000000,1.300000,0.000000,22.460000,132.070000,0.000000,1.070000,22.460000,98.190000,252.870000,0.000000,62.570000,76.320000,48.130000,0,48.13,0,63.5,0,0,7.01,48,13.66,0,0,96.26,0,21.17,0,0,144.390000,48,21.16,0,96.26,0,0,0,0,0,0,0

23,05:30-05:45,1.010000,76.520000,32.760000,25.030000,4.770000,57.740000,0.000000,1.300000,0.000000,22.460000,132.070000,0.000000,1.070000,22.460000,98.190000,258.330000,0.000000,52.940000,76.320000,48.130000,0,48.13,0,62.5,0,0,7.01,47.67,11.34,0,0,96.26,0,20.83,0,0,144.390000,47.67,20.84,0,96.26,0,0,0,0,0,0,0

24,05:45-06:00,1.010000,76.520000,32.760000,25.030000,4.770000,57.740000,0.000000,1.300000,0.000000,22.460000,132.070000,0.000000,1.070000,22.460000,98.190000,258.330000,0.000000,81.820000,76.320000,48.130000,0,48.13,0,62,0,0,7.01,47,11.41,0,0,96.26,0,20.67,0,0,144.390000,47,20.66,0,96.26,0,0,0,0,0,0,0

25,06:00-06:15,1.010000,0.000000,0.000000,25.030000,4.770000,57.740000,0.000000,1.300000,0.000000,30.800000,132.070000,0.000000,1.070000,14.810000,0.000000,258.330000,0.000000,52.940000,76.320000,48.130000,0,48.13,0,60.5,0,0,7.01,46.33,11.55,0,0,96.26,0,20.17,0,0,144.390000,46.33,20.16,0,96.26,0,0,0,0,0,0,0

26,06:15-06:30,1.010000,0.000000,0.000000,24.060000,4.770000,57.740000,0.000000,1.300000,0.000000,30.800000,132.070000,0.000000,1.070000,14.810000,0.000000,258.330000,0.000000,52.940000,76.320000,48.130000,0,48.13,0,59.5,0,0,7.01,46.33,11.7,0,0.5,96.26,0,19.83,0.69,0.01,144.390000,46.33,19.84,0,96.26,0,0,0,0,0,2.04,0

27,06:30-06:45,1.010000,0.000000,0.000000,23.100000,4.770000,57.740000,0.000000,1.300000,0.000000,30.800000,132.070000,0.000000,1.070000,14.810000,0.000000,258.330000,0.000000,52.940000,76.320000,48.130000,0,48.13,0,58,0,0,7.01,45,12.21,0,2,96.26,0,19.33,5.7,0.01,144.390000,45,19.34,0,96.26,0,0,0,0,1.391819,5.85,0

28,06:45-07:00,1.010000,0.000000,0.000000,23.100000,4.770000,57.740000,0.000000,1.300000,0.000000,30.800000,132.070000,0.000000,1.070000,14.810000,0.000000,258.330000,0.000000,81.820000,86.830000,48.130000,0,48.13,0,56.5,0,0,7.01,44,12.34,1,7,96.26,0,18.83,14.94,0.01,144.390000,44,18.84,1,96.26,0,0,0,0,6.608707,13.04,0

29,07:00-07:15,0.930000,0.000000,0.000000,22.140000,4.690000,57.740000,0.160000,1.300000,0.160000,30.800000,132.070000,0.000000,1.070000,14.810000,0.000000,258.330000,0.160000,99.740000,86.830000,48.130000,2.6,48.13,0,48.5,0,0,7.01,34.33,10.66,4,13,96.26,0,16.17,28.7,1.38,144.390000,34.33,16.16,1,96.26,0,2,1,0,12.876759,22.31,0.28

30,07:15-07:30,0.930000,0.000000,0.000000,22.140000,4.690000,57.740000,0.640000,1.300000,0.620000,30.800000,132.070000,0.000000,1.070000,0.000000,0.000000,258.330000,0.620000,99.740000,86.830000,48.130000,6.82,48.13,0,49,0,0,7.01,34.33,11,11,25,96.26,0,16.33,31.83,7.22,144.390000,34.33,16.34,4,96.26,0,6,3,0,19.845587,31.82,1.44

31,07:30-07:45,0.930000,0.000000,0.000000,22.140000,4.690000,57.740000,1.480000,1.300000,1.450000,30.800000,132.070000,0.000000,1.070000,0.000000,0.000000,258.330000,1.450000,99.740000,86.830000,48.130000,11.82,48.13,0,49.5,0,0,7.01,34.67,11.34,14,30.72,96.26,0,16.5,30.72,19.39,144.390000,34.67,16.5,6,96.26,0,9,5,0,28.838879,30.71,3.88

32,07:45:08:00,0.930000,0.000000,0.000000,21.180000,4.690000,57.740000,2.590000,1.300000,2.520000,30.800000,132.070000,0.000000,1.070000,0.000000,0.000000,258.330000,2.520000,99.740000,86.830000,48.130000,16.82,48.13,0,50,0,0,7.01,34.67,11.66,32,30.72,96.26,0,16.67,30.72,37.54,144.390000,34.67,16.66,13,96.26,0,17,9,0,39.661975,30.71,7.51

33,08:00-08:15,0.930000,0.000000,0.000000,21.180000,4.690000,57.740000,3.740000,1.340000,3.650000,30.800000,132.070000,0.000000,1.070000,0.000000,0.000000,260.480000,3.650000,99.740000,86.830000,48.130000,21.74,48.13,0,50.5,0,0,7.01,35.33,12,32,30.72,96.26,0,16.83,30.72,59.97,144.390000,35.33,16.84,13,96.26,0,21,11,0,51.730895,30.71,11.99

34,08:15-08:30,0.930000,0.000000,0.000000,21.180000,4.690000,57.740000,5.140000,1.340000,5.010000,30.800000,132.070000,0.000000,1.070000,0.000000,0.000000,260.480000,5.010000,99.740000,86.830000,48.130000,27.48,48.13,0,51,0,0,7.01,36,12.34,41,30.72,96.26,0,17,30.72,86.34,144.390000,36,17,17,96.26,0,29,15,0,64.023674,30.71,17.27

35,08:30-08:45,0.930000,0.000000,0.000000,21.180000,4.690000,57.740000,4.800000,1.340000,4.690000,30.800000,132.070000,0.000000,1.070000,0.000000,0.000000,260.480000,4.690000,99.740000,86.830000,48.130000,33.45,48.13,0,52.5,0,0,7.01,37,12.66,54,31.72,96.26,0,17.5,31.72,97.73,144.390000,37,17.5,23,96.26,0,28,14,0,75.693541,31.71,19.55

36,08:45:09:00,0.930000,0.000000,0.000000,21.180000,4.690000,57.740000,5.830000,1.340000,5.680000,30.800000,132.070000,0.000000,1.070000,14.810000,0.000000,260.480000,5.680000,99.740000,86.830000,48.130000,44.03,48.13,0,55,0,0,7.01,38.33,13.34,70,31.72,96.26,0,18.33,31.72,111.82,144.390000,38.33,18.34,30,96.26,0,37,18,0,86.798894,31.71,22.36

37,09:00:09:15,0.930000,0.000000,0.000000,21.180000,4.690000,57.740000,6.780000,1.340000,6.620000,30.800000,132.070000,0.000000,1.030000,30.800000,0.000000,260.480000,6.620000,99.740000,86.830000,48.130000,53.88,48.13,0,32.4,0,0,7.01,23.33,6.66,70,31.72,96.26,24.07,10.8,31.72,133.69,144.390000,23.33,10.8,30,96.26,28.88,33,17,0,94.925949,31.71,26.74

38,09:15-09:30,0.930000,0.000000,0.000000,21.180000,4.690000,57.740000,7.680000,1.340000,7.490000,30.800000,132.070000,0.000000,1.030000,30.800000,0.000000,260.480000,7.490000,99.740000,86.830000,48.130000,62.74,48.13,0,33.3,0,0,7.01,23.33,6.66,84,31.72,96.26,24.07,11.1,31.72,153.23,144.390000,23.33,11.1,36,96.26,28.88,40,20,0,104.405891,31.71,30.64

39,09:30-09:45,0.930000,0.000000,0.000000,21.180000,4.690000,57.740000,8.540000,1.340000,8.330000,30.800000,132.070000,0.000000,1.030000,30.800000,0.000000,260.480000,8.330000,99.740000,86.830000,48.130000,71,48.13,0,34.2,0,0,5.61,23.33,6.66,123,31.72,96.26,24.07,11.4,31.72,171.15,144.390000,23.33,11.4,52,96.26,28.88,57,28,0,112.9028,31.71,34.23

40,09:45-10:00,0.930000,0.000000,0.000000,21.180000,4.690000,57.740000,9.270000,1.340000,9.040000,30.800000,132.070000,0.000000,1.030000,30.800000,0.000000,260.480000,9.040000,99.740000,86.830000,48.130000,78.65,48.13,0,35.55,0,0,5.61,23.33,6.66,144,32.05,96.26,24.07,11.85,32.05,188.5,144.390000,23.33,11.85,61,96.26,28.88,68,34,0,120.640535,32.05,37.7

41,10:00-10:15,0.930000,0.000000,0.000000,21.180000,4.590000,57.740000,10.010000,1.390000,9.760000,30.800000,132.070000,0.000000,1.110000,0.000000,0.000000,260.480000,9.760000,99.740000,86.830000,48.130000,85.62,48.13,0,36.45,0,0,5.61,23.33,6.66,168,32.05,96.26,24.07,12.15,32.05,204.97,144.390000,23.33,12.15,72,96.26,28.88,85,43,0,127.424436,32.05,40.99

42,10:15-10:30,0.930000,0.000000,0.000000,21.180000,4.590000,57.740000,13.230000,1.390000,12.900000,30.800000,132.070000,0.000000,1.110000,0.000000,0.000000,260.480000,12.900000,99.740000,86.830000,48.130000,91.93,48.13,0,36.9,0,0,5.61,23.33,6.66,182,32.05,96.26,24.07,12.3,32.05,220.23,144.390000,23.33,12.3,78,96.26,28.88,92,46,0,132.933314,32.05,44.05

43,10:30-10:45,0.930000,0.000000,0.000000,21.180000,4.590000,57.740000,16.150000,1.390000,15.750000,30.800000,132.070000,0.000000,1.110000,0.000000,0.000000,260.480000,15.750000,99.740000,86.830000,48.130000,92.52,48.13,0,20.5,0,0,5.61,13.33,6.66,182,32.05,96.26,24.07,6.83,32.05,233.33,144.390000,13.33,6.84,78,96.26,28.88,89,44,0,135.434695,32.05,46.66

44,10:45-11:00,0.930000,0.000000,0.000000,21.180000,4.590000,57.740000,16.850000,1.390000,16.440000,30.800000,132.070000,0.000000,1.110000,0.000000,0.000000,260.480000,16.440000,99.740000,86.830000,48.130000,92.33,48.13,0,20,0,0,5.61,13.33,6.66,182,32.05,96.26,24.07,6.67,32.05,238.43,144.390000,13.33,6.66,78,96.26,28.88,90,45,0,139.250031,32.05,47.69

45,11:00-11:15,0.930000,0.000000,0.000000,21.180000,4.590000,57.740000,17.480000,1.390000,17.050000,22.800000,132.070000,0.000000,1.110000,22.800000,0.000000,260.480000,17.050000,99.740000,86.830000,48.130000,92.29,48.13,0,27.5,0,0,5.61,20.67,6.66,186,32.05,96.26,0,9.17,32.05,240,144.390000,20.67,9.16,79,96.26,0,90,45,14.73,141.488621,32.05,48

46,11:15-11:30,0.930000,0.000000,0.000000,21.180000,4.590000,57.740000,17.480000,1.390000,17.050000,22.800000,132.070000,0.000000,1.110000,22.800000,0.000000,260.480000,17.050000,99.740000,86.830000,48.130000,92.41,48.13,0,28,0,0,5.61,20.83,6.66,189,32.05,96.26,0,9.33,32.05,241.97,144.390000,20.83,9.34,81,96.26,0,90,45,14.73,142.1018,32.05,48.39

47,11:30-11:45,0.930000,0.000000,0.000000,21.180000,4.590000,57.740000,17.480000,1.390000,17.050000,22.810000,132.070000,0.000000,1.110000,13.370000,0.000000,260.480000,17.050000,99.740000,75.890000,48.130000,92.52,48.13,0,25.5,0,0,5.61,21.17,6.66,200,32.05,96.26,0,8.5,32.05,241.97,144.390000,21.17,8.5,85,96.26,0,92,46,14.73,141.576218,32.05,48.39

48,11:45-12:00,0.930000,0.000000,0.000000,21.180000,4.590000,57.740000,17.480000,1.390000,17.050000,25.630000,132.070000,0.000000,1.110000,22.460000,0.000000,260.480000,17.050000,99.740000,75.890000,48.130000,92.34,48.13,0,26,0,0,5.61,21.83,6.66,200,32.05,96.26,0,8.67,32.05,241.97,144.390000,21.83,8.66,85,96.26,0,94,47,14.73,139.989739,32.05,48.39

49,12:00-12:15,0.930000,0.000000,0.000000,0.000000,5.150000,57.740000,17.480000,1.390000,17.050000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,260.480000,17.050000,83.390000,75.890000,48.130000,92.63,48.13,0,26.5,0,0,5.61,22.5,10,200,32.05,96.26,0,8.83,32.05,241.97,144.390000,22.5,8.84,85,96.26,0,94,47,14.73,141.050636,32.05,48.39

50,12:15-12:30,0.930000,0.000000,0.000000,0.000000,5.150000,57.740000,17.480000,1.390000,17.050000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,260.480000,17.050000,78.760000,75.890000,48.130000,92.52,48.13,0,27.5,0,0,5.61,23,10,200,32.05,96.26,0,9.17,32.05,241.97,144.390000,23,9.16,85,96.26,0,94,47,14.73,142.938838,32.05,48.39

51,12:30-12:45,0.930000,0.000000,0.000000,0.000000,5.150000,57.740000,17.480000,1.390000,17.050000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,260.480000,17.050000,69.500000,75.890000,48.130000,92.52,48.13,0,28.5,0,0,5.61,29.02,10.12,210,32.05,96.26,24.07,9.5,32.05,241.97,144.390000,29.02,9.5,90,96.26,28.88,94,47,0,144.028934,32.05,48.39

52,12:45-13:00,0.930000,0.000000,0.000000,0.000000,5.150000,57.740000,17.480000,1.390000,17.050000,25.630000,132.070000,0.000000,1.150000,25.630000,0.000000,260.480000,17.050000,50.960000,75.890000,48.130000,92.19,48.13,0,29,0,0,5.61,29.75,10.58,210,32.05,96.26,24.07,9.67,32.05,241.97,144.390000,29.75,9.66,90,96.26,28.88,94,47,0,144.573982,32.05,48.39

