Block,Time,URI,DHAULIGNGA,AURY_CRF,AURY_RF,RAPPB,UNCHAHAR3,UNCHAHAR2,ANTA_LF,KISHANGANGA,CHAMERA3,JHAJJAR,DADRI_GF,DADRI_RF,RIHAND2,SALAL,SEWA2,DADRI_LF,RAMPUR,URI2,NJPC,CHAMERA1,KOLDAM,ANTA_RF,SINGRAULI_HYDRO,TANDA2,BSIUL,TANAKPUR,UNCHAHAR4,NAPP,DADRI_CRF,KOTESHWR,RIHAND3,AURY_LF,ANTA_CRF,ANTA_GF,AURY_GF,UNCHAHAR1,RAPPC,FSTPP I & II,KHSTPP-I,CHAMERA2,DADRT2,KUDGI,BRBCL,RIHAND1,TALA,SASAN,TEHRI,PARBATI3,DULHASTI,SINGRAULI,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,68.528718,0.000000,0.000000,0.000000,30.838389,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,11.765473,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,16.631860,88.945600,2.558153,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

7,01:30-01:45,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,68.528718,0.000000,0.000000,0.000000,10.664423,0.000000,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,11.765473,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,15.194310,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

8,01:45-02:00,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,0.000000,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,11.765473,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,16.258879,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

9,02:00-02:15,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,0.000000,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,15.568503,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

10,02:15-02:30,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,0.000000,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,12.653350,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

11,02:30-02:45,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,0.000000,0.000000,0.000000,0.000000,0.573341,0.000000,6.304309,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,14.086159,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

12,02:45-03:00,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,0.000000,0.000000,0.000000,0.000000,0.573341,0.000000,6.304309,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,16.194815,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

13,03:00-03:15,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,0.000000,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,16.086461,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

14,03:15-03:30,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,0.000000,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,17.402240,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

15,03:30-03:45,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,0.000000,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,17.372882,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

16,03:45-04:00,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,0.000000,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,19.335957,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

17,04:00-04:15,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,21.973430,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,289.540358,0.00,17.835351,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

18,04:15-04:30,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,21.973430,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,299.208358,0.00,19.335957,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

19,04:30-04:45,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,21.973430,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,0.000000,299.208358,0.00,19.335957,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

20,04:45-05:00,9.819594,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,346.525290,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,21.973430,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,12.732795,299.208358,0.00,19.335957,88.945600,1.705435,401.342850,0.000000,0.000000,15.931754,100.063800,95.075112,0,0,0,0,0

21,05:00-05:15,9.819594,1.277143,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,416.134890,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,38.453503,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,12.732795,304.042358,0.00,19.335957,88.945600,1.136957,401.342850,0.000000,0.000000,31.863508,100.063800,95.075112,0,0,0,0,0

22,05:15-05:30,9.819594,8.812285,0.000000,0.000000,0.000000,13.139295,40.982749,0.000000,0.000000,0.000000,483.810890,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,38.453503,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,12.732795,313.710358,0.00,19.335957,88.945600,1.136957,401.342850,14.618016,0.000000,31.863508,100.063800,95.075112,0,0,0,0,0

23,05:30-05:45,9.819594,8.812285,0.000000,0.000000,0.000000,13.139295,40.982749,0.000000,0.000000,0.000000,584.580551,0.000000,0.000000,54.817560,12.919348,4.639480,0.000000,0.000000,9.103776,57.680255,0.000000,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,12.732795,330.220305,0.00,19.335957,88.945600,1.136957,401.342850,15.044375,0.000000,31.863508,100.063800,95.075112,0,0,0,0,0

24,05:45-06:00,9.819594,17.624571,0.000000,0.000000,0.000000,13.139295,40.982749,0.000000,0.000000,0.000000,631.465517,0.000000,0.000000,54.817560,12.919348,5.026103,0.000000,0.000000,9.103776,82.400364,6.797571,0.000000,0.000000,0.573341,0.000000,1.063480,4.953883,0.000000,19.411797,0.000000,17.158766,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,25.465589,330.220305,0.00,19.335957,88.945600,1.136957,401.342850,30.088750,3.692209,31.863508,100.063800,95.075112,0,0,0,0,0

25,06:00-06:15,9.819594,26.436856,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,9.356536,599.338656,0.000000,0.000000,54.817560,12.919348,5.026103,0.000000,0.000000,9.103776,109.867152,13.595142,0.000000,0.000000,0.573341,0.000000,3.190440,4.953883,0.000000,19.411797,0.000000,25.738150,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,25.465589,330.220305,8.70,19.335957,88.945600,1.136957,401.342850,45.133124,15.807578,47.795262,100.063800,95.075112,0,0,0,0,0

26,06:15-06:30,9.819594,35.330878,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,28.097923,599.338656,0.000000,0.000000,54.817560,12.919348,15.279354,0.000000,0.000000,9.103776,128.178344,25.204476,0.000000,0.000000,0.573341,0.000000,18.912928,4.953883,0.000000,19.411797,0.000000,37.749286,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,38.198384,330.220305,11.60,19.335957,88.945600,1.136957,401.342850,60.177499,15.807578,47.795262,100.063800,95.075112,0,0,0,0,0

27,06:30-06:45,9.819594,35.330878,0.000000,0.000000,0.000000,13.139295,40.969456,0.000000,0.000000,28.097923,599.338656,0.000000,0.000000,54.817560,12.919348,15.279354,0.000000,0.000000,9.103776,128.178344,38.188600,0.000000,0.000000,0.573341,0.000000,18.912928,4.953883,0.000000,19.411797,0.000000,37.749286,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,38.198384,330.220305,14.50,19.335957,88.945600,1.136957,401.342850,60.177499,15.807578,47.795262,100.063800,95.075112,0,0,0,0,0

28,06:45-07:00,9.819594,33.461141,0.000000,0.000000,0.000000,13.139295,40.982749,0.000000,0.000000,28.097923,599.338656,0.000000,0.000000,54.817560,12.919348,15.279354,0.000000,0.000000,9.103776,128.178344,38.188600,0.000000,0.000000,0.573341,0.000000,18.912928,4.953883,0.000000,19.411797,0.000000,37.749286,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,38.198384,330.220305,19.34,19.335957,88.945600,1.136957,401.342850,60.177499,15.807578,47.795262,100.063800,95.075112,0,0,0,0,0

29,07:00-07:15,9.819594,31.928570,0.000000,0.000000,0.000000,13.139295,40.982749,0.000000,0.000000,28.097923,599.338656,0.000000,0.000000,54.817560,12.919348,15.279354,0.000000,0.000000,9.103776,128.178344,38.188600,0.000000,0.000000,0.573341,0.000000,18.912928,4.953883,0.000000,19.411797,0.000000,37.749286,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,38.198384,330.220305,22.24,19.335957,88.945600,1.136957,401.342850,60.177499,15.807578,47.795262,100.063800,95.075112,0,0,0,0,0

30,07:15-07:30,48.030624,17.624571,0.000000,0.000000,0.000000,13.139295,40.982749,0.000000,0.000000,9.356536,599.338656,0.000000,0.000000,54.817560,12.919348,10.206856,0.000000,0.000000,9.103776,109.867152,25.204476,0.000000,0.000000,0.573341,0.000000,6.304309,4.953883,0.000000,19.411797,0.000000,25.738150,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,38.198384,330.220305,27.07,19.335957,88.945600,1.136957,401.342850,60.177499,15.807578,47.795262,100.063800,95.075112,0,0,0,0,0

31,07:30-07:45,48.030624,8.812285,0.000000,0.000000,0.000000,13.139295,40.982749,0.000000,0.000000,0.000000,599.338656,0.000000,0.000000,54.817560,12.919348,5.103428,0.000000,0.000000,9.103776,105.289354,12.984124,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,17.158766,119.559926,0.000000,0.000000,0.000000,0.000000,5.208732,25.396192,20.041764,43.718696,25.465589,330.220305,33.84,19.335957,88.945600,0.568478,401.342850,60.177499,3.692209,47.795262,100.063800,95.075112,0,0,0,0,0

32,07:45:08:00,8.538778,0.000000,0.000000,0.000000,0.000000,13.139295,40.982749,0.000000,0.000000,0.000000,533.117690,0.000000,0.000000,54.817560,12.919348,5.103428,0.000000,0.000000,9.103776,90.457288,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,20.041764,43.718696,12.732795,330.220305,38.67,19.178269,88.945600,0.568478,401.342850,60.177499,0.000000,47.795262,100.063800,95.075112,0,0,0,0,0

33,08:00-08:15,8.538778,0.000000,0.000000,0.000000,0.000000,13.139295,40.982749,0.000000,0.000000,0.000000,497.568551,0.000000,0.000000,54.817560,12.919348,5.103428,0.000000,0.000000,9.103776,64.089172,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,20.041764,43.718696,12.732795,330.220305,48.11,19.335957,88.945600,0.568478,401.342850,60.177499,0.000000,47.795262,100.063800,95.075112,0,0,0,0,0

34,08:15-08:30,8.538778,0.000000,0.000000,0.000000,0.000000,13.139295,40.982749,0.000000,0.000000,0.000000,429.892551,0.000000,0.000000,54.817560,23.591854,0.000000,0.000000,0.000000,9.103776,64.089172,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,20.041764,43.718696,12.732795,330.220305,57.04,19.335957,88.945600,0.568478,401.342850,45.133124,0.000000,47.795262,100.063800,95.075112,0,0,0,0,0

35,08:30-08:45,8.538778,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,365.161924,0.000000,0.000000,54.817560,68.528718,0.000000,0.000000,0.000000,9.103776,45.228644,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,11.765473,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,20.041764,43.718696,12.732795,330.220305,65.74,19.335957,88.945600,0.568478,401.342850,43.854048,0.000000,47.795262,100.063800,95.075112,0,0,0,0,0

36,08:45:09:00,10.673472,0.000000,0.000000,0.000000,0.000000,13.139295,33.473516,0.000000,0.000000,0.000000,347.492090,0.000000,0.000000,54.817560,68.528718,0.000000,0.000000,0.000000,9.103776,21.973430,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,11.765473,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,14.951175,43.718696,12.732795,330.220305,73.48,19.335957,88.945600,0.568478,401.342850,43.854048,0.000000,47.795262,100.063800,95.075112,0,0,0,0,0

37,09:00:09:15,10.673472,0.000000,0.000000,0.000000,0.000000,13.139295,33.280156,0.000000,0.000000,0.000000,348.458890,0.000000,0.000000,54.817560,68.528718,0.000000,0.000000,0.000000,9.103776,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,14.951175,43.718696,12.732795,289.540358,36.74,19.335957,88.945600,0.568478,401.342850,29.357849,0.000000,47.795262,100.063800,95.075112,0,0,0,0,0

38,09:15-09:30,10.673472,0.000000,0.000000,0.000000,0.000000,13.139295,33.280156,0.000000,0.000000,0.000000,348.458890,0.000000,0.000000,54.817560,68.528718,0.000000,0.000000,0.000000,9.103776,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,14.951175,43.718696,12.732795,289.540358,44.47,19.335957,88.945600,0.568478,401.342850,15.044375,0.000000,31.863508,100.063800,95.075112,0,0,0,0,0

39,09:30-09:45,10.673472,0.000000,0.000000,0.000000,0.000000,13.139295,33.280156,0.000000,0.000000,0.000000,401.919392,0.000000,0.000000,54.817560,25.838697,0.000000,0.000000,0.000000,9.103776,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,14.951175,43.718696,12.732795,289.540358,48.34,19.335957,88.945600,0.568478,401.342850,0.000000,0.000000,31.863508,94.988100,95.075112,0,0,0,0,0

40,09:45-10:00,10.673472,0.000000,0.000000,0.000000,0.000000,13.139295,33.280156,0.000000,0.000000,0.000000,418.068490,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,14.951175,43.718696,12.732795,289.540358,52.21,19.335957,88.945600,0.568478,401.342850,0.000000,0.000000,31.863508,94.988100,95.075112,0,0,0,0,0

41,10:00-10:15,48.030624,0.000000,0.000000,0.000000,0.000000,13.139295,33.280156,0.000000,0.000000,0.000000,456.740490,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,14.951175,36.481328,0.000000,289.540358,56.11,19.335957,88.945600,0.568478,401.342850,0.000000,0.000000,31.863508,94.988100,95.075112,0,0,0,0,0

42,10:15-10:30,48.030624,0.000000,0.000000,0.000000,0.000000,13.139295,33.280156,0.000000,0.000000,0.000000,456.740490,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,14.951175,36.481328,0.000000,289.540358,57.04,19.335957,88.945600,0.568478,401.342850,0.000000,0.000000,15.931754,94.988100,95.075112,0,0,0,0,0

43,10:30-10:45,8.538778,0.000000,0.000000,0.000000,0.000000,13.139295,33.280156,0.000000,0.000000,0.000000,456.740490,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,20.043553,43.720146,0.000000,289.540358,58.97,17.415154,88.945600,1.136957,401.342850,0.000000,0.000000,15.931754,94.988100,95.078738,0,0,0,0,0

44,10:45-11:00,8.538778,0.000000,0.000000,0.000000,0.000000,13.139295,33.280156,0.000000,0.000000,0.000000,456.740490,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,20.043553,43.720146,0.000000,289.540358,58.01,19.183213,88.945600,1.136957,401.342850,0.000000,0.000000,15.931754,94.988100,95.078738,0,0,0,0,0

45,11:00-11:15,8.538778,0.000000,0.000000,0.000000,0.000000,13.139295,33.280156,0.000000,0.000000,0.000000,485.744490,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,20.043553,43.720146,0.000000,289.540358,55.11,19.304581,88.945600,1.136957,404.549677,0.000000,0.000000,15.931754,94.988100,95.078738,0,0,0,0,0

46,11:15-11:30,8.538778,0.000000,0.000000,0.000000,0.000000,13.139295,33.280156,0.000000,0.000000,0.000000,485.744490,0.000000,0.000000,54.817560,12.919348,0.000000,0.000000,0.000000,9.103776,20.142311,0.000000,0.000000,0.000000,0.573341,0.000000,0.000000,4.953883,0.000000,19.411797,0.000000,8.579383,119.559926,0.000000,0.000000,0.000000,0.000000,5.179728,25.396192,20.043553,43.720146,0.000000,289.540358,56.07,19.335957,88.945600,1.136957,404.866836,0.000000,0.000000,15.931754,94.988100,95.078738,0,0,0,0,0

