Block,Time,DADRT2,DULHASTI,KUDGI,NJPC,RAPPB,RIHAND1,SIMHST2,TALA,AURY_CRF,AURY_LF,DADRI_GF,CHAMERA3,KHSTPP-I,KISHANGANGA,TANAKPUR,AURY_RF,BSIUL,CHAMERA2,KGSU3AND4,KOTESHWR,MAPS,NLCTS2EXP,PARBATI3,RSTPSU1TO6,SEWA2,SINGRAULI,UNCHAHAR1,ANTA_RF,KGSU1AND2,KKNPPU2,RAMPUR,SASAN,SINGRAULI_HYDRO,UNCHAHAR4,FSTPP I & II,NLCEXP,NLCIIST1,RSTPSU7,TALST2,UNCHAHAR2,UNCHAHAR3,URI2,ANTA_GF,DADRI_LF,BRBCL,DHAULIGNGA,KHSTPP-II,NTPL,RIHAND2,RIHAND3,SALAL,ANTA_LF,AURY_GF,DADRI_CRF,CHAMERA1,JHAJJAR,KKNP,NAPP,TEHRI,TelanganaSTPP,URI,ANTA_CRF,DADRI_RF,KOLDAM,NLCIIST2,NNTPP,RAPPC,SIMHST1,TANDA2,VALLURNTECL
63,15:30-15:45,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,26.73,0,0,0,0,604.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

64,15:45-16:00,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,604.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

65,16:00-16:15,341.57,16.48,0,23.39,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,40.11,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,604.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

66,16:15-16:30,341.57,32.96,0,41.67,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,40.11,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,0,0,2.21,0,65.76,0,0,0,51.9,0,0,0

67,16:30-16:45,341.57,32.96,0,41.67,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,40.11,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,14.93,0,2.21,0,65.76,0,0,0,51.9,0,0,0

68,16:45-17:00,341.57,32.96,0,41.67,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,2.67,139.68,20.56,40.11,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,14.93,0,2.21,0,65.76,0,0,0,51.9,0,0,0

69,17:00-17:15,341.57,49.43,0,70.17,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,2.67,139.68,20.56,40.11,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,14.93,0,2.21,0,65.76,0,0,0,51.9,0,0,0

70,17:15-17:30,341.57,49.43,0,93.56,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,1.1,4,0,8.87,0,0,0,0,2.67,139.68,20.56,40.11,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,18.23,148.3,0,118.76,124.32,2.33,0,0,0,11.85,502.31,0,41.76,29.87,0,2.21,0,65.76,0,0,0,51.9,0,0,0

71,17:30-17:45,341.57,49.43,0,118.37,0,92,0,0,0,0,0,19.36,44.31,0,7.68,69.5,6.52,16.67,0,8.87,0,0,0,0,7.19,139.68,20.56,40.11,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,27.48,148.3,0,118.76,124.32,2.33,0,0,0,28.1,502.31,0,41.76,46.69,0,2.21,0,65.76,0,0,0,51.9,0,0,0

72,17:45-18:00,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,7.68,69.5,19.56,40.79,0,9.86,0,0,0,0,15.81,139.68,20.56,40.11,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,26.14,0,0,0,42.15,502.31,0,41.76,62.24,0,2.21,0,65.76,0,0,0,51.9,0,0,0

73,18:00-18:15,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,7.68,69.5,19.56,40.79,0,9.86,0,0,0,0,15.81,139.68,20.56,40.63,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,79.38,0,0,0,42.15,502.31,0,41.76,62.24,0,2.21,0,65.76,0,0,0,51.9,0,0,0

74,18:15-18:30,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,12.68,69.5,19.56,40.79,0,9.86,0,0,0,0,15.81,139.68,20.56,40.63,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,79.38,0,0,0,42.15,502.31,0,41.76,62.24,0,4.41,0,65.76,0,0,0,51.9,0,0,0

75,18:30-18:45,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,12.68,69.5,19.56,40.79,0,9.86,0,0,0,0,15.81,139.68,20.56,40.63,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,79.38,0,0,0,42.15,502.31,0,41.76,62.24,0,40.85,0,65.76,0,0,0,51.9,0,0,0

76,18:45-19:00,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,10.25,69.5,19.56,40.79,0,9.86,0,0,3.18,0,15.81,139.68,20.56,40.95,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,26.14,0,0,0,42.15,502.31,0,41.76,62.24,0,40.85,0,65.76,0,0,0,51.9,0,0,0

77,19:00-19:15,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,10.25,69.5,19.56,40.79,0,9.86,0,0,6.36,0,15.81,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,12.78,0,0,0,42.15,502.31,0,41.76,62.24,0,4.41,0,65.76,0,0,0,51.9,0,0,0

78,19:15-19:30,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,10.25,69.5,19.56,40.79,0,9.86,0,0,33.1,0,15.81,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,12.78,0,0,0,42.15,502.31,0,41.76,62.24,0,2.21,0,65.76,0,0,0,51.9,0,0,0

79,19:30-19:45,341.57,49.93,0,140.34,0,92,0,0,0,0,0,30.56,44.31,0,10.25,69.5,19.56,40.79,0,9.86,0,0,33.1,0,15.81,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,37.65,148.3,0,118.76,124.32,12.78,0,0,0,42.15,502.31,0,41.76,62.24,0,2.21,0,65.76,0,0,0,51.9,0,0,0

80,19:45-20:00,341.57,32.96,0,118.37,0,92,0,0,0,0,0,19.36,44.31,0,7.68,69.5,1.1,39.51,0,8.87,0,0,33.1,0,8,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,27.48,148.3,0,118.76,124.32,2.33,0,0,0,28.1,502.31,0,41.76,62.24,0,2.21,0,65.76,0,0,0,51.9,0,0,0

81,20:00-20:15,341.57,32.96,0,93.56,0,92,0,0,0,0,0,19.36,44.31,0,7.68,69.5,0,26.34,0,8.87,0,0,33.1,0,8,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,18.23,148.3,0,118.76,124.32,2.33,0,0,0,28.1,502.31,0,41.76,62.24,0,2.21,0,65.76,0,0,0,51.9,0,0,0

82,20:15-20:30,341.57,32.96,0,70.17,0,92,0,0,0,0,0,19.36,44.31,0,7.68,69.5,0,12,0,8.87,0,0,33.1,0,8,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,12.01,502.31,0,41.76,61.49,0,2.21,0,65.76,0,0,0,51.9,0,0,0

83,20:30-20:45,341.57,32.96,0,39.78,0,92,0,0,0,0,0,19.36,44.31,0,7.68,69.5,0,12,0,8.87,0,0,33.1,0,8,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,12.01,502.31,0,41.76,44.79,0,2.21,0,65.76,0,0,0,51.9,0,0,0

84,20:45-21:00,341.57,32.96,0,39.78,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,0,12,0,8.87,0,0,5.09,0,8,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,44.79,0,40.85,0,65.76,0,0,0,51.9,0,0,0

85,21:00-21:15,341.57,32.96,0,39.78,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,2.55,0,7.87,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,44.79,0,37.53,0,65.76,0,0,0,51.9,0,0,0

86,21:15-21:30,341.57,32.96,0,39.78,0,92,0,0,0,0,0,9.68,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,2.67,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,44.79,0,4.41,0,65.76,0,0,0,51.9,0,0,0

87,21:30-21:45,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,29.87,0,2.21,0,65.76,0,0,0,51.9,0,0,0

88,21:45-22:00,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.16,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,29.87,0,2.21,0,65.76,0,0,0,51.9,0,0,0

89,22:00-22:15,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,29.87,0,2.21,0,65.76,0,0,0,51.9,0,0,0

90,22:15-22:30,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,4.57,0,21.92,15,1.32,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,29.87,0,2.21,0,65.76,0,0,0,51.9,0,0,0

91,22:30-22:45,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,26.9,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,29.87,0,2.21,0,65.76,0,0,0,51.9,0,0,0

92,22:45-23:00,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,41.68,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,26.9,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,29.87,0,2.21,0,65.76,0,0,0,51.9,0,0,0

93,23:00-23:15,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,26.9,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,29.87,0,2.21,0,65.76,0,0,0,51.9,0,0,0

94,23:15-23:30,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,26.9,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,29.87,0,2.21,0,65.76,0,0,0,51.9,0,0,0

95,23:30-23:45,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,18.83,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,29.87,0,37.53,0,65.76,0,0,0,51.9,0,0,0

96,23:45-24:00,341.57,32.96,0,39.78,0,92,0,0,0,0,0,0,44.31,0,7.68,69.5,0,2.4,0,8.87,0,0,0,0,0,139.68,20.56,42.74,0,0,0,418.77,0,0,20.8,0,0,0,0,42.4,26.39,18.83,0,21.92,15,9.11,148.3,0,118.76,124.32,2.33,0,0,0,0,502.31,0,41.76,29.87,0,37.53,0,65.76,0,0,0,51.9,0,0,0

