Block,Time,ANTA_GF,DULHASTI,DHAULIGNGA,CHAMERA3,NAPP,AURY_RF,SEWA2,AURY_GF,RIHAND3,RAPPB,SINGRAULI,TANAKPUR,UNCHAHAR1,PARBATI3,DADRI_RF,UNCHAHAR4,BSIUL,DADRI_LF,DADRI_GF,URI,AURY_CRF,DADRT2,RIHAND2,ANTA_RF,ANTA_LF,CHAMERA2,AURY_LF,NJPC,TANDA2,KOTESHWR,RAMPUR,ANTA_CRF,UNCHAHAR2,RAPPC,CHAMERA1,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,KOLDAM,SALAL,KISHANGANGA,DADRI_CRF,JHAJJAR,URI2,KHSTPP-II,FSTPP I & II,KHSTPP-I,TALA,BRBCL,KUDGI,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,10.192075,0.000000,119.386794,0.000000,134.489874,10.759093,19.842966,29.494901,7.140967,0.000000,18.945010,0.000000,0.000000,45.829469,0.000000,663.017371,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,17.212117,25.477003,0.960341,0.000000,82.003200,0.000000,0.000000,630.551107,31.687208,142.411584,20.012742,30.471886,27.531277,11.140233,48.27,401.847750,0,0,0,0,0

8,01:45-02:00,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,10.192075,0.000000,119.386794,0.000000,134.489874,10.759093,19.844762,29.494901,7.140967,0.000000,18.945010,0.000000,0.000000,50.092675,0.000000,663.017371,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,17.212117,25.477003,0.960341,0.000000,82.003200,0.000000,0.000000,630.551107,31.687208,142.411584,20.012742,30.471886,27.531277,11.066951,48.27,401.847750,0,0,0,0,0

9,02:00-02:15,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,10.192075,0.000000,119.386794,0.000000,134.489874,10.759093,19.844762,29.494901,7.140967,0.000000,18.945010,0.000000,0.000000,50.092675,0.000000,662.985361,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,17.212117,25.477003,0.960341,0.000000,82.003200,0.000000,0.000000,630.551107,31.687208,142.411584,20.012742,30.471886,27.531277,11.140233,43.44,401.847750,0,0,0,0,0

10,02:15-02:30,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,10.192075,0.000000,119.386794,0.000000,134.489874,10.140755,19.844762,29.494901,7.140967,0.000000,18.945010,0.000000,0.000000,45.829469,0.000000,662.985361,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,17.212117,25.477003,0.960341,0.000000,82.003200,0.000000,0.000000,630.551107,31.687208,142.411584,20.012742,30.471886,27.531277,11.140233,43.44,401.847750,0,0,0,0,0

11,02:30-02:45,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,10.192075,0.000000,119.386794,0.000000,134.489874,10.759093,16.655274,18.434313,0.217647,0.000000,18.945010,0.000000,0.000000,45.829469,0.000000,617.856000,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,17.212117,19.591441,0.960341,0.000000,82.003200,0.000000,0.000000,630.551107,31.687208,142.411584,20.012742,30.471886,27.531277,11.140233,43.44,401.847750,0,0,0,0,0

12,02:45-03:00,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,10.192075,0.000000,119.386794,0.000000,134.489874,10.759093,16.655274,18.434313,0.118416,0.000000,18.945010,0.000000,0.000000,45.829469,0.000000,569.586000,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,8.210727,19.591441,0.960341,0.000000,82.003200,0.000000,0.000000,516.156034,31.687208,142.411584,20.012742,30.471886,26.963622,11.140233,43.44,401.847750,0,0,0,0,0

13,03:00-03:15,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,10.192075,0.000000,119.386794,0.000000,134.489874,10.759093,16.655274,18.434313,0.118416,0.000000,18.945010,0.000000,0.000000,45.829469,0.000000,502.008000,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,8.210727,19.591441,0.960341,0.000000,79.647431,0.000000,0.000000,419.616034,30.793733,142.411584,20.012742,30.471886,26.963622,11.140233,43.44,401.847750,0,0,0,0,0

14,03:15-03:30,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,10.759093,16.655274,18.434313,0.118416,0.000000,18.945010,0.000000,0.000000,45.829469,0.000000,426.706800,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,8.210727,19.591441,0.960341,0.000000,79.647431,0.000000,0.000000,379.069234,30.793733,142.411584,20.012742,30.471886,26.963622,11.140233,43.44,401.847750,0,0,0,0,0

15,03:30-03:45,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,10.140755,16.655274,18.434313,0.118416,0.000000,18.945010,0.000000,0.000000,50.092675,0.000000,426.706800,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,8.210727,19.591441,0.960341,0.000000,79.647431,0.000000,0.000000,379.069234,30.793733,142.411584,20.012742,30.471886,26.963622,11.140233,43.44,401.847750,0,0,0,0,0

16,03:45-04:00,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,10.140755,16.655274,18.434313,0.118416,0.000000,18.945010,0.000000,0.000000,50.092675,0.000000,426.706800,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,8.210727,19.591441,0.960341,0.000000,79.647431,0.000000,0.000000,379.069234,30.793733,142.411584,20.012742,30.471886,26.112139,11.140233,43.44,401.847750,0,0,0,0,0

17,04:00-04:15,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,10.140755,12.530892,18.434313,0.118416,0.000000,18.945010,0.000000,0.000000,45.829469,0.000000,304.699548,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,14.983491,0.960341,0.000000,79.647431,0.000000,0.000000,379.069234,30.793733,142.411584,20.012742,30.471886,26.112139,11.140233,38.62,401.847750,0,0,0,0,0

18,04:15-04:30,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,10.759093,12.530892,18.434313,0.118416,0.000000,18.945010,0.000000,0.000000,45.829469,0.000000,304.699548,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,14.983491,0.960341,0.000000,79.647431,0.000000,0.000000,379.069234,30.793733,142.411584,20.012742,30.471886,26.112139,11.140233,38.62,401.847750,0,0,0,0,0

19,04:30-04:45,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,4.328371,12.530892,18.434313,0.118416,0.000000,18.945010,0.000000,0.000000,45.829469,0.000000,304.699548,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,14.983491,0.960341,0.000000,79.647431,0.000000,0.000000,379.069234,30.793733,142.411584,20.012742,30.471886,26.112139,11.140233,38.62,401.847750,0,0,0,0,0

20,04:45-05:00,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,4.328371,12.530892,18.434313,0.118416,0.000000,18.945010,0.000000,0.000000,45.829469,0.000000,304.699548,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,14.983491,0.960341,0.000000,79.647431,0.000000,0.000000,379.069234,30.793733,142.411584,20.012742,30.471886,26.112139,11.140233,38.62,401.847750,0,0,0,0,0

21,05:00-05:15,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,5.565048,12.530892,22.121176,0.118416,0.000000,6.327039,0.000000,0.000000,45.829469,0.000000,304.699548,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,14.983491,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,30.793733,142.411584,20.012742,30.471886,26.112139,11.140233,33.79,401.847750,0,0,0,0,0

22,05:15-05:30,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,10.140755,12.530892,47.354063,0.118416,0.000000,6.327039,0.000000,0.000000,45.829469,0.000000,304.699548,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,14.983491,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,30.793733,142.411584,20.012742,30.471886,26.112139,11.140233,33.79,401.847750,0,0,0,0,0

23,05:30-05:45,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,10.140755,12.530892,47.354063,0.118416,0.000000,6.327039,0.000000,0.000000,45.829469,0.000000,304.699548,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,14.983491,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,30.793733,142.411584,20.012742,30.471886,26.112139,11.140233,29.57,401.847750,0,0,0,0,0

24,05:45-06:00,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,10.759093,12.530892,47.354063,0.118416,0.000000,6.327039,0.000000,0.000000,45.829469,0.000000,304.699548,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,14.983491,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,30.793733,142.411584,20.012742,30.471886,26.112139,11.140233,28.96,401.847750,0,0,0,0,0

25,06:00-06:15,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,10.759093,12.043268,47.354063,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,399.881531,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,11.989978,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,142.411584,20.012742,30.471886,26.112139,11.140233,28.96,401.847750,0,0,0,0,0

26,06:15-06:30,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,5.096038,0.000000,119.386794,0.000000,134.489874,10.140755,12.043268,47.354063,0.224842,0.000000,12.654077,0.000000,0.000000,50.092675,0.000000,457.232748,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,11.989978,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,142.411584,20.012742,30.471886,26.112139,11.140233,28.96,401.847750,0,0,0,0,0

27,06:30-06:45,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.140755,12.043268,47.354063,0.224842,0.000000,12.654077,0.000000,0.000000,50.092675,0.000000,505.502748,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,11.989978,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,142.411584,20.012742,30.471886,26.112139,11.140233,28.96,401.847750,0,0,0,0,0

28,06:45-07:00,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.140755,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,536.721757,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,40.923403,49.371232,41.183964,88.816800,0.000000,11.989978,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,142.411584,20.012742,30.471886,26.112139,11.140233,43.44,401.847750,0,0,0,0,0

29,07:00-07:15,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.140755,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,536.721757,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,11.989978,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,142.411584,20.012742,24.982042,26.112139,11.140233,45.37,401.847750,0,0,0,0,0

30,07:15-07:30,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,536.721757,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,11.989978,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,142.411584,20.012742,24.982042,26.112139,11.140233,53.10,401.847750,0,0,0,0,0

31,07:30-07:45,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,536.721757,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.787041,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,142.411584,17.914445,24.982042,26.112139,11.140233,63.72,401.847750,0,0,0,0,0

32,07:45:08:00,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,536.721757,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.787041,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,142.411584,17.914445,24.982042,26.112139,11.140233,75.30,401.847750,0,0,0,0,0

33,08:00-08:15,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,476.540748,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.787041,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,101.165038,8.789581,22.070202,27.531277,11.140233,88.82,401.847750,0,0,0,0,0

34,08:15-08:30,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,408.962748,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.787041,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,101.165038,8.789581,22.070202,27.531277,11.140233,90.51,401.847750,0,0,0,0,0

35,08:30-08:45,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,362.909373,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.787041,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,101.165038,8.789581,22.070202,27.531277,11.140233,90.51,380.126250,0,0,0,0,0

36,08:45:09:00,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,358.342255,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,5.711306,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.787041,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,101.165038,8.789581,22.070202,27.531277,11.140233,90.51,358.404750,0,0,0,0,0

37,09:00:09:15,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,5.688716,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,358.536577,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,7.615075,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.787041,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,101.165038,8.789581,22.070202,26.395967,11.140233,90.51,333.425025,0,0,0,0,0

38,09:15-09:30,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,4.452039,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,358.381119,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,7.615075,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.787041,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,101.165038,8.789581,22.070202,26.395967,11.140233,90.51,333.425025,0,0,0,0,0

39,09:30-09:45,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,4.452039,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,302.670640,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,7.615075,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.787041,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,101.165038,8.789581,22.070202,26.112139,11.140233,90.51,333.425025,0,0,0,0,0

40,09:45-10:00,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,293.114748,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,7.615075,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.787041,0.960341,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,101.165038,8.789581,22.070202,26.112139,11.140233,90.51,333.425025,0,0,0,0,0

41,10:00-10:15,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,293.114748,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,7.615075,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.714581,0.978809,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,101.165038,8.789581,22.070202,26.112139,11.140233,90.51,333.425025,0,0,0,0,0

42,10:15-10:30,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.043268,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,293.114748,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,7.615075,0.000000,0.000000,26.662128,49.371232,41.183964,88.816800,0.000000,13.714581,0.978809,0.000000,79.647431,0.000000,0.000000,334.737969,31.167746,101.165038,8.789581,22.070202,26.112139,11.140233,90.51,333.425025,0,0,0,0,0

43,10:30-10:45,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,15.885657,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,371.323323,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,7.615075,0.000000,0.000000,31.875288,49.371232,41.183964,88.816800,0.000000,14.866677,0.978809,0.000000,79.647431,0.000000,0.000000,379.069234,31.167746,119.932414,12.420643,24.982042,26.112139,11.140233,90.51,333.425025,0,0,0,0,0

44,10:45-11:00,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,15.885657,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,50.092675,0.000000,424.196760,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,7.615075,0.000000,0.000000,31.875288,49.371232,41.183964,88.816800,0.000000,14.866677,0.978809,0.000000,79.647431,0.000000,0.000000,379.069234,31.167746,142.386749,12.420643,24.982042,26.112139,11.140233,90.51,333.425025,0,0,0,0,0

45,11:00-11:15,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.882761,12.230363,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,50.092675,0.000000,409.107558,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,7.615075,0.000000,0.000000,31.875288,49.371232,41.183964,88.816800,0.000000,13.909028,0.978809,0.000000,79.647431,0.000000,0.000000,356.256735,31.167746,142.386749,12.420643,24.982042,26.112139,11.140233,90.51,333.425025,0,0,0,0,0

46,11:15-11:30,0.000000,47.726051,35.325627,28.397762,38.045642,0.000000,0.000000,0.000000,119.386794,0.000000,134.489874,10.759093,12.052922,18.434313,0.224842,0.000000,12.654077,0.000000,0.000000,45.829469,0.000000,409.107558,114.037875,0.000000,0.000000,38.143070,0.000000,147.648759,0.000000,7.615075,0.000000,0.000000,31.875288,49.371232,41.183964,88.816800,0.000000,13.909028,0.978809,0.000000,79.647431,0.000000,0.000000,356.256735,31.167746,142.386749,12.420643,24.982042,26.112139,11.140233,90.51,333.425025,0,0,0,0,0

