Block,Time Block,KOLDAM,KOTESHWR,KKNPPU2,KISHANGANGA,KHSTPP-II,KKNP,KHSTPP-I,KGSU3AND4,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,DADRT2,CHAMERA3,CHAMERA2,DADRI_GF,DADRI_RF,DADRI_CRF,AURY_RF,DADRI_LF,BSIUL,CHAMERA1,BRBCL,PARBATI2,PARBATI3,NNTPP,NTPL,ANTA_LF,AURY_LF,UNCHAHAR3,URI2,ANTA_GF,AURY_CRF,UNCHAHAR2,AURY_GF,URI,ANTA_CRF,ANTA_RF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,KUDGI,NLCTS2EXP,MAPS,NAPP,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,RSTPSU7,TALA,SALAL,SEWA2,SINGRAULI,TEHRI,TANDA2,RIHAND2,RIHAND1,RAMPUR,RSTPSU1TO6,RAPPC,RIHAND3,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,0,10.02,0,8.24,96.54,0,27.2,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,12.28,0,46.75,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,270.86,0,0,0.94,0.74,0,0,0,4.1,12.86,0,125.67,0,3.01,84.93,50.26,0,0,68.29,87.72,0,0,0,0,0,0

59,14:30-14:45,0,10.02,0,8.24,88.67,0,24.56,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,12.28,0,46.75,0,0,12.65,0.96,0,0,0,0,0,0,0,0,49.92,281.76,0,0,0.94,0.74,0,0,0,4.1,12.86,0,125.67,0,3.01,83.13,50.26,0,0,68.29,87.72,0,0,0,0,0,0

60,14:45-15:00,0,10.02,0,8.24,88.67,0,24.56,0,0,0,9.41,19.07,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,13.55,0,46.75,0,0,12.65,0.96,0,0,0,21.53,0,0,0,0,49.92,290.43,0,0,0.94,0.74,0,0,0,4.1,12.86,0,125.67,0,3.01,83.13,50.26,0.85,0,68.29,87.72,0,0,0,0,0,0

61,15:00-15:15,0,10.02,0,8.24,94.45,0,24.56,0,0,0,9.41,38.13,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,13.55,0,46.75,0,0,12.65,0.96,0,0,0,21.53,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,4.1,2.24,0,125.67,0,3.01,86.78,62.49,0.85,0,68.29,87.72,0,0,0,0,0,0

62,15:15-15:30,0,10.02,0,8.24,94.45,0,24.56,0,0,0,9.41,38.13,139.59,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,14.83,0,46.75,0,0,12.65,0.96,0,0,0,43.06,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,4.1,2.24,0,125.67,0,3.01,86.78,62.49,1.69,0,68.29,87.72,0,0,0,0,0,0

63,15:30-15:45,0,10.02,0,8.24,96.56,0,24.56,0,0,0,9.41,57.2,187.72,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,14.83,0,46.75,0,0,12.65,0.96,0,0,0,43.06,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,4.1,2.24,0,125.67,0,3.01,93.46,62.49,1.69,0,68.29,89.69,0,0,0,0,0,0

64,15:45-16:00,0,10.02,0,8.24,96.56,0,24.56,0,0,0,9.41,57.2,187.72,285.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,14.83,0,46.75,0,0,12.65,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,4.1,2.24,0,125.67,0,3.01,93.46,62.49,3.02,0,68.29,89.69,0,0,0,0,0,0

65,16:00-16:15,0,10.02,0,8.24,109.08,0,29.02,0,0,0,9.41,57.2,187.72,352.47,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,14.83,0,46.75,0,0,11.86,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,4.1,2.24,0,125.67,12.19,2.92,93.46,62.49,3.02,0,68.29,89.69,0,0,0,0,0,0

66,16:15-16:30,0,10.02,0,8.24,114.53,0,29.11,0,0,0,9.41,57.2,187.72,362.04,0,0,0,0,0,0,0,6.28,0,19.25,0,0,0,0,0,0,0,36.3,0,0,14.83,0,46.75,0,0,11.86,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,4.1,2.24,0,125.67,12.19,2.92,93.46,62.49,3.02,0,68.29,89.69,0,0,0,0,0,0

67,16:30-16:45,0,10.02,0,8.24,114.53,0,29.11,0,0,0,9.41,57.2,187.72,362.04,0,0,0,0,0,0,0,0,0,19.25,0,0,0,0,0,0,0,36.3,0,0,14.83,0,46.75,0,0,11.86,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,4.1,2.24,0,125.82,24.37,2.9,93.04,62.49,3.02,0,68.29,89.69,0,0,0,0,0,0

68,16:45-17:00,0,10.02,0,8.24,114.53,0,29.11,0,0,0,9.41,57.2,293.59,362.04,0,0,0,0,0,0,0,0,0,19.25,0,0,0,0,0,0,0,36.3,0,0,14.83,0,46.75,0,0,11.86,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,4.1,2.24,0,125.82,24.37,2.9,93.04,62.49,3.02,0,68.29,89.69,0,0,0,0,0,0

69,17:00-17:15,1.85,10.02,0,8.24,114.53,0,29.11,0,0,0,9.41,57.2,293.59,362.04,0,0,0,0,0,0,0,0,12.17,19.25,0,0,0,0,0,0,5.57,36.3,0,0,14.83,0,46.75,0,0,11.86,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,4.1,36.91,0,125.82,24.37,2.9,93.04,62.49,3.02,0,68.29,89.69,0,0,0,0,0,0

70,17:15-17:30,3.71,10.02,0,8.24,114.53,0,29.11,0,0,0,9.41,57.2,293.59,362.04,0,0,0,0,0,0,0,0,24.33,19.25,0,0,0,0,0,0,9.75,36.3,0,0,14.83,0,46.75,0,0,11.86,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,4.1,76.4,0,125.82,36.56,2.9,93.04,62.49,3.02,0,68.29,89.69,0,0,0,0,0,0

71,17:30-17:45,4.58,10.02,0,8.24,114.53,0,29.11,0,0,0,9.41,57.2,293.59,362.04,0,0,0,0,0,0,0,6.28,37.26,19.25,0,0,0,0,0,0,9.56,36.3,0,0,14.83,0,46.75,0,0,11.86,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,2.95,0,0,0,0,76.4,12.11,125.82,36.56,2.9,93.04,62.49,3.02,0,68.29,89.69,0,0,0,0,0,0

72,17:45-18:00,4.58,10.02,0,8.24,114.53,0,29.11,0,0,0,9.41,57.2,351.34,362.04,0,0,0,0,0,0,0,6.28,37.26,19.25,0,0,0,0,0,0,13.64,36.3,0,0,14.83,0,46.75,0,0,11.86,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,2.95,0,0,0,0,76.4,17.93,125.82,36.56,2.9,93.04,62.49,3.02,0,68.29,89.69,0,0,0,0,0,0

73,18:00-18:15,6.87,10.02,0,8.24,114.53,0,35.16,0,0,10.52,9.41,42.58,351.34,394.77,0,0,0,0,0,0,0,6.28,40.57,19.25,0,0,0,0,0,0,13.66,36.3,0,0,16.55,0,46.75,0,0,13.56,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,2.95,0,0,0,0,15.66,17.93,140.21,36.56,2.9,115.37,91.39,3.02,0,68.29,119.16,0,0,0,0,0,0

74,18:15-18:30,9.16,10.02,0,8.24,114.53,0,35.16,0,0,21.04,10.55,42.58,351.34,418.83,0,6.32,0,0,0,0,0,12.55,40.57,19.25,0,4.13,0,0,0,0,15.03,36.3,0,0,16.73,0,46.75,0,0,13.56,0.96,0,0,0,76.56,0,0,0,0,49.92,335.89,0,0,0.94,2.95,0,0,0,0,2.24,17.93,140.28,36.56,2.9,116.62,91.39,3.02,0,68.29,122.85,0,0,0,0,0,0

75,18:30-18:45,9.16,22.27,0,8.29,114.53,0,35.16,0,0,42.08,10.55,57.2,351.34,408.28,0,31.27,0,0,0,0,0,18.83,40.57,19.25,0,32.45,0,0,0,0,17.71,38.14,0,0,19.5,0,46.75,0,0,16.32,0.24,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,3.58,0,0,0,0,2.24,19.32,144.62,36.56,2.9,108.42,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

76,18:45-19:00,9.16,22.27,0,8.29,140.82,0,43.49,0,0,42.08,11.26,57.2,214.07,432.46,0,31.27,0,0,0,0,0,18.83,40.57,19.25,0,38.35,0,0,0,0,21.97,38.14,0,0,19.5,0,46.75,0,0,20.49,0.85,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,3.58,0,0,0,0,2.24,19.32,144.62,36.56,1.84,108.42,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

77,19:00-19:15,9.16,22.27,0,8.29,142.74,0,43.82,0,0,42.08,11.26,57.2,314.77,480.44,0,31.27,0,0,0,0,0,18.83,40.57,19.25,0,38.35,0,0,0,0,26.22,38.14,0,0,19.99,0,46.75,0,0,20.82,2.7,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,3.58,0,0,0,0,2.24,19.32,144.62,36.56,1.84,107.45,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

78,19:15-19:30,9.16,22.27,0,8.29,142.74,0,43.82,0,0,42.08,11.26,57.2,307.18,497.77,0,31.27,0,0,0,0,0,18.83,40.57,19.25,0,38.35,0,0,0,0,26.63,38.14,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,3.58,0,0,0,0,2.24,19.32,144.62,36.56,1.84,108.42,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

79,19:30-19:45,9.16,22.27,0,8.29,142.74,0,43.82,0,0,42.08,11.26,57.2,316.69,495.26,0,31.27,0,0,0,0,0,18.83,40.57,19.25,0,38.35,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0,25.73,19.32,144.62,36.56,1.84,91.24,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

80,19:45-20:00,9.16,22.27,0,8.29,142.74,0,43.82,0,0,42.08,11.26,57.2,391.77,492.38,0,31.27,0,0,0,0,0,18.83,40.57,19.25,0,38.35,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0,76.4,19.32,144.62,36.56,1.84,91.24,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

81,20:00-20:15,9.16,22.27,0,8.29,142.74,0,43.82,0,0,42.08,11.26,57.2,398.73,490.21,0,31.27,0,0,0,0,0,18.83,40.57,19.25,0,38.35,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0,76.4,19.32,144.62,36.56,1.84,118,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

82,20:15-20:30,9.16,22.27,0,8.29,142.74,0,43.82,0,0,42.08,11.26,57.2,323.65,488.29,0,31.27,0,0,0,0,0,18.83,40.57,19.25,0,32.45,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0,76.4,19.32,144.62,36.56,1.84,102.64,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

83,20:30-20:45,9.16,10.02,0,8.29,142.74,0,43.82,0,0,18.4,11.26,42.58,396.12,503.51,0,3.17,0,0,0,0,0,3.18,40.57,19.25,0,4.13,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0,15.66,18.17,144.62,36.56,1.84,102.64,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

84,20:45-21:00,9.16,10.02,0,8.29,142.74,0,43.82,0,0,18.4,11.26,42.58,398.73,515.09,0,3.17,0,0,0,0,0,3.18,40.57,19.25,0,4.13,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,1.72,0,0,0,0,12.86,18.17,144.62,36.56,1.84,119.86,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

85,21:00-21:15,9.16,10.02,0,8.29,142.74,0,43.82,0,0,18.4,11.26,42.58,398.73,530.64,0,3.17,0,0,0,0,0,3.18,40.57,19.25,0,4.13,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,0,12.86,18.17,144.62,36.56,1.84,119.86,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

86,21:15-21:30,9.16,20.05,0,8.29,142.74,0,43.82,0,0,18.4,11.26,42.58,398.73,525.82,0,3.17,0,0,0,0,0,6.28,40.57,19.25,0,4.13,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,0,12.86,18.17,144.62,36.56,1.84,119.86,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

87,21:30-21:45,9.16,33.42,0,8.29,142.74,0,43.82,0,0,39.91,11.26,57.2,323.65,469.04,0,46.91,0,0,0,0,0,18.83,40.57,19.25,0,19.17,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,0,12.86,19.32,144.62,36.56,1.84,119.86,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

88,21:45-22:00,9.16,33.42,0,8.29,142.74,0,43.82,0,0,39.91,11.26,57.2,323.65,456.52,0,46.91,0,0,0,0,0,18.83,40.57,19.25,0,19.17,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,0,12.86,19.32,144.62,36.56,1.84,119.86,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

89,22:00-22:15,9.16,33.42,0,8.29,142.74,0,43.82,0,0,39.91,11.26,57.2,323.65,509.46,0,46.91,0,0,0,0,0,18.83,40.57,19.25,0,19.17,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,0,12.86,19.32,144.62,36.56,1.84,119.86,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

90,22:15-22:30,9.16,33.42,0,8.29,142.74,0,43.82,0,0,18.4,11.26,57.2,323.65,547.96,0,46.91,0,0,0,0,0,18.83,40.57,19.25,0,19.17,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,106.39,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,0,12.86,19.32,144.62,36.56,1.84,119.86,92.42,4.14,0,68.29,125.85,0,0,0,0,0,0

91,22:30-22:45,9.16,11.14,0,8.24,142.74,0,43.82,0,0,9.12,11.26,38.13,398.73,557.59,0,4.75,0,0,0,0,0,12.55,40.57,19.25,0,4.13,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,79.78,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,0,12.86,18.17,144.62,36.56,1.84,119.86,92.42,3.15,0,68.29,125.85,0,0,0,0,0,0

92,22:45-23:00,7.98,10.02,0,8.24,142.74,0,43.82,0,0,0,11.26,19.07,398.73,528.71,0,4.75,0,0,0,0,0,12.55,40.57,19.25,0,4.13,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,79.78,0,0,0,0,49.92,335.89,0,0,0.94,0.74,0,0,0,0,12.86,18.17,144.62,36.56,1.84,119.86,92.42,3.15,0,68.29,125.85,0,0,0,0,0,0

93,23:00-23:15,6.87,10.02,0,8.24,142.74,0,43.82,0,0,0,11.26,19.07,398.73,494.88,0,15.64,0,0,0,0,0,12.55,40.57,19.25,0,4.13,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,79.78,0,0,0,0,49.92,335.89,0,0,0.94,0,0,0,0,0,12.86,18.17,144.62,36.56,1.84,119.86,92.42,3.15,0,68.29,125.85,0,0,0,0,0,0

94,23:15-23:30,4.58,10.02,0,8.24,142.74,0,43.82,0,0,0,11.26,19.07,398.73,494.63,0,15.64,0,0,0,0,0,12.55,40.57,19.25,0,4.13,0,0,0,0,26.63,36.3,0,0,19.99,0,46.75,0,0,20.82,3.06,0,0,0,79.78,0,0,0,0,49.92,335.89,0,0,0.94,0,0,0,0,0,12.86,18.17,144.62,36.56,1.84,119.86,92.42,3.15,0,68.29,125.85,0,0,0,0,0,0

95,23:30-23:45,2.29,10.02,0,8.24,142.74,0,43.82,0,0,0,11.26,19.07,398.73,425.88,0,15.64,0,0,0,0,0,12.55,40.57,19.25,0,4.13,0,0,0,0,21.3,36.3,0,0,19.99,0,46.75,0,0,16.65,3.06,0,0,0,79.78,0,0,0,0,49.92,335.89,0,0,0.94,0,0,0,0,0,12.86,17.93,144.62,36.56,1.84,108.42,92.42,3.15,0,68.29,125.85,0,0,0,0,0,0

96,23:45-24:00,0,10.02,0,8.24,142.74,0,43.82,0,0,0,11.26,19.07,398.73,425.88,0,15.64,0,0,0,0,0,12.55,40.57,19.25,0,4.13,0,0,0,0,21.3,36.3,0,0,19.99,0,46.75,0,0,16.65,3.06,0,0,0,79.78,0,0,0,0,49.92,335.89,0,0,0.94,0,0,0,0,0,12.86,17.93,144.62,34.7,1.84,108.42,92.42,3.15,0,68.29,125.85,0,0,0,0,0,0

