Block,Time Block,BRBCL,BSIUL,CHAMERA3,CHAMERA2,DADRT2,KISHANGANGA,KHSTPP-I,JHAJJAR,KGSU1AND2,KHSTPP-II,KKNP,KGSU3AND4,DHAULIGNGA,FSTPP I & II,DULHASTI,NAPP,NLCIIST1,NLCEXP,NJPC,UNCHAHAR1,URI2,UNCHAHAR4,UNCHAHAR3,UNCHAHAR2,URI,VALLURNTECL,KUDGI,MAPS,KOTESHWR,KOLDAM,NTPL,PARBATI3,PARBATI2,NLCIIST2,NLCTS2EXP,NNTPP,KKNPPU2,CHAMERA1,TEHRI,TelanganaSTPP,TEHRIPSP,DADRI_GF,ANTA_LF,AURY_GF,ANTA_GF,DADRI_CRF,DADRI_RF,AURY_CRF,ANTA_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,TALST2,TANAKPUR,TANDA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,SINGRAULI,TALA,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,SALAL,SEWA2,RIHAND3,RAMPUR,RAPPC,RIHAND2,SASAN,RIHAND1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,17.86,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,105.94,29.77,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

55,13:30-13:45,18.27,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,105.94,29.79,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

56,13:45-14:00,17.79,6.28,33.77,47.07,7.35,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,105.94,29.79,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

57,14:00-14:15,17.89,6.28,33.77,47.07,0,8.38,26.01,123.18,0,96.54,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,102.68,24.78,0,0,25.16,0,78.29,0,127.41,6.78,66.15,105.63,335.89,83.13,0,0,0,0,0

58,14:15-14:30,23.6,6.28,33.77,47.07,7.33,8.38,26.01,123.18,0,96.54,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,102.9,24.78,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

59,14:30-14:45,21.27,6.28,33.77,47.07,7.33,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,4.08,0,0,1.12,102.9,24.2,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

60,14:45-15:00,19.24,6.28,33.77,47.07,7.33,8.38,26.01,123.18,0,97.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,36.12,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,4.08,0,0,1.12,117.54,24.2,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

61,15:00-15:15,19.91,6.28,33.77,47.07,7.33,8.38,26.01,123.18,0,95.64,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,4.08,0,0,1.12,117.54,24.2,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

62,15:15-15:30,19.31,6.28,33.77,47.07,7.33,8.38,26.01,123.18,0,95.61,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,13.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,117.54,24.2,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

63,15:30-15:45,21.64,6.28,33.77,47.07,7.33,8.38,26.01,123.18,0,93.89,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,89.11,22.46,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

64,15:45-16:00,20.58,6.28,33.77,47.07,7.33,8.38,26.01,123.18,0,93.89,0,0,42.21,10.47,55.69,24.09,0,0,174.37,10.77,27.87,1.07,14.31,23.87,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,87.25,22.46,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

65,16:00-16:15,17.57,12.55,33.77,47.07,26.58,8.38,26.01,124.14,0,91.92,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.73,26.32,1.07,17.07,24.15,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,75.38,22.46,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

66,16:15-16:30,19.07,12.55,33.77,47.07,26.58,8.38,26.01,124.14,0,91.49,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.89,26.32,1.07,17.07,24.15,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,75.38,22.46,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

67,16:30-16:45,19,12.55,33.77,47.07,26.58,8.38,26.01,124.14,0,90.58,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.89,26.32,1.07,17.07,24.15,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,75.38,22.46,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

68,16:45-17:00,16.57,12.55,33.77,47.07,26.58,8.38,26.01,124.14,0,96.56,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.89,26.32,1.07,17.07,24.15,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,90.5,22.36,0,0,25.16,0,78.29,0,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

69,17:00-17:15,20.26,12.55,33.77,47.07,26.58,8.38,29.76,124.14,0,96.56,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.89,30.97,1.07,17.07,24.15,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,103.85,21.91,0,0,25.16,0,78.29,6.07,127.41,6.78,66.15,121.42,335.89,61.46,0,0,0,0,0

70,17:15-17:30,20.33,12.55,33.77,47.07,49.68,8.38,24.56,124.14,0,96.56,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.89,30.97,1.07,17.07,24.15,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.12,103.85,20.46,0,0,25.16,0,78.29,12.15,127.41,6.78,66.15,121.42,335.89,61.46,0,0,0,0,0

71,17:30-17:45,22.98,12.55,33.77,47.07,49.68,8.38,24.56,124.14,0,96.56,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.73,30.97,1.07,17.07,24.15,31.88,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.13,97.84,17.43,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,61.46,0,0,0,0,0

72,17:45-18:00,21.9,12.55,33.77,47.07,49.68,8.38,24.56,124.14,0,96.56,0,0,42.21,10.47,55.69,24.09,0,0,174.37,12.73,30.97,1.07,17.07,24.15,31.88,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.13,97.84,17.21,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,61.46,0,0,0,0,0

73,18:00-18:15,21.49,12.55,33.77,47.07,49.68,8.38,24.56,124.14,0,96.56,0,0,42.21,10.47,55.69,24.09,0,0,174.37,11.96,30.97,1.07,14.81,24.15,35.06,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,11.62,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,3.63,0,0,1.13,120.79,15.64,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,61.46,0,0,0,0,0

74,18:15-18:30,20.25,12.55,33.77,47.07,49.68,8.38,24.56,124.14,0,114.53,0,0,42.21,10.47,55.69,24.09,0,0,174.37,11.96,30.97,1.07,14.81,24.15,35.06,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,23.23,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,3.63,0,0,1.13,120.79,15.42,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,61.46,0,0,0,0,0

75,18:30-18:45,22.89,12.55,33.77,47.07,49.68,8.38,24.56,124.14,0,102.45,0,0,42.21,10.47,55.69,24.09,0,0,174.37,11.96,30.97,1.07,14.81,24.15,38.26,0,0,0,10.05,10.25,0,0,0,0,0,0,0,40.52,34.83,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,3.63,0,0,1.13,90.5,15.08,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

76,18:45-19:00,20.07,12.55,33.77,47.07,49.68,8.38,28.09,124.14,0,101.52,0,0,42.21,10.47,55.69,24.09,0,0,174.37,11.96,30.97,1.07,14.81,24.15,38.26,0,0,0,20.1,10.25,0,0,0,0,0,0,0,40.52,46.44,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,3.63,0,0,1.13,90.5,15.08,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

77,19:00-19:15,19.9,12.55,33.77,47.07,49.68,8.38,33.28,124.14,0,100.59,0,0,42.21,10.47,55.69,24.09,0,0,174.37,11.96,30.97,1.07,14.81,24.15,50.4,0,0,0,30.15,10.25,0,0,0,0,0,0,0,40.52,46.44,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.13,96.1,14.94,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,61.73,0,0,0,0,0

78,19:15-19:30,21.84,19.69,35.51,49.54,49.68,8.54,28.26,124.14,0,100.59,0,0,44.31,10.47,57.37,24.09,0,0,176.01,11.96,30.97,1.07,14.81,24.15,50.4,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.52,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.13,90.5,15.05,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,61.73,0,0,0,0,0

79,19:30-19:45,24.05,19.69,35.51,49.54,49.68,8.54,26.79,124.14,0,97.52,0,0,44.31,10.47,57.37,24.09,0,0,176.01,11.96,30.97,1.07,14.81,24.15,50.4,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.52,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.13,120.79,15.05,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,61.73,0,0,0,0,0

80,19:45-20:00,22.29,19.69,35.51,49.54,49.68,8.54,26.79,124.14,0,97.52,0,0,44.31,10.47,57.37,24.09,0,0,176.01,11.96,30.97,1.07,14.81,24.15,50.4,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.52,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,4.08,0,0,1.13,120.79,15.28,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,61.73,0,0,0,0,0

81,20:00-20:15,23.23,19.69,35.51,49.54,49.68,8.54,37.77,124.14,0,142.74,0,0,44.31,13.5,57.37,24.09,0,0,176.01,11.96,30.97,1.07,14.81,24.15,38.26,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.52,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.12,0,0,1.13,132.66,14.72,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,91.69,0,0,0,0,0

82,20:15-20:30,22.54,19.69,35.51,49.54,49.68,8.54,37.77,124.14,0,142.74,0,0,44.31,14.1,57.37,24.09,0,0,176.01,11.96,30.97,1.07,14.81,24.15,38.26,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.52,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,132.66,14.72,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,95.35,0,0,0,0,0

83,20:30-20:45,22.29,19.69,35.51,49.54,49.68,8.54,37.77,127.99,0,142.74,0,0,44.31,14.1,57.37,24.09,0,0,176.01,14.98,30.97,2.3,19.71,31.91,38.26,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.52,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,132.66,14.85,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,95.35,0,0,0,0,0

84,20:45-21:00,24.05,19.69,35.51,49.54,49.68,8.54,37.77,127.99,0,142.74,0,0,44.31,14.1,57.37,24.09,0,0,176.01,14.98,30.97,2.3,19.71,31.91,38.26,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.68,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,132.66,15,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,95.35,0,0,0,0,0

85,21:00-21:15,20.16,19.69,35.51,49.54,49.68,8.54,37.77,127.99,0,142.74,0,0,44.31,17.26,57.37,24.09,0,0,176.01,14.98,30.97,2.3,19.71,31.91,44.63,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.68,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,132.66,15.14,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,95.35,0,0,0,0,0

86,21:15-21:30,23.09,6.28,33.77,47.07,49.68,8.38,43.82,127.99,0,142.74,0,0,42.21,20.02,55.69,24.09,0,0,174.37,14.98,30.97,2.3,19.71,31.7,44.63,0,0,0,40.19,10.25,0,0,0,0,0,0,0,40.57,46.44,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,119.67,15.28,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

87,21:30-21:45,19.21,6.28,33.77,47.07,49.68,8.38,42.36,127.99,0,142.74,0,0,42.21,20.02,55.69,24.09,0,0,174.37,17.35,30.97,2.3,22.5,36,40.38,0,0,0,40.19,10.25,0,0,0,0,0,0,0,40.57,46.44,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,119.67,15.59,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

88,21:45-22:00,19.31,19.69,35.51,49.54,50.65,8.54,42.36,127.99,0,142.74,0,0,44.31,20.02,57.37,24.09,0,0,176.01,21.01,30.97,2.3,26.94,42.94,40.38,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.68,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,119.67,15.62,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,95.35,0,0,0,0,0

89,22:00-22:15,22.2,19.69,35.51,49.54,98.77,8.54,42.36,127.99,0,142.74,0,0,44.31,20.02,57.37,24.09,0,0,176.01,21.01,30.97,2.3,26.94,42.94,42.5,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.68,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,119.67,15.87,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,95.35,0,0,0,0,0

90,22:15-22:30,23.48,19.69,35.51,49.54,146.9,8.54,42.36,127.99,0,142.74,0,0,44.31,20.02,57.37,24.09,0,0,176.01,21.01,30.97,2.3,26.94,42.94,42.5,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.68,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,119.67,15.87,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,95.35,0,0,0,0,0

91,22:30-22:45,21.14,19.69,35.51,49.54,146.9,8.54,42.36,127.99,0,142.74,0,0,44.31,20.02,57.37,24.09,0,0,176.01,21.01,30.97,2.3,26.94,42.94,38.26,0,0,0,42.99,10.25,0,0,0,0,0,0,0,40.68,47.99,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48,6.14,0,0,1.13,132.66,15.99,0,0,25.16,0,78.29,19.37,127.41,6.95,66.15,121.42,335.89,95.35,0,0,0,0,0

92,22:45-23:00,21.71,12.55,33.77,47.07,146.9,8.38,42.36,127.99,0,142.74,0,0,42.21,20.02,55.69,24.09,0,0,174.37,21.01,30.97,2.3,26.94,42.94,38.26,0,0,0,30.15,10.25,0,0,0,0,0,0,0,40.57,46.44,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48,6.14,0,0,1.13,132.66,15.99,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

93,23:00-23:15,22.76,12.55,33.77,47.07,115.13,8.38,42.36,127.99,0,142.74,0,0,42.21,20.02,55.69,24.09,0,0,174.37,17.8,30.97,2.3,23.17,36.21,38.26,0,0,0,20.32,10.25,0,0,0,0,0,0,0,40.57,46.44,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48,6.14,0,0,1.13,132.66,15.99,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

94,23:15-23:30,19.67,12.55,33.77,47.07,115.13,8.38,42.36,127.99,0,142.74,0,0,42.21,20.02,55.69,24.09,0,0,174.37,17.8,30.97,2.3,22.55,36.45,38.26,0,0,0,20.1,10.25,0,0,0,0,0,0,0,40.57,46.44,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48,6.14,0,0,1.13,132.66,15.99,0,0,25.16,0,78.29,18.22,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

95,23:30-23:45,17.3,12.55,33.77,47.07,115.13,8.38,42.36,127.99,0,142.74,0,0,42.21,20.02,55.69,24.09,0,0,174.37,17.8,34.08,2.3,22.55,36.45,42.5,0,0,0,20.1,10.25,0,0,0,0,0,0,0,40.57,46.44,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,132.66,16.28,0,0,25.16,0,77.73,18.22,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

96,23:45-24:00,16.23,12.55,33.77,47.07,115.13,8.38,42.36,127.99,0,142.74,0,0,42.21,20.02,55.69,24.09,0,0,174.37,17.8,34.08,2.3,22.55,36.45,42.5,0,0,0,20.1,10.25,0,0,0,0,0,0,0,40.57,45.82,0,66.86,0,0,0,0,0,0,0,0,0,0,0,0,0,11.46,6.14,0,0,1.13,132.66,16.28,0,0,25.16,0,77.73,18.22,127.41,6.78,66.15,121.42,335.89,95.35,0,0,0,0,0

