Block,Time,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/06022042/L_NR_2012_07,NR/21072024/21072024/IEX_240721_01659,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/16072048/L_NR_2022_08,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/21072024/21072024/IEX_240720_01656,NR/30092023/26122029/SH-06,WR/01102023/29112042/L_NR_2019_05,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/19072037/LT-05,NR/16072024/31072024/NR/16072024/31072024/717758,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,WR/01102023/31032046/L_NR_2020_05,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/23072042/L_NR_2012_04,WR/01102023/30052048/L_NR_2022_10,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/21072024/21072024/IEX_240720_01622_1,WR/01102023/01102023/L_NR_2022_09,NR/01042024/31072024/LT_MEJA_DELHI,NR/01072024/31072024/R2,NR/01102023/31102037/L_NR_2019_11,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16
23,05:30-05:45,5.820000,0,0,62.980000,0.000000,9.650000,100.050000,6.66,0.000000,72.030000,0.000000,0.000000,30.730000,0,96.040000,65.870000,48.020000,0,260.750000,0.000000,22,10.640000,0.000000,30.730000,271.550000,0.000000,96.040000,0.000000,13.33,8.730000,7.34,7.33,29.260000,12.200000,0.000000,0.000000,13.33,15.100000,24.010000,8.940000,0,0,0,0,0,0,43.01,0,0,0,0

24,05:45-06:00,5.820000,1.02417,0,62.980000,0.000000,9.650000,100.050000,6.66,0.000000,72.030000,0.000000,0.000000,30.730000,0,96.040000,84.690000,48.020000,0,229.400000,0.000000,22,10.640000,0.000000,30.730000,271.550000,0.000000,96.040000,0.000000,13.33,8.730000,7.34,7.33,29.260000,12.200000,0.000000,0.000000,13.33,15.100000,24.010000,8.940000,0,0.2,0.96,0,0,0,43.01,0,0.19,0,0

25,06:00-06:15,5.640000,2.857922,0,62.980000,0.000000,9.420000,100.050000,6.66,0.000000,72.030000,0.000000,0.000000,30.730000,6.25,96.040000,107.650000,48.020000,11.16,200.590000,0.000000,22,10.640000,0.000000,30.730000,271.550000,0.000000,96.040000,0.000000,13.33,8.730000,7.34,7.33,29.260000,12.200000,0.000000,0.000000,13.33,9.600000,24.010000,8.630000,1,1,4.49,0,1,0,43.01,0,0.9,0.82,1

26,06:15-06:30,5.640000,7.198452,1,62.980000,0.000000,9.420000,100.050000,6.66,0.400000,72.030000,0.000000,0.000000,30.730000,9.09,96.040000,107.650000,48.020000,17.52,200.590000,0.410000,22,10.640000,0.400000,30.730000,271.550000,0.000000,96.040000,0.000000,13.33,8.730000,7.34,7.33,29.260000,12.200000,0.000000,0.000000,13.33,9.600000,24.010000,8.630000,1,2,8.49,0,4,1,43.01,0,1.7,2.92,2

27,06:30-06:45,5.640000,12.670446,5,62.980000,0.000000,9.420000,100.050000,6.66,0.800000,72.030000,0.000000,0.000000,30.730000,13.1,96.040000,114.810000,48.020000,28.78,200.590000,0.820000,22.5,10.640000,0.800000,30.730000,271.550000,0.000000,96.040000,0.000000,13.33,8.730000,7.5,7.5,31.280000,12.200000,0.000000,0.000000,13.33,9.600000,24.010000,8.630000,3,5,12.98,0,7,3,43.01,0,2.59,4.94,5

28,06:45-07:00,5.640000,19.205626,12,62.980000,0.000000,9.420000,100.050000,6.66,1.160000,72.030000,0.000000,0.000000,30.730000,22.03,96.040000,84.690000,48.020000,33,200.590000,1.180000,22.5,10.640000,1.160000,30.730000,271.550000,0.000000,96.040000,0.000000,13.33,8.730000,7.5,7.5,31.280000,12.200000,0.000000,0.000000,13.33,9.600000,24.010000,8.630000,6,6,17.93,0,14,4,43.01,0,3.58,7.94,8

29,07:00-07:15,5.490000,26.686944,20,62.980000,0.000000,9.110000,100.050000,6.66,1.680000,72.030000,0.000000,0.000000,30.730000,29.5,96.040000,65.870000,48.020000,29.5,200.590000,1.720000,20,10.640000,1.680000,14.360000,271.550000,0.000000,96.040000,0.000000,13.33,8.730000,6.66,6.67,31.280000,11.740000,0.000000,0.000000,13.33,9.600000,24.010000,8.250000,9,7,27.96,0,21,5,43.01,0,5.59,11,10

30,07:15-07:30,5.490000,34.67547,26.67,62.980000,0.000000,9.110000,100.050000,6.66,2.260000,72.030000,0.000000,0.000000,30.730000,26.67,96.040000,65.870000,48.020000,26.66,200.590000,2.320000,20,10.640000,2.260000,14.360000,271.550000,0.000000,96.040000,0.000000,13.33,8.730000,6.66,6.67,31.280000,11.740000,0.000000,0.000000,13.33,9.600000,24.010000,8.250000,12,10.5,39.03,0,28,6,43.01,0,7.81,14,12

31,07:30-07:45,5.490000,42.86883,29.17,62.980000,0.000000,9.110000,100.050000,6.66,2.900000,72.030000,0.000000,0.000000,30.730000,29.17,96.040000,65.870000,48.020000,29.16,200.590000,2.980000,20,10.640000,2.900000,14.360000,271.550000,0.000000,96.040000,0.000000,13.33,8.730000,6.66,6.67,30.270000,11.740000,0.000000,0.000000,13.33,1.920000,24.010000,8.250000,16,13.5,50.22,0,39,7,43.01,0,10.04,17,15

32,07:45:08:00,5.490000,50.906126,30,62.980000,0.000000,9.110000,100.050000,6.66,3.780000,72.030000,0.000000,0.000000,30.730000,30,96.040000,65.870000,48.020000,30,200.590000,3.880000,20,10.640000,3.780000,14.360000,271.550000,0.000000,96.040000,0.000000,13.33,8.730000,6.66,6.67,30.270000,11.740000,0.000000,0.000000,13.33,1.920000,24.010000,8.250000,21,16.5,62.33,0,49,10,43.01,0,12.47,21,20

33,08:00-08:15,5.310000,59.177518,30.67,57.340000,0.000000,8.650000,100.050000,6.66,4.680000,0.000000,0.000000,0.000000,30.730000,30.67,0.000000,65.870000,0.000000,30.66,200.590000,4.790000,20,10.640000,4.680000,14.360000,271.550000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,29.260000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,24,20.5,78.36,0,56,13,43.01,0,15.67,23,27

34,08:15-08:30,5.310000,67.54645,32.33,57.340000,0.000000,8.650000,100.050000,6.66,5.570000,0.000000,0.000000,0.000000,30.730000,32.33,0.000000,70.010000,0.000000,32.34,200.590000,5.700000,20,10.640000,5.570000,14.360000,271.550000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,29.260000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,30,23.5,93.18,0,70,16,43.01,0,18.63,30,34

35,08:30-08:45,5.310000,71.00912,32.67,57.340000,0.000000,8.650000,100.050000,6.66,6.470000,0.000000,0.000000,0.000000,30.730000,32.67,0.000000,70.010000,0.000000,32.66,164.150000,6.640000,20,10.640000,6.470000,14.360000,230.500000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,29.260000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,36,26.5,108.4,0,84,19,43.01,0,21.68,37,39

36,08:45:09:00,5.310000,73.554914,32.67,57.340000,0.000000,8.650000,91.240000,6.66,7.330000,0.000000,0.000000,0.000000,30.730000,32.67,0.000000,70.010000,0.000000,32.66,144.940000,7.520000,20,10.640000,7.330000,14.360000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.250000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,42,29.5,122.33,0,98,22,43.01,0,24.47,43,45

37,09:00:09:15,5.180000,63.20592,33,57.340000,0.000000,8.650000,52.820000,6.66,8.120000,0.000000,0.000000,0.000000,30.730000,33,0.000000,70.010000,0.000000,33,127.730000,8.320000,20,10.640000,8.120000,14.360000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.250000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,48,31.5,133.18,0,112,25,43.01,0,26.63,50,52

38,09:15-09:30,5.180000,63.8887,33,57.340000,0.000000,8.650000,52.820000,6.66,8.860000,0.000000,0.000000,0.000000,30.730000,33,0.000000,70.010000,0.000000,33,111.410000,9.090000,20,10.640000,8.860000,14.360000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.250000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,52,33.5,144.02,0,123,28,43.01,0,28.8,56,59

39,09:30-09:45,5.180000,75.15457,33,57.340000,0.000000,7.720000,52.820000,6.66,9.570000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,9.810000,20,10.640000,9.570000,22.540000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.760000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,57,37.5,154.85,0,133,31,43.01,0,30.97,61,64

40,09:45-10:00,5.180000,86.927648,33,57.340000,0.000000,7.720000,52.820000,6.66,10.230000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,10.490000,20,10.640000,10.230000,22.540000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.760000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,61,38.5,165.69,0,144,33,43.01,0,33.14,66,69

41,10:00-10:15,5.030000,98.573924,33,57.340000,0.000000,7.720000,52.820000,6.66,11.190000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,11.480000,20,10.640000,11.190000,22.540000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.760000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,64,39.5,182.59,0,151,35,43.01,0,36.52,71,74

42,10:15-10:30,5.030000,109.752008,33,57.340000,0.000000,7.720000,52.820000,6.66,11.820000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,12.120000,20,10.640000,11.820000,22.540000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.760000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,67,41.5,194.54,0,158,37,43.01,0,38.91,75,78

43,10:30-10:45,5.030000,111.400434,33,57.340000,0.000000,7.720000,52.820000,6.66,12.480000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,12.800000,20,10.640000,12.480000,22.540000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.250000,12.200000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,70,41.5,206.49,0,165,39,43.01,0,41.3,77,82

44,10:45-11:00,5.030000,114.326634,33,57.340000,0.000000,7.720000,52.820000,6.66,13.140000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,13.470000,20,10.640000,13.140000,22.540000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.250000,12.200000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,73,42.5,216.68,0,172,41,43.01,0,43.34,81,86

45,11:00-11:15,5.030000,117.672256,33,57.340000,0.000000,7.340000,52.820000,6.66,13.520000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,13.860000,20,10.640000,13.520000,22.540000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.250000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,75,43.5,225.36,0,175,42,43.01,0,45.07,85,88

46,11:15-11:30,5.030000,120.403376,33,57.340000,0.000000,7.340000,52.820000,6.66,13.660000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,13.990000,20,10.640000,13.660000,22.540000,192.080000,0.000000,0.000000,0.000000,13.33,8.730000,6.66,6.67,27.250000,11.740000,0.000000,0.000000,13.33,1.920000,0.000000,8.020000,76,43.5,230,0,179,43,43.01,0,46,85,89

47,11:30-11:45,5.030000,121.749428,33,57.340000,0.000000,7.340000,52.820000,6.66,13.760000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,14.110000,20,10.640000,13.760000,22.540000,192.080000,0.000000,0.000000,0.000000,15,8.730000,6.66,6.67,26.750000,11.740000,0.000000,0.000000,15,1.920000,0.000000,8.020000,76,44.5,230,0,179,43,43.01,0,46,86,90

48,11:45-12:00,5.030000,122.685812,33,57.340000,0.000000,7.340000,52.820000,6.66,13.870000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,14.210000,20,10.640000,13.870000,22.540000,192.080000,0.000000,0.000000,0.000000,15,8.730000,6.66,6.67,26.750000,11.740000,0.000000,0.000000,15,1.920000,0.000000,8.020000,76,44.5,230,0,179,43,43.01,0,46,86,90

49,12:00-12:15,4.900000,103.860592,33,57.340000,0.000000,7.340000,52.820000,6.66,13.880000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,14.230000,20,10.640000,13.880000,22.540000,230.500000,0.000000,0.000000,0.000000,15,8.730000,6.66,6.67,26.750000,11.740000,0.000000,0.000000,15,1.920000,0.000000,8.020000,76,44.5,230,0,179,43,44.01,0,46,87,90

50,12:15-12:30,4.900000,103.73379,33,57.340000,0.000000,7.340000,52.820000,6.66,13.900000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,14.250000,22.5,10.640000,13.900000,22.540000,271.550000,0.000000,0.000000,0.000000,15,8.730000,7.5,7.5,26.750000,11.740000,0.000000,0.000000,15,1.920000,0.000000,8.020000,76,44.5,230,0,179,43,44.01,0,46,87,90

51,12:30-12:45,4.900000,107.859732,33,57.340000,0.000000,7.340000,52.820000,6.66,13.920000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,14.280000,22.5,10.640000,13.920000,22.540000,271.550000,0.000000,0.000000,0.000000,15,8.730000,7.5,7.5,26.750000,11.740000,0.000000,0.000000,15,1.920000,0.000000,8.020000,76,44.5,230,0,179,43,44.01,0,46,88,90

52,12:45-13:00,4.900000,111.468712,33,57.340000,0.000000,7.340000,52.820000,6.66,13.950000,0.000000,0.000000,0.000000,22.540000,33,0.000000,70.010000,0.000000,33,111.410000,14.310000,22.5,10.640000,13.950000,22.540000,271.550000,0.000000,0.000000,0.000000,15,8.730000,7.5,7.5,26.750000,11.740000,0.000000,0.000000,15,1.920000,0.000000,8.020000,76,44.5,230,0,179,43,44.01,0,46,88,90

