Block,Time,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01042024/31072024/LT_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/14072024/14072024/HPX-TAMCTG-130724-01664,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/14072024/14072024/IEX_240714_01538_gna,NR/01072024/31072024/R2,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07
7,01:30-01:45,0,0,54.67,0,0,0,0,20,0,0,23.5,0,0,0,0,0,54.67,23.5,0,41.01,70.5,3.520000,13.150000,29.780000,30.830000,0.000000,5.650000,5.750000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,15.590000,61.410000,8.760000,10.950000,261.540000,32.750000,0.000000,89.660000,0.000000,81.880000,0.000000,20.470000,81.880000,86.890000

8,01:45-02:00,0,0,54.67,0,0,0,0,20,0,0,23.66,0,0,0,0,0,54.67,23.67,0,40.61,71,3.520000,13.150000,29.270000,30.830000,0.000000,5.650000,5.750000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,15.590000,61.410000,8.760000,10.950000,261.540000,32.750000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,86.890000

9,02:00-02:15,0,0,54.67,0,0,0,0,19,0,0,23.84,0,0,0,0,0,54.67,23.83,0,40.21,71.5,3.380000,13.150000,29.270000,30.830000,0.000000,5.650000,5.520000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,261.540000,32.750000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,86.890000

10,02:15-02:30,0,0,54.33,0,0,0,0,19,0,0,23.16,0,0,0,0,0,54.33,23.17,0,38.61,69.5,3.380000,13.150000,29.270000,30.830000,0.000000,5.650000,5.520000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,261.540000,32.750000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,76.380000

11,02:30-02:45,0,0,54.33,0,0,0,0,19,0,0,19.66,0,0,0,0,0,54.33,19.67,0,42.41,59,3.380000,13.150000,29.270000,30.830000,0.000000,5.650000,5.520000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,261.540000,32.750000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,86.890000

12,02:45-03:00,0,0,54.33,0,0,0,0,19.34,0,0,19.34,0,0,0,0,0,54.33,19.33,0,42.41,58,3.380000,13.150000,29.270000,30.830000,0.000000,5.650000,5.520000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,261.540000,32.750000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,86.890000

13,03:00-03:15,0,0,54,0,0,0,0,18.66,0,0,19,0,0,0,0,0,54,19,0,37.02,57,3.280000,13.150000,29.270000,30.830000,0.000000,5.420000,5.440000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,261.540000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,86.890000

14,03:15-03:30,0,0,54,0,0,0,0,18.34,0,0,18.16,0,0,0,0,0,54,18.17,0,36.42,54.5,3.280000,13.150000,28.760000,30.830000,0.000000,5.420000,5.440000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,261.540000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,67.990000

15,03:30-03:45,0,0,53.67,0,0,0,0,18,0,0,17.84,0,0,0,0,0,53.67,17.83,0,30.41,53.5,3.280000,13.150000,28.760000,30.830000,0.000000,5.420000,5.440000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,213.370000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,67.990000

16,03:45-04:00,0,0,53,0,0,0,0,17.34,0,0,17,0,0,0,0,0,53,17,0,30.61,51,3.280000,13.150000,28.260000,30.830000,0.000000,5.420000,5.440000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,67.990000

17,04:00-04:15,0,0,44.33,0,0,0,0,15.34,0,0,16.34,0,0,0,0,0,44.33,16.33,0,30.61,49,3.200000,12.690000,29.270000,30.830000,0.000000,5.420000,5.210000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,67.990000

18,04:15-04:30,0,0,44.33,0,0,0,0,15.34,0,0,16.16,0,0,0,0,0,44.33,16.17,0,30.81,48.5,3.200000,12.690000,29.270000,30.830000,0.000000,5.420000,5.210000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,67.990000

19,04:30-04:45,0,0,43.33,0,0,0,0,15.34,0,0,16,0,0,0,0,0,43.33,16,0,30.81,48,3.200000,12.690000,29.270000,30.830000,0.000000,5.420000,5.370000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,67.990000

20,04:45-05:00,0,0,43,0,0,0,0,15,0,0,15.66,0,0,0,0,0,43,15.67,0,31.01,47,3.200000,12.690000,29.270000,30.830000,0.000000,5.420000,5.370000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,67.990000

21,05:00-05:15,0,0,42.33,0,0,0,0,14.66,0,0,15.66,0,0,0,0,0,42.33,15.67,0,33.61,47,3.050000,12.690000,29.270000,30.830000,0.000000,5.420000,5.370000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

22,05:15-05:30,0,0,41.33,0,0,0,0,14.34,0,0,15.66,0,0,0,0,0,41.33,15.67,0,33.81,47,3.050000,12.690000,29.270000,30.830000,0.000000,5.420000,5.370000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

23,05:30-05:45,0,0,51.67,0,0,0,0,14,0,0,15.66,0,0,0,0,0,51.67,15.67,0,34.01,47,3.050000,12.690000,29.270000,30.830000,0.000000,5.420000,5.370000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

24,05:45-06:00,0,0.2,50.67,1,0,0,0,13.66,0,0,15.66,0.2,0,0,0,0,50.67,15.67,1.345086,34.41,47,3.050000,12.690000,28.260000,30.830000,0.000000,5.420000,5.370000,0.000000,30.830000,0.000000,132.580000,77.060000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

25,06:00-06:15,0,0.21,57.67,1.04,6.25,9.77,0,13.66,1,1,15.66,1,0,0,0.94,1,57.67,15.67,3.538161,27.01,47,2.970000,12.230000,27.760000,30.830000,0.000000,5.270000,5.210000,0.000000,30.830000,0.000000,132.580000,100.360000,0.000000,0.000000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

26,06:15-06:30,0,0.84,56.33,4.18,9.09,12.56,1,13.66,1,4,15.66,2,0,1,3.31,2,56.33,15.67,8.080263,27.41,47,2.970000,12.230000,27.250000,30.830000,0.210000,5.270000,5.210000,0.220000,30.830000,0.000000,132.580000,100.360000,0.000000,0.210000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

27,06:30-06:45,0,1.87,56,9.37,13.1,15.56,3,19.34,3,7,18.66,5,0,5,5.32,5,56,18.67,13.343643,27.81,56,2.970000,12.230000,26.250000,30.830000,0.640000,5.270000,5.210000,0.660000,30.830000,0.000000,132.580000,71.460000,0.000000,0.640000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

28,06:45-07:00,0,3.19,55,15.98,21.89,20.56,4,19,6,14,19,6,0,12,7.98,8,55,19,19.649952,28.41,57,2.970000,12.230000,26.250000,30.830000,1.010000,5.270000,5.210000,1.040000,30.830000,0.000000,132.580000,52.980000,0.000000,1.010000,163.760000,7.650000,61.410000,8.760000,10.950000,201.190000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

29,07:00-07:15,0,4.71,54,23.57,30.87,25.56,5,18.66,9,21,19.34,7,0,20,11.95,11,54,19.33,26.794503,28.01,58,2.970000,12.230000,27.250000,30.830000,1.480000,5.270000,5.060000,1.520000,30.830000,0.000000,112.710000,52.980000,0.000000,1.480000,163.760000,7.650000,61.410000,8.760000,10.950000,153.030000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

30,07:15-07:30,0,6.53,54,32.64,26.67,26.67,8,18.34,15,35,19.66,11,0,26.66,17.22,16,54,19.67,34.50438,28.01,59,2.970000,12.230000,27.250000,30.830000,2.030000,5.270000,5.060000,2.080000,30.830000,0.000000,93.440000,52.980000,0.000000,2.030000,163.760000,7.650000,61.410000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

31,07:30-07:45,0,8.22,52.67,41.1,29.17,29.17,10,19.34,18,42,20.5,14.5,0,29.16,16.67,20,52.67,20.5,38.734578,28.41,61.5,2.970000,12.230000,27.250000,30.830000,2.660000,5.270000,5.060000,2.730000,30.830000,0.000000,74.910000,52.980000,0.000000,2.660000,163.760000,7.650000,61.410000,8.760000,10.950000,145.380000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

32,07:45:08:00,0,10.91,55,54.57,30,30,13,20.66,22,53,22.16,17.5,0,30,18.34,27,55,22.17,43.315668,28.81,66.5,2.970000,12.230000,27.250000,30.830000,3.670000,5.270000,5.060000,3.750000,30.830000,0.000000,74.910000,52.980000,0.000000,3.670000,163.760000,7.650000,61.410000,8.760000,10.950000,145.380000,0.000000,0.000000,70.220000,0.000000,81.880000,0.000000,20.470000,81.880000,57.510000

33,08:00-08:15,0,13.6,58.33,68.01,31,31,15,22.66,28,67,24,21.5,0,31,25,30,58.33,24,47.428902,34.01,72,2.870000,12.230000,27.250000,30.830000,4.700000,5.270000,5.060000,4.810000,30.830000,0.000000,74.910000,52.980000,0.000000,4.700000,0.000000,7.650000,0.000000,8.760000,10.950000,145.380000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

34,08:15-08:30,0,17.66,65,88.3,32.67,32.67,17,25,34,81,25,24.5,0,32.66,32,36,65,25,51.132762,34.81,75,2.870000,12.230000,27.250000,30.830000,5.730000,5.270000,5.060000,5.870000,30.830000,0.000000,74.910000,52.980000,0.000000,5.730000,0.000000,7.650000,0.000000,8.760000,10.950000,145.380000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

35,08:30-08:45,0,21.21,70,106.08,32.67,32.67,20,28.34,40,95,26.34,27,0,32.66,37,43,70,26.33,61.074702,35.61,79,2.870000,12.230000,27.250000,30.830000,6.790000,5.270000,5.060000,6.950000,30.830000,0.000000,74.910000,52.980000,0.000000,6.790000,0.000000,7.650000,0.000000,8.760000,10.950000,145.380000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

36,08:45:09:00,0,24.21,73.33,121.07,32.67,32.67,24,31.66,46,109,27.16,29.5,0,32.66,44,49,73.33,27.17,71.513739,36.62,81.5,2.870000,12.230000,27.250000,30.830000,7.770000,5.270000,5.060000,7.970000,30.830000,0.000000,74.910000,52.980000,0.000000,7.770000,0.000000,7.650000,0.000000,8.760000,10.950000,145.380000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

37,09:00:09:15,0,26.59,51.67,132.94,33,33,26,18,48,112,22.5,31.5,0,33,52,54,51.67,22.5,73.677573,37.62,67.5,2.870000,12.230000,27.250000,30.830000,8.670000,5.270000,4.830000,8.890000,30.830000,0.000000,74.910000,52.980000,0.000000,8.670000,0.000000,7.650000,0.000000,8.760000,10.950000,145.380000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

38,09:15-09:30,0,29.63,52.67,148.15,33,33,29,18.34,52,123,22.66,33.5,0,33,57,60,52.67,22.67,83.687742,38.62,68,2.870000,12.230000,27.250000,30.830000,9.530000,5.270000,4.830000,9.770000,30.830000,0.000000,74.910000,52.980000,0.000000,9.530000,0.000000,7.650000,0.000000,8.760000,10.950000,145.380000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

39,09:30-09:45,0,33.01,53.33,165.03,33,33,31,18.34,57,133,23,36.5,0,33,62,66,53.33,23,91.680282,40.22,69,2.870000,12.230000,27.250000,30.830000,10.300000,5.270000,4.830000,10.560000,30.830000,0.000000,74.910000,52.980000,0.000000,10.300000,0.000000,7.650000,0.000000,8.760000,10.950000,145.380000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

40,09:45-10:00,0,35.31,54,176.54,33,33,34,18.66,61,144,23.34,38.5,0,33,67,70,54,23.33,99.702063,41.02,70,2.870000,12.230000,27.250000,30.830000,11.020000,5.270000,4.830000,11.300000,30.830000,0.000000,74.910000,52.980000,0.000000,11.020000,0.000000,7.650000,0.000000,8.760000,10.950000,145.380000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

41,10:00-10:15,0,37.5,55,187.49,33,33,36,19.34,66,154,24.16,38,0,33,66,75,55,24.17,106.086348,41.02,72.5,2.770000,12.230000,26.250000,30.830000,12.250000,5.120000,4.590000,12.560000,30.830000,0.000000,74.910000,52.980000,0.000000,12.250000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

42,10:15-10:30,0,39.38,56,196.88,33,33,37,19.66,69,161,24.5,39.5,0,33,70,78,56,24.5,110.560221,41.02,73.5,2.770000,12.230000,26.250000,30.830000,12.960000,5.120000,4.590000,13.280000,30.830000,0.000000,74.910000,52.980000,0.000000,12.960000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

43,10:30-10:45,0,41.19,56.67,205.93,33,33,39,20,70,165,24.34,40,0,33,73,81,56.67,24.33,119.391003,41.02,73,2.770000,12.230000,26.250000,30.830000,13.720000,5.120000,5.290000,14.070000,25.010000,0.000000,74.910000,52.980000,0.000000,13.720000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

44,10:45-11:00,0,42.74,57.33,213.71,33,33,40,20.34,73,172,24.16,40.5,0,33,77,85,57.33,24.17,113.308875,41.02,72.5,2.770000,12.230000,26.250000,30.830000,14.510000,5.120000,5.290000,14.870000,25.010000,0.000000,74.910000,52.980000,0.000000,14.510000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

45,11:00-11:15,0,44.14,61.67,220.71,33,33,42,25,75,175,24.34,42.5,0,33,80,88,61.67,24.33,105.715962,41.02,73,2.770000,12.230000,26.250000,30.830000,11.460000,5.120000,5.290000,11.750000,25.010000,0.000000,74.910000,52.980000,0.000000,11.460000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

46,11:15-11:30,0,45.1,62.67,225.52,33,33,43,25.34,76,179,24.34,43,0,33,82,89,62.67,24.33,97.089867,41.02,73,2.770000,12.230000,26.250000,30.830000,12.420000,5.120000,5.290000,12.730000,25.010000,0.000000,74.910000,52.980000,0.000000,12.420000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

47,11:30-11:45,0,45.83,63.33,229.17,33,33,43,25.66,76,179,24.34,43.5,0,33,83,90,63.33,24.33,94.916286,41.02,73,2.770000,12.230000,26.250000,30.830000,13.370000,5.120000,5.290000,13.700000,25.010000,0.000000,74.910000,52.980000,0.000000,13.370000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

48,11:45-12:00,0,45.83,64,229.17,33,33,44,26,76,179,24.34,44.5,0,33,83,91,64,24.33,92.157885,41.02,73,2.770000,12.230000,26.250000,30.830000,14.950000,5.120000,5.290000,15.320000,25.010000,0.000000,74.910000,52.980000,0.000000,14.950000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

49,12:00-12:15,0,45.83,64.67,229.17,33,33,43,26.34,76,179,24.84,45.5,0,33,87,90,64.67,24.83,91.641294,30.02,74.5,2.770000,12.230000,26.250000,30.830000,14.950000,5.420000,5.290000,15.320000,25.010000,0.000000,74.910000,52.980000,0.000000,14.950000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

50,12:15-12:30,0,45.83,65,229.17,33,33,43,27.34,76,179,25.34,45.5,0,33,87,90,65,25.33,88.444278,30.62,76,2.770000,12.230000,26.250000,30.830000,14.950000,5.420000,5.290000,15.320000,25.010000,0.000000,74.910000,52.980000,0.000000,14.950000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

51,12:30-12:45,0,45.83,66,229.17,33,33,43,27.66,79,186,25.84,46.5,0,33,87,90,66,25.83,92.391813,31.22,77.5,2.770000,12.230000,26.250000,30.830000,14.950000,5.420000,5.290000,15.320000,25.010000,0.000000,74.910000,52.980000,0.000000,14.950000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

52,12:45-13:00,0,45.83,66.33,229.17,33,33,43,28,79,186,26.34,45.5,0,33,87,90,66.33,26.33,95.842251,31.82,79,2.770000,12.230000,26.250000,30.830000,14.950000,5.420000,5.290000,15.320000,25.010000,0.000000,74.910000,52.980000,0.000000,14.950000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

53,13:00-13:15,0,45.83,66.67,229.17,33,33,43,28.34,79,186,26.34,44.5,0,33,86,90,66.67,26.33,99.916497,32.22,79,2.870000,12.230000,26.250000,30.830000,14.950000,5.650000,5.130000,15.320000,25.010000,0.000000,74.910000,52.980000,0.000000,14.950000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

54,13:15-13:30,0,45.83,66.67,229.17,33,33,43,28.66,79,186,26.16,44.5,0,33,85,90,66.67,26.17,104.751009,33.22,78.5,2.870000,12.230000,26.250000,30.830000,14.950000,5.650000,5.130000,15.320000,25.010000,0.000000,74.910000,52.980000,0.000000,14.950000,0.000000,7.650000,0.000000,8.760000,10.950000,109.820000,0.000000,0.000000,70.220000,0.000000,0.000000,0.000000,0.000000,0.000000,57.510000

