Time,Block,WR/2023/20937/A/2967,WR/2023/20914/A/2953,NR/2024/18306/C,NR/2024/18285/A/2942,NR/2023/18204/A/2825,NR/2023/18074/A/2807,NR/2023/18183/A/2968,Total
69,17:00-17:15,0.000000,0.000000,0.69,9.600000,5.760000,0.480000,0.000000,16.53

70,17:15-17:30,0.000000,0.000000,0.4,9.600000,5.760000,0.480000,0.000000,16.24

71,17:30-17:45,0.000000,0.000000,0.2,9.600000,5.760000,0.480000,0.000000,16.04

72,17:45-18:00,0.000000,0.000000,0,9.600000,5.760000,0.480000,0.000000,15.84

73,18:00-18:15,25.000000,55.000000,0,9.600000,5.760000,0.480000,0.000000,95.84

74,18:15-18:30,25.000000,55.000000,0,9.600000,5.760000,0.480000,0.000000,95.84

75,18:30-18:45,25.000000,55.000000,0,9.600000,5.760000,0.480000,0.000000,95.84

76,18:45-19:00,25.000000,55.000000,0,9.600000,5.760000,0.480000,0.000000,95.84

77,19:00-19:15,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

78,19:15-19:30,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

79,19:30-19:45,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

80,19:45-20:00,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

81,20:00-20:15,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

82,20:15-20:30,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

83,20:30-20:45,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

84,20:45-21:00,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

85,21:00-21:15,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

86,21:15-21:30,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

87,21:30-21:45,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

88,21:45-22:00,25.000000,55.000000,0,9.600000,5.760000,0.580000,158.480000,254.42

89,22:00-22:15,0.000000,55.000000,0,9.600000,5.760000,0.480000,0.000000,70.84

90,22:15-22:30,0.000000,55.000000,0,9.600000,5.760000,0.480000,0.000000,70.84

91,22:30-22:45,0.000000,55.000000,0,9.600000,5.760000,0.480000,0.000000,70.84

92,22:45-23:00,0.000000,55.000000,0,9.600000,5.760000,0.480000,0.000000,70.84

93,23:00-23:15,0.000000,0.000000,0,9.600000,5.760000,0.480000,0.000000,15.84

94,23:15-23:30,0.000000,0.000000,0,9.600000,5.760000,0.480000,0.000000,15.84

95,23:30-23:45,0.000000,0.000000,0,9.600000,5.760000,0.480000,0.000000,15.84

96,23:45-24:00,0.000000,0.000000,0,9.600000,5.760000,0.480000,0.000000,15.84

