Block,Time Block,BRBCL,CHAMERA1,BSIUL,CHAMERA2,CHAMERA3,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-I,KHSTPP-II,KKNPPU2,KISHANGANGA,KKNP,KOLDAM,KOTESHWR,KUDGI,MAPS,NJPC,NAPP,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,RAMPUR,RIHAND3,RAPPB,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPC,RSTPSU7,SEWA2,SALAL,SASAN,SIMHST1,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,TALA,TALST2,TelanganaSTPP,TEHRI,TANDA2,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,URI2,URI,VALLURNTECL,ANTA_CRF,AURY_LF,ANTA_LF,AURY_GF,ANTA_GF,AURY_CRF,ANTA_RF,AURY_RF,DADRI_GF,DADRI_CRF,DADRI_RF,DADRI_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
59,14:30-14:45,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,107.94,0,93.21,59.59,0,67.77,0,0,12.85,402.81,0,0,94.93,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,0,0,107.94,0,93.21,59.59,0,67.77,0,0,12.85,402.81,0,0,94.93,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,7.2,0,123.16,0,97.17,83.98,0,67.77,0,0,12.85,402.81,0,0,94.93,0.79,0.49,0,0,0,0,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,0,7.2,0,123.16,0,97.17,84.06,0,67.77,0,11.23,12.85,402.81,0,0,94.93,0.79,0.49,0,0,0,12.95,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,78.46,0,8.13,0,0,10.01,0,0,26.58,51.4,0,0,0,0,0,0,0,7.2,1.05,123.16,0,93.21,67.14,0,67.77,0,11.34,12.85,402.81,0,0,94.93,0.68,0.49,0,0,0,12.95,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,19.24,0,6.27,0,0,0,366.13,11.81,19.06,348.21,0,0,24.55,93.95,0,8.13,0,0,10.01,0,0,26.58,51.4,0,0,0,0,0,0,0,14.41,1.05,123.16,0,93.21,67.14,0,67.77,0,11.34,12.85,402.81,0,0,94.93,0.68,0.49,0,0,0,25.89,3.93,17.4,28.38,13.84,1.92,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,19.24,13.18,6.27,0,0,10.51,366.13,11.81,19.06,348.21,0,0,24.55,93.95,0,8.13,0,0,10.01,0,0,26.58,51.4,0,0,0,0,0,0,0,14.41,1.05,123.16,0,93.21,59.92,0,67.77,0,11.34,12.85,402.81,0,0,94.93,0.68,0.49,0,0,0,25.89,3.93,14.64,23.79,11.85,1.67,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,19.24,27.06,6.27,0,0,10.51,366.13,11.18,19.06,348.21,0,0,27.29,93.95,0,8.13,0,0,10.01,0,0,26.58,51.4,0,0,0,0,0,0,0,14.41,1.05,123.16,0,93.21,59.67,0,67.77,0,18.16,12.85,402.81,0,0,94.93,0.68,0.49,0,0,0,38.84,3.93,14.64,23.79,11.85,1.67,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,19.24,40.54,6.27,0,0,10.51,366.13,11.18,19.06,351.57,0,0,27.29,93.95,0,8.13,0,0,10.01,0,0,47.34,51.4,0,0,0,0,0,0,0,2.52,1.88,123.16,0,117.26,74.27,0,67.77,0,18.16,12.85,402.81,0,0,105.51,0.68,0.49,0,0,0,38.84,3.41,16.5,27.9,12.32,1.33,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,19.24,40.54,6.27,0,0,10.51,366.13,11.18,19.06,351.57,0,0,27.29,93.95,0,8.13,0,0,10.01,0,0,47.34,51.4,0,0,0,0,0,0,0,0,1.88,123.16,0,117.26,84.44,0,67.77,0,18.16,12.85,402.81,0,0,105.51,0.68,0.49,0,0,0,38.84,3.41,16.5,27.9,12.32,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,19.24,40.54,12.54,3.95,0,10.51,368.42,13.67,19.06,434.78,0,0,44.08,142.65,0,8.13,0,0,10.01,0,0,47.34,51.4,0,0,0,0,0,0,0,0,1.88,123.16,0,117.26,88.28,0,67.77,0,18.16,12.85,402.81,0,0,105.51,0.68,0.49,0,0,0,38.84,3.41,20.01,33.49,15.08,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,19.24,40.54,12.54,15.63,0,10.51,368.42,17.51,19.06,523.27,0,0,44.08,142.65,0,8.13,0,0,10.01,0,0,47.34,51.4,0,0,0,0,0,0,0,0,1.88,123.16,0,117.26,92.32,0,67.77,0,18.16,12.85,402.81,0,0,105.51,0.68,0.49,0,0,0,38.84,4.04,20.01,33.49,15.08,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,19.24,40.54,6.27,15.63,0,10.51,401.2,17.51,19.06,595.78,0,0,44.08,142.65,0,8.13,0,1.85,10.01,0,0,47.34,51.4,0,0,0,0,0,0,0,0,1.88,123.16,0,117.26,92.32,0,67.77,0,18.16,12.85,402.81,0,0,105.51,0.68,0.49,0,0,0,40.07,4.04,25.97,38.16,20.48,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,19.24,40.54,6.27,15.63,0,10.48,438.8,17.51,19.06,595.78,0,0,44.08,142.65,0,8.13,0,3.7,10.01,0,0,47.34,51.4,0,0,0,0,0,0,0,0,1.88,123.16,0,117.26,92.32,0,67.77,0,18.16,12.85,402.81,0,0,105.51,0.68,0.49,0,0,0,51.78,4.04,26.09,38.16,20.48,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,19.24,40.54,6.27,15.63,11.21,21.03,504.19,17.51,19.06,595.78,0,0,44.08,142.65,0,8.13,0,5.54,10.01,0,0,79.4,51.4,0,0,0,0,0,0,4.13,0,3.14,123.1,0,117.18,92.32,0,67.77,0,18.16,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,38.16,20.48,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,19.24,40.54,6.27,31.25,22.41,21.03,552,17.51,38.11,595.78,0,0,44.08,142.65,0,8.13,0,7.4,10.01,0,0,106.32,51.4,0,0,0,0,0,0,7.38,8.66,4.19,123.1,0,117.18,92.32,0,67.77,0,18.16,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,38.16,20.48,1.39,36.6,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,19.24,40.54,18.81,46.88,33.65,42.05,600.38,17.51,57.17,595.78,0,0,44.08,142.65,0,8.13,0,7.4,11.13,0,0,132.89,51.4,0,0,0,0,0,0,38.32,28.84,5.17,123.1,0,117.18,92.32,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,38.16,20.48,1.39,36.6,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.24,40.54,18.81,46.88,33.65,42.05,660.98,17.51,57.17,595.78,0,0,44.08,142.65,0,8.13,0,7.4,11.13,0,0,132.89,51.4,0,0,0,0,0,0,38.32,28.84,5.17,123.1,0,117.18,92.32,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,38.16,20.48,1.39,36.6,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,19.24,40.54,18.81,46.88,33.65,42.05,660.98,17.51,57.17,626.66,0,0,44.08,142.65,0,8.13,0,7.4,11.13,0,0,132.89,51.4,0,0,0,0,0,0,38.32,28.84,5.17,123.1,0,117.18,92.32,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,38.16,20.48,1.39,36.6,38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.24,40.54,18.81,46.88,33.65,42.05,660.98,17.51,57.17,626.66,0,0,44.08,142.65,0,8.13,0,7.4,11.13,0,0,132.89,51.4,0,0,0,0,0,0,38.32,28.84,5.17,123.1,0,117.18,92.32,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,38.16,20.48,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.24,40.54,18.81,46.88,33.65,21.03,660.98,17.51,57.17,626.66,0,0,44.08,142.65,0,8.13,0,7.4,11.13,0,0,132.89,51.4,0,0,0,0,0,0,38.32,28.84,5.17,123.1,0,96.91,86.36,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.24,40.54,18.81,46.88,33.65,21.03,660.98,17.51,57.17,626.66,0,0,44.08,142.65,0,8.13,0,7.4,11.13,0,0,132.89,51.4,0,0,0,0,0,0,38.32,28.84,5.17,123.1,0,96.91,86.36,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.24,40.54,18.81,46.88,33.65,21.03,660.98,17.51,57.17,626.66,0,0,44.08,142.65,0,8.13,0,5.54,11.13,0,0,132.89,51.4,0,0,0,0,0,0,38.32,28.84,5.17,123.1,0,115.6,92.32,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,19.24,40.54,18.81,46.88,33.65,21.03,660.98,17.51,57.17,626.66,0,0,44.08,142.65,0,8.13,0,5.54,11.13,0,0,106.32,51.4,0,0,0,0,0,0,38.32,28.84,4.19,123.1,0,96.91,92.32,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,19.24,40.54,3.17,15.82,8.84,21.03,600.38,17.51,49.4,626.66,0,0,44.08,142.65,0,8.13,0,5.54,10.01,0,0,79.73,51.4,0,0,0,0,0,0,7.38,5.05,3.15,123.1,0,96.91,92.32,0,67.77,0,18.16,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,19.24,40.54,3.17,15.82,8.84,21.03,552.28,17.51,49.4,626.66,0,0,44.08,142.65,0,8.13,0,5.54,10.01,0,0,79.73,51.4,0,0,0,0,0,0,7.38,5.05,3.15,123.1,0,117.18,86.36,0,67.77,0,18.16,12.85,402.81,0,0,105.43,0.68,1.23,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,19.24,40.54,3.17,15.82,8.84,21.03,504.19,17.51,49.4,626.66,0,0,44.08,142.65,0,8.13,0,5.54,10.01,0,0,79.73,51.4,0,0,0,0,0,0,7.38,5.05,3.15,123.1,0,117.18,92.32,0,67.77,0,18.16,12.85,402.81,0,0,105.43,0.68,0.49,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,19.24,40.54,3.17,15.82,19.16,21.03,438.78,17.51,49.4,626.66,0,0,44.08,142.65,0,8.13,0,5.54,10.01,0,0,106.32,51.4,0,0,0,0,0,0,7.38,5.05,4.19,123.1,0,117.18,92.32,0,67.77,0,18.16,12.85,402.81,0,0,105.43,0.68,0.49,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,19.24,40.54,18.81,46.88,33.65,31.54,438.78,17.51,57.17,626.66,0,0,44.08,142.65,0,8.13,0,7.4,11.13,0,0,106.32,51.4,0,0,0,0,0,0,38.32,28.84,4.19,123.1,0,117.18,92.32,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,0.49,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,19.24,40.54,18.81,46.88,33.65,31.54,438.78,17.51,57.17,626.66,0,0,44.08,142.65,0,8.13,0,7.4,11.13,0,0,132.89,51.4,0,0,0,0,0,0,38.32,28.84,5.17,123.1,0,117.18,92.32,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,0.49,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,19.24,40.54,18.81,46.88,33.65,31.54,368.41,17.51,57.17,596.74,0,0,44.08,142.65,0,8.13,0,7.4,11.13,0,0,132.89,51.4,0,0,0,0,0,0,38.32,28.84,5.17,123.1,0,117.18,92.32,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,0.49,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,19.24,40.54,18.81,46.88,33.65,31.54,368.41,17.51,57.17,596.74,0,0,44.08,142.65,0,8.13,0,7.4,11.13,0,0,106.32,51.4,0,0,0,0,0,0,38.32,28.84,4.19,123.1,0,117.18,92.32,0,67.77,0,19.31,12.85,402.81,0,0,105.43,0.68,0.49,0,0,0,51.78,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,19.24,40.54,6.27,46.88,22.41,21.03,438.15,17.51,38.11,596.74,0,0,44.08,142.65,0,8.13,0,5.54,10.01,0,0,78.55,51.4,0,0,0,0,0,0,22.11,3.61,3.1,123.1,0,117.18,92.32,0,67.77,0,18.16,12.85,402.81,0,0,105.43,0.68,0.49,0,0,0,38.84,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,19.24,40.54,6.27,46.88,11.21,10.51,438.78,17.51,19.06,596.74,0,0,44.08,142.65,0,8.13,0,3.7,10.01,0,0,50.03,51.4,0,0,0,0,0,0,19.16,0,1.97,123.1,0,117.18,92.32,0,67.77,0,18.16,12.85,402.81,0,0,105.43,0.68,0.49,0,0,0,38.84,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,19.24,40.54,6.27,15.63,11.21,0,438.78,17.51,19.06,596.74,0,0,44.08,142.65,0,8.13,0,1.85,10.01,0,0,26.58,51.4,0,0,0,0,0,0,19.16,0,1.05,123.1,0,117.18,92.32,0,67.77,0,18.16,2.24,402.81,0,0,105.43,0.68,0.49,0,0,0,38.84,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,19.24,40.54,6.27,15.63,11.21,0,438.78,17.51,19.06,596.74,0,0,44.08,142.65,0,8.13,0,1.85,10.01,0,0,0,51.4,0,0,0,0,0,0,19.16,0,0,123.1,0,117.18,92.32,0,67.77,0,18.16,2.24,402.81,0,0,105.43,0.68,0.49,0,0,0,38.84,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,19.24,26.98,6.27,31.25,11.21,0,438.78,17.51,19.06,596.74,0,0,44.08,142.65,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,19.16,0,0,123.1,0,117.18,92.32,0,67.77,0,18.16,2.24,402.81,0,0,99.44,0.68,0,0,0,0,38.84,3.25,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,19.17,13.46,6.27,31.25,11.21,0,438.78,17.51,19.06,596.74,0,0,44.08,142.65,0,8.13,0,0,10.01,0,0,0,51.4,0,0,0,0,0,0,4.13,0,0,123.1,0,117.18,92.32,0,67.77,0,18.16,2.24,402.81,0,0,99.44,0.68,0,0,0,0,38.84,3.24,26.09,35.3,20.48,1.39,36.6,33.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

