Block,Time,NAPP,NJPC,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,SINGRAULI_HYDRO,TANAKPUR,TANDA2,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SALAL,URI2,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,JHAJJAR,KISHANGANGA,KOLDAM,DADRT2,KOTESHWR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,FSTPP I & II,BRBCL,KHSTPP-II,KHSTPP-I,TALA,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
6,01:15-01:30,21.130895,0,0,0,0,59.009958,94.319983,1.075357,6.0207,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,53.452,35.068229,13.2,42.14808,43.63516,31.709733,0,53.905351,467.87613,2.551476,1.063965,689.353782,18.063254,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.661716,1.341844,0.82956,0,0,0.022853,0,0,0,0.020614,0,0

7,01:30-01:45,21.130895,0,0,0,0,59.009958,94.319983,1.075357,1.281,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.2,42.14808,43.63516,31.709733,0,53.905351,467.87613,2.551476,0.214943,689.353782,18.063254,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.661716,1.341844,0.82956,0,0,0.022853,0,0,0,0.020614,0,0

8,01:45-02:00,21.130895,0,0,0,0,59.009958,94.319983,1.075357,0.6405,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.2,42.14808,43.63516,31.709733,0,53.905351,467.87613,2.551476,0,689.353782,18.063254,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.661716,1.341844,0.82956,0,0,0.022853,0,0,0,0.020614,0,0

9,02:00-02:15,21.130895,0,0,0,0,59.009958,94.319983,1.075357,0.6405,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.2,42.14808,43.63516,31.709733,0,53.905351,467.87613,2.551476,0,689.353782,18.063254,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.661716,1.341844,0.82956,0,0,0.022853,0,0,0,0.020614,0,0

10,02:15-02:30,21.130895,0,0,0,0,59.009958,94.319983,1.075357,0.6405,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.2,42.14808,43.63516,31.709733,0,53.905351,467.87613,2.551476,0,689.353782,18.063254,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.661716,1.341844,0.82956,0,0,0.022853,0,0,0,0.020614,0,0

11,02:30-02:45,21.130895,0,0,0,0,59.009958,94.319983,1.075357,0.6405,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.2,36.972,43.63516,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.661716,1.341844,0.82956,0,0,0.022853,0,0,0,0.020614,0,0

12,02:45-03:00,21.130895,0,0,0,0,59.009958,94.319983,1.075357,0.6405,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.2,28.09872,43.63516,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.661716,1.341844,0.82956,0,0,0.022853,0,0,0,0.020614,0,0

13,03:00-03:15,21.130895,0,0,0,0,59.009958,94.319983,1.075357,0.6405,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.2,28.09872,43.63516,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

14,03:15-03:30,21.130895,0,0,0,0,59.009958,94.319983,1.075357,0.6405,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.2,28.09872,29.090107,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

15,03:30-03:45,21.130895,0,0,0,0,59.009958,94.319983,1.075357,1.9215,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.2,28.09872,29.090107,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

16,03:45-04:00,21.130895,0,3.47244,0,0,59.009958,94.319983,1.075357,1.9215,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.1076,28.09872,29.090107,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

17,04:00-04:15,21.130895,0,3.47244,0,0,59.009958,94.319983,1.075357,1.9215,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.1076,28.09872,29.090107,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

18,04:15-04:30,21.130895,25.287274,3.47244,0.487611,0,59.009958,94.319983,1.075357,1.9215,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,84.826,35.068229,13.1076,28.09872,29.090107,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

19,04:30-04:45,21.130895,50.57455,3.47244,0.975221,0,59.009958,94.319983,1.075357,6.0207,2.525984,29.038971,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.815,35.068229,13.1076,28.09872,29.090107,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

20,04:45-05:00,21.130895,50.57455,8.333857,0.975221,0,59.009958,94.319983,1.075357,6.0207,2.525984,19.359314,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.815,35.068229,13.1076,28.09872,29.090107,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

21,05:00-05:15,21.130895,50.57455,36.113381,0.975221,0,59.009958,94.319983,1.075357,6.0207,2.525984,0,20.614314,43.545976,26.963602,1.427606,52.992,120.694688,126.520837,17.179062,137.242189,66.815,35.068229,13.1076,42.14808,29.090107,21.118518,9.915136,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

22,05:15-05:30,21.130895,73.711893,54.170072,1.420431,0,59.009958,94.319983,1.075357,6.0207,2.525984,0,20.614314,43.545976,26.963602,1.427606,52.992,120.694688,126.520837,17.179062,137.242189,66.815,35.068229,13.1076,42.14808,29.090107,21.118518,19.830272,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

23,05:30-05:45,21.130895,73.711893,54.170072,1.420431,0,59.009958,94.319983,1.075357,1.9215,2.525984,0,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.815,35.068229,13.1076,42.14808,29.090107,21.118518,29.745407,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.42,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.84,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

24,05:45-06:00,21.130895,73.711893,54.170072,1.420431,0,59.009958,94.319983,1.075357,1.9215,2.525984,0,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.815,35.068229,13.1076,42.14808,29.090107,21.118518,29.745407,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,40.819993,0,0,0,69.68323,0,0,0,53.510658,44.997598,0,3.03,2.38,3.42,0.44,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.89,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.707345,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

25,06:00-06:15,21.130895,73.711893,54.170072,1.420431,0,59.009958,94.319983,1.075357,1.9215,2.525984,0,20.614314,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.815,35.068229,13.1076,42.14808,29.090107,21.118518,29.745407,53.905351,467.87613,2.551476,0,689.353782,0,0,40.819993,0,0,0,69.68323,0,0,0,43.781448,54.726808,0,3.03,2.38,3.42,0.44,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.89,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

26,06:15-06:30,21.130895,73.711893,36.113381,1.420431,0,59.009958,94.319983,1.075357,1.9215,2.525984,0,21.485342,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.815,35.068229,13.1076,42.14808,43.63516,31.709733,29.745407,53.905351,467.87613,2.551476,0,689.353782,0,0,40.819993,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.42,0.44,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.89,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

27,06:30-06:45,21.130895,73.711893,6.94488,1.420431,0,59.009958,94.319983,1.075357,1.9215,2.525984,0,21.485342,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,19.6614,42.14808,43.63516,31.709733,29.745407,53.905351,467.87613,2.551476,0,689.353782,0,0,40.819993,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.42,0.44,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.89,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

28,06:45-07:00,21.130895,73.711893,3.47244,1.420431,0,59.009958,94.319983,1.075357,1.9215,2.525984,0,21.485342,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,19.6614,42.14808,43.63516,31.709733,29.745407,53.905351,467.87613,2.551476,0,689.353782,0,0,40.819993,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.42,0.44,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.89,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

29,07:00-07:15,21.130895,73.711893,0,1.420431,0,59.009958,94.319983,1.075357,1.9215,2.525984,0,21.485342,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,19.6614,42.14808,43.63516,31.709733,29.745407,53.905351,467.87613,2.551476,0,689.353782,0,0,40.819993,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.86,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

30,07:15-07:30,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.075357,1.9215,2.525984,0,21.485342,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,19.6614,42.14808,43.63516,31.709733,29.745407,53.905351,467.87613,2.551476,0,689.353782,0,0,40.819993,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.86,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

31,07:30-07:45,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.075357,1.9215,2.525984,0,21.485342,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,19.6614,42.14808,43.63516,31.709733,29.745407,53.905351,467.87613,2.551476,0,689.353782,0,0,40.819993,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.86,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

