Block,Time,NAPP,NJPC,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,SINGRAULI_HYDRO,TANAKPUR,TANDA2,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SALAL,URI2,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,JHAJJAR,KISHANGANGA,KOLDAM,DADRT2,KOTESHWR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,FSTPP I & II,BRBCL,KHSTPP-II,KHSTPP-I,TALA,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
32,07:45:08:00,21.130895,40.951052,0,0.789576,0,59.009958,94.319983,1.075357,1.9215,2.525984,0,21.485342,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,19.6614,42.14808,43.63516,31.709733,29.745407,53.905351,467.87613,2.551476,0,689.353782,0,0,40.819993,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.86,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.020614,0,0

33,08:00-08:15,21.130895,40.951052,0,0.789576,0,59.009958,94.319983,1.075357,0,2.525984,0,21.485342,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,19.6614,42.14808,43.63516,31.709733,19.830272,53.905351,467.87613,2.551476,0,689.353782,0,0,40.23685,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.86,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.02055,0,0

34,08:15-08:30,21.130895,40.951052,0,0.789576,0,59.009958,94.319983,1.075357,0,2.525984,0,21.485342,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,19.6614,28.09872,43.63516,31.709733,19.830272,53.905351,467.87613,2.551476,0,689.353782,0,0,40.23685,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.86,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.02055,0,0

35,08:30-08:45,21.130895,40.951052,0,0.789576,0,59.009958,94.319983,1.075357,0,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,19.6614,28.09872,43.63516,31.709733,9.915136,53.905351,467.87613,2.551476,0,689.353782,0,0,39.653707,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.49,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.92,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.02055,0,0

36,08:45:09:00,21.130895,40.951052,0,0.789576,0,59.009958,94.319983,1.075357,0,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,19.6614,28.09872,43.63516,31.709733,0,53.905351,467.87613,2.551476,0,689.353782,0,0,39.653707,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.49,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.92,17.514,15.00135,147.515625,32.778,0,2.395424,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.02304,0,0,0,0.02055,0,0

37,09:00:09:15,21.130895,40.951052,0,0.789576,0,59.009958,94.319983,1.075357,0,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.652699,13.1076,28.09872,29.001777,21.118518,0,53.905351,467.87613,2.551476,0,689.353782,0,0,39.070564,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.49,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.92,17.792,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022666,0,0,0,0.020454,0,0

38,09:15-09:30,21.130895,40.951052,0,0.789576,0,59.009958,94.319983,1.075357,0,2.525984,0,22.193777,43.545976,26.963602,1.427606,52.992,120.694688,126.520837,17.179062,137.242189,79.016,35.652699,13.1076,28.09872,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,0,0,39.070564,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.49,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.92,17.792,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022666,0,0,0,0.020454,0,0

39,09:30-09:45,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.075357,0,2.525984,0,22.193777,43.545976,26.963602,1.427606,52.992,120.694688,126.520837,17.179062,137.242189,79.016,35.652699,13.1076,14.04936,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,0,0,38.487422,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.49,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.92,17.792,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022666,0,0,0,0.020454,0,0

40,09:45-10:00,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.075357,0,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.652699,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,0,0,38.487422,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.5,0.88,0.2,2,1.1,1.61,0,1.85,6.05,1.94,0,6.22,0.24,1.83,0.95,17.792,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022666,0,0,0,0.020454,0,0

41,10:00-10:15,21.130895,75.861824,0,1.462832,0,59.009958,94.319983,1.075357,1.0248,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,0,0,38.487422,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.44,0.88,0.2,2,1.1,1.61,0,1.76,6.05,1.94,0,6.22,0.24,1.83,0.94,18.07,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.661716,1.341844,0.82956,0,0,0.022666,0,0,0,0.020134,0,0

42,10:15-10:30,21.130895,75.861824,0,1.462832,0,59.009958,94.319983,1.075357,1.0248,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,0,0,38.487422,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,1,18.07,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.661716,1.341844,0.82956,0,0,0.022666,0,0,0,0.020134,0,0

43,10:30-10:45,21.130895,75.861824,0,1.462832,0,59.009958,94.319983,1.075357,1.0248,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,0,0,37.904279,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,1,18.07,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.022666,0,0,0,0.020134,0,0

44,10:45-11:00,21.130895,75.861824,0,1.462832,0,59.009958,94.319983,1.075357,1.0248,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,0,0,37.904279,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,1,18.07,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.022666,0,0,0,0.020134,0,0

45,11:00-11:15,21.130895,75.861824,0,1.462832,0,59.009958,94.319983,1.075357,1.0248,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.904279,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,1,18.07,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.022666,0,0,0,0.019975,0,0

46,11:15-11:30,21.130895,75.861824,0,1.462832,0,59.009958,94.319983,1.075357,1.0248,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,79.016,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.904279,0,0,0,69.68323,0,0,0,34.052237,54.726808,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,1,18.07,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.022666,0,0,0,0.019975,0,0

47,11:30-11:45,21.130895,75.861824,0,1.462832,0,59.009958,94.319983,1.095647,1.0248,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,67.396,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.904279,0,0,0,69.68323,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,0.94,18.07,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.022666,0,0,0,0.019975,0,0

48,11:45-12:00,21.130895,75.861824,0,1.462832,0,59.009958,94.319983,1.095647,1.0248,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,67.396,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.904279,0,0,0,69.68323,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,0.94,18.07,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.022666,0,0,0,0.019975,0,0

49,12:00-12:15,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.095647,0.5124,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,67.396,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,69.68323,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,0.94,18.348,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.022481,0,0,0,0.019975,0,0

50,12:15-12:30,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.095647,0.5124,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,67.396,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,69.68323,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,0.94,18.348,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.022481,0,0,0,0.019975,0,0

51,12:30-12:45,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.095647,0.5124,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,67.396,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,69.68323,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.46,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,0.94,18.765,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022481,0,0,0,0.019975,0,0

52,12:45-13:00,21.130895,25.287274,0,0.487611,0,59.009958,94.319983,1.095647,0.5124,2.525984,0,22.193777,43.545976,26.963602,1.427606,52.992,120.694688,126.520837,17.179062,137.242189,67.396,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,69.68323,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.22,0.24,1.83,0.88,18.765,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022481,0,0,0,0.019975,0,0

53,13:00-13:15,21.130895,0,0,0,0,59.009958,94.319983,1.095647,0.5124,2.525984,0,22.193777,43.545976,26.963602,1.427606,52.992,120.694688,126.520837,17.179062,137.242189,67.396,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,2.98,2.38,3.78,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.3,0.24,1.83,0.88,18.765,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022481,0,0,0,0.007191,0,0.012784

54,13:15-13:30,21.130895,0,0,0,0,59.009958,94.319983,1.095647,0.5124,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,67.396,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,2.98,2.38,3.78,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.39,0.24,1.83,0.88,18.765,15.00135,147.515625,32.778,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022481,0,0,0,0.007191,0,0.012784

55,13:30-13:45,21.130895,0,0,0,0,59.009958,94.319983,1.095647,0.6405,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,67.396,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,2.99,2.38,3.78,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.47,0.24,1.83,0.88,18.765,15.00135,147.515625,31.564,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022481,0,0,0,0.007191,0,0.012943

56,13:45-14:00,21.130895,0,0,0,0,59.009958,94.319983,1.095647,0.6405,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,67.396,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,2.99,2.38,3.78,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.56,0.24,1.83,0.88,18.765,15.00135,147.515625,31.564,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022481,0,0,0,0.007191,0,0.012943

57,14:00-14:15,21.130895,0,0,0,0,59.009958,94.319983,1.095647,0.6405,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,68.558,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,2.99,2.38,3.78,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.72,0.24,1.83,0.88,18.765,15.00135,147.515625,31.564,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

58,14:15-14:30,21.130895,0,0,0,0,59.009958,94.319983,1.095647,0.6405,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,68.558,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,2.99,2.38,3.78,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,6.89,0.24,1.83,0.88,18.765,15.00135,147.515625,31.564,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

59,14:30-14:45,21.130895,0,0,0,0,59.009958,94.319983,1.095647,0.6405,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,68.558,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,2.99,2.38,3.78,0.44,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,7.01,0.24,1.83,0.88,18.765,15.00135,147.515625,31.564,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

60,14:45-15:00,21.130895,0,0,0,0,59.009958,94.319983,1.095647,0.6405,2.525984,0,22.193777,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,68.558,35.068229,13.1076,0,14.42728,10.559259,0,53.905351,467.87613,2.551476,0.859769,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,2.99,2.38,3.78,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,7.1,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

61,15:00-15:15,21.130895,0,0,0,0,59.009958,94.319983,1.095647,0.6405,2.525984,0,21.194999,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,68.558,35.652699,13.1076,0,29.001777,10.559259,0,53.905351,467.87613,2.551476,0.924252,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,7.18,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

62,15:15-15:30,21.130895,7.985455,0,0.15547,0,59.009958,94.319983,1.095647,0.6405,2.525984,0,21.194999,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,68.558,35.652699,13.1076,0,29.001777,10.559259,0,53.905351,467.87613,2.551476,1.063965,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,7.18,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

63,15:30-15:45,21.130895,25.287274,0,0.487611,0,59.009958,94.319983,1.095647,8.3265,2.525984,0,21.194999,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.652699,13.1076,14.04936,29.001777,10.559259,0,53.905351,467.87613,2.551476,2.12793,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,7.26,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

64,15:45-16:00,21.130895,50.57455,0,0.975221,0,59.009958,94.319983,1.095647,8.3265,2.525984,0,21.194999,43.545976,26.963602,1.427606,50.784,120.694688,126.520837,17.179062,137.242189,66.234,35.652699,13.1076,28.09872,29.001777,10.559259,0,53.905351,467.87613,2.551476,2.12793,689.353782,8.712863,0,37.321136,0,0,0,52.86314,0,0,0,34.052237,55.334884,0,3.03,2.38,3.78,0.42,0.88,0.2,2,1.1,1.61,0,1.61,6.05,1.94,0,7.26,0.24,1.83,0.84,18.765,15.00135,147.515625,31.564,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.022296,0,0,0,0.007191,0,0.012943

