Block,Time,CHAMERA1,CHAMERA2,DULHASTI,KKNPPU2,NNTPP,RIHAND3,AURY_LF,DADRI_RF,BRBCL,KGSU1AND2,KHSTPP-II,MAPS,PARBATI2,SASAN,TALA,UNCHAHAR4,URI,CHAMERA3,KKNP,KOLDAM,KUDGI,NAPP,RAPPC,RAPPD,SIMHST1,SIMHST2,TelanganaSTPP,UNCHAHAR2,ANTA_CRF,BSIUL,KGSU3AND4,KOTESHWR,NLCTS2EXP,PARBATI3,RAMPUR,RIHAND2,RSTPSU1TO6,SINGRAULI,URI2,ANTA_RF,AURY_RF,RSTPSU7,TANDA2,TEHRI,VALLURNTECL,DADRT2,NJPC,NLCEXP,NLCIIST2,NTPL,RAPPB,TALST2,TANAKPUR,UNCHAHAR1,ANTA_GF,DADRI_CRF,DADRI_LF,DHAULIGNGA,FSTPP I & II,JHAJJAR,KISHANGANGA,SALAL,SINGRAULI_HYDRO,AURY_CRF,DADRI_GF,KHSTPP-I,NLCIIST1,RIHAND1,SEWA2,UNCHAHAR3,ANTA_LF,AURY_GF
58,14:15-14:30,28.1,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,3.23,3.2,38.64,35.03,0,2.05,0,25.38,67.71,0,0,0,0,45,0,13.04,0,0,0,36.83,6.59,124.58,0,150.34,38.1,48.55,80.77,0,5.7,0,0,229.46,165.99,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,267.11,8.63,80.18,1.11,0,0,45.53,0,97.23,6.3,27.68,0,0

59,14:30-14:45,42.15,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,3.23,3.2,50.79,35.03,0,4.6,0,25.38,67.71,0,0,0,0,45,0,13.04,0,10.43,0,23.02,6.98,124.58,0,150.34,38.1,48.55,80.77,0,5.7,0,0,229.46,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,267.11,8.63,80.18,1.11,0,0,45.53,0,97.23,12.61,27.68,0,0

60,14:45-15:00,42.15,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,3.23,3.2,50.79,35.03,0,7,0,25.38,67.71,0,0,0,0,45,0,13.04,0,10.43,0,23.02,6.98,124.58,0,150.34,38.1,48.55,80.77,0,5.7,0,0,229.46,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,267.11,8.63,80.18,1.11,0,0,45.53,0,97.23,12.61,27.68,0,0

61,15:00-15:15,42.15,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,9.55,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,10.43,0,23.02,6.98,124.58,0,150.34,38.1,48.55,80.77,0,5.7,0,0,229.46,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,267.11,8.63,80.18,1.11,0,0,45.53,0,97.23,12.61,27.68,0,0

62,15:15-15:30,42.15,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,9.55,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,10.43,0,23.02,6.98,124.58,0,150.34,38.1,48.55,80.77,0,5.7,0,0,266.95,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,377.11,8.63,80.18,1.11,0,0,45.53,0,97.23,12.61,27.68,0,0

63,15:30-15:45,42.15,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,9.55,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,10.43,0,23.02,6.98,124.58,0,150.34,38.1,48.55,80.77,0,5.7,0,0,304.44,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,377.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

64,15:45-16:00,42.15,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,9.55,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,10.43,0,23.02,6.98,124.58,0,150.34,38.1,48.55,80.77,0,5.7,0,0,304.44,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,377.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

65,16:00-16:15,42.15,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,9.55,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,10.43,0,23.02,6.98,124.58,0,150.34,38.1,47.89,80.77,0,5.7,0,0,341.93,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,377.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

66,16:15-16:30,42.15,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,9.55,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,13.04,0,10.43,0,23.02,6.98,124.58,0,150.34,38.1,47.89,80.77,0,5.7,0,0,341.93,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,377.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

67,16:30-16:45,42.15,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,9.55,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,6.52,0,10.43,0,23.02,6.98,124.58,0,150.34,38.1,47.24,80.77,0,5.7,10.11,0,379.42,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

68,16:45-17:00,42.15,49.4,58.69,0,0,130.79,0,98.41,20,0,148.3,0,28.56,354.38,9.55,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,6.52,0,10.43,0,33.76,6.98,124.58,0,150.34,38.1,47.24,80.77,0,5.7,20.22,0,379.42,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,18.2,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

69,17:00-17:15,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,28.56,354.38,11.03,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,6.52,0,10.43,0,33.76,6.98,124.58,0,150.34,38.1,47.24,80.77,0,5.7,30.33,0,416.91,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,19.46,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

70,17:15-17:30,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,30.06,354.38,11.03,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,6.52,0,10.43,0,33.76,6.98,124.58,0,150.34,38.1,47.24,80.77,0,5.7,30.33,0,454.4,180.89,0,0,0,0,0,5,21.94,0,0,0,10.95,20.15,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

71,17:30-17:45,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,37.57,354.38,11.03,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,6.52,0,10.43,0,36.83,6.98,124.58,0,150.34,38.1,47.24,80.77,0,5.7,30.33,0,491.9,180.89,0,0,0,0,0,5,21.94,0,0,0,21.88,20.8,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

72,17:45-18:00,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,45.08,354.38,11.03,3.2,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,45,0,6.52,0,10.43,0,36.83,6.98,124.58,0,150.34,38.1,47.24,80.77,0,5.7,30.33,0,529.39,180.89,0,0,0,0,0,5,21.94,0,0,0,21.88,20.8,447.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

73,18:00-18:15,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,48.84,354.38,11.03,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,6.52,0,10.43,0,38.36,6.98,124.58,0,150.34,38.1,47.24,80.77,0,5.7,30.33,0,566.88,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,20.8,260.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

74,18:15-18:30,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,52.6,354.38,11.03,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,6.52,0,10.43,0,42.96,6.98,124.58,0,150.34,38.1,47.24,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,3.72,21.94,0,0,0,21.88,20.8,260.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

75,18:30-18:45,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,56.36,371.25,11.03,2.3,51.01,35,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,10.43,0,46.03,6.98,124.58,0,150.34,38.1,47.24,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,3.72,21.94,0,0,0,32.83,20.8,260.11,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

76,18:45-19:00,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,59.51,371.25,11.03,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,47.24,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,3.72,21.94,0,0,0,43.78,20.8,210.11,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

77,19:00-19:15,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,59.51,371.25,9.55,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,47.5,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,3.72,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

78,19:15-19:30,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,59.51,371.25,9.55,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,47.5,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,3.72,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

79,19:30-19:45,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,59.51,371.25,9.55,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,47.89,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,3.72,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

80,19:45-20:00,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,59.51,371.25,9.55,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,47.89,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,3.72,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

81,20:00-20:15,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,59.51,371.25,5.43,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,47.89,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,3.72,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

82,20:15-20:30,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,59.51,371.25,5.43,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,47.89,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,3.72,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

83,20:30-20:45,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,52.6,371.25,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,10.43,0,78.25,6.98,124.58,0,150.34,38.1,47.89,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,3.72,21.94,0,0,0,43.78,20.8,209.61,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

84,20:45-21:00,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,52.6,371.25,5.43,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,10.43,0,78.25,6.98,124.58,0,150.34,38.1,47.89,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,3.72,21.94,0,0,0,43.78,20.8,209.61,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

85,21:00-21:15,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,52.6,371.25,0,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,13.04,0,10.43,0,78.25,6.98,124.58,0,150.34,38.1,48.55,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,4.35,21.94,0,0,0,43.78,20.8,209.61,8.63,80.18,1.11,0,0,45.53,0,97.23,18.9,27.68,0,0

86,21:15-21:30,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,59.51,371.25,0,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,48.55,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,4.35,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

87,21:30-21:45,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,52.6,371.25,0,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,48.55,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,4.35,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

88,21:45-22:00,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,52.6,371.25,0,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,48.55,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,4.35,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

89,22:00-22:15,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,52.6,371.25,0,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,48.81,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,4.35,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,20.09,27.68,0,0

90,22:15-22:30,43.14,51.05,59.5,0,0,95.79,0,98.41,20,0,148.3,0,52.6,371.25,0,2.3,51.01,36.84,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,20.46,0,23.17,0,78.83,7.15,124.58,0,150.34,40.16,48.81,80.77,0,5.7,30.33,0,573.92,182.59,0,0,0,0,0,4.35,21.94,0,0,0,43.78,20.8,209.61,8.68,80.18,1.11,0,0,45.53,0,97.23,12.11,27.68,0,0

91,22:30-22:45,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,52.6,371.25,0,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,19.56,0,10.66,0,78.25,6.98,124.58,0,150.34,38.1,48.81,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,4.35,21.94,0,0,0,43.78,20.8,209.61,8.63,80.18,1.11,0,0,45.53,0,97.23,3.99,27.68,0,0

92,22:45-23:00,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,52.6,371.25,0,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,19.56,0,10.43,0,78.25,6.98,124.58,0,150.34,38.1,48.81,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,4.35,21.94,0,0,0,43.78,20.8,209.61,8.63,80.18,1.11,0,0,45.53,0,97.23,3.99,27.68,0,0

93,23:00-23:15,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,48.84,371.25,0,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,19.56,0,10.43,0,78.25,6.98,124.58,0,150.34,38.1,49.2,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,3.07,21.94,0,0,0,43.78,20.8,209.61,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

94,23:15-23:30,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,48.84,371.25,0,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,19.56,0,10.43,0,78.25,6.98,124.58,0,150.34,38.1,49.2,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,3.07,21.94,0,0,0,43.78,20.8,209.61,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

95,23:30-23:45,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,48.84,371.25,0,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,19.56,0,10.43,0,78.25,6.98,124.58,0,150.34,38.1,49.2,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,1.79,21.94,0,0,0,43.78,20.8,209.61,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

96,23:45-24:00,42.15,49.4,58.69,0,0,95.79,0,98.41,20,0,148.3,0,48.84,371.25,0,2.3,51.01,35.03,0,9.59,0,25.38,67.71,0,0,0,0,44.5,0,19.56,0,10.43,0,78.25,6.98,124.58,0,150.34,38.1,49.2,80.77,0,5.7,30.33,0,573.92,180.89,0,0,0,0,0,1.79,21.94,0,0,0,43.78,20.8,209.61,8.63,80.18,1.11,0,0,45.53,0,97.23,0,27.68,0,0

