Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01112023/30112023/HP-10,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/03112023/30112023/IEX-231101-05680,NR/01102023/05012040/L_NR_2020_02,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01112023/30112023/HP-09,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/29112023/29112023/HPX-TAMCTG-281123-05322,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,WR/01102023/01102023/L_NR_2022_09,SR/01112023/30112023/KSEB_BYPL-NOV23,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10
86,21:15-21:30,1.610000,0.000000,0.000000,25.470000,0.000000,24.100000,98.350000,30.850000,0.000000,71.730000,48.200000,2.000000,48.200000,0.000000,100.980000,271.150000,67.120000,260.890000,0.000000,96.410000,1.480000,0,0,0,13.21,11.05,0,0,43.04,0,0,42.21,144.62,0,0,14.35,0,42.21,0,0,0,14.35,0

87,21:30-21:45,1.610000,0.000000,0.000000,25.470000,0.000000,24.100000,98.350000,26.020000,0.000000,71.730000,48.200000,2.000000,48.200000,0.000000,100.980000,271.150000,67.120000,214.910000,0.000000,96.410000,0.940000,0,0,0,12.86,10.97,0,0,42.62,0,0,33.21,144.62,0,0,14.21,0,33.21,0,0,0,14.2,0

88,21:45-22:00,1.610000,0.000000,0.000000,25.470000,0.000000,24.100000,98.350000,26.020000,0.000000,71.730000,48.200000,2.000000,48.200000,0.000000,100.980000,271.150000,67.120000,214.910000,0.000000,96.410000,0.940000,0,0,0,12.62,11,0,0,42,0,0,32.88,144.62,0,0,14,0,32.88,0,0,0,14,0

89,22:00-22:15,1.530000,0.000000,0.000000,25.470000,0.000000,24.100000,98.350000,26.020000,0.000000,71.730000,48.200000,1.950000,48.200000,76.640000,100.980000,271.150000,68.000000,214.910000,0.000000,96.410000,0.940000,0,0,0,12.23,11.11,0,0,41.9,0,0,37.54,144.62,0,0,13.97,0,37.54,0,0,0,13.96,0

90,22:15-22:30,1.530000,0.000000,0.000000,25.470000,0.000000,24.100000,98.350000,26.020000,0.000000,71.730000,48.200000,1.950000,48.200000,76.640000,100.980000,271.150000,68.000000,214.910000,0.000000,96.410000,0.940000,0,0,0,11.92,11.13,0,0,41.71,0,0,36.89,144.62,0,0,13.9,0,36.89,0,0,0,13.91,0

91,22:30-22:45,1.530000,0.000000,0.000000,25.470000,0.000000,24.100000,98.350000,26.020000,0.000000,71.730000,48.200000,1.950000,48.200000,76.640000,100.980000,271.150000,68.000000,214.910000,0.000000,96.410000,1.090000,0,0,0,11.6,11.3,0,0,41.61,0,0,35.88,144.62,0,0,13.87,0,35.88,0,0,0,13.87,0

92,22:45-23:00,1.530000,0.000000,0.000000,25.470000,0.000000,24.100000,98.350000,26.020000,0.000000,71.730000,48.200000,1.950000,48.200000,76.640000,100.980000,271.150000,68.000000,214.910000,0.000000,96.410000,1.090000,0,0,0,11.12,11.56,0,0,41.33,0,0,35.6,144.62,0,0,13.78,0,35.6,0,0,0,13.78,0

93,23:00-23:15,1.530000,0.000000,0.000000,26.020000,0.000000,24.100000,98.350000,26.020000,0.000000,71.730000,48.200000,1.950000,48.200000,76.640000,77.130000,231.380000,44.260000,214.910000,0.000000,96.410000,1.090000,0,0,0,10.29,11.58,0,0,40.36,0,0,34.98,144.62,0,0,13.45,0,34.98,0,0,0,13.46,0

94,23:15-23:30,1.530000,0.000000,0.000000,26.020000,0.000000,24.100000,98.350000,26.020000,0.000000,71.730000,48.200000,1.950000,48.200000,76.640000,57.850000,231.380000,44.260000,214.910000,0.000000,96.410000,1.090000,0,0,0,9.7,11.46,0,0,39.36,0,0,34.63,144.62,0,0,13.12,0,34.63,0,0,0,13.12,0

95,23:30-23:45,1.530000,0.000000,0.000000,26.020000,0.000000,24.100000,98.350000,26.020000,0.000000,71.730000,48.200000,1.950000,48.200000,76.640000,47.520000,231.380000,31.470000,183.830000,0.000000,96.410000,1.090000,0,0,0,8.8,11.37,0,0,38.62,0,0,34.6,144.62,0,0,12.88,0,34.6,0,0,0,12.87,0

96,23:45-24:00,1.530000,0.000000,0.000000,26.020000,0.000000,24.100000,98.350000,26.020000,0.000000,71.730000,48.200000,1.950000,48.200000,76.640000,47.520000,231.380000,31.470000,154.910000,0.000000,96.410000,1.090000,0,0,0,7.74,11.38,0,0,38.05,0,0,33.96,144.62,0,0,12.68,0,33.96,0,0,0,12.7,0

