Block,Time,DADRT2,DHAULIGNGA,KHSTPP-I,KISHANGANGA,NJPC,NLCEXP,NLCIIST1,TelanganaSTPP,URI,BRBCL,MAPS,PARBATI3,RIHAND3,RSTPSU1TO6,RSTPSU7,SALAL,TEHRI,CHAMERA1,JHAJJAR,KGSU3AND4,KHSTPP-II,KKNP,SIMHST2,ANTA_LF,ANTA_RF,AURY_GF,AURY_LF,AURY_RF,DADRI_CRF,DADRI_RF,NTPL,SEWA2,TANAKPUR,TANDA2,URI2,DULHASTI,KUDGI,NLCIIST2,SINGRAULI,KKNPPU2,NLCTS2EXP,RAMPUR,RAPPB,RIHAND1,RIHAND2,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,VALLURNTECL,ANTA_GF,DADRI_GF,DADRI_LF,CHAMERA3,KOLDAM,RAPPC,SIMHST1,TALA,UNCHAHAR4,ANTA_CRF,BSIUL,CHAMERA2,FSTPP I & II,KGSU1AND2,KOTESHWR,NAPP,NNTPP,SASAN,TALST2,AURY_CRF
65,16:00-16:15,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,15.56,0,584.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

66,16:15-16:30,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,31.12,0,604.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,0.51,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

67,16:30-16:45,683.14,0,33.69,0,18.94,0,0,0,1.11,20,0,0,124.32,0,0,1.4,46.68,0,614.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,1.28,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

68,16:45-17:00,683.14,0,33.69,0,37.88,0,0,0,1.11,20,0,0,124.32,0,0,1.4,46.68,0,614.3,0,148.3,0,0,0,42.94,0,0,71.46,0,69.38,0,0,1.28,0,4.31,0,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,17.52,0,8.88,44.21,0,279.18,0,0

69,17:00-17:15,683.14,0,33.69,0,70.17,0,0,0,1.11,20,0,0,124.32,0,0,1.4,46.68,0,614.3,0,148.3,0,0,0,43.26,0,0,71.46,0,69.38,0,0,1.28,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,1.1,3.33,17.52,0,8.88,44.21,0,279.18,0,0

70,17:15-17:30,683.14,7.92,33.69,0,75.76,0,0,0,1.11,20,0,0,124.32,0,0,1.4,46.68,12.04,614.3,0,148.3,0,0,0,43.57,0,0,71.46,0,69.38,0,7.9,1.28,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,9.67,0,26.39,0,0,0,0,6.52,13.17,17.52,0,8.88,44.21,0,279.18,0,0

71,17:30-17:45,683.14,15.98,33.69,0,116.96,0,0,0,1.11,20,0,0,124.32,0,0,1.4,62.24,27.14,614.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,7.9,1.28,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,17.52,0,19.72,44.21,0,279.18,0,0

72,17:45-18:00,683.14,15.98,33.69,0,116.96,0,0,0,1.11,20,0,0,124.32,0,0,1.4,62.24,27.14,614.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,7.9,1.28,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,17.52,0,19.72,44.21,0,279.18,0,0

73,18:00-18:15,683.14,26.56,33.69,0,116.96,0,0,0,1.11,20,0,0,124.32,0,0,9.29,62.24,27.14,614.3,0,148.3,0,0,0,44.63,0,0,71.46,0,69.38,0,7.9,1.28,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,18.2,0,19.72,44.21,0,279.18,0,0

74,18:15-18:30,683.14,26.56,33.69,0,116.96,0,0,0,1.11,20,0,0,124.32,0,0,41.83,62.24,27.14,614.3,0,148.3,0,0,0,44.83,0,0,71.46,0,69.38,0,7.9,1.28,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,18.2,0,19.72,44.21,0,279.18,0,0

75,18:30-18:45,683.14,15.98,33.69,0,116.96,0,0,0,4.41,20,0,0,124.32,0,0,41.83,62.24,12.04,614.3,0,148.3,0,0,0,44.83,0,0,71.46,0,69.38,0,7.9,1.28,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,19.38,0,26.39,0,0,0,0,13.04,26.34,18.2,0,19.72,44.21,0,279.18,0,0

76,18:45-19:00,683.14,15.98,33.69,0,75.76,0,0,0,4.41,20,0,0,124.32,0,0,41.83,62.24,0,614.3,0,148.3,0,0,0,44.83,0,0,71.46,0,69.38,0,0,1.28,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,9.67,0,26.39,0,0,0,0,6.52,26.34,18.2,0,8.88,44.21,0,279.18,0,0

77,19:00-19:15,683.14,10.57,33.69,0,75.76,0,0,0,4.41,20,0,3.82,124.32,0,0,41.83,46.68,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,1.28,0,4.31,32.95,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,9.67,0,26.39,0,0,0,0,1.1,13.07,18.2,0,8.88,44.21,0,279.18,0,0

78,19:15-19:30,683.14,7.92,33.69,0,56.82,0,0,0,26.49,20,0,16.55,124.32,0,0,41.83,46.68,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,1.28,0,4.31,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,9.67,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

79,19:30-19:45,683.14,0,33.69,0,37.88,0,0,0,26.49,20,0,16.55,124.32,0,0,41.83,31.12,0,654.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,1.28,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

80,19:45-20:00,683.14,0,33.69,0,18.94,0,0,0,26.49,20,0,16.55,124.32,0,0,9.29,29.86,0,654.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,1.28,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

81,20:00-20:15,683.14,0,33.69,0,0,0,0,0,15.45,20,0,16.55,124.32,0,0,1.4,29.86,0,654.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,1.28,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

82,20:15-20:30,601.44,0,33.69,0,0,0,0,0,15.45,20,0,16.55,124.32,0,0,1.4,15.56,0,654.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,1.28,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

83,20:30-20:45,683.14,0,33.69,0,0,0,0,0,26.49,20,0,16.55,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,1.28,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

84,20:45-21:00,683.14,0,33.69,0,0,0,0,0,26.49,20,0,3.56,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,1.28,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

85,21:00-21:15,683.14,0,33.69,0,0,0,0,0,26.49,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,0.77,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

86,21:15-21:30,683.14,0,33.69,0,0,0,0,0,15.45,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,0.77,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

87,21:30-21:45,683.14,0,33.69,0,0,0,0,0,15.45,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,0.51,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

88,21:45-22:00,683.14,0,33.69,0,0,0,0,0,15.45,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.41,0,0,71.46,0,69.38,0,0,0.51,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

89,22:00-22:15,683.14,0,33.69,0,0,0,0,0,23.19,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.63,0,0,71.46,0,69.38,0,0,0.51,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

90,22:15-22:30,683.14,0,33.69,0,0,0,0,0,23.19,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.83,0,0,71.46,0,69.38,0,0,0.51,0,4.31,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

91,22:30-22:45,683.14,0,33.69,0,0,0,0,0,4.41,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.83,0,0,71.46,0,69.38,0,0,0,0,10.76,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

92,22:45-23:00,683.14,0,33.69,0,0,0,0,0,4.41,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.83,0,0,71.46,0,69.38,0,0,0,0,10.76,16.48,0,0,125.96,0,0,0,0,75,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.2,0,8.88,44.21,0,279.18,0,0

93,23:00-23:15,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,44.83,0,0,71.46,0,69.38,0,0,0,0,10.76,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,18.91,0,8.88,44.21,0,279.18,0,0

94,23:15-23:30,683.14,0,33.69,0,0,0,0,0,1.11,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,0,0,10.76,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,19.32,0,8.88,44.21,0,279.18,0,0

95,23:30-23:45,683.14,0,33.69,0,0,0,0,0,2.21,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,0,0,10.76,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,19.73,0,8.88,44.21,0,279.18,0,0

96,23:45-24:00,683.14,0,33.69,0,0,0,0,0,2.21,20,0,0,124.32,0,0,1.4,0,0,654.3,0,148.3,0,0,0,45.05,0,0,71.46,0,69.38,0,0,0,0,10.76,16.48,0,0,125.96,0,0,0,0,92,118.75,0,10.27,42.39,26.39,0,0,0,23.57,0,0,26.39,0,0,0,0,0,0,19.73,0,8.88,44.21,0,279.18,0,0

