Block,Time,NR/30092023/26122029/SH-06,NR/27012024/27012024/HPX-TAMCTG-260124-05930,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01012024/31012024/HP-26,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01012024/31032024/ ChanjuII,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01012024/31012024/HP-28,NR/01012024/31012024/HP-27,NR/06012024/31012024/NVVN/OA/16855,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/30092023/31122025/SH-07,NR/27012024/27012024/IEX_240126-06199,NR/01012024/31012024/52,NR/01102023/30042040/GNA_LT_36,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/05012024/31012024/SJVN050124NR1342,NR/05012024/31012024/SJVN050124NR1341,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07
53,13:00-13:15,30.760000,0.000000,18.260000,233.490000,270.340000,14.050000,106.430000,1.340000,99.600000,6.730000,57.310000,14.050000,77.520000,11.530000,0.000000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,14.400000,44.17,32.16,13.33,91.12,32.17,32.17,6.34,45,79,6.67,13.33,16.2,23.07,20.19,90,6.66,0,220.83,20,45,0,147.349759,186

54,13:15-13:30,30.760000,0.000000,18.260000,233.490000,270.340000,14.090000,97.960000,1.340000,99.600000,6.730000,57.310000,14.090000,77.520000,11.530000,0.000000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,14.430000,44.17,32.16,13.33,91.12,32.17,32.17,6.34,45,79,6.67,13.33,16.07,23.07,20.19,90,6.66,0,220.83,20,45,0,144.900571,186

55,13:30-13:45,30.760000,0.000000,18.260000,260.100000,270.340000,14.090000,70.070000,1.340000,99.600000,6.730000,76.210000,14.090000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,14.440000,44.17,32.5,13.33,91.12,32.5,32.5,6.34,38.25,79,6.67,13.33,15.93,23.07,20.19,90,6.66,0,220.83,20,45,0,144.667315,186

56,13:45-14:00,30.760000,0.000000,18.260000,260.100000,270.340000,12.140000,70.070000,1.340000,99.600000,6.730000,76.210000,12.140000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,12.440000,44.17,32.5,13.33,89.84,32.5,32.5,6.34,38.25,79,6.67,13.33,15.98,23.07,20.19,88,6.66,0,220.83,20,44,0,141.061566,186

57,14:00-14:15,30.760000,0.000000,18.260000,225.810000,270.340000,12.200000,70.070000,1.340000,52.870000,6.730000,76.210000,12.200000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,12.500000,44.17,32.5,13.33,89.37,32.5,32.5,6.34,38.25,76,6.67,13.33,16.44,23.07,20.19,85,6.66,0,220.83,20,42,0,136.590826,179

58,14:15-14:30,30.760000,0.000000,18.260000,225.810000,270.340000,11.840000,70.070000,1.340000,52.870000,6.730000,76.210000,11.840000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,12.140000,44.17,32.66,13.33,88.51,32.67,32.67,6.34,37.8,73,6.67,13.33,16.67,23.07,20.19,81,6.66,0,220.83,20,40,0,131.070434,172

59,14:30-14:45,30.760000,0.000000,18.260000,225.810000,270.340000,11.460000,70.070000,1.340000,52.870000,6.730000,76.210000,11.460000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,11.750000,44.17,32.66,13.33,74.78,32.67,32.67,6.34,32.99,68,6.67,13.33,16.83,23.07,20.19,76,6.66,0,220.83,20,38,0,124.257415,160

60,14:45-15:00,30.760000,0.000000,18.260000,225.810000,270.340000,10.700000,70.070000,1.340000,52.870000,6.730000,76.210000,10.700000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,10.960000,44.17,32.66,13.33,72.69,32.67,32.67,6.34,32.24,64,6.67,13.33,17.1,23.07,20.19,71,6.66,0,220.83,20,35,0,116.33643,148

61,15:00-15:15,30.760000,0.000000,18.260000,224.840000,270.340000,10.040000,70.070000,1.380000,52.870000,6.730000,76.210000,10.040000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,10.290000,41.92,32.66,13.33,69.28,32.67,32.67,6.34,31.08,58,6.67,13.33,19.27,23.07,20.19,66,6.66,0,209.62,20,33,0,106.491083,137

62,15:15-15:30,30.760000,0.000000,18.260000,245.030000,270.340000,9.170000,70.070000,1.380000,52.870000,6.730000,86.700000,9.170000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,9.400000,38.66,32.66,13.33,65.37,32.67,32.67,6.34,29.69,52,6.67,13.33,19.67,23.07,20.19,61,6.66,0,193.32,20,31,0,96.169505,123

63,15:30-15:45,30.760000,0.000000,18.260000,260.100000,270.340000,5.730000,114.910000,1.380000,99.600000,6.730000,86.700000,5.730000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,5.870000,36.52,32.66,13.33,60.92,32.67,32.67,6.34,28.79,46,6.67,13.33,21.14,23.07,20.19,55,6.66,0,182.59,20,27,0,85.371696,109

64,15:45-16:00,30.760000,0.000000,18.260000,260.100000,270.340000,5.300000,114.910000,1.380000,99.600000,6.730000,86.700000,5.300000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,24.840000,0.000000,96.120000,5.430000,32.65,32.66,13.33,55.72,32.67,32.67,6.34,27.9,40,6.67,13.33,21.68,0,0,47,6.66,0,163.28,20,24,0,73.631144,95

65,16:00-16:15,30.760000,0.000000,18.260000,260.100000,270.340000,4.520000,114.910000,1.380000,99.600000,6.730000,86.700000,4.520000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,3.800000,0.000000,96.120000,4.620000,25.55,33,13.33,37.56,33,22.7,6.34,24.3,36,6.67,13.33,20.28,0,0,42,6.66,0,127.78,20,21,0,61.113072,84

66,16:15-16:30,30.760000,0.000000,18.260000,260.100000,270.340000,3.620000,114.910000,1.380000,99.600000,6.730000,86.700000,3.620000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,3.800000,0.000000,96.120000,3.710000,22.72,33,13.33,32.91,33,9.5,6.34,21.6,30,6.67,13.33,20.66,0,0,33,6.66,0,113.59,20,16,0,49.129545,70

67,16:30-16:45,30.760000,0.000000,18.260000,260.100000,270.340000,2.750000,114.910000,1.380000,99.600000,6.730000,86.700000,2.750000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,3.800000,0.000000,96.120000,2.820000,18.94,32.92,13.33,28.04,23.35,1.9,6.34,18,24,6.67,13.33,21.08,0,0,25,6.66,0,94.69,20,12,0,36.426812,56

68,16:45-17:00,30.760000,0.000000,18.260000,260.100000,270.340000,1.900000,114.910000,1.380000,99.600000,6.730000,86.700000,1.900000,77.520000,11.530000,0.990000,5.770000,1.290000,0.000000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,3.800000,0.000000,96.120000,1.950000,14.94,30.07,13.33,22.85,12.41,0,6.34,13.5,18,6.67,13.33,22.48,0,0,15,6.66,0,74.73,20,7,0,25.842821,42

69,17:00-17:15,30.760000,102.850000,18.260000,260.100000,270.340000,1.290000,114.910000,1.380000,99.600000,6.730000,86.700000,1.290000,77.520000,11.530000,0.990000,5.770000,1.370000,21.150000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,1.320000,10.71,15.45,13.33,17.6,6.74,0,6.34,5,9,6.67,13.33,24.24,0,0,10,6.66,0,53.56,20,5,0,16.483424,21

70,17:15-17:30,30.760000,102.850000,18.260000,260.100000,270.340000,0.790000,114.910000,1.380000,99.600000,6.730000,86.700000,0.790000,77.520000,11.530000,0.990000,5.770000,1.370000,22.110000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.810000,6.52,5.48,13.33,11.87,2.24,0,6.34,5,4,6.67,13.33,24.43,0,0,3,6.66,0,32.62,20,1,0,10.224388,11

71,17:30-17:45,30.760000,102.850000,18.260000,260.100000,270.340000,0.410000,114.910000,1.380000,99.600000,6.730000,86.700000,0.410000,77.520000,11.530000,0.990000,5.770000,1.370000,22.110000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.420000,3.11,0,13.33,4.99,0,0,6.34,4.5,1,6.67,13.33,23.37,0,0,1,6.66,0,15.57,20,1,0,5.296855,2

72,17:45-18:00,30.760000,102.850000,18.260000,260.100000,270.340000,0.140000,114.910000,1.380000,99.600000,6.730000,86.700000,0.140000,77.520000,11.530000,0.990000,5.770000,1.370000,22.110000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.150000,1.75,0,13.33,3.3,0,0,6.34,2.42,0,6.67,13.33,23.94,0,0,0,6.66,0,8.76,20,0,0,1.224594,0

73,18:00-18:15,30.760000,143.220000,18.260000,260.100000,270.340000,0.030000,114.910000,1.380000,99.600000,6.730000,86.700000,0.030000,0.000000,11.530000,0.950000,5.770000,1.290000,22.110000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.030000,0.68,0,13.33,1.86,0,0,6.34,0,0,6.67,13.33,24.73,0,0,0,6.66,0,3.41,20,0,0,0,0

74,18:15-18:30,30.760000,143.220000,18.260000,260.100000,270.340000,0.000000,114.910000,1.380000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,0.950000,5.770000,1.290000,23.070000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.000000,0.02,0,13.33,0.51,0,0,6.34,0,0,6.67,13.33,26.18,0,0,0,6.66,0,0.09,20,0,0,0,0

75,18:30-18:45,30.760000,143.220000,18.260000,260.100000,270.340000,0.000000,114.910000,1.380000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,1.030000,5.770000,1.290000,23.070000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.000000,0,0,13.33,0.01,0,0,6.34,0,0,6.67,13.33,25.96,0,0,0,6.66,0,0,20,0,0,0,0

76,18:45-19:00,30.760000,143.220000,18.260000,260.100000,270.340000,0.000000,114.910000,1.380000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,1.030000,5.770000,1.290000,23.070000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.000000,0,0,13.33,0,0,0,6.34,0,0,6.67,13.33,26.72,0,0,0,6.66,0,0,20,0,0,0,0

77,19:00-19:15,30.760000,143.220000,18.260000,260.100000,270.340000,0.000000,114.910000,1.380000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,1.030000,5.770000,1.290000,23.070000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.000000,0,0,13.33,0,0,0,6.34,0,0,6.67,13.33,27.15,0,0,0,6.66,0,0,20,0,0,0,0

78,19:15-19:30,30.760000,143.220000,18.260000,260.100000,270.340000,0.000000,114.910000,1.380000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,1.030000,5.770000,1.290000,23.070000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.000000,0,0,13.33,0,0,0,6.34,0,0,6.67,13.33,26.59,0,0,0,6.66,0,0,20,0,0,0,0

79,19:30-19:45,30.760000,143.220000,18.260000,260.100000,270.340000,0.000000,114.910000,1.380000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,1.030000,5.770000,1.290000,23.070000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.000000,0,0,13.33,0,0,0,6.34,0,0,6.67,13.33,24.15,0,0,0,6.66,0,0,20,0,0,0,0

80,19:45-20:00,30.760000,143.220000,18.260000,260.100000,270.340000,0.000000,114.910000,1.380000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,1.030000,5.770000,1.290000,23.070000,0.690000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,100.930000,96.120000,0.000000,0,0,13.33,0,0,0,6.34,0,0,6.67,13.33,24.27,0,0,0,6.66,0,0,20,0,0,0,0

81,20:00-20:15,30.760000,0.000000,18.260000,260.100000,270.340000,0.000000,114.910000,1.340000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,0.990000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,0.000000,0.000000,0,0,16.67,0,0,0,8.66,0,0,7.33,16.67,24.63,0,0,0,7.34,0,0,22,0,0,0,0

82,20:15-20:30,30.760000,0.000000,18.260000,260.100000,270.340000,0.000000,114.910000,1.340000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,0.990000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,0.000000,0.000000,0,0,17.33,0,0,0,8.66,0,0,7.33,17.33,25.74,0,0,0,7.34,0,0,22,0,0,0,0

83,20:30-20:45,30.760000,0.000000,18.260000,260.100000,270.340000,0.000000,114.910000,1.340000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,0.990000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,0.000000,0.000000,0,0,17.67,0,0,0,7.34,0,0,7.33,17.67,18.07,0,0,0,7.34,0,0,22,0,0,0,0

84,20:45-21:00,30.760000,0.000000,18.260000,260.100000,270.340000,0.000000,114.910000,1.340000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,0.990000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,0.000000,0.000000,0,0,16,0,0,0,7,0,0,7.33,16,18.73,0,0,0,7.34,0,0,22,0,0,0,0

85,21:00-21:15,30.760000,0.000000,18.260000,260.100000,270.340000,0.000000,114.910000,1.340000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,0.000000,0.000000,0,0,16.33,0,0,0,7,0,0,7.33,16.33,19.13,0,0,0,7.34,0,0,22,0,0,0,0

86,21:15-21:30,30.760000,0.000000,18.260000,260.100000,270.340000,0.000000,114.910000,1.340000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,0.000000,0.000000,0,0,16.67,0,0,0,7,0,0,7.33,16.67,19.8,0,0,0,7.34,0,0,22,0,0,0,0

87,21:30-21:45,9.560000,0.000000,18.260000,260.100000,270.340000,0.000000,114.910000,1.340000,99.600000,6.730000,86.700000,0.000000,0.000000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,0.000000,0.000000,0,0,17,0,0,0,6.66,0,0,7.33,17,20.28,0,0,0,7.34,0,0,22,0,0,0,0

88,21:45-22:00,9.560000,0.000000,18.260000,260.100000,270.340000,0.000000,84.770000,1.340000,99.600000,6.730000,67.790000,0.000000,0.000000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,0.000000,0.000000,48.060000,8.170000,48.060000,30.760000,0.000000,0.000000,0.000000,0,0,17,0,0,0,6.66,0,0,7.33,17,20.97,0,0,0,7.34,0,0,22,0,0,0,0

89,22:00-22:15,25.740000,0.000000,18.260000,225.810000,270.340000,0.000000,84.770000,1.340000,70.760000,6.730000,75.330000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,25.740000,0.000000,0.000000,0.000000,0,0,16.67,0,0,0,6.66,0,0,7.33,16.67,21.03,0,0,0,7.34,0,0,22,0,0,0,0

90,22:15-22:30,25.740000,0.000000,18.260000,225.810000,270.340000,0.000000,65.930000,1.340000,52.870000,6.730000,75.330000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,25.740000,0.000000,0.000000,0.000000,0,0,16.33,0,0,0,6.66,0,0,7.33,16.33,21.38,0,0,0,7.34,0,0,22,0,0,0,0

91,22:30-22:45,25.740000,0.000000,18.260000,225.810000,270.340000,0.000000,65.930000,1.340000,52.870000,6.730000,56.420000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,25.740000,0.000000,0.000000,0.000000,0,0,16,0,0,0,6.66,0,0,7.33,16,23.94,0,0,0,7.34,0,0,22,0,0,0,0

92,22:45-23:00,25.740000,0.000000,18.260000,199.190000,270.340000,0.000000,65.930000,1.340000,52.870000,6.730000,56.420000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,25.740000,0.000000,0.000000,0.000000,0,0,17,0,0,0,6.66,0,0,7.33,17,23.74,0,0,0,7.34,0,0,22,0,0,0,0

93,23:00-23:15,25.740000,0.000000,18.260000,170.350000,270.340000,0.000000,70.070000,1.340000,52.870000,6.730000,56.430000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,25.740000,0.000000,0.000000,0.000000,0,0,16.67,0,0,0,6.66,0,0,7.33,16.67,23.52,0,0,0,7.34,0,0,22,0,0,0,0

94,23:15-23:30,25.740000,0.000000,18.260000,170.350000,270.340000,0.000000,70.070000,1.340000,52.870000,6.730000,56.430000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,25.740000,0.000000,0.000000,0.000000,0,0,16.33,0,0,0,6.66,0,0,7.33,16.33,23.14,0,0,0,7.34,0,0,22,0,0,0,0

95,23:30-23:45,25.740000,0.000000,18.260000,170.350000,270.340000,0.000000,70.070000,1.340000,52.870000,6.730000,56.430000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,25.740000,0.000000,0.000000,0.000000,0,0,16,0,0,0,6.66,0,0,7.33,16,22.66,0,0,0,7.34,0,0,22,0,0,0,0

96,23:45-24:00,25.740000,0.000000,18.260000,170.350000,270.340000,0.000000,70.070000,1.340000,52.870000,6.730000,56.430000,0.000000,152.330000,11.530000,0.950000,5.770000,1.290000,23.070000,0.650000,0.000000,24.500000,57.240000,48.060000,8.170000,48.060000,25.740000,0.000000,0.000000,0.000000,0,0,15.67,0,0,0,6.66,0,0,7.33,15.67,22.28,0,0,0,7.34,0,0,22,0,0,0,0

