Block,Time Block,KHSTPP-II,KHSTPP-I,TEHRI,TANDA2,TANAKPUR,TEHRIPSP,TALA,TALST2,KGSU3AND4,RSTPSU1TO6,DULHASTI,FSTPP I & II,KGSU1AND2,JHAJJAR,SINGRAULI_HYDRO,SIMHST1,SIMHST2,SINGRAULI,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,RIHAND2,RAPPC,RIHAND1,RAPPD,RIHAND3,RAMPUR,RAPPB,SALAL,SEWA2,SASAN,VALLURNTECL,ANTA_RF,ANTA_GF,URI2,ANTA_LF,ANTA_CRF,URI,AURY_CRF,RSTPSU7,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,MAPS,NTPL,PARBATI2,PARBATI3,NLCTS2EXP,NNTPP,CHAMERA3,DHAULIGNGA,DADRT2,KOTESHWR,KUDGI,BRBCL,BSIUL,CHAMERA2,CHAMERA1,KKNP,KISHANGANGA,KOLDAM,KKNPPU2,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,142.74,32.43,48.68,5.34,12.33,0,24.25,0,0,0,53.3,20.02,0,136.74,1.04,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,82.21,0,264.21,0,0,0,24,0,0,34.01,0,0,23.15,0,37.69,18.07,3.1,0,0,0,31.48,0,0,32.67,40.87,287.24,29.29,0,13.24,12.55,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

9,02:00-02:15,142.74,32.43,48.68,5.34,12.33,0,24.25,0,0,0,53.3,20.02,0,136.74,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,82.21,0,264.21,0,0,0,24,0,0,34.01,0,0,26.65,0,43.31,20.84,3.1,0,0,0,31.48,0,0,32.67,40.87,229.49,29.29,0,13.23,12.55,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

10,02:15-02:30,142.74,32.43,48.68,5.34,12.33,0,24.25,0,0,0,53.3,20.02,0,136.74,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,82.21,0,264.21,0,0,0,24,0,0,34.01,0,0,26.65,0,43.31,20.84,3.1,0,0,0,31.48,0,0,32.67,40.87,162.11,29.29,0,13.22,12.55,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

11,02:30-02:45,142.74,32.43,48.68,5.34,12.33,0,26.65,0,0,0,53.3,20.02,0,136.74,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,82.21,0,264.21,0,0,0,24,0,0,34.01,0,0,26.65,0,43.31,20.84,3.1,0,0,0,31.48,0,0,32.67,40.87,113.99,29.29,0,13.35,12.55,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

12,02:45-03:00,142.74,32.43,48.68,5.34,12.33,0,26.65,0,0,0,53.3,20.02,0,136.74,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,82.21,0,264.21,0,0,0,24,0,0,34.01,0,0,26.65,0,43.31,20.84,3.1,0,0,0,31.48,0,0,32.67,40.87,135.65,29.29,0,13.48,12.55,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

13,03:00-03:15,142.74,32.43,48.68,5.34,11.46,0,28.55,0,0,0,53.3,20.02,0,126.15,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,264.21,0,0,0,24,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,35.78,0,0,32.67,40.87,219.86,29.29,0,15.51,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

14,03:15-03:30,142.74,32.43,48.68,5.34,11.46,0,28.55,0,0,0,53.3,20.02,0,126.15,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,264.21,0,0,0,24,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,35.78,0,0,32.67,40.87,219.86,29.29,0,14.52,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

15,03:30-03:45,142.74,32.43,48.68,5.34,11.46,0,28.55,0,0,0,53.3,20.02,0,126.15,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,264.21,0,0,0,37.51,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,36.63,0,0,32.67,40.87,181.36,29.29,0,15.96,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

16,03:45-04:00,142.74,32.43,48.68,5.34,11.46,0,28.55,0,0,0,53.3,20.02,0,126.15,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,264.21,0,0,0,37.51,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,36.63,0,0,32.67,40.87,162.11,29.29,0,16.93,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

17,04:00-04:15,142.74,32.43,48.68,5.34,11.46,0,28.53,0,0,0,53.3,20.02,0,154.07,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,264.21,0,0,0,37.51,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,36.63,0,0,32.67,40.87,94.74,29.29,0,17.86,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

18,04:15-04:30,142.74,32.43,48.68,5.34,11.46,0,28.77,0,0,0,53.3,20.02,0,154.07,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,264.21,0,0,0,37.51,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,36.63,0,0,32.67,40.87,94.74,29.29,0,19.42,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

19,04:30-04:45,142.74,32.43,48.68,5.34,11.46,0,28.24,0,0,0,53.3,18.06,0,151.34,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,264.21,0,0,0,24,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,40.06,0,0,32.67,40.87,94.74,19.74,0,19.51,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

20,04:45-05:00,142.74,32.43,48.68,5.34,11.46,0,28.07,0,0,0,53.3,18.06,0,151.34,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,264.21,0,0,0,24,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,47.22,0,0,32.67,40.87,94.74,19.53,0,19.69,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

21,05:00-05:15,142.74,32.43,48.68,5.34,11.46,0,27.9,0,0,0,53.3,18.06,0,154.07,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,264.21,0,0,0,24,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,47.22,0,0,32.67,40.87,159.71,19.53,0,22.74,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

22,05:15-05:30,142.74,32.43,48.68,5.34,11.46,0,27.73,0,0,0,53.3,18.06,0,154.07,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,264.21,0,0,0,24,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,47.22,0,0,32.67,40.87,94.77,19.53,0,24.05,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

23,05:30-05:45,142.74,32.43,48.68,5.34,11.46,0,27.53,0,0,0,53.3,18.06,0,154.07,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,274.93,0,0,0,24,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,47.22,0,0,32.67,40.87,94.77,19.53,0,24.05,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

24,05:45-06:00,142.74,32.43,36.51,5.34,11.46,0,27.41,0,0,0,53.3,18.06,0,154.07,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,287.56,0,0,0,24,0,0,29.75,0,0,26.65,0,43.31,20.84,3.1,0,0,0,47.22,0,0,32.67,40.87,94.77,19.53,0,20.92,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

25,06:00-06:15,142.74,32.43,36.51,5.34,11.46,0,27.03,0,0,0,53.3,18.06,0,151.34,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,297.09,0,0,0,24,0,0,29.75,0,0,21.36,0,34.71,16.71,3.1,0,0,0,40.06,0,0,32.67,40.87,94.77,19.53,0,19.71,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

26,06:15-06:30,142.74,32.43,36.51,5.34,11.46,0,26.94,0,0,0,53.3,18.06,0,151.34,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,304.67,0,0,0,24,0,0,29.75,0,0,21.36,0,34.71,16.71,3.1,0,0,0,40.06,0,0,32.67,40.87,94.77,19.53,0,24.05,18.83,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

27,06:30-06:45,142.74,32.43,36.51,5.34,11.46,0,26.88,0,0,0,53.3,18.06,0,151.34,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,312.25,0,0,0,24,0,0,50.4,0,0,21.36,0,34.71,16.71,3.1,0,0,0,40.06,0,0,32.67,40.87,94.77,9.76,0,24.05,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

28,06:45-07:00,142.74,32.43,36.51,5.34,11.46,0,26.82,0,0,0,53.3,18.06,0,151.34,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,319.83,0,0,0,24,0,0,50.4,0,0,21.36,0,34.71,16.71,3.1,0,0,0,40.06,0,0,32.67,40.87,94.77,9.76,0,19.71,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

29,07:00-07:15,142.74,29.87,24.34,5.34,11.46,0,28.41,0,0,0,53.3,15.89,0,124.33,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,327.41,0,0,0,37.51,0,0,50.4,0,0,17.85,0,29.09,13.94,3.1,0,0,0,40.06,0,0,32.67,40.87,83.22,9.76,0,18.91,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

30,07:15-07:30,142.74,29.87,12.17,5.34,11.46,0,28.41,0,0,0,53.3,15.89,0,124.33,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,334.51,0,0,0,37.51,0,0,50.4,0,0,17.85,0,29.09,13.94,3.1,0,0,0,40.06,0,0,32.67,40.87,73.59,9.76,0,21.06,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

31,07:30-07:45,142.74,29.87,0,5.34,11.46,0,29.09,0,0,0,53.3,15.89,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,35.06,0,0,14.58,0,23.84,11.52,3.1,0,0,0,34.34,0,0,32.67,40.87,68.78,9.76,0,19.98,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

32,07:45-08:00,142.74,29.87,0,5.34,11.46,0,29.07,0,0,0,53.3,15.89,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,35.06,0,0,14.58,0,23.84,11.52,3.1,0,0,0,34.34,0,0,32.67,40.87,59.16,9.76,0,18.4,0,45.35,40.57,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

33,08:00-08:15,142.74,29.87,0,5.34,11.46,0,29.6,0,0,0,53.3,15.89,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,35.06,0,0,14.58,0,24.44,11.52,3.1,0,0,0,31.48,0,0,32.67,40.87,48.57,9.76,0,19.88,0,45.35,27.05,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

34,08:15-08:30,142.74,29.87,0,5.34,11.46,0,29.64,0,0,0,53.3,15.89,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,35.06,0,0,14.58,0,24.44,11.52,3.1,0,0,0,31.48,0,0,32.67,40.87,48.57,9.76,0,19.69,0,45.35,13.52,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

35,08:30-08:45,142.74,29.87,0,5.34,11.46,0,29.64,0,0,0,53.3,17.26,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,27.01,0,0,38.26,0,0,14.58,0,24.44,11.52,3.1,0,0,0,21.46,0,0,32.67,40.87,48.57,9.76,0,18.56,0,45.35,13.52,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

36,08:45-09:00,142.74,29.87,0,5.34,11.46,0,29.65,0,0,0,53.3,17.26,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,27.01,0,0,38.26,0,0,14.58,0,24.44,11.52,3.1,0,0,0,21.46,0,0,32.67,40.87,48.57,9.76,0,18.9,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

37,09:00-09:15,114.53,23.25,0,4.41,11.46,0,29.43,0,0,0,53.3,13.29,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,27.01,0,0,38.26,0,0,14.58,0,24.44,11.52,2.7,0,0,0,34.34,0,0,32.67,40.87,48.57,9.76,0,19.01,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

38,09:15-09:30,114.53,23.25,0,4.41,11.46,0,29.43,0,0,0,53.3,13.29,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,27.01,0,0,38.26,0,0,14.58,0,24.44,11.52,2.42,0,0,0,34.34,0,0,32.67,40.87,48.57,9.76,0,18.93,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

39,09:30-09:45,142.74,29.87,0,5.34,11.46,0,30.28,0,0,0,53.3,17.13,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,37.51,0,0,50.4,0,0,14.58,0,24.44,11.52,2.42,0,0,0,30.05,0,0,32.67,40.87,29.32,9.76,0,18.51,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

40,09:45-10:00,142.74,29.87,0,5.34,11.46,0,30.28,0,0,0,53.3,17.13,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,37.51,0,0,50.4,0,0,14.58,0,24.44,11.52,2.42,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,18.91,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

41,10:00-10:15,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,53.3,20.02,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,37.51,0,0,50.4,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,19.23,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

42,10:15-10:30,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,53.3,20.02,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,37.51,0,0,50.4,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,18.35,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

43,10:30-10:45,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,53.3,20.02,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,36.12,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,15.1,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

44,10:45-11:00,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,53.3,20.02,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,36.12,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,15.04,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

45,11:00-11:15,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,53.3,20.02,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,36.12,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,15.02,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

46,11:15-11:30,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,53.3,20.02,0,123.86,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,36.12,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,14.99,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

47,11:30-11:45,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,36.31,20.02,0,152.31,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,31.51,0,0,29.75,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,15.35,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

48,11:45-12:00,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,36.31,20.02,0,181.18,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,31.51,0,0,29.75,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,19.74,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

49,12:00-12:15,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,36.31,20.02,0,181.18,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,31.51,0,0,29.75,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,22.91,0,45.35,0,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

50,12:15-12:30,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,36.31,20.02,0,181.18,0,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,31.51,0,0,29.75,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,21.59,0,45.35,12.5,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

51,12:30-12:45,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,36.31,20.02,0,181.18,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,25.5,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,20.33,0,45.35,24.63,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

52,12:45-13:00,142.74,32.43,0,5.34,11.46,0,29.99,0,0,0,36.31,20.02,0,181.18,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,25.5,0,0,17.97,0,29.46,13.53,3.1,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,21.46,0,45.35,24.63,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

53,13:00-13:15,142.74,32.43,0,4.41,11.46,0,24.48,0,0,0,36.31,20.02,0,181.18,0.65,0,0,143.49,0,0,0,0,0,0,0,120.57,62.97,94.63,23.69,125.93,5.49,0,77.73,0,335.89,0,0,0,24,0,0,25.5,0,0,17.97,0,29.46,13.53,2.44,0,0,0,30.05,0,0,32.67,40.87,8.14,9.76,0,20.85,0,45.35,37.1,0,6.79,8.3,0,23.7,0,0,169.2,0,0,0,0,0,0

