Column1,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9252,GNA/NR/2025/04/01/8510,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8964,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2025/05/01/4138,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/01/8954,GNA/NR/2025/05/01/7902,GNA/NR/2025/05/01/6363,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/7791,GNA/NR/2025/04/01/8456,NR/01102023/31052040/LT-31,GNA/NR/2025/05/16/9317,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/05/16/1698,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/6957,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/01/2474,GNA/NR/2025/05/01/9395,NR/30092023/26122029/SH-06,GNA/NR/2025/05/01/6160,NR/30092023/31122025/SH-07,GNA/NR/2025/05/01/8068,NR/01102023/06022042/L_NR_2012_02,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12
66,16:15-16:30,38.64,70.46,4.49,13.53,8.63,12.39,3.96,42.5,93.33,28.01,93.33,127.5,43.98,42.5,20,33,33,0,53.14,0,28.98,0,0,0,0,5.45,0,3.24,8.25,0,251.19,6.37,0,8.25,164.24,6.16,23.21,17.56,0,26.95,14.49,26.95,10.63,110.14,43.91,26,37,57.1,21,55,0,43,26.48,132.38

67,16:30-16:45,38.64,70.46,4.49,13.53,8.63,12.39,3.96,42.5,46.67,29.01,46.67,127.5,43.63,42.5,15,33,33,0,53.14,0,28.98,0,0,0,0,5.45,0,5.81,7.34,0,251.19,5.67,0,7.34,164.24,5.55,23.21,17.56,0,26.95,14.49,26.95,10.63,110.14,46.42,22,33,50.53,18,47,0,37,23.84,119.17

68,16:45-17:00,38.64,70.46,4.49,13.53,8.63,12.39,3.96,42.5,46.67,31.61,46.67,127.5,43.26,42.5,12,33,33,0,53.14,0,28.98,0,0,0,0,5.45,0,5.81,6.1,0,251.19,4.72,0,6.1,164.24,5.55,23.21,17.56,0,26.95,14.49,26.95,10.63,110.14,40,19,27,43.88,15,43,0,30,21.19,105.95

69,17:00-17:15,38.64,70.46,4.69,13.53,4.35,12.76,2.17,42.5,46.67,34.01,46.67,127.5,44,42.5,10,33,33,0,53.14,0,28.98,0,0,0,0,5.45,0,3.24,4.82,0,251.19,3.72,0,4.82,164.24,5.7,25.22,17.56,0,26.95,14.49,26.95,10.63,110.14,33.51,14,21,32.4,11,35,0,23,15.83,79.14

70,17:15-17:30,38.64,70.46,4.69,13.53,4.35,12.76,2.17,42.5,46.67,36.22,46.67,127.5,43.54,42.5,8,33,33,0,53.14,0,28.98,0,0,0,0,5.45,0,3.24,3.56,0,251.19,2.76,0,3.56,164.24,5.7,25.22,17.56,0,26.95,14.49,26.95,10.63,110.14,27,10,15,25.97,8,30,0,17,13.5,67.5

71,17:30-17:45,38.64,70.46,4.69,13.53,4.35,12.76,2.17,42.5,46.67,31.41,46.67,127.5,43.58,42.5,1,23.04,24.68,0,53.14,0,28.98,0,0,0,0,5.69,0,3.24,2.47,0,251.19,1.91,0,2.47,164.24,5.7,25.22,17.56,0,26.95,14.49,26.95,10.63,110.14,20.2,8,12,19.57,6,20,0,12,11.24,56.17

72,17:45-18:00,38.64,70.46,4.69,13.53,4.35,12.76,2.17,42.5,46.67,32.41,46.67,127.5,44.18,42.5,0,13.7,16.62,0,53.14,0,28.98,0,0,0,0,5.69,0,3.24,1.9,0,251.19,1.47,0,1.9,164.24,5.7,25.22,17.56,0,26.95,14.49,26.95,10.63,110.14,14.3,7,7,13.77,4,13,0,9,8.64,43.21

73,18:00-18:15,38.64,70.46,4.69,13.53,4.35,13.23,2.17,42.5,0,34.01,0,127.5,43.29,42.5,0,0,0,0,53.14,0,28.98,67.63,5.8,28.98,14.49,5.69,19.32,3.24,1.39,0,251.19,1.08,0,1.39,164.24,5.7,25.22,17.56,5.8,26.7,14.49,26.7,10.63,110.14,9.57,5,3,9.14,2,8,0,3,5.25,26.22

74,18:15-18:30,38.64,70.46,4.69,13.53,4.35,13.23,2.17,42.5,0,36.22,0,127.5,43.25,42.5,0,0,0,0,53.14,0,28.98,67.63,5.8,28.98,14.49,5.69,19.32,3.24,0.96,0,251.19,0.74,0,0.96,164.24,5.7,25.22,17.56,5.8,26.7,14.49,26.7,10.63,110.14,5.69,3,2,5.24,1,5,0,2,2.21,11.05

75,18:30-18:45,58.61,115.53,4.69,13.53,8.17,13.23,3.99,42.5,0,32.01,0,127.5,43.21,42.5,0,0,0,0,82.12,0,28.98,67.63,5.8,28.98,14.49,4.29,19.32,3.24,0,0,273.16,0,0,0,164.24,5.7,25.22,17.56,5.8,26.7,14.49,26.7,10.63,158.44,2.42,1,1,0,0,2,0,1,1.42,7.07

76,18:45-19:00,58.61,93.75,4.69,13.53,8.17,13.23,3.99,42.5,0,32.41,0,127.5,43.12,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,3.24,0,0,273.16,0,0,0,164.24,5.7,25.74,17.56,5.8,26.7,14.49,26.7,10.63,201.31,0.22,1,0,0,0,1,0,0,0.82,4.09

77,19:00-19:15,69.15,70.46,4.87,13.53,4.35,13.23,2.17,42.5,0,29.81,0,127.5,43.96,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,3.24,0,0,273.16,0,0,0,164.24,5.85,25.74,17.56,5.8,29,14.49,25.55,10.63,200.65,0,0,0,0,0,0,0,0,0.36,1.81

78,19:15-19:30,58.61,70.46,4.87,13.53,4.35,13.23,2.17,42.5,0,30.21,0,127.5,43.44,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,3.24,0,0,273.16,0,0,0,164.24,5.85,25.74,17.56,5.8,29,14.49,25.55,10.63,190.99,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,38.64,70.46,4.87,13.53,4.35,13.03,2.17,42.5,0,30.21,0,127.5,44.24,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,3.24,0,0,273.16,0,0,0,164.24,5.85,25.74,17.56,5.8,29,14.49,25.55,10.63,164.24,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,38.64,70.46,4.87,13.53,4.35,13.03,2.17,42.5,0,30.21,0,127.5,43.76,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,3.24,0,0,273.16,0,0,0,164.24,5.85,25.74,17.56,5.8,29,14.49,25.55,10.63,164.24,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,69.15,115.53,5.06,13.53,4.35,13.03,2.17,42.5,51.67,23.81,51.67,127.5,43.81,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,3.24,0,0,273.16,0,0,0,164.24,5.85,27.24,17.56,5.8,29.5,14.49,24.6,10.63,201.31,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,69.15,115.53,5.06,13.53,4.35,13.03,2.17,42.5,51.67,24.21,51.67,127.5,43.21,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,3.24,0,0,273.16,0,0,0,164.24,5.85,27.24,17.56,5.8,29.5,14.49,24.6,10.63,201.31,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,87.14,115.53,5.06,13.53,8.63,13.03,3.96,42.5,51.67,24.21,51.67,127.5,43.67,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.85,27.24,17.56,5.8,29.5,14.49,24.6,10.63,261.43,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,87.14,115.53,5.06,13.53,8.63,13.03,3.96,42.5,51.67,24.21,51.67,127.5,43.17,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.85,27.24,17.56,5.8,29.5,14.49,24.6,10.63,261.43,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,87.14,115.53,5.06,13.53,8.63,12.85,3.96,42.5,51.67,26.01,51.67,127.5,43.18,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.78,27.24,17.56,5.8,29.5,14.49,24.6,10.63,261.43,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,87.14,115.53,5.06,13.53,8.63,12.85,3.96,42.5,51.67,26.41,51.67,127.5,43.88,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.78,27.24,17.56,5.8,29.5,14.49,24.6,10.63,261.43,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,87.14,115.53,5.06,13.53,8.63,12.85,3.96,42.5,51.67,26.41,51.67,127.5,43.61,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.78,27.24,17.56,5.8,29.5,14.49,24.6,10.63,261.43,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,87.14,115.53,5.06,13.53,8.63,12.85,3.96,42.5,51.67,26.61,51.67,127.5,44.31,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.78,27.24,17.56,5.8,29.5,14.49,24.6,10.63,261.43,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,87.14,115.53,4.82,13.53,8.63,12.76,3.96,42.5,51.67,22.81,51.67,127.5,43.11,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.78,28.26,17.56,5.8,29.5,14.49,24.6,10.63,261.43,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,87.14,115.53,4.82,13.53,8.63,12.76,3.96,42.5,51.67,23.61,51.67,127.5,41.89,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.78,28.26,17.56,5.8,29.5,14.49,24.6,10.63,261.43,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,87.14,115.53,4.82,13.53,8.63,12.76,3.96,42.5,51.67,24.01,51.67,127.5,41.64,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.78,27.25,17.56,5.8,27,14.49,27,10.63,261.43,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,87.14,115.53,4.82,13.53,8.63,12.76,3.96,42.5,51.67,24.01,51.67,127.5,41.33,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.78,27.25,17.56,5.8,27,14.49,27,10.63,261.43,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,87.14,115.53,4.82,13.53,8.63,12.58,3.96,42.5,51.67,24.01,51.67,127.5,41.58,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.62,28.26,17.56,5.8,26.61,14.49,26.61,10.63,261.43,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,87.14,115.53,4.82,13.53,8.63,12.58,3.96,42.5,51.67,24.21,51.67,127.5,41.06,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.62,28.26,17.56,5.8,26.61,14.49,26.61,10.63,261.43,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,87.14,115.53,4.82,13.53,8.63,12.58,3.96,42.5,51.67,36.01,51.67,127.5,41.35,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.62,28.26,17.56,5.8,26.61,14.49,26.61,10.63,261.43,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,87.14,115.53,4.82,13.53,8.63,12.58,3.96,42.5,51.67,36.01,51.67,127.5,40.76,42.5,0,0,0,0,100.65,0,28.98,67.63,5.8,28.98,14.49,5.14,19.32,5.81,0,0,273.16,0,0,0,164.24,5.62,28.26,17.56,5.8,26.61,14.49,26.61,10.63,261.43,0,0,0,0,0,0,0,0,0,0

