Block,Time,NJPC,ANTA_CRF,BRBCL,KHSTPP-II,ANTA_RF,ANTA_LF,KISHANGANGA,UNCHAHAR3,FSTPP I & II,SASAN,URI2,AURY_LF,RAPPC,DHAULIGNGA,DADRI_LF,RIHAND2,KHSTPP-I,DADRI_GF,TALA,SALAL,URI,UNCHAHAR2,TANAKPUR,AURY_CRF,ANTA_GF,KOTESHWR,SEWA2,PARBATI3,DULHASTI,CHAMERA1,BSIUL,UNCHAHAR1,RAPPB,SINGRAULI_HYDRO,CHAMERA3,TEHRI,SINGRAULI,DADRT2,RIHAND1,UNCHAHAR4,RAMPUR,RIHAND3,TANDA2,DADRI_RF,AURY_GF,NAPP,AURY_RF,KOLDAM,CHAMERA2,JHAJJAR,DADRI_CRF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
10,02:15-02:30,173.915716,0.000000,12.595200,95.546277,0.000000,0.000000,5.373603,26.668098,15.447904,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,119.905693,31.089185,0.000000,0.000000,43.795315,32.007168,43.318010,6.684975,0.000000,0.000000,26.737886,12.259727,36.862048,57.187109,40.731905,18.905103,21.869921,0.000000,1.172068,33.660923,40.042089,138.432107,665.392783,93.502099,2.881322,6.518867,125.859104,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,398.242423,0.000000,0,0,0,0,0

11,02:30-02:45,173.915716,0.000000,13.492941,95.546277,0.000000,0.000000,5.373603,26.668098,15.447904,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,119.905693,31.089185,0.000000,0.000000,43.795315,32.007168,43.318010,5.447017,0.000000,0.000000,26.737886,12.259727,36.862048,57.187109,40.731905,18.905103,21.803144,0.000000,1.151137,33.660923,40.042089,138.314067,665.392783,93.502099,2.881322,6.518867,125.859104,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,398.242423,0.000000,0,0,0,0,0

12,02:45-03:00,173.915716,0.000000,13.872126,95.546277,0.000000,0.000000,5.373603,26.078594,15.447904,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,117.257757,31.089185,0.000000,0.000000,43.795315,32.007168,42.129338,5.447017,0.000000,0.000000,26.737886,12.259727,36.862048,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,40.042089,133.453075,662.783503,91.144083,1.652544,6.518867,122.930912,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,398.242423,0.000000,0,0,0,0,0

13,03:00-03:15,173.915716,0.000000,16.002134,95.546277,0.000000,0.000000,5.373603,26.078594,15.447904,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,42.129338,5.447017,0.000000,0.000000,18.939336,12.259727,36.862048,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,30.031567,128.515544,662.783503,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,349.922423,0.000000,0,0,0,0,0

14,03:15-03:30,173.915716,0.000000,16.465108,95.546277,0.000000,0.000000,5.373603,26.078594,15.447904,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,42.129338,5.447017,0.000000,0.000000,18.939336,6.129864,36.862048,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,30.031567,128.515544,662.783503,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,349.922423,0.000000,0,0,0,0,0

15,03:30-03:45,173.915716,0.000000,18.483865,95.546277,0.000000,0.000000,5.373603,26.078594,15.447904,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,42.129338,6.684975,0.000000,0.000000,18.939336,5.976617,36.862048,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,30.031567,128.515544,662.783503,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,349.922423,0.000000,0,0,0,0,0

16,03:45-04:00,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,26.078594,15.447904,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,42.129338,6.684975,0.000000,0.000000,18.939336,5.976617,36.862048,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,20.021045,128.515544,662.783503,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,349.922423,0.000000,0,0,0,0,0

17,04:00-04:15,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,26.078594,16.119552,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,42.129338,6.684975,0.000000,0.000000,18.939336,5.976617,22.117229,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,0.000000,128.515544,662.783503,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,349.922423,0.000000,0,0,0,0,0

18,04:15-04:30,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,26.078594,16.119552,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,40.909935,6.684975,0.000000,0.000000,18.939336,5.976617,22.117229,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,0.000000,128.515544,662.783503,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,380.229887,0.000000,0,0,0,0,0

19,04:30-04:45,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,26.078594,16.119552,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,42.129338,6.684975,0.000000,0.000000,18.939336,5.976617,22.117229,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,0.000000,128.515544,662.783503,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,356.069887,0.000000,0,0,0,0,0

20,04:45-05:00,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,26.078594,16.119552,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,42.129338,6.684975,0.000000,0.000000,18.939336,5.976617,22.117229,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,0.000000,128.515544,662.783503,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,318.380287,0.000000,0,0,0,0,0

21,05:00-05:15,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,25.514700,16.119552,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,40.909935,5.447017,0.000000,0.000000,18.939336,5.976617,22.117229,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,0.000000,128.515544,658.708580,88.794088,1.637648,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,318.380287,0.000000,0,0,0,0,0

22,05:15-05:30,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,25.514700,16.119552,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,40.909935,5.447017,0.000000,0.000000,18.939336,5.976617,22.117229,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,0.000000,128.515544,658.708580,88.794088,1.637648,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,318.380287,0.000000,0,0,0,0,0

23,05:30-05:45,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,26.078594,16.119552,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,40.909935,5.447017,0.000000,0.000000,18.939336,5.976617,7.372410,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,0.000000,128.515544,658.708580,88.794088,1.637648,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,318.380287,0.000000,0,0,0,0,0

24,05:45-06:00,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,26.078594,16.119552,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,42.129338,5.447017,0.000000,0.000000,18.939336,5.976617,7.372410,57.187109,40.731905,18.905103,21.460652,0.000000,1.151137,33.660923,0.000000,128.515544,658.708580,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,308.367223,0.000000,0,0,0,0,0

25,06:00-06:15,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,22.603613,16.119552,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,36.518516,5.447017,0.000000,0.000000,9.469669,5.976617,7.372410,57.187109,40.731905,18.905103,18.545796,0.000000,1.151137,33.660923,0.000000,128.515544,585.077791,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,288.072823,0.000000,0,0,0,0,0

26,06:15-06:30,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,22.603613,12.465233,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,36.518516,5.447017,0.000000,0.000000,9.469669,5.976617,10.321373,57.187109,40.731905,18.905103,18.545796,0.000000,1.151137,33.660923,0.000000,128.515544,585.077791,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,288.072823,0.000000,0,0,0,0,0

27,06:30-06:45,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,22.603613,12.231821,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,42.672358,32.007168,36.518516,5.447017,0.000000,0.000000,9.469669,5.976617,56.814736,57.187109,40.731905,18.905103,18.545796,0.000000,1.151137,33.660923,0.000000,128.515544,530.016677,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

28,06:45-07:00,173.915716,0.000000,19.327956,90.877067,0.000000,0.000000,5.373603,22.603613,12.231821,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,29.146914,0.000000,0.000000,42.672358,32.007168,36.518516,5.447017,0.000000,0.000000,9.469669,5.976617,56.814736,57.187109,40.731905,18.905103,18.545796,0.000000,1.151137,33.660923,0.000000,128.515544,476.580160,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

29,07:00-07:15,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,22.603613,12.231821,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,0.000000,32.007168,36.518516,5.447017,0.000000,0.000000,9.469669,5.976617,56.814736,57.187109,40.731905,18.905103,18.545796,0.000000,1.151137,33.660923,0.000000,128.515544,501.890949,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

30,07:15-07:30,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,22.603613,12.231821,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,0.000000,32.007168,31.909368,5.447017,0.000000,0.000000,9.469669,5.976617,56.814736,57.187109,40.731905,18.905103,16.089110,0.000000,1.151137,33.660923,0.000000,128.515544,453.570949,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

31,07:30-07:45,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,21.924234,12.231821,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,31.089185,0.000000,0.000000,0.000000,32.007168,35.774968,5.447017,0.000000,0.000000,9.469669,5.976617,56.814736,57.187109,40.731905,18.905103,18.021910,0.000000,1.172068,33.660923,0.000000,128.515544,389.052620,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

32,07:45:08:00,173.915716,0.000000,19.327956,90.877067,0.000000,0.000000,5.373603,21.924234,12.231821,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,29.146914,0.000000,0.000000,0.000000,32.007168,35.774968,5.447017,0.000000,0.000000,9.469669,5.976617,56.814736,57.187109,40.731905,18.905103,18.021910,0.000000,1.172068,33.660923,0.000000,128.515544,366.265600,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

33,08:00-08:15,173.915716,0.000000,19.327956,90.877067,0.000000,0.000000,5.373603,22.606029,12.231821,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,114.615910,29.146914,0.000000,0.000000,0.000000,32.007168,36.518516,5.447017,0.000000,0.000000,9.469669,5.976617,22.117229,57.187109,40.731905,12.603402,18.545796,0.000000,1.172068,33.660923,0.000000,128.515544,293.785600,88.794088,1.652544,6.518867,120.010258,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

34,08:15-08:30,173.915716,0.000000,19.327956,90.877067,0.000000,0.000000,5.373603,22.606029,12.231821,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,117.069020,29.146914,0.000000,0.000000,0.000000,32.007168,36.518516,5.447017,0.000000,0.000000,9.469669,5.976617,22.117229,57.187109,40.731905,12.603402,18.545796,0.000000,1.172068,33.660923,0.000000,133.080431,293.785600,90.956022,1.652544,6.518867,122.742464,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

35,08:30-08:45,173.915716,0.000000,19.327956,82.363083,0.000000,0.000000,5.373603,20.356301,13.794877,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,117.069020,26.798562,0.000000,0.000000,0.000000,32.007168,31.677432,5.447017,0.000000,0.000000,9.469669,5.976617,22.117229,57.187109,40.731905,12.603402,16.002134,0.000000,1.172068,33.660923,0.000000,132.987270,293.785600,90.956022,1.652544,6.518867,122.648240,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

36,08:45:09:00,173.915716,0.000000,19.327956,82.363083,0.000000,0.000000,5.373603,19.952778,13.794877,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,117.163437,26.798562,0.000000,0.000000,0.000000,37.341696,31.677432,5.447017,0.000000,0.000000,9.469669,5.976617,22.117229,57.187109,40.731905,12.603402,16.002134,0.000000,1.172068,33.660923,0.000000,133.080431,293.785600,91.050052,1.652544,6.518867,122.742464,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

37,09:00:09:15,173.915716,0.000000,19.327956,82.363083,0.000000,0.000000,5.373603,19.952778,13.794877,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,117.163437,26.798562,0.000000,0.000000,0.000000,37.341696,31.677432,9.779871,0.000000,0.000000,9.469669,5.976617,22.117229,57.187109,40.731905,12.603402,16.002134,0.000000,1.172068,33.660923,0.000000,133.173592,293.785600,91.050052,1.652544,6.518867,122.836688,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

38,09:15-09:30,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,19.952778,11.574669,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,117.257757,31.089185,0.000000,0.000000,0.000000,37.341696,31.677432,9.779871,0.000000,0.000000,9.469669,5.976617,22.117229,57.187109,40.731905,12.603402,16.002134,0.000000,1.172068,33.660923,0.000000,133.266753,293.785600,91.144083,1.652544,6.518867,122.836688,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.256000,0.000000,0,0,0,0,0

39,09:30-09:45,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,20.542282,13.047560,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,119.666413,31.089185,0.000000,0.000000,0.000000,32.007168,32.856440,9.779871,0.000000,0.000000,9.469669,5.976617,22.117229,57.187109,40.731905,12.603402,16.344627,0.000000,1.172068,33.660923,0.000000,137.641868,293.785600,93.272772,2.881322,6.518867,125.516032,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,280.452537,0.000000,0,0,0,0,0

40,09:45-10:00,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,20.542282,13.047560,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,119.685741,31.089185,0.000000,0.000000,0.000000,32.007168,32.547192,5.447017,0.000000,0.000000,9.469669,5.976617,22.117229,57.187109,40.731905,12.603402,16.344627,0.000000,1.172068,33.660923,0.000000,137.783320,293.785600,93.292100,2.881322,6.518867,125.629584,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,287.822912,0.000000,0,0,0,0,0

41,10:00-10:15,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,20.542282,15.267767,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,119.905693,31.089185,0.000000,0.000000,0.000000,37.341696,32.866104,5.447017,0.000000,0.000000,0.000000,5.976617,22.117229,57.187109,40.731905,12.603402,16.344627,0.000000,1.172068,33.660923,0.000000,138.314067,293.785600,93.502099,2.881322,6.518867,125.859104,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,287.822912,0.000000,0,0,0,0,0

42,10:15-10:30,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,20.542282,15.267767,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,119.905693,31.089185,0.000000,0.000000,0.000000,37.341696,32.866104,5.447017,0.000000,0.000000,0.000000,5.976617,22.117229,57.187109,40.731905,12.603402,16.344627,0.000000,1.172068,33.660923,0.000000,138.314067,293.785600,93.502099,2.881322,6.518867,125.859104,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,287.822912,0.000000,0,0,0,0,0

43,10:30-10:45,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,20.542282,15.267767,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,119.905693,31.089185,0.000000,0.000000,0.000000,37.341696,32.866104,9.779871,0.000000,0.000000,0.000000,5.976617,18.431024,57.187109,40.731905,12.603402,16.344627,0.000000,1.172068,33.660923,0.000000,143.186164,333.224384,93.502099,2.881322,6.518867,125.859104,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,285.116992,0.000000,0,0,0,0,0

44,10:45-11:00,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,20.542282,15.267767,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,119.905693,31.089185,0.000000,0.000000,0.000000,32.007168,32.866104,9.779871,0.000000,0.000000,0.000000,5.976617,18.431024,57.187109,40.731905,12.603402,16.344627,0.000000,1.172068,33.660923,0.000000,143.186366,381.525056,93.502099,2.881322,6.518867,125.859104,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,285.116992,0.000000,0,0,0,0,0

45,11:00-11:15,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,20.532618,15.267767,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,119.896029,31.089185,0.000000,0.000000,0.000000,32.007168,32.334584,9.779871,0.000000,0.000000,0.000000,5.976617,18.431024,57.187109,40.731905,12.603402,16.344627,0.000000,1.172068,33.660923,0.000000,143.044885,429.806400,93.482771,2.871658,6.518867,125.849440,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,285.116992,0.000000,0,0,0,0,0

46,11:15-11:30,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,20.532618,15.267767,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,119.876701,31.089185,0.000000,0.000000,0.000000,32.007168,32.334584,6.684975,0.000000,0.000000,0.000000,5.976617,18.431024,57.187109,40.731905,12.603402,16.344627,0.000000,1.172068,33.660923,0.000000,143.025557,478.087744,93.473107,2.861994,6.518867,125.830112,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,285.116992,0.000000,0,0,0,0,0

47,11:30-11:45,173.915716,0.000000,19.327956,95.546277,0.000000,0.000000,5.373603,20.583160,15.267767,399.546000,36.617398,0.000000,66.517578,42.073323,0.000000,120.104192,31.089185,0.000000,0.000000,0.000000,37.341696,32.949118,6.684975,0.000000,0.000000,0.000000,5.976617,18.431024,57.187109,40.731905,12.603402,16.411115,0.000000,1.172068,33.660923,0.000000,144.316088,516.359600,93.698223,2.986176,6.518867,126.095872,5.178057,0.000000,0.000000,46.827664,0.000000,9.891175,46.870234,286.712905,0.000000,0,0,0,0,0

