Block,Time Block,RAMPUR,NNTPP,RAPPB,NTPL,PARBATI3,KOTESHWR,NLCIIST2,NLCTS2EXP,NAPP,KOLDAM,KUDGI,NLCEXP,NLCIIST1,MAPS,NJPC,KHSTPP-I,KISHANGANGA,KKNPPU2,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,DHAULIGNGA,FSTPP I & II,DULHASTI,CHAMERA3,CHAMERA2,DADRT2,JHAJJAR,BSIUL,BRBCL,CHAMERA1,DADRI_RF,DADRI_LF,UNCHAHAR4,UNCHAHAR3,VALLURNTECL,UNCHAHAR2,URI2,ANTA_CRF,URI,ANTA_LF,ANTA_GF,ANTA_RF,DADRI_CRF,AURY_RF,AURY_LF,AURY_GF,DADRI_GF,AURY_CRF,SIMHST1,RSTPSU7,RAPPC,RIHAND3,SALAL,SEWA2,SASAN,RIHAND2,RIHAND1,RSTPSU1TO6,TALST2,SIMHST2,TANAKPUR,UNCHAHAR1,SINGRAULI,TALA,TEHRI,TANDA2,TelanganaSTPP,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
60,14:45-15:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,0,1.94,237.34,105.91,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,39.46,0,403.8,115.21,44.62,0,0,0,11.19,17.19,123.69,9.6,14.48,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,0,1.94,237.34,154.41,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,77.01,0,403.8,115.21,44.62,0,0,0,11.19,17.19,123.69,9.6,14.48,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,0,1.94,237.34,178.66,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,77.01,0,403.8,115.21,44.62,0,0,0,11.19,17.19,123.69,9.6,14.48,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,0,1.94,237.34,229.14,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,77.01,0,403.8,115.21,44.62,0,0,0,11.19,17.19,123.69,9.87,14.48,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,0,1.94,237.34,229.14,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,77.01,0,403.8,115.21,44.62,0,0,0,11.19,17.19,123.69,9.79,14.48,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,0,1.94,237.34,229.14,0,14.55,0,0,0,0,0,0,41.13,8.49,0,7.39,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,24.81,0,403.8,115.21,44.62,0,0,0,11.19,17.19,123.69,9.7,15.09,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,9.39,1.94,237.34,229.14,0,14.55,0,0,0,0,0,0,41.13,8.49,0,10.71,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,24.81,0,403.8,115.21,44.62,0,0,0,11.19,17.19,123.69,9.58,15.09,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,9.39,1.94,217.94,229.14,0,14.55,0,0,0,0,0,0,32.77,8.49,0,10.71,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,24.81,0,403.8,115.21,44.62,0,0,0,11.19,13.28,123.69,9.5,15.09,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,9.39,1.94,217.94,229.14,0,14.55,0,0,0,0,0,0,32.77,8.49,0,10.71,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,24.81,0,403.8,115.21,44.62,0,0,0,11.19,13.28,123.69,9.38,28.98,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,9.39,1.94,217.94,229.14,1.07,14.55,0,0,0,0,0,0,32.77,8.49,0,10.71,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,24.81,0,403.8,115.21,44.62,0,0,0,11.19,16.04,123.69,9.15,28.98,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,45.38,43.58,0,0,0,0,136.36,0,8.84,20.18,47.95,9.39,1.94,255.58,229.14,6.33,14.55,0,0,0,0,0,0,41.13,8.49,0,10.71,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,24.81,0,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,8.88,45.29,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,142.56,0,8.84,20.18,47.95,9.39,1.94,326.4,229.14,6.33,14.55,0,0,0,0,0,0,41.13,8.49,0,10.71,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,24.81,0,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,8.69,45.29,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,2.47,8.6,0,0,39.26,0,0,0,0,0,90.76,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,6.46,331.36,229.14,6.33,14.55,13.63,0,0,0,0,0,41.13,8.49,0,10.71,0,0,0,0,0,0,0,0,0,0,0,49.98,120.6,24.81,0,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,8.35,60.38,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,7.41,17.22,0,0,39.26,0,0,0,0,0,113.45,43.58,0,0,0,0,143.87,0,26.66,20.18,47.95,18.78,15.51,331.36,229.14,6.33,14.55,27.26,38.28,0,0,0,0,41.13,8.49,0,10.71,0,0,16.3,0,47.76,0,0,0,0,0,0,49.98,120.6,24.81,2.59,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,8.22,60.38,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,47.54,38.26,0,0,39.26,0,0,0,0,0,136.14,43.58,0,0,0,0,143.87,0,36.52,20.18,48.44,29.65,39.57,331.36,229.14,18.98,14.55,40.89,38.28,0,0,0,0,41.13,8.49,0,49.27,0,0,16.3,0,66.37,0,0,0,0,0,0,49.98,120.6,24.81,6.98,403.8,115.21,44.62,0,0,0,12.55,19.95,123.69,8.22,60.38,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,47.54,38.26,0,0,39.26,0,0,0,0,0,136.14,43.58,0,0,0,0,143.87,0,36.52,20.18,48.44,29.65,39.57,331.36,229.14,18.98,14.55,40.89,38.28,0,0,0,0,41.13,8.49,0,49.27,0,0,16.3,0,66.37,0,0,0,0,0,0,49.98,120.6,24.81,11.64,403.8,115.21,44.62,0,0,0,12.55,19.95,123.69,8.22,60.38,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,47.54,38.26,0,0,39.26,0,0,0,0,0,136.14,43.58,0,0,0,0,143.87,0,36.52,20.18,48.44,29.65,39.57,331.36,229.14,18.98,14.55,40.89,38.28,0,0,0,0,41.13,8.49,0,10.71,0,0,16.3,0,66.37,0,0,0,0,0,0,49.98,120.6,24.81,11.64,403.8,115.21,44.62,0,0,0,12.55,19.95,123.69,8.35,60.38,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,47.54,38.26,0,0,39.26,0,0,0,0,0,136.14,43.58,0,0,0,0,143.87,0,36.52,20.18,48.44,29.65,39.57,331.36,229.14,18.98,14.55,40.89,38.28,0,0,0,0,41.13,8.49,0,8.57,0,0,16.71,0,66.37,0,0,0,0,0,0,49.98,120.6,24.81,11.64,403.8,115.21,44.62,0,0,0,12.55,19.95,123.69,8.54,60.38,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,0,0,47.54,38.26,0,0,39.26,0,0,0,0,0,136.14,43.58,0,0,0,0,143.87,0,36.52,20.18,48.44,29.65,39.57,331.36,229.14,18.98,14.55,40.89,38.28,0,0,0,0,41.13,8.49,0,8.57,0,0,16.71,0,66.37,0,0,0,0,0,0,49.98,120.6,24.81,15.34,403.8,115.21,44.62,0,0,0,12.55,19.95,123.69,8.64,60.38,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,0,0,47.54,38.26,0,0,39.26,0,0,0,0,0,136.14,43.58,0,0,0,0,143.87,0,36.52,20.18,48.44,29.65,39.57,331.36,229.14,18.98,14.55,40.89,38.28,0,0,0,0,41.13,8.49,0,8.57,0,0,16.71,0,66.37,0,0,0,0,0,0,49.98,120.6,24.81,15.34,403.8,115.21,44.62,0,0,0,12.55,19.95,123.69,8.73,60.38,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,13.58,38.26,0,0,39.26,0,0,0,0,0,136.14,43.58,0,0,0,0,143.87,0,36.52,20.18,48.44,29.65,39.57,331.36,229.14,18.98,14.55,40.89,38.28,0,0,0,0,41.13,8.49,0,8.57,0,0,16.71,0,66.37,0,0,0,0,0,0,49.98,120.6,24.81,15.34,403.8,115.21,44.62,0,0,0,12.55,19.95,123.69,9.07,60.38,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,2.47,38.26,0,0,39.26,0,0,0,0,0,136.14,43.58,0,0,0,0,143.87,0,36.52,20.18,48.44,29.65,39.57,331.36,229.14,18.98,14.55,40.89,38.28,0,0,0,0,41.13,8.49,0,16.06,0,0,16.71,0,49.47,0,0,0,0,0,0,49.98,120.6,39.46,11.64,403.8,115.21,44.62,0,0,0,12.55,19.95,123.69,9.47,60.38,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,19.13,0,0,39.26,0,0,0,0,0,113.45,43.58,0,0,0,0,143.87,0,26.66,20.18,47.95,18.78,24.57,331.36,229.14,6.33,14.55,27.26,38.28,0,0,0,0,41.13,8.49,0,16.06,0,0,16.71,0,49.47,0,0,0,0,0,0,49.98,120.6,77.01,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,9.58,60.38,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,90.76,43.58,0,0,0,0,143.87,0,26.66,20.18,47.95,18.78,24.57,331.36,229.14,6.33,14.55,27.26,38.28,0,0,0,0,35.28,8.49,0,49.27,0,0,16.71,0,20.36,0,0,0,0,0,0,49.98,120.6,77.01,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,9.87,60.38,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,90.76,43.58,0,0,0,0,143.87,0,26.66,20.18,47.95,18.78,24.57,331.36,229.14,6.33,14.55,27.26,38.28,0,0,0,0,32.57,8.49,0,49.27,0,0,16.71,0,20.36,0,0,0,0,0,0,49.98,120.6,77.01,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,9.95,60.38,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,90.76,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,18.78,24.57,331.36,229.14,6.33,14.55,27.26,38.28,0,0,0,0,32.57,8.49,0,12.85,0,0,16.71,0,20.36,0,0,0,0,0,0,49.98,120.6,77.01,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,10.04,60.38,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,90.76,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,331.36,229.14,6.33,14.55,27.26,38.28,0,0,0,0,32.57,8.49,0,10.71,0,0,16.71,0,20.36,0,0,0,0,0,0,49.98,120.6,27.06,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,10.16,60.38,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,90.76,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,331.36,229.14,6.33,14.55,27.26,38.28,0,0,0,0,32.57,8.49,0,10.71,0,0,16.71,0,20.36,0,0,0,0,0,0,49.98,120.6,25.36,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,10.29,60.38,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,90.76,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,331.36,229.14,6.33,14.55,27.26,38.28,0,0,0,0,32.57,8.49,0,10.71,0,0,16.71,0,49.47,0,0,0,0,0,0,49.98,120.6,25.36,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,10.41,60.38,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,90.76,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,331.36,229.14,0,14.55,40.89,38.28,0,0,0,0,32.57,8.49,0,10.71,0,0,16.71,0,49.47,0,0,0,0,0,0,49.98,120.6,25.36,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,10.58,60.38,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,331.36,229.14,0,14.55,40.89,38.28,0,0,0,0,32.57,8.49,0,16.06,0,0,16.71,0,49.47,0,0,0,0,0,0,49.98,120.6,25.36,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,10.61,60.38,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,331.36,229.14,0,14.55,40.89,11.75,0,0,0,0,32.57,8.49,0,16.06,0,0,5.12,0,20.36,0,0,0,0,0,0,49.98,120.6,25.36,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,10.67,60.38,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,331.36,229.14,0,14.55,40.89,11.75,0,0,0,0,32.57,8.49,0,16.06,0,0,5.12,0,20.36,0,0,0,0,0,0,49.98,120.6,25.36,7.76,403.8,115.21,44.62,0,0,0,11.19,19.95,123.69,10.61,60.38,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,302.44,229.14,0,14.55,27.26,11.75,0,0,0,0,32.57,8.49,0,16.06,0,0,5.12,0,20.36,0,0,0,0,0,0,49.98,120.6,25.36,0,332.86,115.21,44.62,0,0,0,11.19,19.95,123.69,10.67,60.38,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,278.19,229.14,0,14.55,13.63,11.75,0,0,0,0,32.57,8.49,0,10.71,0,0,5.12,0,20.36,0,0,0,0,0,0,49.98,120.6,25.36,0,332.86,115.21,44.62,0,0,0,11.19,19.95,123.69,10.72,60.38,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,253.93,229.14,0,14.55,13.63,11.75,0,0,0,0,32.57,8.49,0,10.71,0,0,5.12,0,20.36,0,0,0,0,0,0,49.98,120.6,25.36,0,332.86,115.21,44.62,0,0,0,11.19,19.95,123.69,10.75,60.38,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,8.6,0,0,39.26,0,0,0,0,0,68.07,43.58,0,0,0,0,143.87,0,17.68,20.18,47.95,9.39,11.64,221.92,229.14,0,14.55,13.63,11.75,0,0,0,0,32.57,8.49,0,10.71,0,0,5.12,0,20.36,0,0,0,0,0,0,49.98,120.6,25.36,0,332.86,115.21,44.62,0,0,0,11.19,19.95,123.69,10.84,60.38,0,0,0,0,0,0,0,0

