Block,Time Block,NAPP,MAPS,KOTESHWR,KOLDAM,KUDGI,AURY_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,KHSTPP-II,KKNP,KISHANGANGA,KKNPPU2,NLCIIST1,NLCIIST2,NLCTS2EXP,AURY_GF,AURY_LF,ANTA_GF,ANTA_RF,ANTA_LF,AURY_CRF,KHSTPP-I,KGSU3AND4,ANTA_CRF,JHAJJAR,KGSU1AND2,VALLURNTECL,UNCHAHAR4,TelanganaSTPP,URI2,UNCHAHAR3,TEHRI,UNCHAHAR1,UNCHAHAR2,URI,FSTPP I & II,DULHASTI,DHAULIGNGA,NJPC,NLCEXP,TANDA2,SINGRAULI,TANAKPUR,TALA,SINGRAULI_HYDRO,SIMHST2,TALST2,CHAMERA1,BSIUL,BRBCL,DADRT2,CHAMERA3,CHAMERA2,PARBATI3,SEWA2,RIHAND3,SALAL,NNTPP,RAPPB,RIHAND2,RIHAND1,RAMPUR,SASAN,SIMHST1,RSTPSU1TO6,NTPL,RAPPC,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
60,14:45-15:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,158.39,0,0,0,0,8.46,0,14.43,17.02,40.98,8.53,20.1,47.77,17.62,67.81,0,0,128.29,11.14,9.52,0,0,0,0,0,14.5,328.47,9.35,2.07,0,0,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

61,15:00-15:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,158.39,0,0,0,0,8.46,0,14.43,17.02,40.98,8.53,20.1,47.77,8.8,67.81,0,0,128.29,11.14,9.52,0,0,0,0,0,14.5,328.47,9.35,2.07,0,0,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

62,15:15-15:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,158.39,0,0,0,0,8.46,0,14.43,17.02,40.98,8.53,20.1,47.77,8.8,67.81,0,0,128.29,11.14,9.52,0,0,0,0,0,14.5,328.47,9.35,2.07,0,0,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

63,15:30-15:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,158.39,0,0,0,0,8.46,0,14.43,17.02,40.98,5.33,20.1,47.77,8.8,67.81,0,0,128.29,11.14,9.52,0,0,0,0,0,14.5,328.47,9.35,2.07,0,0,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

64,15:45-16:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,247.3,0,0,0,0,8.46,0,14.43,17.02,40.98,5.33,20.1,47.77,8.8,59.49,0,0,128.29,11.14,9.43,0,0,0,0,0,14.5,328.47,9.35,2.07,0,0,120.14,40.42,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

65,16:00-16:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,336.21,0,0,0,0,8.46,0,14.43,17.02,40.98,5.33,20.1,47.77,8.8,59.49,0,0,128.29,11.14,9.35,0,0,0,0,0,14.5,328.47,9.35,2.07,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

66,16:15-16:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,14.43,17.02,40.98,5.33,20.1,47.77,8.8,59.49,0,0,128.29,11.14,9.23,0,0,0,0,0,14.5,328.47,9.35,2.07,0,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

67,16:30-16:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,15.04,17.02,40.98,5.33,20.1,47.77,8.8,59.49,0,0,128.29,11.14,9.15,0,0,0,0,0,14.5,328.47,9.35,2.07,0,0,120.14,25.83,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

68,16:45-17:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,28.87,17.02,40.98,5.33,20.1,47.77,8.8,59.49,0,0,128.29,11.14,9.04,0,0,0,0,1.06,14.5,328.47,9.35,2.07,0,0,120.14,25.83,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

69,17:00-17:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,28.87,17.02,40.98,5.33,20.1,47.77,8.8,59.49,0,0,128.29,11.14,8.8,0,0,0,0,6.3,14.5,328.47,9.35,2.07,0,0,120.14,25.83,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

70,17:15-17:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,45.12,17.02,40.98,5.33,20.1,47.77,8.8,59.49,0,0,128.29,11.14,8.52,0,0,0,0,6.3,14.5,328.47,9.35,2.07,0,0,120.14,25.83,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

71,17:30-17:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,45.12,17.02,40.98,10.67,20.1,47.77,17.62,59.49,0,0,128.29,11.14,8.35,0,0,0,0,6.3,14.5,328.47,9.35,10.95,3.44,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

72,17:45-18:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,17.02,40.98,10.67,20.1,47.77,26.56,82.37,0,0,128.29,11.14,8.01,0,0,0,13.58,6.3,14.5,328.47,9.35,10.95,4.92,0,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

73,18:00-18:15,39.32,0,17.15,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.8,40.98,10.67,20.1,47.77,35.32,113.02,0,0,128.29,11.14,7.87,0,0,0,27.16,6.3,14.5,330.09,18.71,25.45,7.38,2.58,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

74,18:15-18:30,39.32,0,34.31,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,10.67,20.1,48.25,36.38,135.62,0,0,128.29,12.25,7.87,0,0,0,40.73,18.9,14.5,330.09,29.53,39.42,47.36,7.73,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

75,18:30-18:45,39.32,0,34.31,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,16,20.1,48.25,36.38,135.62,0,0,128.29,12.25,7.87,0,0,0,40.73,18.9,14.5,330.09,29.53,39.42,47.36,11.6,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

76,18:45-19:00,39.32,0,34.31,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,16,20.1,48.25,36.38,135.62,0,0,128.29,12.25,8.16,0,0,0,40.73,18.9,14.5,330.09,29.53,39.42,47.36,11.6,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

77,19:00-19:15,39.32,0,34.31,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,49.08,20.1,48.25,36.38,135.62,0,0,128.29,12.25,8.32,0,0,0,40.73,18.9,14.5,330.09,29.53,39.42,47.36,11.6,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

78,19:15-19:30,39.32,0,34.31,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,49.08,20.1,48.25,36.38,135.62,0,0,128.29,12.25,8.44,0,0,0,40.73,18.9,14.5,330.09,29.53,39.42,47.36,15.28,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

79,19:30-19:45,39.32,0,34.31,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,10.67,20.1,48.25,36.38,135.62,0,0,128.29,12.25,8.52,0,0,0,40.73,18.9,14.5,330.09,29.53,39.42,47.36,15.28,120.14,76.71,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

80,19:45-20:00,39.32,0,34.31,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,8.53,20.1,48.25,36.38,135.62,0,0,128.29,12.25,8.66,0,0,0,40.73,18.9,14.5,330.09,29.53,39.42,7.38,15.28,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

81,20:00-20:15,39.32,0,34.31,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,8.53,20.1,48.25,36.38,135.62,0,0,128.29,12.25,8.77,0,0,0,40.73,18.9,14.5,330.09,29.53,39.42,13.53,11.6,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

82,20:15-20:30,39.32,0,19.06,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,8.53,20.1,47.77,26.56,113.02,0,0,128.29,11.14,8.89,0,0,0,27.16,6.3,14.5,330.09,18.71,23.18,13.53,7.73,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

83,20:30-20:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,8.53,20.1,47.77,26.56,82.37,0,0,128.29,11.14,9.04,0,0,0,27.16,6.3,14.5,330.09,18.71,23.18,3.44,7.73,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

84,20:45-21:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,49.08,20.1,47.77,26.56,82.37,0,0,128.29,11.14,9.11,0,0,0,27.16,6.3,14.5,330.09,18.71,23.18,0,7.73,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

85,21:00-21:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,49.08,20.1,47.77,26.56,82.37,0,0,128.29,11.14,9.23,0,0,0,27.16,6.3,14.5,330.09,18.71,23.18,0,7.73,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

86,21:15-21:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,9.35,0,60.15,19.87,40.98,10.67,20.1,47.77,26.56,82.37,0,0,128.29,11.14,9.37,0,0,0,27.16,6.3,14.5,330.09,18.71,23.18,0,7.73,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

87,21:30-21:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,8.53,20.1,47.77,17.62,82.37,0,0,128.29,11.14,9.52,0,0,0,27.16,6.3,14.5,330.09,18.71,23.18,0,7.73,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

88,21:45-22:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,8.53,20.1,47.77,17.62,82.37,0,0,128.29,11.14,9.64,0,0,0,27.16,6.3,14.5,330.09,18.71,23.18,0,7.73,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

89,22:00-22:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,8.53,20.1,47.77,17.62,82.37,0,0,128.29,11.14,9.66,0,0,0,40.73,0,14.5,330.09,18.71,23.18,0,11.6,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

90,22:15-22:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,8.53,20.1,47.77,17.62,82.37,0,0,128.29,11.14,9.68,0,0,0,40.73,0,14.5,330.09,18.71,23.18,0,11.6,120.14,37.06,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

91,22:30-22:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,8.53,20.1,47.77,17.62,82.37,0,0,128.29,11.14,9.75,0,0,0,40.73,0,14.5,330.09,9.35,9.65,0,11.6,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

92,22:45-23:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,8.53,20.1,47.77,17.62,82.37,0,0,128.29,11.14,9.83,0,0,0,40.73,0,14.5,330.09,9.35,9.65,0,11.6,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

93,23:00-23:15,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,8.53,20.1,47.77,17.62,82.37,0,0,128.29,11.14,9.89,0,0,0,27.16,0,14.5,330.09,9.35,9.65,0,2.58,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

94,23:15-23:30,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,8.53,20.1,47.77,17.62,82.37,0,0,128.29,11.14,9.94,0,0,0,13.58,0,14.5,330.09,9.35,9.65,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

95,23:30-23:45,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,49.08,20.1,47.77,17.62,82.37,0,0,128.29,11.14,9.97,0,0,0,13.58,0,14.5,330.09,9.35,9.65,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

96,23:45-24:00,39.32,0,8.57,0,0,0,0,0,0,0,95.55,0,0,0,0,0,0,0,0,0,0,0,0,40.48,0,0,410.05,0,0,0,0,8.46,0,60.15,19.87,40.98,49.08,20.1,47.77,17.62,82.37,0,0,128.29,11.14,10.09,0,0,0,13.58,0,14.5,330.09,9.35,9.65,0,0,120.14,49.41,0,0,114.77,44.45,0,399.55,0,0,0,49.66,0,0,0,0,0,0

