Block,Time,SEWA2,UNCHAHAR4,DADRI_RF,ANTA_LF,ANTA_RF,ANTA_CRF,NJPC,KOTESHWR,BSIUL,ANTA_GF,RAMPUR,JHAJJAR,RIHAND3,RIHAND1,KISHANGANGA,DADRI_CRF,AURY_CRF,RAPPB,DADRT2,UNCHAHAR2,RAPPC,DADRI_GF,AURY_LF,KOLDAM,CHAMERA3,AURY_RF,URI2,TANAKPUR,TEHRI,CHAMERA1,SINGRAULI_HYDRO,NAPP,CHAMERA2,SINGRAULI,UNCHAHAR1,PARBATI3,DULHASTI,TANDA2,SALAL,DHAULIGNGA,UNCHAHAR3,DADRI_LF,RIHAND2,AURY_GF,URI,SASAN,FSTPP I & II,KHSTPP-II,KHSTPP-I,TALA,BRBCL,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,420.935014,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,663.910184,20.490268,49.437715,0.000000,0.000000,0.000000,28.095016,0.000000,14.954656,12.878764,43.849512,13.517366,1.017113,37.787143,38.194433,129.054450,19.319500,0.000000,47.790319,0.000000,82.001294,0.000000,25.511310,0.000000,114.191438,0.000000,23.479210,404.020181,13.437130,142.603355,41.955263,25.578882,16.442393,74.44,0,0,0,0,0

7,01:30-01:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,399.201278,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,611.279985,20.490268,49.437715,0.000000,0.000000,0.000000,28.095016,0.000000,14.954656,12.878764,43.849512,13.517366,1.017113,37.787143,38.194433,132.354743,16.349314,0.000000,47.790319,0.000000,82.001294,0.000000,21.931523,0.000000,114.191438,0.000000,17.075789,404.020181,13.437130,142.603355,41.955263,25.578882,14.721954,74.44,0,0,0,0,0

8,01:45-02:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,399.201278,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,611.279985,20.490268,49.437715,0.000000,0.000000,0.000000,28.095016,0.000000,14.954656,12.878764,43.849512,0.000000,1.017113,37.787143,38.194433,132.679575,16.349314,0.000000,47.790319,0.000000,82.001294,0.000000,21.931523,0.000000,114.191438,0.000000,17.075789,404.020181,13.437130,142.603355,41.955263,25.578882,14.995764,74.44,0,0,0,0,0

9,02:00-02:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,598.814678,20.490268,49.437715,0.000000,0.000000,0.000000,28.095016,0.000000,14.954656,12.878764,43.849512,0.000000,1.017113,37.787143,38.194433,132.679575,11.728874,0.000000,47.790319,0.000000,82.001294,0.000000,14.593787,0.000000,114.191438,0.000000,17.075789,404.020181,13.437130,142.603355,41.955263,25.578882,16.431598,74.44,0,0,0,0,0

10,02:15-02:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,535.979178,20.490268,49.437715,0.000000,0.000000,0.000000,28.095016,0.000000,14.954656,12.878764,43.849512,0.000000,1.017113,37.787143,38.194433,132.679575,11.728874,0.000000,47.790319,0.000000,82.001294,0.000000,14.593787,0.000000,114.191438,0.000000,17.075789,404.020181,13.437130,142.603355,41.955263,25.578882,14.797418,74.44,0,0,0,0,0

11,02:30-02:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,434.250244,20.490268,49.437715,0.000000,0.000000,0.000000,28.095016,0.000000,10.403239,12.878764,36.541260,0.000000,1.017113,37.787143,38.194433,132.679575,11.728874,0.000000,47.790319,0.000000,82.001294,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.808417,13.437130,142.603355,41.461473,24.726253,17.229722,74.51,0,0,0,0,0

12,02:45-03:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,20.490268,49.437715,0.000000,0.000000,0.000000,28.095016,0.000000,10.403239,12.878764,29.233008,0.000000,1.017113,37.787143,38.194433,132.679575,11.728874,0.000000,47.790319,0.000000,82.001294,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,13.437130,142.603355,41.461473,24.726253,16.969936,74.51,0,0,0,0,0

13,03:00-03:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,15.359896,49.437715,0.000000,0.000000,0.000000,28.095016,0.000000,10.403239,11.764256,29.233008,0.000000,1.017113,37.787143,38.194433,132.679575,11.728874,0.000000,47.790319,0.000000,78.631378,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,118.642318,27.868414,24.726253,17.044593,74.74,0,0,0,0,0

14,03:15-03:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,15.359896,49.437715,0.000000,0.000000,0.000000,28.095016,0.000000,10.403239,11.764256,29.233008,0.000000,1.017113,37.787143,38.194433,132.679575,11.728874,0.000000,47.790319,0.000000,78.631378,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.726253,17.839892,74.74,0,0,0,0,0

15,03:30-03:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,10.403239,11.764256,29.233008,0.000000,1.017113,37.787143,38.194433,134.077652,11.728874,0.000000,47.790319,0.000000,77.508073,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.726253,16.989205,74.74,0,0,0,0,0

16,03:45-04:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,10.403239,11.764256,29.233008,0.000000,1.017113,37.787143,38.194433,134.129625,11.728874,0.000000,47.790319,0.000000,77.508073,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.726253,18.565880,74.74,0,0,0,0,0

17,04:00-04:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,12.087810,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,10.403239,11.764256,16.443567,0.000000,1.017113,37.787143,38.194433,134.129625,11.728874,0.000000,47.790319,0.000000,77.508073,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.726253,19.334041,74.74,0,0,0,0,0

18,04:15-04:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,12.087810,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,10.403239,11.764256,14.616504,0.000000,1.017113,37.787143,38.194433,134.129625,11.728874,0.000000,47.790319,0.000000,77.508073,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.726253,19.334041,74.74,0,0,0,0,0

19,04:30-04:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,14.349008,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,11.703644,11.764256,14.616504,0.000000,1.017113,37.787143,38.194433,134.666085,11.728874,0.000000,47.790319,0.000000,77.508073,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.726253,19.334041,74.60,0,0,0,0,0

20,04:45-05:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,11.703644,11.764256,14.616504,0.000000,1.017113,37.787143,38.194433,134.673394,11.728874,0.000000,47.790319,0.000000,77.508073,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.726253,19.334041,74.60,0,0,0,0,0

21,05:00-05:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,11.703644,11.764256,14.616504,0.000000,1.017113,37.787143,38.194433,134.673394,11.728874,0.000000,47.790319,0.000000,77.508073,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.726253,19.334041,74.44,0,0,0,0,0

22,05:15-05:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,11.703644,11.764256,14.616504,0.000000,1.017113,37.787143,38.194433,134.673394,11.728874,0.000000,47.790319,0.000000,77.508073,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.726253,19.334041,74.44,0,0,0,0,0

23,05:30-05:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,11.703644,11.764256,14.616504,0.000000,1.017113,37.787143,38.194433,134.673394,11.728874,0.000000,47.790319,0.000000,77.508073,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.58,0,0,0,0,0

24,05:45-06:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,400.415744,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,11.703644,11.764256,14.616504,0.000000,1.017113,37.787143,38.194433,134.673394,11.728874,0.000000,47.790319,0.000000,77.508073,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.55,0,0,0,0,0

25,06:00-06:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,417.765785,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,31.729878,11.764256,14.616504,0.000000,1.017113,37.787143,38.194433,134.673394,14.703894,0.000000,47.790319,0.000000,77.508073,0.000000,18.173573,0.000000,114.191438,0.000000,46.958419,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.44,0,0,0,0,0

26,06:15-06:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,417.765785,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,31.729878,11.764256,14.616504,0.000000,1.017113,37.787143,38.194433,134.673394,14.703894,0.000000,47.790319,0.000000,77.508073,0.000000,18.173573,0.000000,114.191438,0.000000,46.958419,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.44,0,0,0,0,0

27,06:30-06:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,417.765785,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,31.729878,11.764256,8.160881,0.000000,1.017113,37.787143,38.194433,134.673394,14.703894,0.000000,47.790319,0.000000,77.508073,0.000000,18.173573,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.44,0,0,0,0,0

28,06:45-07:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,417.765785,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,31.729878,11.764256,0.000000,0.000000,1.017113,37.787143,38.194433,134.673394,14.703894,0.000000,47.790319,0.000000,77.508073,0.000000,18.173573,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.44,0,0,0,0,0

29,07:00-07:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,417.765785,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,31.729878,11.764256,0.000000,0.000000,1.017113,37.787143,38.194433,134.673394,14.703894,0.000000,47.790319,0.000000,76.384767,0.000000,18.173573,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.44,0,0,0,0,0

30,07:15-07:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,417.765785,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,31.729878,11.764256,0.000000,0.000000,1.017113,37.787143,38.194433,134.673394,14.703894,0.000000,47.790319,0.000000,76.384767,0.000000,18.173573,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.44,0,0,0,0,0

31,07:30-07:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,13.004048,11.764256,0.000000,0.000000,1.017113,37.787143,38.194433,134.673394,11.728874,0.000000,47.790319,0.000000,76.384767,0.000000,15.930192,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.44,0,0,0,0,0

32,07:45:08:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.335558,0.000000,0.000000,396.027216,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,10.403239,11.764256,0.000000,0.000000,1.017113,37.787143,38.194433,134.673394,11.728874,0.000000,47.790319,0.000000,76.384767,0.000000,14.593787,0.000000,114.191438,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.44,0,0,0,0,0

33,08:00-08:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,396.027216,119.547560,54.353288,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,10.403239,11.764256,0.000000,0.000000,1.017113,37.787143,38.194433,114.002254,11.728874,0.000000,47.790319,0.000000,76.384767,0.000000,14.593787,0.000000,102.709265,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.44,0,0,0,0,0

34,08:15-08:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,396.027216,119.547560,54.353288,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,18.711136,0.000000,10.403239,11.764256,0.000000,0.000000,1.017113,37.787143,38.194433,114.002254,11.728874,0.000000,47.790319,0.000000,76.384767,0.000000,14.593787,0.000000,102.709265,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,74.44,0,0,0,0,0

35,08:30-08:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,396.027216,119.547560,54.353288,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,10.403239,11.764256,0.000000,0.000000,1.017113,37.787143,29.251472,114.002254,11.728874,0.000000,47.790319,0.000000,76.384767,0.000000,14.593787,0.000000,102.709265,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,84.49,0,0,0,0,0

36,08:45:09:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,396.027216,119.547560,54.353288,0.000000,0.000000,0.000000,0.000000,439.309178,15.359896,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,10.403239,11.764256,0.000000,0.000000,1.017113,37.787143,12.886111,114.002254,11.728874,0.000000,47.790319,0.000000,76.384767,0.000000,14.593787,0.000000,102.709265,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,99.47,0,0,0,0,0

37,09:00:09:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,396.027216,119.547560,54.353288,0.000000,0.000000,0.000000,0.000000,439.309178,20.312952,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,10.403239,11.764256,0.000000,0.000000,1.017113,37.787143,12.886111,119.660349,5.800200,0.000000,47.790319,0.000000,76.384767,0.000000,8.249818,0.000000,102.709265,0.000000,19.210262,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,104.03,0,0,0,0,0

38,09:15-09:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,396.027216,119.547560,54.353288,0.000000,0.000000,0.000000,0.000000,439.309178,20.562966,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,10.403239,11.764256,0.000000,0.000000,1.017113,37.787143,12.886111,119.660349,5.800200,0.000000,47.790319,0.000000,76.384767,0.000000,6.766900,0.000000,102.709265,0.000000,21.344736,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,125.38,0,0,0,0,0

39,09:30-09:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,396.027216,119.547560,84.453828,0.000000,0.000000,0.000000,0.000000,399.456874,20.562966,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,11.703644,11.764256,0.000000,0.000000,1.017113,37.787143,16.751944,119.660349,5.706718,0.000000,47.790319,0.000000,76.384767,0.000000,6.451891,0.000000,113.707814,0.000000,26.680920,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,135.34,0,0,0,0,0

40,09:45-10:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,396.027216,119.547560,85.287688,0.000000,0.000000,0.000000,0.000000,399.456874,20.562966,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,11.703644,11.764256,0.000000,0.000000,1.017113,37.787143,16.751944,119.660349,5.800200,0.000000,47.790319,0.000000,76.384767,0.000000,6.766900,0.000000,114.191438,0.000000,26.680920,404.824959,9.468923,94.474818,27.868414,24.157833,19.334041,135.34,0,0,0,0,0

41,10:00-10:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,417.765785,119.547560,88.897254,0.000000,0.000000,0.000000,0.000000,421.531186,20.562966,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,13.004048,11.764256,0.000000,13.517366,1.017113,37.787143,16.751944,119.660349,8.235027,0.000000,47.790319,0.000000,76.384767,0.000000,9.634616,0.000000,114.191438,0.000000,26.680920,404.824959,6.055892,94.474818,27.868414,22.736784,19.334041,135.34,0,0,0,0,0

42,10:15-10:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,417.765785,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,421.531952,20.562966,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,13.004048,11.764256,0.000000,13.517366,1.017113,37.787143,16.751944,119.660349,8.235027,0.000000,47.790319,0.000000,76.384767,8.811374,9.634616,0.000000,114.191438,0.000000,26.680920,404.824959,6.055892,94.474818,27.868414,22.736784,19.334041,135.34,0,0,0,0,0

43,10:30-10:45,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,417.765785,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,435.159618,20.562966,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,13.004048,11.764256,0.000000,13.517366,1.017113,37.787143,16.751944,134.670977,8.235027,0.000000,47.790319,0.000000,76.384767,17.622748,9.634616,0.000000,114.191438,0.000000,14.941315,404.824959,6.055892,94.474818,27.868414,22.736784,19.334041,135.34,0,0,0,0,0

44,10:45-11:00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,417.765785,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,429.806710,20.562966,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,13.004048,11.764256,0.000000,13.517366,1.017113,37.787143,16.751944,134.670977,8.775219,0.000000,47.790319,0.000000,76.384767,26.434121,9.634616,0.000000,114.191438,0.000000,14.941315,404.824959,6.055892,94.474818,27.868414,22.736784,19.334041,135.34,0,0,0,0,0

45,11:00-11:15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,395.350526,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,357.418668,20.562966,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,10.403239,9.782907,0.000000,13.517366,1.017113,37.787143,16.751944,134.670977,5.732531,0.000000,47.790319,0.000000,51.672048,35.373196,6.670230,0.000000,114.191438,0.000000,14.941315,404.824959,9.468923,94.474818,27.868414,22.736784,19.334041,135.34,0,0,0,0,0

46,11:15-11:30,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,147.847581,8.578496,6.303657,0.000000,0.000000,395.350526,119.547560,88.936400,0.000000,0.000000,0.000000,0.000000,357.523265,20.562966,49.437715,0.000000,0.000000,0.000000,9.355568,0.000000,10.403239,9.782907,0.000000,27.163033,1.017113,37.787143,16.751944,134.670977,5.732531,0.000000,47.790319,0.000000,51.672048,35.373196,6.670230,0.000000,114.191438,0.000000,14.941315,404.824959,9.468923,94.474818,27.868414,22.736784,19.334041,135.34,0,0,0,0,0

