Block,Time,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/06022042/L_NR_2012_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/16072024/31072024/NR/16072024/31072024/717758,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/31052040/LT-31,NR/22072024/22072024/IEX_240721_01662,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/R2,NR/22072024/22072024/IEX_240721_01661,NR/30092023/26122029/SH-06,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01042024/31072024/LT_MEJA_DELHI
1,00:00-00:15,31.67,0,0,0,0,0,31.67,46.02,0,0,0,14,0,0,0,0,15,0,14,42,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.770000,38.580000,12.420000,0.000000,0.000000,72.340000,10.210000,0.000000,24.120000,144.690000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.170000,15.140000,13.740000

2,00:15-00:30,32.67,0,0,0,0,0,32.67,46.02,0,0,0,14.83,0,0,0,0,15.34,0,14.84,44.5,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.770000,38.580000,12.420000,0.000000,0.000000,72.340000,10.210000,0.000000,24.120000,144.690000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.170000,15.140000,13.740000

3,00:30-00:45,32.33,0,0,0,0,0,32.33,46.02,0,0,0,15.33,0,0,0,0,15.34,0,15.34,46,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.770000,38.580000,12.420000,0.000000,0.000000,72.340000,10.210000,0.000000,24.120000,144.690000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.170000,15.140000,13.740000

4,00:45-01:00,31.67,0,0,0,0,0,31.67,46.02,0,0,0,15.17,0,0,0,0,15.66,0,15.16,45.5,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.770000,38.580000,12.420000,0.000000,0.000000,72.340000,10.210000,0.000000,24.120000,144.690000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.170000,15.140000,13.740000

5,01:00-01:15,31,0,0,0,0,0,31,46.02,0,0,0,15.5,0,0,0,0,15.66,0,15.5,46.5,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.590000,38.580000,12.420000,0.000000,0.000000,72.340000,9.970000,0.000000,24.120000,96.460000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.240000,15.140000,13.740000

6,01:15-01:30,40,0,0,0,0,0,40,46.02,0,0,0,16,0,0,0,0,15.34,0,16,48,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.590000,38.580000,12.420000,0.000000,0.000000,72.340000,9.970000,0.000000,24.120000,96.460000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.240000,15.140000,13.740000

7,01:30-01:45,39.33,0,0,0,0,0,39.33,46.02,0,0,0,16.67,0,0,0,0,15.34,0,16.66,50,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.590000,38.580000,12.420000,0.000000,0.000000,72.340000,9.970000,0.000000,24.120000,96.460000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.240000,15.140000,13.740000

8,01:45-02:00,39,0,0,0,0,0,39,46.02,0,0,0,17.33,0,0,0,0,15,0,17.34,52,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.590000,38.580000,12.420000,0.000000,0.000000,72.340000,9.970000,0.000000,24.120000,96.460000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.240000,15.140000,13.740000

9,02:00-02:15,38,0,0,0,0,0,38,46.02,0,0,0,17.67,0,0,0,0,14.66,0,17.66,53,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.400000,38.580000,12.420000,0.000000,0.000000,72.340000,9.820000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.240000,15.140000,13.740000

10,02:15-02:30,37,0,0,0,0,0,37,46.02,0,0,0,17.83,0,0,0,0,14,0,17.84,53.5,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.400000,38.580000,12.420000,0.000000,0.000000,72.340000,9.820000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.240000,15.140000,13.740000

11,02:30-02:45,29.33,0,0,0,0,0,29.33,46.02,0,0,0,12.33,0,0,0,0,10,0,12.34,37,0,0.000000,115.310000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.400000,38.580000,12.420000,0.000000,0.000000,72.340000,9.820000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.240000,15.140000,13.740000

12,02:45-03:00,29.33,0,0,0,0,0,29.33,46.02,0,0,0,12.17,0,0,0,0,9.66,0,12.16,36.5,0,0.000000,94.510000,14.090000,96.460000,87.010000,272.740000,48.230000,30.870000,261.890000,0.000000,6.400000,38.580000,12.420000,0.000000,0.000000,72.340000,9.820000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,30.280000,100.490000,0.000000,10.240000,15.140000,13.740000

13,03:00-03:15,28.67,0,0,0,0,0,28.67,46.02,0,0,0,12,0,0,0,0,9.34,0,12,36,0,0.000000,75.610000,14.090000,96.460000,76.480000,272.740000,48.230000,9.600000,261.890000,0.000000,6.210000,0.000000,12.420000,0.000000,0.000000,72.340000,9.590000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.280000,100.490000,0.000000,10.240000,15.140000,13.740000

14,03:15-03:30,28,0,0,0,0,0,28,46.02,0,0,0,11.5,0,0,0,0,9.34,0,11.5,34.5,0,0.000000,66.160000,14.090000,96.460000,76.480000,272.740000,48.230000,9.600000,261.890000,0.000000,6.210000,0.000000,12.420000,0.000000,0.000000,72.340000,9.590000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.280000,100.490000,0.000000,10.240000,15.140000,13.740000

15,03:30-03:45,27.33,0,0,0,0,0,27.33,46.02,0,0,0,11,0,0,0,0,9.34,0,11,33,0,0.000000,66.160000,14.090000,96.460000,76.480000,272.740000,48.230000,9.600000,261.890000,0.000000,6.210000,0.000000,12.420000,0.000000,0.000000,72.340000,9.590000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.280000,100.490000,0.000000,10.240000,15.140000,13.740000

16,03:45-04:00,27,0,0,0,0,0,27,46.02,0,0,0,10.5,0,0,0,0,9,0,10.5,31.5,0,0.000000,66.160000,14.090000,96.460000,76.480000,272.740000,48.230000,9.600000,261.890000,0.000000,6.210000,0.000000,12.420000,0.000000,0.000000,72.340000,9.590000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.280000,100.490000,0.000000,10.240000,15.140000,13.740000

17,04:00-04:15,33.33,0,0,0,0,0,33.33,46.02,0,0,0,15.17,0,0,0,0,9.66,0,15.16,45.5,0,0.000000,66.160000,13.630000,96.460000,87.010000,272.740000,48.230000,9.600000,261.890000,0.000000,6.030000,0.000000,12.420000,0.000000,0.000000,72.340000,9.200000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.280000,100.490000,0.000000,8.540000,15.140000,13.740000

18,04:15-04:30,33,0,0,0,0,0,33,46.02,0,0,0,14.5,0,0,0,0,9.34,0,14.5,43.5,0,0.000000,66.160000,13.630000,96.460000,87.010000,272.740000,48.230000,9.600000,261.890000,0.000000,6.030000,0.000000,12.420000,0.000000,0.000000,72.340000,9.200000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.280000,100.490000,0.000000,8.540000,15.140000,13.740000

19,04:30-04:45,32.33,0,0,0,0,0,32.33,46.02,0,0,0,14.17,0,0,0,0,13.34,0,14.16,42.5,0,0.000000,66.160000,13.630000,96.460000,68.030000,231.500000,48.230000,9.600000,213.660000,0.000000,6.030000,0.000000,12.420000,0.000000,0.000000,72.340000,9.200000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.290000,100.490000,0.000000,8.540000,15.140000,13.740000

20,04:45-05:00,31.67,0,0,0,0,0,31.67,46.02,0,0,0,13.33,0,0,0,0,13,0,13.34,40,0,0.000000,66.160000,13.630000,96.460000,68.030000,192.920000,48.230000,9.600000,205.990000,0.000000,6.030000,0.000000,12.420000,0.000000,0.000000,72.340000,9.200000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.290000,100.490000,0.000000,8.540000,15.140000,13.740000

21,05:00-05:15,30.33,0,0,0,0,0,30.33,46.02,0,0,0,12.17,0,0,0,0,12.66,0,12.16,36.5,0,0.000000,66.160000,13.630000,96.460000,57.590000,173.630000,48.230000,13.460000,176.170000,0.000000,5.850000,0.000000,12.420000,0.000000,0.000000,72.340000,8.980000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.290000,71.550000,0.000000,8.540000,15.140000,13.740000

22,05:15-05:30,29,0,0,0,0,0,29,46.02,0,0,0,10.5,0,0,0,0,12.34,0,10.5,31.5,0,0.000000,66.160000,13.630000,96.460000,57.590000,173.630000,48.230000,13.460000,176.170000,0.000000,5.850000,0.000000,12.420000,0.000000,0.000000,72.340000,8.980000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.290000,53.050000,0.000000,8.540000,15.140000,13.740000

23,05:30-05:45,21.67,0,0,0,0,0,21.67,46.02,0,0,0,8.83,0,0,0,0,9,0,8.84,26.5,0,0.000000,66.160000,13.630000,96.460000,57.590000,150.000000,48.230000,13.460000,170.390000,0.000000,5.850000,0.000000,12.420000,0.000000,0.000000,72.340000,8.980000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.290000,53.050000,0.000000,8.150000,15.140000,13.740000

24,05:45-06:00,21.33,0,0.98,0,0,0,21.33,46.02,0.828835,0.2,0,8,0,0,0,0,8.66,0.19,8,24,0,0.000000,66.160000,13.630000,96.460000,57.590000,150.000000,48.230000,1.300000,122.160000,0.000000,5.850000,0.000000,12.420000,0.000000,0.000000,72.340000,8.980000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.290000,53.050000,0.000000,8.150000,15.140000,13.740000

25,06:00-06:15,21,0,4.58,0,1,8.93,21,46.02,2.281734,1,1,8,0,0.82,0,0,8.34,0.92,8,24,1,0.000000,66.160000,13.170000,96.460000,57.590000,150.000000,48.230000,1.300000,145.580000,0.000000,5.660000,0.000000,12.420000,0.000000,0.000000,72.340000,8.670000,0.000000,24.120000,0.000000,30.870000,96.460000,0.000000,31.290000,81.990000,0.000000,8.150000,15.140000,13.740000

26,06:15-06:30,20.67,0,8.66,2.04,2,14.02,20.67,46.02,6.494166,2,1,8,0,2.92,1,1,8,1.73,8,24,4,0.000000,66.160000,13.170000,96.460000,57.590000,150.000000,48.230000,1.300000,145.580000,0.410000,5.660000,0.000000,12.420000,0.410000,0.000000,72.340000,8.670000,0.000000,24.120000,0.000000,30.870000,96.460000,0.420000,30.780000,100.490000,0.000000,8.150000,15.140000,13.740000

27,06:30-06:45,20.33,0,13.23,5.85,5,23.02,20.33,41.61,12.110742,5,3,8,0,4.94,5,3,7.66,2.65,8,24,7,0.000000,66.160000,13.170000,96.460000,57.590000,150.000000,48.230000,1.300000,145.580000,0.810000,5.660000,0.000000,12.420000,0.810000,0.000000,72.340000,8.670000,0.000000,24.120000,0.000000,30.870000,96.460000,0.840000,29.770000,100.490000,0.000000,8.150000,15.140000,11.810000

28,06:45-07:00,20,0,18.28,13.04,8,33,20,41.01,18.653663,6,6,8,0,7.94,12,4,6.99,3.66,8,24,14,0.000000,66.160000,13.170000,96.460000,57.590000,150.000000,48.230000,1.300000,145.580000,1.170000,5.660000,0.000000,12.420000,1.170000,0.000000,72.340000,8.670000,0.000000,24.120000,0.000000,30.870000,96.460000,1.200000,29.770000,100.490000,0.000000,8.150000,15.140000,11.810000

29,07:00-07:15,15,0,28.52,22.31,10,33,15,40.61,25.791395,7,9,8,0,11,20,5,6.62,5.7,8,24,21,0.000000,66.160000,13.170000,96.460000,57.590000,150.000000,48.230000,1.300000,145.580000,1.720000,5.520000,0.000000,12.420000,1.720000,0.000000,72.340000,8.290000,0.000000,24.120000,0.000000,30.870000,96.460000,1.760000,29.270000,100.490000,0.000000,7.760000,15.140000,11.810000

30,07:15-07:30,15,0,39.82,33,12,33,15,41.01,33.328918,10.5,12,8,0,14,30,6,6.56,7.96,8,24,28,0.000000,66.160000,13.170000,96.460000,57.590000,150.000000,48.230000,1.300000,145.580000,2.310000,5.520000,0.000000,12.420000,2.310000,0.000000,72.340000,8.290000,0.000000,24.120000,0.000000,30.870000,96.460000,2.370000,29.270000,100.490000,0.000000,7.760000,15.140000,11.810000

31,07:30-07:45,15,0,51.23,32.66,15,32.67,15,37.02,45.205636,13.5,16,8,0,17,32.67,7,6.55,10.24,8,24,39,0.000000,66.160000,13.170000,96.460000,57.590000,150.000000,48.230000,1.300000,145.580000,2.960000,5.520000,0.000000,12.420000,2.960000,0.000000,72.340000,8.290000,0.000000,24.120000,0.000000,30.870000,96.460000,3.040000,29.270000,100.490000,0.000000,7.760000,15.140000,11.810000

32,07:45:08:00,15,0,63.58,33,20,33,15,36.62,54.02054,16.5,21,8,0,21,33,10,6.36,12.72,8,24,49,0.000000,66.160000,13.170000,96.460000,57.590000,150.000000,48.230000,1.300000,145.580000,3.860000,5.520000,0.000000,12.420000,3.860000,0.000000,72.340000,8.290000,0.000000,24.120000,0.000000,30.870000,96.460000,3.950000,29.770000,100.490000,0.000000,7.760000,15.140000,11.810000

33,08:00-08:15,15,0,79.93,33,25,33,15,33.42,63.030464,20.5,24,7,0,24,33,12,5.94,15.98,7,21,56,0.000000,66.160000,13.170000,0.000000,57.590000,150.000000,0.000000,1.300000,145.580000,4.770000,5.330000,0.000000,12.420000,4.770000,0.000000,0.000000,8.050000,0.000000,0.000000,0.000000,30.870000,0.000000,4.890000,30.280000,71.550000,0.000000,7.760000,15.140000,11.810000

34,08:15-08:30,15,0,95.04,33,32,33,15,33.82,72.245159,23.5,30,7,0,31,33,16,5.92,19.01,7,21,70,0.000000,66.160000,13.170000,0.000000,57.590000,150.000000,0.000000,1.300000,145.580000,5.670000,5.330000,0.000000,12.420000,5.670000,0.000000,0.000000,8.050000,0.000000,0.000000,0.000000,30.870000,0.000000,5.820000,30.780000,53.050000,0.000000,7.760000,15.140000,11.810000

35,08:30-08:45,15,0,110.57,33,39,33,15,35.02,76.174812,25.5,36,7,0,37,33,18,6.25,22.11,7,21,84,0.000000,66.160000,13.170000,0.000000,57.590000,150.000000,0.000000,1.300000,145.580000,6.600000,5.330000,0.000000,12.420000,6.600000,0.000000,0.000000,8.050000,0.000000,0.000000,0.000000,30.870000,0.000000,6.760000,30.780000,53.050000,0.000000,7.760000,15.140000,11.810000

36,08:45:09:00,15,0,124.78,33,45,33,15,35.42,79.158618,28.5,42,7,0,43,33,21,6.51,24.96,7,21,98,0.000000,66.160000,13.170000,0.000000,57.590000,150.000000,0.000000,1.300000,145.580000,7.490000,5.330000,0.000000,12.420000,7.490000,0.000000,0.000000,8.050000,0.000000,0.000000,0.000000,30.870000,0.000000,7.670000,30.780000,53.050000,0.000000,7.760000,15.140000,11.810000

37,09:00:09:15,14,0,135.84,33,54,33,14,35.82,67.311153,31,48,7,0,50,33,26,6.66,27.17,7,21,112,0.000000,66.160000,13.170000,0.000000,57.590000,150.000000,0.000000,16.080000,145.580000,8.280000,5.200000,0.000000,12.420000,8.280000,0.000000,0.000000,8.050000,0.000000,0.000000,0.000000,16.080000,0.000000,8.490000,30.280000,53.050000,0.000000,8.000000,15.140000,11.810000

38,09:15-09:30,14,0,146.9,33,59,33,14,36.02,68.305755,33,52,7,0,56,33,28,6.66,29.38,7,21,123,0.000000,66.160000,13.170000,0.000000,57.590000,150.000000,0.000000,16.080000,145.580000,9.040000,5.200000,0.000000,12.420000,9.040000,0.000000,0.000000,8.050000,0.000000,0.000000,0.000000,16.080000,0.000000,9.270000,31.290000,53.050000,0.000000,8.000000,15.140000,11.810000

39,09:30-09:45,14,0,157.95,33,64,33,14,41.01,80.689525,37.5,57,7,0,60,33,31,6.66,31.59,7,21,133,0.000000,66.160000,13.170000,0.000000,57.590000,150.000000,0.000000,16.080000,145.580000,9.760000,5.200000,0.000000,12.420000,9.760000,0.000000,0.000000,9.060000,0.000000,0.000000,0.000000,16.080000,0.000000,10.000000,29.770000,53.050000,0.000000,8.000000,15.140000,11.810000

40,09:45-10:00,14,0,169.01,33,70,33,14,41.41,93.746114,38.5,61,7,0,65,33,33,6.66,33.8,7,21,144,0.000000,66.160000,13.170000,0.000000,57.590000,150.000000,0.000000,16.080000,145.580000,10.440000,5.200000,0.000000,12.420000,10.440000,0.000000,0.000000,9.060000,0.000000,0.000000,0.000000,16.080000,0.000000,10.700000,30.280000,53.050000,0.000000,8.000000,15.140000,11.810000

41,10:00-10:15,14,0,180.82,33,73,33,14,41.81,106.363908,39.5,64,7,0,70,33,35,6.66,36.16,7,21,151,0.000000,66.160000,13.170000,0.000000,57.590000,150.000000,0.000000,16.080000,145.580000,11.420000,5.330000,0.000000,12.420000,11.420000,0.000000,0.000000,8.900000,0.000000,0.000000,0.000000,16.080000,0.000000,11.710000,30.780000,53.050000,0.000000,8.000000,15.140000,11.810000

42,10:15-10:30,14,0,192.65,33,78,33,14,42.21,118.367389,41.5,67,7,0,73,33,37,6.66,38.53,7,21,158,0.000000,66.160000,13.170000,0.000000,57.590000,192.920000,0.000000,16.080000,145.580000,12.060000,5.330000,0.000000,12.420000,12.060000,0.000000,0.000000,8.900000,0.000000,0.000000,0.000000,16.080000,0.000000,12.370000,30.780000,53.050000,0.000000,8.000000,15.140000,11.810000

43,10:30-10:45,14,0,206.49,33,81,33,14,31.02,124.851804,42.5,70,7,0,77,33,39,6.66,41.3,7,21,165,0.000000,66.160000,13.170000,0.000000,57.590000,231.500000,0.000000,16.080000,145.580000,12.730000,5.330000,0.000000,12.420000,12.730000,0.000000,0.000000,8.900000,0.000000,0.000000,0.000000,16.080000,0.000000,13.050000,30.790000,53.050000,0.000000,8.920000,15.140000,11.810000

44,10:45-11:00,14,0,216.68,33,85,33,14,31.82,120.834392,43.5,73,7,0,80,33,40,6.66,43.34,7,21,172,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,16.080000,145.580000,13.410000,5.330000,0.000000,12.420000,13.410000,0.000000,0.000000,8.900000,0.000000,0.000000,0.000000,16.080000,0.000000,13.740000,30.790000,53.050000,0.000000,8.920000,15.140000,11.810000

45,11:00-11:15,14,0,225.36,33,86,33,14,31.02,115.617607,44.5,75,7,0,84,33,41,6.66,45.07,7,21,175,0.000000,66.160000,13.170000,0.000000,57.590000,272.740000,0.000000,16.080000,110.930000,14.910000,5.330000,0.000000,12.420000,14.910000,0.000000,0.000000,8.750000,0.000000,0.000000,0.000000,16.080000,0.000000,15.280000,30.280000,53.050000,0.000000,8.920000,15.140000,11.810000

