Block,Time,URI,URI2,RIHAND2,RIHAND3,SEWA2,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR3,SALAL,SINGRAULI_HYDRO,UNCHAHAR2,UNCHAHAR4,TANDA2,NAPP,PARBATI3,RAMPUR,RAPPB,RIHAND1,CHAMERA1,CHAMERA2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,KOLDAM,NJPC,RAPPC,CHAMERA3,DHAULIGNGA,BSIUL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NTPL,RSTPSU1TO6,RSTPSU7,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,BRBCL,SASAN
1,00:00-00:15,36.432,37.89052,124.384996,130.580717,0,142.539835,10.1199,66.29485,21.01977,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,547.415948,39.450269,420.943785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,80.112914,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

2,00:15-00:30,36.432,37.89052,124.384996,130.580717,0,142.539835,10.1199,66.29485,21.01977,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,547.415948,19.725134,420.943785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,80.112914,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.7902,15.00135,348.975

3,00:30-00:45,36.432,37.89052,124.384996,130.580717,0,142.539835,10.1199,66.29485,21.01977,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,547.415948,0,420.943785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,80.112914,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

4,00:45-01:00,36.432,37.89052,124.384996,130.580717,0,142.539835,10.1199,66.29485,21.01977,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,547.415948,0,420.943785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,80.112914,0,0,0,60.859326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

5,01:00-01:15,36.432,37.89052,124.384996,130.580717,0,142.539835,10.1199,66.29485,21.01977,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,547.415948,0,420.943785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,80.112914,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

6,01:15-01:30,36.432,37.89052,124.384996,130.580717,0,142.539835,10.1199,66.29485,21.01977,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,547.415948,0,420.943785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

7,01:30-01:45,41.952,37.89052,124.384996,130.580717,0,134.486737,10.1199,66.29485,21.01977,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,547.415948,0,420.943785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

8,01:45-02:00,41.952,37.89052,124.384996,130.580717,0,134.486737,10.1199,66.29485,21.01977,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,547.415948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.136844,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,32.171,148.302375,9.9372,15.00135,348.975

9,02:00-02:15,41.952,37.89052,124.384996,130.580717,0,134.486737,10.1199,66.29485,22.630299,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.9372,15.00135,348.975

10,02:15-02:30,41.952,37.89052,124.384996,130.580717,0,134.486737,10.1199,66.29485,22.630299,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.9372,15.00135,348.975

11,02:30-02:45,36.432,37.89052,124.384996,130.580717,0,134.486737,10.1199,66.29485,22.630299,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.9372,15.00135,348.975

12,02:45-03:00,36.432,37.89052,124.384996,130.580717,0,134.486737,10.1199,66.29485,22.630299,27.63898,83.664,1.147846,38.517269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,6.5208,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.9372,15.00135,348.975

13,03:00-03:15,36.432,37.89052,124.384996,130.580717,0,134.486737,9.7356,66.29485,22.630299,27.63898,75.53,1.147846,39.117269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.9372,15.00135,348.975

14,03:15-03:30,36.432,37.89052,124.384996,130.580717,0,134.486737,9.7356,66.29485,22.630299,27.63898,75.53,1.147846,39.117269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.9372,15.00135,348.975

15,03:30-03:45,36.432,37.89052,124.384996,130.580717,0,134.486737,11.7852,66.29485,21.315823,27.63898,75.53,1.147846,39.117269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.9372,15.00135,348.975

16,03:45-04:00,36.432,37.89052,124.384996,130.580717,0,134.486737,11.7852,66.29485,21.315823,27.63898,75.53,1.147846,39.117269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.9372,15.00135,348.975

17,04:00-04:15,36.432,37.89052,124.384996,130.580717,0,134.486737,11.7852,66.29485,21.315823,27.63898,75.53,1.147846,39.117269,3.094586,5.534085,50.162892,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.9372,15.00135,348.975

18,04:15-04:30,36.432,37.89052,124.384996,130.580717,0,134.486737,11.7852,66.29485,21.315823,27.63898,75.53,1.147846,39.117269,3.094586,5.534085,50.162892,16.783217,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.9372,15.00135,348.975

19,04:30-04:45,36.432,37.89052,124.384996,130.580717,0,134.486737,11.7852,66.29485,21.315823,27.63898,75.53,1.147846,39.117269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.7608,15.00135,348.975

20,04:45-05:00,36.432,37.89052,124.384996,130.580717,0,134.486737,11.7852,66.29485,21.315823,27.63898,75.53,1.147846,39.117269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.7608,15.00135,348.975

21,05:00-05:15,36.432,37.89052,124.384996,130.580717,0,134.486737,11.7852,66.29485,21.315823,27.63898,75.53,1.147846,39.117269,3.094586,5.534085,50.162892,4.272092,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.7608,15.00135,348.975

22,05:15-05:30,36.432,37.89052,124.384996,130.580717,0,134.486737,11.7852,66.29485,21.315823,27.63898,75.53,1.147846,39.117269,3.094586,5.534085,50.162892,7.628735,5.621263,0,97.055943,42.14808,48.499829,548.715948,0,422.443785,8.340651,29.396734,10.211652,179.962454,67.823003,34.831253,43.536137,13.0416,0,0,0,52.788555,0,81.47076,0,0,0,61.52811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300737,30.35,148.302375,9.4374,15.00135,348.975

