Block,Time Block,MAPS,KOTESHWR,KUDGI,DADRI_LF,DADRI_GF,DADRI_RF,UNCHAHAR2,ANTA_GF,URI,AURY_CRF,AURY_RF,UNCHAHAR1,VALLURNTECL,ANTA_CRF,UNCHAHAR4,ANTA_RF,AURY_LF,URI2,UNCHAHAR3,ANTA_LF,AURY_GF,DADRI_CRF,TEHRI,TANDA2,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,SIMHST2,TelanganaSTPP,TALA,SALAL,SEWA2,SINGRAULI,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPC,RSTPSU7,RIHAND3,JHAJJAR,KOLDAM,RAMPUR,PARBATI3,RAPPB,FSTPP I & II,DHAULIGNGA,DULHASTI,KKNP,KHSTPP-I,KKNPPU2,KISHANGANGA,KGSU1AND2,KGSU3AND4,KHSTPP-II,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,DADRT2,NTPL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NAPP,NNTPP,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,40.82,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,97.75,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

63,15:30-15:45,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,97.75,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

64,15:45-16:00,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,97.75,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

65,16:00-16:15,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,8.92,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,114.42,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

66,16:15-16:30,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,24.5,0,0,0,0,114.42,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

67,16:30-16:45,0,25.56,0,0,0,0,22.38,0,0.63,0,0,5.76,0,0,0,0,0,4.14,13.94,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.04,0,0,0,35.64,0,0,0,0,135.21,0,0,0,0,361.14,0,0,0,18.18,0,0,42.35,0,19.2,0,0,0,0,0

68,16:45-17:00,0,25.56,0,0,0,0,27.84,0,0.63,0,0,6.53,0,0,0,0,0,4.14,17.38,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,13.14,0,0,0,44,0,0,0,0,142.38,0,0,0,0,361.14,0,0,0,40.01,0,0,42.35,0,19.2,0,0,0,0,0

69,17:00-17:15,0,25.56,0,0,0,0,34.81,0,1.07,0,0,7.51,0,0,0,0,0,4.14,22.74,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,17.78,8.78,15.82,0,44,0,0,0,0,142.38,0,0,0,0,361.14,0,0,0,60.02,0,0,42.35,0,19.2,0,0,0,0,0

70,17:15-17:30,0,25.56,0,0,0,0,36.12,0,1.07,0,0,7.51,0,0,0,0,0,4.14,22.74,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,40.16,0,134.12,114.02,88.33,0,51.05,0,59.68,287.33,0,0,0,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,12.67,2.11,9.29,2.55,380.34,0,0,0,80.01,0,0,42.35,0,19.2,0,0,0,0,0

71,17:30-17:45,0,37.49,0,0,0,0,40.7,0,1.07,0,0,8.75,0,0,0,0,0,4.14,25.23,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,40.16,7.58,134.12,114.02,88.33,0,51.05,0,59.68,344.94,0,0,0,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,23.13,12.52,18.61,37.93,428.35,0,0,0,112.28,0,0,42.35,0,19.2,0,0,0,0,0

72,17:45-18:00,0,37.49,0,0,0,0,40.7,0,1.07,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,8.92,7.58,134.12,114.02,88.33,0,51.05,0,59.68,408.74,0,0,0,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,26.93,12.52,18.61,37.93,545.09,0,0,0,112.28,0,0,42.35,0,19.2,0,0,0,0,0

73,18:00-18:15,0,37.49,0,0,0,0,40.7,0,1.07,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,7.58,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,0,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,26.93,12.52,18.61,37.93,598.64,0,0,0,112.28,0,0,42.35,0,19.2,0,0,0,0,0

74,18:15-18:30,0,37.49,0,0,0,0,40.7,0,1.07,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,7.58,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,0,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,23.13,6.26,18.61,37.93,655.26,0,0,0,109.11,0,0,42.35,0,19.2,0,0,0,0,0

75,18:30-18:45,0,37.49,0,0,0,0,40.7,0,2.12,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,7.58,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,0,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,23.13,6.26,18.61,37.93,655.88,0,0,0,109.11,0,0,42.35,0,19.2,0,0,0,0,0

76,18:45-19:00,0,37.49,0,0,0,0,40.7,0,2.12,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,7.58,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,0,0,19.97,17.54,31.64,0,44,0,0,0,0,142.38,12.69,6.26,18.61,37.93,655.88,0,0,0,80.1,0,0,42.35,0,19.2,0,0,0,0,0

77,19:00-19:15,0,28.4,0,0,0,0,40.7,0,2.12,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,3.67,0,19.97,17.54,15.82,0,44,0,0,0,0,142.38,0,0,9.29,1.92,655.88,0,0,0,60.02,0,0,42.35,0,19.2,0,0,0,0,0

78,19:15-19:30,0,17.23,0,0,0,0,40.7,0,8.48,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,15.88,0,19.97,8.78,0,0,44,0,0,0,0,142.38,0,0,9.29,0,655.88,0,0,0,40.01,0,0,42.35,0,19.2,0,0,0,0,0

79,19:30-19:45,0,17.04,0,0,0,0,40.7,0,8.48,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,15.88,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,655.88,0,0,0,40.01,0,0,42.35,0,19.2,0,0,0,0,0

80,19:45-20:00,0,17.04,0,0,0,0,40.7,0,29.15,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,417.31,0,0,15.88,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,655.88,0,0,0,18.18,0,0,42.35,0,19.2,0,0,0,0,0

81,20:00-20:15,0,17.04,0,0,0,0,40.7,0,29.15,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,383.46,0,0,15.88,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,596.07,0,0,0,18.18,0,0,42.35,0,19.2,0,0,0,0,0

82,20:15-20:30,0,17.04,0,0,0,0,40.7,0,29.15,0,0,8.78,0,0,0,0,0,4.14,25.35,0,0,0,53.71,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,315.49,0,0,15.88,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,495.56,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

83,20:30-20:45,0,17.04,0,0,0,0,36.88,0,29.15,0,0,7.88,0,0,0,0,0,4.14,22.97,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,246.23,0,0,3.43,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,447.55,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

84,20:45-21:00,0,17.04,0,0,0,0,35.08,0,2.12,0,0,7.57,0,0,0,0,0,4.14,21.84,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,399.55,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

85,21:00-21:15,0,17.04,0,0,0,0,30.5,0,2.12,0,0,6.29,0,0,0,0,0,4.14,19.24,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

86,21:15-21:30,0,17.04,0,0,0,0,30.5,0,2.12,0,0,6.29,0,0,0,0,0,4.14,19.24,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

87,21:30-21:45,0,17.04,0,0,0,0,30.5,0,2.12,0,0,6.29,0,0,0,0,0,10.33,19.24,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

88,21:45-22:00,0,17.04,0,0,0,0,30.5,0,29.15,0,0,6.29,0,0,0,0,0,10.33,19.24,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,19.97,0,0,0,44,0,0,0,0,142.38,0,0,0,0,361.14,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

89,22:00-22:15,0,17.04,0,0,0,0,30.5,0,29.15,0,0,6.29,0,0,0,0,0,10.33,19.24,0,0,0,40.47,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,16.03,0,0,0,37.92,0,0,0,0,122.72,0,0,0,0,284.33,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

90,22:15-22:30,0,17.04,0,0,0,0,30.5,0,29.15,0,0,6.29,0,0,0,0,0,10.33,19.24,0,0,0,26.31,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,15.02,0,0,0,32.11,0,0,0,0,122.72,0,0,0,0,284.33,0,0,0,0,0,0,42.35,0,18.67,0,0,0,0,0

91,22:30-22:45,0,17.04,0,0,0,0,30.5,0,2.12,0,0,6.29,0,0,0,0,0,10.33,19.24,0,0,0,26.31,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,231.64,0,0,0,0,15.02,0,0,0,32.11,0,0,0,0,122.72,0,0,0,0,284.33,0,0,0,0,0,0,42.35,0,18.68,0,0,0,0,0

92,22:45-23:00,0,17.04,0,0,0,0,22.71,0,1.07,0,0,5.76,0,0,0,0,0,10.33,14.35,0,0,0,26.31,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,15.02,0,0,0,32.11,0,0,0,0,122.72,0,0,0,0,284.33,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

93,23:00-23:15,0,17.04,0,0,0,0,22.71,0,0.84,0,0,5.76,0,0,0,0,0,4.14,14.35,0,0,0,26.01,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.14,0,0,0,32.11,0,0,0,0,122.72,0,0,0,0,284.33,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

94,23:15-23:30,0,17.04,0,0,0,0,22.71,0,0.84,0,0,5.76,0,0,0,0,0,4.14,14.35,0,0,0,26.01,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.14,0,0,0,32.11,0,0,0,0,122.72,0,0,0,0,284.33,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

95,23:30-23:45,0,17.04,0,0,0,0,22.71,0,0.84,0,0,5.76,0,0,0,0,0,4.14,14.35,0,0,0,26.01,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.14,0,0,0,24.5,0,0,0,0,94.75,0,0,0,0,284.33,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

96,23:45-24:00,0,17.04,0,0,0,0,22.71,0,0.84,0,0,5.76,0,0,0,0,0,4.14,14.35,0,0,0,26.01,0,394.24,0,0,0.62,0,0,0,0,1.34,0,134.12,114.02,88.33,0,51.05,0,59.68,229.52,0,0,0,0,11.14,0,0,0,24.5,0,0,0,0,94.75,0,0,0,0,284.33,0,0,0,0,0,0,42.35,0,19.2,0,0,0,0,0

