Block,Time,BSIUL,DADRT2,JHAJJAR,NNTPP,RAPPC,TALA,VALLURNTECL,ANTA_CRF,AURY_LF,MAPS,NAPP,NLCTS2EXP,RIHAND1,RIHAND3,TANAKPUR,ANTA_LF,AURY_GF,AURY_RF,KKNPPU2,KOTESHWR,PARBATI3,RAMPUR,SIMHST1,TelanganaSTPP,DHAULIGNGA,KHSTPP-II,KKNP,KUDGI,NLCIIST1,NTPL,CHAMERA2,DULHASTI,KGSU3AND4,KOLDAM,NJPC,RSTPSU7,TALST2,TANDA2,UNCHAHAR1,UNCHAHAR3,UNCHAHAR4,URI,ANTA_GF,AURY_CRF,BRBCL,CHAMERA3,FSTPP I & II,NLCEXP,NLCIIST2,RAPPB,RSTPSU1TO6,SASAN,SINGRAULI,URI2,ANTA_RF,DADRI_GF,KHSTPP-I,KISHANGANGA,RIHAND2,SALAL,SIMHST2,TEHRI,DADRI_LF,CHAMERA1,KGSU1AND2,SEWA2,SINGRAULI_HYDRO,UNCHAHAR2,DADRI_CRF,DADRI_RF
6,01:15-01:30,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,12.94,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,18.21,0,0,0,0,416.25,140.21,36.05,48.13,0,33.69,2.88,121.71,83.67,0,76.9,0,42.15,0,5.79,0,43.71,0,97.42

7,01:30-01:45,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,12.94,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,48.02,0,0,20.01,32.08,18.21,0,0,0,0,416.25,140.21,36.05,48.13,0,33.69,2.88,121.71,83.67,0,76.9,0,42.15,0,5.79,0,43.71,0,97.42

8,01:45-02:00,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,12.94,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,48.02,0,0,20.01,32.08,18.21,0,0,0,0,416.25,140.21,36.05,48.13,0,33.69,2.88,121.71,83.67,0,76.9,0,42.15,0,5.79,0,43.71,0,97.42

9,02:00-02:15,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,12.94,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,18.21,0,0,0,0,416.25,140.21,36.05,48.13,0,33.69,2.88,121.71,83.67,0,76.9,0,42.15,0,5.79,0,43.71,0,97.42

10,02:15-02:30,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,12.94,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,18.21,0,0,0,0,416.25,140.21,36.05,48.13,0,33.69,2.88,121.71,83.67,0,76.9,0,42.15,0,5.79,0,43.71,0,97.42

11,02:30-02:45,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,12.94,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,18.21,0,0,0,0,416.25,140.21,36.05,48.13,0,33.69,2.88,121.71,83.67,0,76.9,0,42.15,0,0,0,43.71,0,97.42

12,02:45-03:00,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,12.94,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,18.21,0,0,0,0,416.25,140.21,36.05,48.13,0,33.69,2.88,121.71,83.67,0,76.9,0,42.15,0,0,0,43.71,0,97.42

13,03:00-03:15,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,48.02,0,0,20.01,32.08,18.21,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

14,03:15-03:30,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,48.02,0,0,20.01,32.08,18.21,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

15,03:30-03:45,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

16,03:45-04:00,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

17,04:00-04:15,13.04,686.07,413.81,0,60.23,10.58,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

18,04:15-04:30,13.04,686.07,413.81,0,60.23,10.29,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

19,04:30-04:45,13.04,686.07,413.81,0,60.23,10.29,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,0,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,48.02,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

20,04:45-05:00,13.04,686.07,413.81,0,60.23,10,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,0,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,48.02,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

21,05:00-05:15,13.04,686.07,413.81,0,60.23,10,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,0,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

22,05:15-05:30,13.04,686.07,413.81,0,60.23,10,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,3.51,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

23,05:30-05:45,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,8.43,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

24,05:45-06:00,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,54.11,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,48.13,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

25,06:00-06:15,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,54.11,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,48.02,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

26,06:15-06:30,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,78.06,0,38.64,54.11,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,48.02,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

27,06:30-06:45,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,78.06,0,38.64,54.11,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

28,06:45-07:00,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,78.06,0,38.64,54.11,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

29,07:00-07:15,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,78.06,0,38.64,54.11,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

30,07:15-07:30,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

31,07:30-07:45,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,48.02,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

32,07:45-08:00,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.53,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,48.02,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,97.42

33,08:00-08:15,13.04,686.07,413.81,0,60.23,9.7,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,94.95

34,08:15-08:30,13.04,686.07,413.81,0,60.23,10,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,5.35,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,94.95

35,08:30-08:45,13.04,686.07,413.81,0,60.23,9.29,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,94.95

36,08:45-09:00,13.04,686.07,413.81,0,60.23,9.29,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,33.98,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,94.95

37,09:00-09:15,13.04,686.07,413.81,0,60.23,12.14,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,36.35,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,94.95

38,09:15-09:30,13.04,686.07,413.81,0,60.23,12.29,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,21.08,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,32.08,11.7,0,0,0,0,416.25,140.21,36.35,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,28.1,0,0,0,43.71,0,94.95

39,09:30-09:45,13.04,686.07,413.81,0,60.23,12.44,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,36.35,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,25.44,0,0,0,43.71,0,94.95

40,09:45-10:00,13.04,686.07,413.81,0,60.23,12.44,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,78.06,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,36.35,46.96,0,33.69,2.88,121.71,79.6,0,76.9,0,25.44,0,0,0,43.71,0,94.95

41,10:00-10:15,13.04,686.07,413.81,0,60.23,12.44,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,36.35,46.72,0,33.69,2.88,121.71,79.6,0,76.9,0,12.72,0,0,0,43.71,0,94.95

42,10:15-10:30,13.04,686.07,413.81,0,60.23,12.44,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,36.35,46.72,0,33.69,2.88,121.71,79.6,0,76.9,0,0,0,0,0,43.71,0,94.95

43,10:30-10:45,13.04,686.07,413.81,0,60.23,12.44,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,36.35,46.72,0,33.69,2.88,121.71,79.6,0,76.9,0,0,0,0,0,43.71,0,94.95

44,10:45-11:00,13.04,686.07,413.81,0,60.23,12.44,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,38.64,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,36.35,46.72,0,33.69,2.88,121.71,79.6,0,76.9,0,0,0,0,0,43.71,0,94.95

45,11:00-11:15,6.52,686.07,413.81,0,60.23,12.44,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,36.35,46.72,0,33.69,2.88,121.71,79.6,0,76.9,0,0,0,0,0,43.71,0,94.95

46,11:15-11:30,6.52,686.07,413.81,0,60.23,12.44,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,44.22,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,36.35,46.72,0,33.69,2.88,121.71,79.6,0,76.9,0,0,0,0,0,43.71,0,94.95

47,11:30-11:45,6.52,686.07,413.81,0,60.23,12.44,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,15.46,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,36.35,46.72,0,33.69,2.88,121.71,79.6,0,76.9,0,0,0,0,0,43.71,0,94.95

48,11:45-12:00,6.52,686.07,413.81,0,60.23,12.44,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,15.46,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,36.35,46.72,0,33.69,2.88,121.71,79.6,0,76.9,0,0,0,0,0,43.71,0,94.95

49,12:00-12:15,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,15.46,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,76.9,0,0,0,0,0,43.71,0,94.95

50,12:15-12:30,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,15.46,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,3.64,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,76.9,0,0,0,0,0,43.71,0,94.95

51,12:30-12:45,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,2.95,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,76.9,0,0,0,0,0,43.71,0,94.95

52,12:45-13:00,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,1.96,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,71.74,0,0,0,0,0,43.71,0,94.95

53,13:00-13:15,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,1.96,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,68.87,0,0,0,0,0,43.71,0,94.95

54,13:15-13:30,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,1.96,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,68.87,0,0,0,0,0,43.71,0,94.95

55,13:30-13:45,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,1.96,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,68.87,0,0,0,0,0,43.71,0,94.95

56,13:45-14:00,6.52,686.07,413.81,0,60.23,12.32,0,0,0,0,45.1,0,45.27,127.6,11.78,0,0,77.81,0,28.98,17.56,3.54,0,0,40.4,98.87,0,0,0,0,29.48,53.79,0,1.96,167.1,0,0,2.89,20.96,27.05,1.62,44.16,0,0,20.01,21.37,11.7,0,0,0,0,416.25,140.21,32.51,46.37,0,33.69,2.88,121.71,79.6,0,68.87,0,0,0,0,0,43.71,0,94.95

