Block,Time,DADRT2,CHAMERA3,CHAMERA2,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,SEWA2,JHAJJAR,RIHAND2,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DULHASTI,SINGRAULI_HYDRO,KOLDAM,NJPC,RAPPC,TEHRI,DHAULIGNGA,TANDA2,RIHAND3,SINGRAULI,KISHANGANGA,NAPP,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,KUDGI,MAPS,NLCEXP,NLCIIST1,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,NLCIIST2,RSTPSU1TO6,RSTPSU7,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,NLCTS2EXP,NNTPP,NTPL,FSTPP I & II,KHSTPP-II,KHSTPP-I,TALA,BRBCL,SASAN
1,00:00-00:15,685.515947,11.598717,16.166609,22.230299,1.494586,37.890519,27.038981,43.606625,9.514482,443.578553,60.792497,10.375318,0,0,94.455943,19.725135,0.758012,0,0,69.333912,12.988053,0,5.534073,127.380717,144.68895,2.746854,51.870006,0,13.0416,32.016,0,25.564,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

2,00:15-00:30,685.515947,11.598717,16.166609,22.230299,1.494586,37.890519,27.038981,43.606625,9.514482,443.578553,60.792497,10.375318,0,0,94.455943,19.725135,0.758012,0,0,69.333912,12.988053,0,5.534073,127.380717,144.68895,2.746854,51.870006,0,13.0416,32.016,0,25.564,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

3,00:30-00:45,685.515947,11.598717,16.166609,22.230299,1.494586,37.890519,27.038981,43.606625,9.514482,443.578553,60.792497,10.375318,0,0,94.455943,19.725135,0.758012,0,0,69.333912,12.988053,0,5.534073,127.380717,138.850454,2.746854,51.870006,0,13.0416,32.016,0,25.564,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

4,00:45-01:00,685.515947,11.598717,16.166609,22.230299,1.494586,37.890519,27.038981,43.606625,9.514482,443.578553,60.792497,10.375318,0,0,94.455943,19.725135,0.758012,0,0,69.333912,12.988053,0,5.534073,127.380717,133.213286,2.746854,51.870006,0,13.0416,32.016,0,25.564,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

5,01:00-01:15,685.515947,11.598717,16.166609,22.230299,1.494586,37.890519,27.038981,43.606625,9.514482,443.578553,60.792497,10.375318,0,0,94.455943,19.725135,0.758012,0,0,69.333912,12.988053,0,5.534073,127.380717,127.576117,2.746854,51.870006,0,13.0416,32.016,0,79.37622,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

6,01:15-01:30,685.515947,11.598717,16.166609,22.230299,1.494586,37.890519,27.038981,43.606625,9.514482,443.578553,60.792497,10.375318,0,0,94.455943,19.725135,0.758012,0,0,69.333912,25.976107,0,5.534073,127.380717,127.576117,2.746854,51.870006,0,13.0416,32.016,0,79.37622,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

7,01:30-01:45,685.515947,11.598717,16.166609,22.230299,1.494586,37.890519,27.038981,43.606625,9.514482,443.578553,60.792497,20.750636,0,0,94.455943,19.725135,0.758012,0,0,69.333912,25.976107,0,5.534073,127.380717,127.576117,2.746854,51.870006,0,13.0416,32.016,0,79.37622,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

8,01:45-02:00,685.515947,11.598717,16.166609,22.230299,1.494586,37.890519,27.038981,43.606625,9.514482,443.578553,60.792497,20.750636,0,0,94.455943,19.725135,0.758012,0,0,69.333912,25.976107,0,5.534073,127.380717,127.576117,2.746854,51.870006,0,13.0416,32.016,0,79.37622,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

9,02:00-02:15,688.715947,11.598717,16.166609,22.630299,1.494586,37.890519,27.038981,43.606625,9.514482,449.878553,60.792497,20.750636,0,0,94.455943,19.725135,0.758012,0,0,69.333912,25.976107,0,5.534073,127.380717,127.576117,2.746854,51.870006,0,13.0416,32.016,0,25.564,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

10,02:15-02:30,688.715947,11.598717,16.166609,22.630299,1.494586,37.890519,27.038981,43.606625,9.514482,449.878553,60.792497,20.750636,0,0,94.455943,19.725135,0.758012,0,0,69.333912,25.976107,0,5.534073,127.380717,127.576117,2.746854,51.870006,0,13.0416,32.016,0,25.564,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

11,02:30-02:45,688.715947,11.598717,16.166609,22.630299,1.494586,37.890519,27.038981,43.606625,9.514482,449.878553,60.792497,20.750636,0,0,94.455943,19.725135,0.758012,0,0,69.333912,35.059776,0,5.534073,127.380717,127.576117,2.746854,51.870006,0,13.0416,32.016,0,25.564,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

12,02:45-03:00,688.715947,11.598717,16.166609,22.630299,1.494586,37.890519,27.038981,43.606625,9.514482,449.878553,60.792497,20.750636,0,0,94.455943,19.725135,0.758012,0,0,69.333912,38.964161,0,5.534073,127.380717,127.576117,2.746854,51.870006,0,13.0416,32.016,0,25.564,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

13,03:00-03:15,688.715947,11.598717,16.166609,22.630299,1.494586,37.890519,27.038981,43.606625,9.514482,449.878553,60.792497,20.750636,0,0,94.455943,19.725135,0.758012,0,0,69.333912,38.964161,0,5.534073,127.380717,133.213286,2.746854,51.870006,0,13.0416,32.016,0,25.564,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

14,03:15-03:30,688.715947,11.598717,16.166609,22.630299,1.494586,37.890519,27.038981,43.606625,9.514482,449.878553,60.792497,20.750636,0,0,94.455943,19.725135,0.758012,0,0,69.333912,38.964161,0,5.534073,127.380717,138.850454,2.746854,51.870006,0,13.0416,32.016,0,25.564,0,0,108.62768,0,0,0,84.266758,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.202375,46.39908,0,20.0018,348.975

