Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,WR/01102023/24112044/L_NR_2020_07,NR/01102023/19072037/LT-05,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/30092023/31122025/SH-07,NR/01122023/15122023/HP-15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/30042040/GNA_LT_35,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_07,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_17,NR/01102023/23072042/L_NR_2012_04,NR/01122023/07122023/HP-18,NR/30092023/26122029/SH-06,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/01102023/22052037/LT-59,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/14082046/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/05012040/L_NR_2020_02
6,01:15-01:30,1.490000,0.000000,0.000000,0.000000,35.42,71.730000,48.20,0,0,0,96.410000,84.72,0,106.050000,48.200000,35.42,22.53,26.020000,57.410000,0,0,0.000000,84.72,0,32.780000,106.26,0,149.130000,123.290000,26.020000,0,0,1.320000,11.58,0,0,24.100000,0,0,2.000000

7,01:30-01:45,1.490000,0.000000,0.000000,0.000000,35.26,71.730000,48.20,0,0,0,96.410000,84.6,0,106.050000,48.200000,35.26,20.09,26.020000,57.410000,0,0,0.000000,84.6,0,32.780000,105.78,0,149.130000,123.290000,26.020000,0,0,1.320000,11.43,0,0,24.100000,0,0,2.000000

8,01:45-02:00,1.490000,0.000000,0.000000,0.000000,34.93,71.730000,48.20,0,0,0,96.410000,84.6,0,106.050000,48.200000,34.92,20.59,26.020000,57.410000,0,0,0.000000,84.6,0,32.780000,104.79,0,149.130000,123.290000,26.020000,0,0,1.320000,11.25,0,0,24.100000,0,0,2.000000

9,02:00-02:15,1.490000,0.000000,0.000000,0.000000,34.68,71.730000,48.20,0,0,0,96.410000,84.44,0,106.050000,48.200000,34.67,20.97,26.020000,57.410000,0,0,0.000000,84.44,0,32.780000,104.03,0,149.130000,123.290000,26.020000,0,0,1.320000,11.15,0,0,24.100000,0,0,2.000000

10,02:15-02:30,1.490000,0.000000,0.000000,0.000000,34.59,71.730000,48.20,0,0,0,96.410000,84.44,0,106.050000,48.200000,34.58,21.35,26.020000,57.410000,0,0,0.000000,84.44,0,32.780000,103.76,0,149.130000,123.290000,26.020000,0,0,1.320000,11.06,0,0,24.100000,0,0,2.000000

11,02:30-02:45,1.490000,0.000000,0.000000,0.000000,35.09,71.730000,48.20,0,0,0,96.410000,84.2,0,106.050000,48.200000,35.08,17.73,26.020000,57.410000,0,0,0.000000,84.2,0,32.780000,105.26,0,149.130000,123.290000,26.020000,0,0,1.320000,14.08,0,0,24.100000,0,0,2.000000

12,02:45-03:00,1.490000,0.000000,0.000000,0.000000,35.42,71.730000,48.20,0,0,0,96.410000,84.2,0,106.050000,48.200000,35.42,17.64,26.020000,57.410000,0,0,0.000000,84.2,0,32.780000,106.26,0,149.130000,123.290000,26.020000,0,0,1.320000,13.72,0,0,24.100000,0,0,2.000000

13,03:00-03:15,1.490000,0.000000,0.000000,0.000000,31.67,71.730000,48.20,0,0,0,96.410000,84.04,0,106.050000,48.200000,31.66,17.57,26.020000,57.410000,0,0,0.000000,84.04,0,32.780000,95,0,149.130000,123.290000,26.020000,0,0,1.320000,13.19,0,0,24.100000,0,0,2.000000

14,03:15-03:30,1.490000,0.000000,0.000000,0.000000,31.67,71.730000,48.20,0,0,0,96.410000,84.04,0,106.050000,48.200000,31.66,17.53,26.020000,57.410000,0,0,0.000000,84.04,0,32.780000,95,0,149.130000,123.290000,26.020000,0,0,1.320000,12.98,0,0,24.100000,0,0,2.000000

15,03:30-03:45,1.490000,0.000000,0.000000,0.000000,31.67,71.730000,48.20,0,0,0,96.410000,80.46,0,106.050000,48.200000,31.66,17.37,26.020000,57.410000,0,0,0.000000,80.46,0,32.780000,95,0,149.130000,123.290000,26.020000,0,0,1.320000,10.12,0,0,24.100000,0,0,2.000000

16,03:45-04:00,1.490000,0.000000,0.000000,0.000000,31.67,71.730000,48.20,0,0,0,96.410000,78.33,0,106.050000,48.200000,31.66,17.04,26.020000,57.410000,0,0,0.000000,78.33,0,32.780000,95,0,149.130000,123.290000,26.020000,0,0,1.320000,10.05,0,0,24.100000,0,0,2.000000

17,04:00-04:15,1.460000,0.000000,0.000000,0.000000,31.67,71.730000,48.20,0,0,0,96.410000,76.45,0,106.050000,48.200000,31.66,16.8,26.020000,57.410000,0,0,0.000000,76.45,0,32.780000,95,0,149.130000,123.290000,26.020000,0,0,1.320000,8.72,0,0,24.100000,0,0,1.950000

18,04:15-04:30,1.460000,0.000000,0.000000,0.000000,31.67,71.730000,48.20,0,0,0,96.410000,73.8,0,106.050000,48.200000,31.66,16.64,26.020000,57.410000,0,0,0.000000,73.8,0,32.780000,95,0,149.130000,123.290000,26.020000,0,0,1.320000,8.68,0,0,24.100000,0,0,1.950000

19,04:30-04:45,1.460000,0.000000,0.000000,0.000000,31.72,71.730000,48.20,0,0,0,96.410000,71.43,0,106.050000,48.200000,31.72,16.47,26.020000,57.410000,0,0,0.000000,71.43,0,32.780000,95.16,0,149.130000,123.290000,26.020000,0,0,1.320000,7.01,0,0,24.100000,0,0,1.950000

20,04:45-05:00,1.460000,0.000000,0.000000,0.000000,30.95,71.730000,48.20,0,0,0,96.410000,69.6,0,106.050000,48.200000,30.94,16.21,26.020000,57.410000,0,0,0.000000,69.6,0,32.780000,92.85,0,149.130000,123.290000,26.020000,0,0,1.320000,7.01,0,0,24.100000,0,0,1.950000

21,05:00-05:15,1.460000,0.000000,0.000000,0.000000,30.21,71.730000,48.20,0,0,0,96.410000,66.88,0,105.010000,46.470000,30.23,15.99,26.020000,57.410000,0,0,0.000000,66.88,0,32.430000,90.64,0,149.130000,123.290000,26.020000,0,0,1.320000,7.01,0,0,24.100000,0,0,1.950000

22,05:15-05:30,1.460000,0.000000,0.000000,0.000000,29.56,71.730000,48.20,0,0,0,96.410000,63.79,0,105.010000,46.470000,29.55,15.84,26.020000,57.410000,0,0,0.000000,63.79,0,32.430000,88.67,0,149.130000,123.290000,26.020000,0,0,1.320000,7.01,0,0,24.100000,0,0,1.950000

23,05:30-05:45,1.460000,0.000000,0.000000,0.000000,28.94,71.730000,48.20,0,0,0,96.410000,62.05,0,105.010000,46.470000,28.95,15.69,26.020000,57.410000,0,0,0.000000,62.05,0,32.430000,86.83,0,149.130000,123.290000,26.020000,0,0,1.320000,7.01,0,0,24.100000,0,0,1.950000

24,05:45-06:00,1.460000,0.000000,0.000000,0.000000,28.29,71.730000,48.20,0,0,0,96.410000,58.21,0,105.010000,46.470000,28.3,15.49,26.020000,57.410000,0,0,0.000000,58.21,0,32.430000,84.88,0,192.820000,123.290000,26.020000,0,0,1.320000,7.01,0,0,24.100000,0,0,1.950000

25,06:00-06:15,1.460000,0.000000,0.000000,0.000000,27.69,71.730000,48.20,0,0,0,96.410000,56.84,0,153.210000,46.470000,27.69,15.61,26.020000,0.000000,0,0,0.000000,56.84,0,55.200000,83.07,0,231.380000,253.220000,26.020000,0,0,1.320000,7.01,0,0,24.100000,0,0,1.950000

26,06:15-06:30,1.460000,0.000000,0.000000,0.000000,27.06,96.410000,48.20,1.12,0,0,96.410000,55.17,0,193.930000,46.470000,27.07,15.57,26.020000,0.000000,0,0,0.000000,55.17,0,73.520000,81.19,0,271.150000,253.220000,26.020000,0,0,1.320000,7.01,0,0,24.100000,0,0,1.950000

27,06:30-06:45,1.460000,0.000000,0.000000,0.000000,26.74,71.730000,48.20,4.55,0.95,0,96.410000,53.51,0,221.230000,46.470000,26.74,15.38,26.020000,0.000000,0,0,0.000000,53.51,0,73.520000,80.21,0,271.150000,253.220000,26.020000,0,0,1.320000,7.01,2,0,24.100000,0,0,1.950000

28,06:45-07:00,1.460000,0.000000,0.000000,0.000000,26.44,71.730000,48.20,15,3.98,0,96.410000,51.84,0,173.030000,46.470000,26.43,15.19,26.020000,0.000000,0,0,0.000000,51.84,0,55.200000,79.32,0,271.150000,253.220000,26.020000,0.281967,0,1.320000,7.01,7,0,23.140000,0,0,1.950000

29,07:00-07:15,1.460000,0.020000,0.000000,0.020000,25.25,71.730000,48.20,21.58,19,0,96.410000,63.51,0,220.300000,46.470000,25.26,18.23,26.020000,0.000000,0.01,0,0.020000,63.51,0,73.520000,75.76,0,271.150000,253.220000,26.020000,2.148783,0,1.320000,7.01,14,0,23.140000,0,0,1.950000

30,07:15-07:30,1.460000,0.150000,0.000000,0.150000,22.59,71.730000,48.20,21.18,21.19,1,96.410000,63.44,0,221.670000,46.470000,22.58,18.03,26.020000,0.000000,2.12,0,0.150000,63.44,1,73.520000,67.76,0,271.150000,253.220000,26.020000,4.987899,0,1.320000,7.01,21.18,0.42,22.170000,0,1,1.950000

31,07:30-07:45,1.460000,0.400000,0.000000,0.410000,20.09,67.490000,48.20,22.68,22.69,2,96.410000,62.84,0,251.520000,46.280000,20.08,17.77,26.020000,0.000000,7.55,0,0.400000,62.84,3,73.870000,60.26,1,271.150000,253.220000,26.020000,8.26455,2,1.320000,7.01,22.68,1.51,22.170000,0,5,1.850000

32,07:45:08:00,1.460000,0.810000,0.000000,0.840000,17.59,67.490000,48.20,23.02,23.01,5,96.410000,60.84,0,260.890000,57.850000,17.58,17.55,26.020000,0.000000,15.73,0,0.810000,60.84,7,86.320000,52.76,3,271.150000,253.220000,26.020000,12.357933,4,1.320000,7.01,23.02,3.14,22.170000,0,11,1.850000

33,08:00-08:15,1.460000,1.370000,0.000000,1.390000,15.92,67.490000,48.20,25.02,25.01,10,96.410000,58.51,0,251.520000,46.280000,15.92,17.27,26.020000,0.000000,29.66,0.33,1.370000,58.51,15,73.870000,47.76,7,271.150000,253.220000,26.020000,16.694391,5.93,1.320000,7.01,25.02,5.93,21.210000,0,25,1.850000

34,08:15-08:30,1.460000,2.100000,0.000000,2.160000,13.33,76.160000,48.20,26.85,26.85,15,96.410000,56.81,0,251.520000,46.280000,13.34,16.97,26.020000,0.000000,47.3,0.4,2.100000,56.81,22,86.320000,40,11,271.150000,253.220000,26.020000,20.933619,8.95,1.320000,7.01,26.85,9.46,21.210000,0,35,1.850000

35,08:30-08:45,1.460000,3.030000,0.000000,3.100000,13.33,84.840000,48.20,27.68,27.69,25,96.410000,56.34,0,260.890000,57.850000,13.34,16.79,26.020000,0.000000,67.34,0.4,3.030000,56.34,27,73.520000,40,13,271.150000,253.220000,26.020000,25.202016,12.45,1.320000,7.01,27.68,13.47,21.210000,0,60,1.850000

36,08:45:09:00,1.460000,4.540000,0.000000,4.650000,13.33,118.010000,48.20,28.65,28.65,30,96.410000,52.27,0,245.770000,86.770000,13.34,16.68,26.020000,0.000000,87.39,4.5,4.540000,52.27,33,73.520000,40,17,271.150000,253.220000,26.020000,29.353737,15.53,1.320000,7.01,28.65,17.48,21.210000,0,70,1.850000

37,09:00:09:15,1.460000,5.850000,0.000000,6.000000,26.74,118.010000,48.20,28.65,28.65,36,96.410000,51.84,0,260.890000,100.980000,26.74,16.63,26.020000,0.000000,106.46,9.48,5.850000,51.84,38,86.320000,80.21,19,271.150000,253.220000,26.020000,49.68453,21.3,1.320000,7.01,28.65,21.29,21.210000,0,84,1.850000

38,09:15-09:30,1.460000,7.030000,0.000000,7.210000,26.44,118.010000,48.20,30.65,30.65,45,96.410000,50.11,0,260.890000,100.980000,26.43,13.55,26.020000,0.000000,125.68,16.72,7.030000,50.11,45,86.320000,79.32,22,271.150000,253.220000,26.020000,55.32387,25.06,1.320000,7.01,30.65,25.14,21.210000,0,105,1.850000

39,09:30-09:45,1.460000,8.310000,0.000000,8.510000,25.97,118.010000,48.20,30.65,30.65,48,96.410000,48.44,0,245.770000,46.280000,25.97,13.6,30.850000,0.000000,150.28,31.56,8.310000,48.44,53,86.320000,77.92,27,271.150000,253.220000,24.210000,60.943764,28.91,1.320000,7.01,30.65,30.06,21.210000,0,112,1.850000

40,09:45-10:00,1.460000,9.340000,0.000000,9.570000,25.67,118.010000,48.20,30.65,30.65,54,96.410000,46.78,0,260.890000,46.280000,25.67,13.64,30.850000,0.000000,171.31,42.26,9.340000,46.78,60,86.320000,77.01,30,271.150000,253.220000,24.210000,66.184461,31.86,1.320000,7.01,30.65,34.26,21.210000,0,126,1.850000

41,10:00-10:15,1.380000,10.450000,0.000000,10.720000,19.77,118.010000,48.20,30.65,30.65,61,96.410000,38.86,0,260.890000,46.280000,19.78,9.08,30.850000,0.000000,187.23,52.18,10.450000,38.86,69,86.320000,59.31,34,271.150000,253.220000,20.620000,70.569534,34.66,1.320000,7.01,30.65,37.44,21.210000,0,144,1.850000

42,10:15-10:30,1.380000,11.240000,0.000000,11.520000,19.59,118.010000,48.20,30.65,30.65,64,96.410000,38.73,0,260.890000,46.280000,19.58,9.16,30.850000,0.000000,201.32,58.62,11.240000,38.73,72,86.320000,58.76,36,271.150000,253.220000,20.620000,74.254551,36.88,1.320000,7.01,30.65,40.26,21.210000,0,151,1.850000

43,10:30-10:45,1.380000,12.050000,0.000000,12.360000,19.44,118.010000,48.20,30.65,30.65,69,96.410000,37.4,0,260.890000,46.280000,19.44,9.25,30.850000,0.000000,213.18,64.65,12.050000,37.4,75,86.320000,58.31,38,271.150000,253.220000,20.620000,61.245177,38.66,1.320000,7.01,30.65,42.64,21.210000,0,161,1.850000

44,10:45-11:00,1.380000,13.690000,0.000000,14.030000,19.23,118.010000,48.20,30.65,30.65,72,96.410000,37.4,0,260.890000,46.280000,19.23,9.43,30.850000,0.000000,223.8,70.14,13.690000,37.4,78,86.320000,57.69,39,271.150000,253.220000,20.620000,62.878641,40.62,1.320000,7.01,30.65,44.76,21.210000,0,168,1.850000

45,11:00-11:15,1.460000,14.220000,0.000000,14.580000,19.09,118.010000,48.20,30.82,30.81,75,96.410000,36.98,0,260.890000,62.670000,19.09,9.56,30.850000,0.000000,230.34,74.7,14.220000,36.98,85,86.320000,57.27,42,271.150000,253.220000,20.620000,64.113462,40.92,1.320000,7.01,30.82,46.07,22.170000,0,175,1.850000

46,11:15-11:30,1.460000,14.500000,0.000000,14.860000,18.95,118.010000,48.20,31.32,31.31,78,96.410000,36.83,0,260.890000,57.850000,18.94,9.98,30.850000,0.000000,233.33,78.41,14.500000,36.83,87,86.320000,56.85,43,271.150000,253.220000,20.620000,65.406621,42,1.320000,7.01,31.32,46.67,22.170000,0,182,1.850000

47,11:30-11:45,1.460000,14.830000,0.000000,15.200000,19.04,118.010000,48.20,31.32,31.31,79,96.410000,35.45,0,260.890000,53.030000,19.03,11.21,30.850000,0.000000,233.33,81.17,14.830000,35.45,87,86.320000,57.11,43,271.150000,253.220000,20.620000,66.670611,43,1.320000,7.01,31.32,46.67,22.170000,0,186,1.850000

48,11:45-12:00,1.460000,15.100000,0.000000,15.480000,15.01,118.010000,48.20,31.32,31.31,79,96.410000,34.57,0,260.890000,46.280000,15.02,12.56,30.850000,0.000000,233.33,83.74,15.100000,34.57,87,86.320000,45.03,43,271.150000,253.220000,20.620000,68.031831,43,1.320000,7.01,31.32,46.67,22.170000,0,186,1.850000

49,12:00-12:15,1.530000,15.220000,0.000000,15.600000,14.89,118.010000,48.20,31.32,31.31,81,96.410000,34.45,0,260.890000,46.280000,14.9,11.79,30.850000,0.000000,233.33,85.87,15.220000,34.45,87,73.520000,44.68,43,271.150000,253.220000,25.410000,85.999935,43,1.400000,7.01,31.32,46.67,21.210000,0,189,2.000000

50,12:15-12:30,1.530000,15.300000,0.000000,15.680000,14.77,118.010000,48.20,31.32,31.31,81,96.410000,35.6,0,240.950000,46.280000,14.78,12.1,30.850000,0.000000,233.33,87.1,15.300000,35.6,87,73.520000,44.32,43,271.150000,253.220000,25.410000,85.222095,43,1.400000,7.01,31.32,46.67,21.210000,0,189,2.000000

51,12:30-12:45,1.530000,15.270000,0.000000,15.650000,14.85,118.010000,48.20,31.32,31.31,81,96.410000,32.78,0,260.890000,46.280000,14.85,12.19,26.020000,0.000000,233.33,92.27,15.270000,32.78,87,73.520000,44.54,44,271.150000,253.220000,26.020000,83.32611,43,1.400000,7.01,31.32,46.67,21.210000,0,189,2.000000

52,12:45-13:00,1.530000,15.060000,0.000000,15.430000,14.89,118.010000,48.20,31.32,31.31,81,96.410000,32.91,0,231.310000,46.470000,14.9,12.53,26.020000,0.000000,233.33,92.05,15.060000,32.91,87,73.520000,44.68,43,271.150000,253.220000,26.020000,80.934252,43,1.400000,7.01,31.32,46.67,21.210000,0,189,2.000000

53,13:00-13:15,1.530000,14.990000,0.000000,15.370000,14.77,86.770000,48.20,31.32,31.31,79,96.410000,33.78,0,204.610000,46.470000,14.78,13.91,26.020000,0.000000,233.33,90.5,14.990000,33.78,87,55.200000,44.32,43,271.150000,253.220000,26.020000,79.028544,42.74,1.400000,7.01,31.32,46.67,20.250000,0,186,2.000000

54,13:15-13:30,1.530000,14.680000,0.000000,15.040000,14.85,67.490000,48.20,31.32,31.31,78,96.410000,33.93,0,199.790000,46.470000,14.85,14.17,26.020000,0.000000,233.33,86.55,14.680000,33.93,86,55.200000,44.54,43,271.150000,253.220000,26.020000,77.045052,41,1.400000,7.01,31.32,46.67,20.250000,0,182,2.000000

55,13:30-13:45,1.530000,14.110000,0.000000,14.470000,20.26,67.490000,48.20,31.32,31.31,76,96.410000,40.21,0,226.490000,46.470000,20.26,16.27,26.020000,0.000000,233.33,85.6,14.110000,40.21,85,54.870000,60.78,43,271.150000,253.220000,26.020000,86.116611,40,1.480000,7.01,31.32,46.67,20.250000,0,179,2.000000

56,13:45-14:00,1.530000,13.500000,0.000000,13.850000,20.76,67.490000,48.20,31.32,31.31,73,96.410000,41.22,0,226.490000,46.470000,20.75,16.48,26.020000,0.000000,231.33,83.08,13.500000,41.22,83,73.180000,62.28,42,271.150000,253.220000,26.020000,81.887106,39,1.480000,7.01,31.32,46.27,20.250000,0,172,2.000000

57,14:00-14:15,1.530000,13.130000,0.000000,13.470000,24.8,67.490000,48.20,31.32,31.31,72,96.410000,42.22,0,226.490000,46.470000,24.78,16.53,26.020000,0.000000,225.82,79.45,13.130000,42.22,79,49.450000,74.39,40,271.150000,253.220000,26.020000,76.996437,38.08,1.480000,7.01,31.32,45.16,21.210000,0,168,2.000000

58,14:15-14:30,1.610000,12.300000,0.000000,12.610000,24.64,67.490000,48.20,31.32,31.31,69,96.410000,43.28,0,226.490000,46.470000,24.66,17.13,26.020000,0.000000,217.02,75.35,12.300000,43.28,77,49.450000,73.93,38,271.150000,253.220000,26.020000,71.901585,35.43,1.480000,7.01,31.32,43.4,21.210000,0,161,2.000000

59,14:30-14:45,1.610000,11.630000,0.000000,11.920000,24.48,71.730000,48.20,31.32,31.31,66,96.410000,45.02,0,226.490000,46.470000,24.49,23.53,26.020000,0.000000,205.61,72.4,11.630000,45.02,73,49.450000,73.45,37,271.150000,253.220000,26.020000,65.902494,33.11,1.010000,7.01,31.32,41.12,21.210000,0,154,1.900000

60,14:45-15:00,1.610000,10.930000,0.000000,11.200000,24.44,71.730000,48.20,31.32,31.31,61,96.410000,58.33,0,226.490000,46.470000,24.43,24.13,26.020000,0.000000,195.23,68.7,10.930000,58.33,67,49.450000,73.32,33,271.150000,253.220000,26.020000,58.989441,31.92,1.010000,7.01,31.32,39.04,21.210000,0,144,1.900000

61,15:00-15:15,1.690000,9.790000,0.000000,10.040000,24.21,86.770000,48.20,31.32,31.31,55,96.410000,59.33,0,226.490000,46.470000,24.21,24.95,26.020000,0.000000,184.31,65.06,9.790000,59.33,60,49.450000,72.64,30,271.150000,253.220000,26.020000,29.742657,30.8,1.320000,7.01,31.32,36.86,22.170000,0,130,1.900000

62,15:15-15:30,1.690000,8.920000,0.000000,9.140000,24.32,86.770000,48.20,31.32,31.31,49,96.410000,66.67,0,226.490000,46.470000,24.32,25.03,26.020000,0.000000,170.41,59.89,8.920000,66.67,57,49.450000,72.96,28,271.150000,253.220000,26.020000,25.746504,26.3,1.320000,7.01,31.32,34.08,22.170000,0,116,1.900000

63,15:30-15:45,1.690000,7.830000,0.000000,8.030000,27.6,86.770000,48.20,31.48,31.49,43,96.410000,66.67,0,226.490000,46.470000,27.61,24.64,26.020000,0.000000,153.16,52.5,7.830000,66.67,49,73.180000,82.82,24,271.150000,253.220000,26.020000,21.29337,23.39,1.320000,7.01,31.48,30.63,23.140000,0,100,1.900000

64,15:45-16:00,1.690000,6.640000,0.000000,6.810000,28.23,86.770000,48.20,31.48,31.49,37,96.410000,66.67,0,226.490000,46.470000,28.23,24.59,26.020000,0.000000,132.83,45.81,6.640000,66.67,39,73.180000,84.69,19,271.150000,253.220000,26.020000,16.908297,20.91,1.320000,7.01,31.48,26.56,23.140000,0,86,1.900000

65,16:00-16:15,1.690000,5.090000,0.000000,5.210000,28.81,86.770000,48.20,33,33,30,96.410000,66.67,0,226.490000,46.470000,28.82,24.1,26.020000,0.000000,114.44,37.88,5.090000,66.67,32,73.180000,86.44,16,271.150000,253.220000,26.020000,12.484332,17.83,1.400000,7.01,26,22.89,23.140000,0,70,1.950000

66,16:15-16:30,1.690000,3.810000,0.000000,3.910000,29.07,86.770000,48.20,33,29.67,24,96.410000,66.67,0,226.490000,46.470000,29.07,24.05,26.020000,0.000000,93.08,30.81,3.810000,66.67,25,73.180000,87.21,13,271.150000,253.220000,26.020000,7.992306,11.92,1.400000,7.01,12,18.62,23.140000,0,56,1.950000

67,16:30-16:45,1.690000,2.510000,0.000000,2.580000,29.71,95.450000,48.20,16.06,11.07,18,96.410000,76.55,0,240.950000,57.850000,29.71,23.75,26.020000,0.000000,70.45,22.99,2.510000,76.55,17,86.320000,89.13,9,271.150000,253.220000,26.020000,3.685017,9,1.400000,7.01,4,14.09,24.100000,0,42,1.950000

68,16:45-17:00,1.690000,1.500000,0.000000,1.540000,30.49,104.120000,48.20,7.45,5.7,9,96.410000,77.44,0,260.890000,86.770000,30.5,23.34,26.020000,0.000000,47.25,12.99,1.500000,77.44,13,86.320000,91.48,7,271.150000,253.220000,26.020000,2.129337,5,1.400000,7.01,1,9.45,24.100000,0,21,1.950000

69,17:00-17:15,1.690000,0.770000,0.000000,0.790000,29.86,112.800000,48.20,5,2.85,4,96.410000,78.55,0,245.770000,100.980000,29.86,22.3,26.020000,0.000000,28.29,4.71,0.770000,78.55,7,86.320000,89.58,3,271.150000,253.220000,30.850000,1.127868,3,1.400000,7.01,0,5.66,25.070000,0,11,1.950000

70,17:15-17:30,1.690000,0.310000,0.000000,0.320000,28.76,118.010000,48.20,1,0.95,1,96.410000,80.28,0,240.950000,100.980000,28.78,21.56,26.020000,0.000000,14.61,0.37,0.310000,80.28,3,86.320000,86.29,1,271.150000,253.220000,30.850000,0.272244,1,1.400000,7.01,0,2.92,25.070000,0,4,1.950000

71,17:30-17:45,1.690000,0.060000,0.000000,0.060000,28.33,118.010000,48.20,0,0.1,0,96.410000,81.1,0,260.890000,100.980000,28.32,20.77,25.410000,0.000000,5.84,0,0.060000,81.1,1,86.320000,84.98,1,271.150000,253.220000,30.850000,0,0,1.400000,7.01,0,1.17,26.030000,0,1,1.950000

72,17:45-18:00,1.690000,0.010000,0.000000,0.010000,28.01,118.010000,48.20,0,0,0,96.410000,82.1,0,260.890000,100.980000,28.01,19.88,25.410000,0.000000,1.53,0,0.010000,82.1,0,86.320000,84.03,0,271.150000,253.220000,30.850000,0,0,1.400000,7.01,0,0.3,26.030000,0,0,1.950000

