Block,Time Block,DHAULIGNGA,DADRT2,CHAMERA3,FSTPP I & II,DULHASTI,BRBCL,CHAMERA2,CHAMERA1,BSIUL,KHSTPP-II,KHSTPP-I,JHAJJAR,KGSU1AND2,KGSU3AND4,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TANDA2,TEHRIPSP,URI2,UNCHAHAR3,TALST2,TANAKPUR,TEHRI,TelanganaSTPP,UNCHAHAR2,TALA,URI,NLCEXP,KOTESHWR,NJPC,KKNPPU2,KOLDAM,KUDGI,NAPP,MAPS,NNTPP,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPC,NTPL,PARBATI3,RIHAND2,PARBATI2,SASAN,RIHAND1,RAPPB,SIMHST1,RSTPSU1TO6,RAPPD,SIMHST2,RSTPSU7,SALAL,SEWA2,RAMPUR,RIHAND3,KISHANGANGA,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,0,4.94,32.58,13.93,36.49,18.83,45.23,40.46,18.77,81.14,37.66,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.09,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.87,41.32,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,52.8,116.04,22.29,401.94,86.81,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

55,13:30-13:45,0,4.94,32.58,13.93,36.49,17.99,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.87,41.32,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.29,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

56,13:45-14:00,0,4.94,32.58,13.93,36.49,19.49,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,32.54,21.87,41.32,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

57,14:00-14:15,0,4.94,32.58,13.93,36.49,17.53,45.23,40.46,18.77,81.14,37.66,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.09,0,15.54,1.46,0,2.51,0,31.42,19.46,0,3.7,0,0,32.54,21.87,41.32,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,104.49,22.29,401.94,82.18,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

58,14:15-14:30,0,4.94,32.58,13.93,36.49,18.34,45.23,40.46,18.77,93.62,40.9,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,3.7,0,0,32.54,21.87,41.32,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,22.29,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

59,14:30-14:45,0,4.94,32.58,13.93,36.49,18.1,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,3.7,0,0,30.71,22.01,45.56,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,48.52,120.23,10.8,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

60,14:45-15:00,0,4.94,32.58,13.72,36.49,16.76,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,30.71,22.01,45.56,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,48.52,120.23,10.8,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

61,15:00-15:15,0,4.94,32.58,13.72,36.49,16.17,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,30.71,22.01,46.09,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,48.52,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

62,15:15-15:30,0,4.94,32.58,13.72,36.49,18.98,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.54,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,30.71,22.01,46.09,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,48.52,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

63,15:30-15:45,0,4.94,32.58,14.92,36.49,21.51,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.38,1.46,0,2.51,0,31.42,19.46,0,11.43,0,0,30.71,19.52,45.03,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

64,15:45-16:00,0,4.94,32.58,15.3,36.49,20.55,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.38,1.46,0,2.51,0,31.42,19.46,0,11.43,17.83,0,30.71,19.46,45.03,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

65,16:00-16:15,0,4.94,32.58,15.3,36.49,21.95,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.38,1.46,0,2.51,0,31.42,19.46,0,11.43,35.67,0,30.71,19.46,44.51,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

66,16:15-16:30,0,4.94,32.58,15.3,36.49,21.1,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.38,1.46,0,2.51,0,31.42,19.46,0,11.43,53.5,0,30.71,19.46,44.51,0,9.73,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

67,16:30-16:45,0,4.94,32.58,15.3,36.49,20.21,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.19,1.46,0,2.51,85.03,31.42,22.36,0,11.43,71.34,0,36.33,19.46,44.51,0,19.47,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

68,16:45-17:00,0,4.94,32.58,15.3,36.49,17.55,45.23,40.46,18.77,93.62,43.7,241.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,15.19,1.46,0,2.51,170.06,31.42,22.36,0,11.43,71.34,0,36.33,19.46,44.51,0,29.21,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

69,17:00-17:15,0,52.93,32.58,17.61,36.49,22.76,45.23,40.46,18.77,93.62,43.7,249.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.21,1.46,0,2.51,170.06,31.42,22.36,0,11.43,71.34,0,36.33,18.78,46.62,0,41.11,168.72,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,5.44,125.58,2.05,0,0,0,0,0,0

70,17:15-17:30,0,100.92,32.58,17.61,36.49,22.37,45.23,40.46,18.77,93.62,43.7,249.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.21,1.46,0,2.51,170.06,31.42,22.36,0,11.43,71.34,0,36.33,18.62,46.62,0,41.11,129.03,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,4.31,125.58,2.05,0,0,0,0,0,0

71,17:30-17:45,0,168.11,32.58,17.61,36.49,18.11,45.23,40.46,18.77,93.62,43.7,263.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.21,1.46,0,2.51,170.06,31.42,22.36,0,11.43,71.34,0,36.33,18.54,46.62,0,41.11,103.22,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,3.45,125.58,4.3,0,0,0,0,0,0

72,17:45-18:00,0,299.81,32.58,17.61,36.49,17.94,45.23,40.46,18.77,93.62,43.7,263.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,17.21,1.46,0,2.51,170.06,31.42,22.36,0,11.43,71.34,0,36.33,18.54,46.62,0,41.11,77.41,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,2.58,125.58,4.3,0,0,0,0,0,0

73,18:00-18:15,0,409.98,32.58,17.61,36.49,18.51,45.23,40.46,18.77,93.62,43.7,342.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,19.02,0.96,0,0.56,170.06,31.42,25.91,0,11.43,71.34,0,40.7,18.26,46.62,0,42.85,51.61,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,1.73,125.58,4.3,0,0,0,0,0,0

74,18:15-18:30,0,465.65,32.58,17.61,36.49,17.5,45.23,40.46,18.77,93.62,43.7,399.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.27,0,19.97,1.53,0,1.35,170.06,31.42,25.36,0,11.43,71.34,0,41.86,18,46.62,0,42.85,25.8,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0.86,125.58,4.3,0,0,0,0,0,0

75,18:30-18:45,0,558.04,32.58,17.61,36.49,18.53,45.23,40.46,18.77,93.62,43.7,432.05,0,0,0,24,0,0,19.2,0,0,11.52,0,0,0,0,108.27,0,19.99,1.55,0,1.36,170.06,31.42,25.36,0,11.43,71.34,0,41.94,17.72,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.68,0,0,0,0,0,0

76,18:45-19:00,0,654.99,34.26,17.61,36.49,16.9,47.6,40.65,19.64,93.62,43.7,424.4,0,0,0,24,0,0,19.2,0,0,11.52,0,0,0,0,108.27,0,19.99,1.55,0,1.36,170.06,31.42,25.36,0,11.43,72.52,0,41.94,17.47,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,27.02,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

77,19:00-19:15,0,657.87,34.26,17.61,55.35,18.05,47.6,40.65,19.64,93.62,43.7,425.35,0,0,0,24,0,0,19.2,0,0,11.52,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,41.86,17.67,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,27.02,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

78,19:15-19:30,0,657.87,34.26,17.61,55.35,18.99,47.6,40.65,19.64,93.62,43.7,425.35,0,0,0,24,0,0,19.2,0,0,11.52,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,41.86,17.83,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,27.02,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

79,19:30-19:45,0,657.87,34.26,17.61,55.35,20.65,47.6,40.65,19.64,93.62,43.7,425.35,0,0,0,24,0,0,19.2,0,0,11.52,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,41.86,17.83,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,27.02,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

80,19:45-20:00,0,657.87,34.26,17.61,55.35,23.9,47.6,40.65,19.64,93.62,43.7,425.35,0,0,0,24,0,0,19.2,0,0,11.52,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,41.86,17.95,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,27.02,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

81,20:00-20:15,0,657.87,34.26,17.61,55.35,23.03,47.6,40.65,19.64,93.62,43.7,430.32,0,0,0,24,0,0,19.2,0,0,11.52,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,41.86,18.03,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,27.02,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

82,20:15-20:30,0,657.87,34.26,17.61,55.35,22.13,47.6,40.65,19.64,93.62,43.7,430.32,0,0,0,24,0,0,19.2,0,0,11.52,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,41.86,18.2,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,27.02,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

83,20:30-20:45,0,657.87,34.26,17.61,55.35,20.68,47.6,40.65,19.64,93.62,43.7,425.35,0,0,0,54.71,0,0,46.07,0,0,35.51,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,21.61,18.35,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,27.02,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

84,20:45-21:00,0,657.87,32.58,17.61,51.71,23.99,45.23,40.46,18.77,93.62,43.7,425.35,0,0,0,54.71,0,0,46.07,0,0,35.51,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.22,0,21.61,18.98,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,72.78,120.23,23.64,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.68,0,0,0,0,0,0

85,21:00-21:15,0,657.87,32.58,18.6,51.71,21.97,45.23,40.46,0,93.62,43.7,425.35,0,0,0,52.79,0,0,47.99,0,0,30.71,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.22,0,21.61,18.91,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,72.78,120.23,23.64,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.68,0,0,0,0,0,0

86,21:15-21:30,0,657.87,32.58,18.68,51.71,22.94,45.23,40.46,0,93.62,43.7,425.35,0,0,0,43.19,0,0,38.39,0,0,30.71,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.22,0,21.61,18.91,43.45,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,72.78,120.23,23.64,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.68,0,0,0,0,0,0

87,21:30-21:45,0,657.87,34.26,18.68,55.35,20.82,47.6,40.65,0,93.62,43.7,425.35,0,0,0,43.19,0,0,38.39,0,0,30.71,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,21.61,18.96,44.51,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

88,21:45-22:00,0,657.87,34.26,18.68,55.35,18.98,47.6,40.65,0,93.62,43.7,425.35,0,0,0,43.19,0,0,38.39,0,0,30.71,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,21.61,19.13,44.51,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

89,22:00-22:15,0,657.87,34.26,18.68,55.35,19.59,47.6,40.65,0,93.62,43.7,430.32,0,0,0,43.19,0,0,38.39,0,0,30.71,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,20.94,19.17,46.62,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

90,22:15-22:30,0,657.87,34.26,18.68,55.35,19.07,47.6,40.65,0,93.62,43.7,430.32,0,0,0,43.19,0,0,38.39,0,0,30.71,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,72.52,0,20.94,19.24,46.62,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,74.2,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,6.89,0,0,0,0,0,0

91,22:30-22:45,0,657.87,32.58,18.68,51.71,20.54,45.23,40.46,0,93.62,43.7,430.32,0,0,0,33.59,0,0,28.79,0,0,21.12,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,71.34,0,20.94,19.46,46.62,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,3.07,0,0,0,0,0,0

92,22:45-23:00,0,657.87,32.58,18.68,51.71,19.83,45.23,40.46,0,93.62,43.7,430.33,0,0,0,33.59,0,0,28.79,0,0,21.12,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,71.34,0,20.94,19.46,46.62,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,3.07,0,0,0,0,0,0

93,23:00-23:15,0,657.87,32.58,18.68,51.71,21.94,45.23,40.46,0,93.62,43.7,430.32,0,0,0,24,0,0,28.79,0,0,21.12,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,71.34,0,20.94,19.61,46.62,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,4.41,0,0,0,0,0,0

94,23:15-23:30,0,657.87,32.58,18.68,51.71,20.88,45.23,40.46,0,93.62,43.7,430.32,0,0,0,24,0,0,28.79,0,0,21.12,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,71.34,0,20.94,19.63,46.62,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,4.41,0,0,0,0,0,0

95,23:30-23:45,0,657.96,32.58,18.68,51.71,18.3,45.23,40.46,0,93.62,43.7,507.01,0,0,0,24,0,0,19.2,0,0,11.52,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,71.34,0,20.94,19.73,46.62,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,4.41,0,0,0,0,0,0

96,23:45-24:00,0,657.96,32.58,18.68,51.71,17.72,45.23,40.46,0,93.62,43.7,447.98,0,0,0,24,0,0,19.2,0,0,11.52,0,0,0,0,108.27,0,20.38,1.7,0,2.93,170.06,31.42,25.91,0,11.43,71.34,0,20.94,19.75,46.62,0,42.85,0,0,8.27,0,23.5,0,0,0,0,0,62.95,0,54.22,120.23,14.86,401.94,94.37,0,0,0,23.3,0,0,76.96,17.6,0,125.58,4.41,0,0,0,0,0,0

