Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31052040/LT-31,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,NR/01102023/22052037/LT-59,NR/01102023/02012046/L_NR_2021_17,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/30052048/L_NR_2022_10,NR/30092023/31122025/SH-07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/30042040/GNA_LT_35,WR/01102023/31032046/L_NR_2020_05,NR/30092023/26122029/SH-06,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61
21,05:00-05:15,29.000000,3.070000,208.760000,271.830000,3.390000,0,9.3,0.000000,74.110000,9.31,0,0.000000,7.34,0,0,0,3.110000,0,101.230000,112.600000,0,0.000000,37.36,30.930000,0,0.000000,27.93,2.110000,0,0,0,37.36,0,7.01

22,05:15-05:30,29.000000,3.070000,208.760000,271.830000,3.390000,0,9.44,0.000000,74.110000,9.44,0,0.000000,7.34,0,0,0,3.110000,0,101.230000,112.600000,0,0.000000,37.78,30.930000,0,0.000000,28.33,2.110000,0,0,0,37.78,0,14.45

23,05:30-05:45,29.000000,3.070000,208.760000,271.830000,3.390000,0,10.7,0.000000,74.110000,10.71,0,0.000000,9.35,0,0,0,3.110000,0,101.230000,112.600000,0,0.000000,38.23,30.930000,0,0.000000,32.13,2.110000,0,0,0,38.23,0,13.65

24,05:45-06:00,29.000000,3.070000,208.760000,271.830000,3.390000,0,10.54,0.000000,74.110000,10.54,0,0.000000,9.34,0,0,0,3.110000,0,101.230000,112.600000,0,0.000000,38.68,30.930000,0,0.000000,31.63,2.110000,0,0,0,38.68,0,12.65

25,06:00-06:15,28.030000,3.070000,208.760000,271.830000,3.390000,0.34,11.04,0.000000,74.110000,11.04,0,0.000000,9.34,0,0,0,3.110000,0,101.230000,112.600000,0,0.000000,37.77,30.930000,0,0.000000,33.13,2.110000,0,0,0,37.77,0,10.86

26,06:15-06:30,28.030000,3.070000,208.760000,271.830000,3.390000,1.45,10.7,0.000000,74.110000,10.71,0,0.000000,9.19,0,0,0,3.110000,0,101.230000,112.600000,0,0.000000,36.82,30.930000,0,0.000000,32.13,2.110000,1.11941,0,0,36.82,0,9.66

27,06:30-06:45,28.030000,3.070000,208.760000,271.830000,3.390000,3,10.36,0.010000,74.110000,10.38,0,0.010000,9.08,0.6,1,4,3.110000,2,101.230000,112.600000,1.4,0.000000,53.42,30.930000,0.32,0.010000,31.13,2.110000,8.770334,0.23,3,53.42,0.05,7.41

28,06:45-07:00,28.030000,3.070000,208.760000,271.830000,3.390000,8,9.95,0.110000,74.110000,9.96,0.33,0.110000,11.75,2.4,7.64,7,3.110000,3,101.230000,112.600000,5.6,0.000000,52.75,30.930000,1.08,0.110000,29.88,2.110000,18.076038,1.67,15,52.75,0.33,7.41

29,07:00-07:15,28.030000,3.070000,208.760000,271.830000,3.390000,15,10.04,0.560000,74.110000,10.04,2.19,0.550000,11.01,6,20,4,3.110000,2,101.230000,112.600000,14,0.000000,52.08,30.930000,2.55,0.550000,30.13,2.110000,26.710096,9.08,32.55,52.08,1.82,7.41

30,07:15-07:30,28.030000,3.070000,208.760000,271.830000,3.390000,22,10.33,1.380000,74.110000,10.33,4.7,1.360000,10.73,9,31.77,6,3.110000,3,101.230000,112.600000,21,0.000000,51.08,30.930000,4.69,1.360000,31,2.110000,35.752982,20.38,31.78,51.08,4.08,7.41

31,07:30-07:45,27.060000,3.070000,208.760000,271.830000,3.390000,30,15.27,2.380000,74.110000,15.27,9.48,2.320000,10.4,15,30.05,11,3.110000,6,101.230000,112.600000,35,0.000000,49.42,30.930000,7.47,2.320000,45.81,2.110000,45.671928,35.16,30.05,49.42,7.03,7.41

32,07:45:08:00,27.060000,3.070000,208.760000,271.830000,3.390000,30.53,14.33,3.520000,74.110000,14.35,15.59,3.440000,9.99,19.2,30.54,17,3.110000,9,101.230000,112.600000,44.8,0.000000,47.75,30.930000,10.45,3.440000,43.04,2.110000,56.272254,43.88,30.53,47.75,8.77,7.41

33,08:00-08:15,27.060000,3.070000,208.760000,271.830000,3.390000,31.53,13.89,4.720000,74.110000,13.9,18.33,4.600000,10.16,23.4,31.54,22,3.110000,11,101.230000,112.600000,54.6,0.000000,45.08,30.930000,14.39,4.600000,41.69,2.110000,65.889446,60.29,31.53,45.08,12.06,7.41

34,08:15-08:30,27.060000,3.070000,208.760000,271.830000,3.390000,31.87,13.43,5.940000,74.110000,13.43,23.33,5.800000,10.29,30,31.86,28,3.110000,14,101.230000,112.600000,70,0.000000,45.17,30.930000,17.81,5.800000,40.29,2.110000,74.114676,79.46,31.87,45.17,15.89,7.41

35,08:30-08:45,28.030000,3.070000,208.760000,271.830000,3.390000,31.87,12.82,7.180000,74.110000,12.83,30,7.010000,10.4,37.5,31.86,33,3.110000,17,101.230000,112.600000,87.5,0.000000,45.22,30.930000,19,7.010000,38.49,2.110000,81.66826,99.94,31.87,45.22,19.99,7.41

36,08:45:09:00,28.030000,3.070000,208.760000,271.830000,3.390000,31.87,12.39,8.350000,74.110000,12.38,36.67,8.140000,8.51,43.8,31.86,39,3.110000,20.01,101.230000,112.600000,102.2,0.000000,45.22,30.930000,23,8.140000,37.15,2.110000,88.589134,115.99,31.87,45.22,23.2,6.01

37,09:00:09:15,28.030000,3.070000,208.760000,271.830000,3.390000,32.03,11.3,9.400000,74.110000,11.31,43.33,9.170000,5.79,49.5,32.04,48,3.110000,24,101.230000,112.600000,115.5,0.000000,45.55,30.930000,26,9.170000,33.93,2.110000,76.723388,133.96,32.03,45.55,26.79,6.01

38,09:15-09:30,28.030000,3.070000,208.760000,271.830000,3.390000,32.03,11.36,10.460000,74.110000,11.38,50,10.200000,5.87,54.6,32.04,54,3.110000,27,101.230000,112.600000,127.4,0.000000,45.37,30.930000,29,10.200000,34.13,2.110000,81.853206,148.25,32.03,45.37,29.65,6.01

39,09:30-09:45,29.000000,3.070000,208.760000,271.830000,3.390000,32.03,11.48,11.470000,74.110000,11.49,58.33,11.190000,6,60.9,32.04,59,3.110000,30,101.230000,112.600000,142.1,0.000000,44.72,30.930000,30,11.190000,34.47,2.110000,86.24324,162.01,32.03,44.72,32.4,6.01

40,09:45-10:00,29.000000,3.070000,208.760000,271.830000,3.390000,32.03,11.36,9.560000,74.110000,11.38,66.69,9.330000,5.87,64.5,32.04,65,3.110000,32,101.230000,112.600000,150.5,0.000000,43.91,30.930000,32.53,9.330000,34.13,2.110000,90.020032,174.23,32.03,43.91,34.84,6.01

41,10:00-10:15,29.960000,2.840000,208.760000,271.830000,3.390000,32.03,11.24,10.490000,74.110000,11.25,71.33,10.230000,5.73,67.5,32.04,66,3.110000,33,101.230000,115.500000,157.5,0.000000,44.13,16.520000,34.1,10.230000,33.74,16.520000,93.88443,185.89,32.03,44.13,37.18,6.01

42,10:15-10:30,29.960000,2.840000,208.760000,271.830000,3.390000,32.03,11.24,11.270000,74.110000,11.24,74.15,10.990000,5.72,67.5,32.04,73,3.110000,36,101.230000,115.500000,157.5,0.000000,44.51,16.520000,36.03,10.990000,33.73,16.520000,97.894838,195.86,32.03,44.51,39.17,6.01

43,10:30-10:45,29.960000,2.840000,208.760000,271.830000,3.390000,32.03,11.46,12.240000,74.110000,11.46,77.04,11.950000,5.97,79.5,32.04,75,3.110000,38,101.230000,115.500000,185.5,0.000000,30.17,16.520000,37.16,11.950000,34.38,16.520000,84.715002,221.3,32.03,30.17,44.26,6.01

44,10:45-11:00,29.960000,2.840000,208.760000,271.830000,3.390000,32.03,11.7,13.030000,74.110000,11.71,79.48,12.710000,6.25,79.5,32.04,77,3.110000,38.01,101.230000,115.500000,185.5,0.000000,31.17,16.520000,37.6,12.710000,35.12,16.520000,88.87142,229.17,32.03,31.17,45.83,6.01

45,11:00-11:15,29.960000,2.840000,208.760000,271.830000,3.390000,32.03,11.9,13.810000,74.110000,11.89,77.44,13.480000,6.45,81,32.04,78,3.110000,39,101.230000,115.500000,189,0.000000,31.73,16.520000,38.14,13.480000,35.68,16.520000,93.650814,229.17,32.03,31.73,45.83,6.01

46,11:15-11:30,29.960000,2.840000,208.760000,271.830000,3.390000,32.03,12.23,14.200000,74.110000,12.23,79.14,13.860000,6.84,81,32.04,81,3.110000,40,101.230000,115.500000,189,0.000000,32.51,16.520000,38.68,13.860000,36.7,16.520000,99.744298,229.17,32.03,32.51,45.83,6.01

47,11:30-11:45,29.960000,2.840000,208.760000,271.830000,3.390000,32.03,12.41,14.400000,74.110000,12.42,76.09,14.050000,7.04,81,32.04,80,3.110000,40,101.230000,115.500000,189,0.000000,33.33,16.520000,39.52,14.050000,37.26,16.520000,105.75991,229.17,32.03,33.33,45.83,6.01

48,11:45-12:00,29.960000,2.840000,208.760000,271.830000,3.390000,32.03,12.95,14.650000,74.110000,12.97,76.58,14.300000,7.66,81,32.04,80,3.110000,40.01,101.230000,115.500000,189,0.000000,34.17,16.520000,39.65,14.300000,38.9,16.520000,111.181748,229.17,32.03,34.17,45.83,6.01

49,12:00-12:15,30.930000,3.000000,208.760000,271.830000,3.440000,32.03,13.52,14.780000,74.110000,13.53,76.92,14.430000,8.3,81,32.04,80,3.110000,40,101.230000,115.500000,189,0.000000,35.17,30.930000,39.85,14.430000,40.59,2.110000,131.60368,229.17,32.03,35.17,45.83,6.01

50,12:15-12:30,30.930000,3.000000,208.760000,271.830000,3.440000,32.03,14,14.700000,74.110000,14.01,76.64,14.340000,8.84,81,32.04,80,3.110000,40,101.230000,115.500000,189,0.000000,36.84,30.930000,40.15,14.340000,42.03,2.110000,133.131918,229.17,32.03,36.84,45.83,6.01

51,12:30-12:45,30.930000,3.000000,208.760000,271.830000,3.440000,32.03,14.69,14.760000,74.110000,14.7,85.12,14.410000,9.62,81,32.04,73,3.110000,37,101.230000,115.500000,189,0.000000,37.84,30.930000,44.5,14.410000,44.09,2.110000,131.048842,229.17,32.03,37.84,45.83,6.01

52,12:45-13:00,30.930000,3.000000,208.760000,271.830000,3.440000,32.03,15.57,14.740000,74.110000,15.58,84.5,14.380000,10.61,81,32.04,77,3.110000,39,101.230000,115.500000,189,0.000000,39.66,30.930000,44.5,14.380000,46.74,2.110000,128.323322,229.17,32.03,39.66,45.83,6.01

53,13:00-13:15,31.890000,3.000000,208.760000,271.830000,3.440000,32.03,16.21,14.650000,74.110000,16.22,83.53,14.300000,11.33,81,32.04,71,3.110000,36,101.230000,86.980000,189,0.000000,42.71,30.930000,44.5,14.300000,48.66,2.110000,125.66594,225.59,32.03,42.71,45.12,6.01

54,13:15-13:30,31.890000,3.000000,208.760000,271.830000,3.440000,32.03,16.75,14.500000,74.110000,16.76,82.1,14.140000,11.94,81,32.04,69,3.110000,35,101.230000,115.500000,189,0.000000,44.88,30.930000,44.5,14.140000,50.28,2.110000,122.658134,219.22,32.03,44.88,43.84,6.01

55,13:30-13:45,31.890000,3.000000,208.760000,271.830000,3.440000,32.03,17.08,14.240000,74.110000,17.09,80.19,13.890000,12.32,81,32.04,77,3.110000,39,101.230000,115.500000,189,0.000000,49.46,16.520000,44.5,13.890000,51.27,16.520000,120.828142,214.14,32.03,49.46,42.83,6.01

56,13:45-14:00,31.890000,3.000000,208.760000,271.830000,3.440000,32.03,17.39,13.950000,74.110000,17.39,78.93,13.620000,12.66,79.5,32.04,76,3.110000,38,101.230000,115.500000,185.5,0.000000,48.85,16.520000,43,13.620000,52.17,16.520000,116.340768,210.34,32.03,48.85,42.07,6.01

57,14:00-14:15,31.890000,3.070000,208.760000,271.830000,3.440000,32.03,17.29,13.570000,74.110000,17.3,76.94,13.240000,12.55,78.9,32.04,68,3.270000,34,101.230000,115.500000,184.1,0.000000,49.67,16.520000,32,13.240000,51.9,16.520000,110.111008,207.47,32.03,49.67,41.49,6.01

58,14:15-14:30,31.890000,3.070000,208.760000,271.830000,3.440000,32.03,17.42,13.080000,74.110000,17.41,74.26,12.760000,12.67,75.6,32.04,64,3.270000,32,101.230000,115.500000,176.4,0.000000,50.12,16.520000,40,12.760000,52.24,16.520000,103.657366,200.53,32.03,50.12,40.11,6.01

59,14:30-14:45,31.890000,3.070000,208.760000,271.830000,3.440000,32.03,17.47,12.540000,74.110000,17.48,66.66,12.230000,12.76,72,32.04,61,3.270000,30,101.230000,115.500000,168,0.000000,50.44,16.520000,38.61,12.230000,52.43,16.520000,96.17192,209.06,32.03,50.44,41.81,6.01

60,14:45-15:00,31.890000,3.070000,208.760000,271.830000,3.440000,32.03,17.68,5.590000,74.110000,17.68,63.34,5.450000,12.98,67.5,32.04,57,3.270000,29,101.230000,115.500000,157.5,0.000000,50.64,16.520000,36.71,5.450000,53.04,16.520000,88.14137,200.39,32.03,50.64,40.08,6.01

61,15:00-15:15,31.890000,3.230000,208.760000,271.830000,3.440000,32.2,17.65,5.640000,74.110000,17.66,23.33,5.510000,12.96,61.5,32.2,53,3.270000,26,101.230000,115.500000,143.5,0.000000,54.01,16.520000,32,5.510000,52.97,16.520000,82.135492,190.67,32.2,54.01,38.13,6.01

62,15:15-15:30,31.890000,3.230000,208.760000,271.830000,3.440000,32.5,17.53,5.680000,74.110000,17.52,25,5.540000,12.81,54.6,32.5,49,3.270000,25,101.230000,115.500000,127.4,0.000000,53.34,16.520000,31.06,5.540000,52.57,16.520000,73.404094,180.23,32.5,53.34,36.04,6.01

63,15:30-15:45,31.890000,3.230000,208.760000,271.830000,3.440000,32.5,17.67,5.720000,74.110000,17.67,15,5.580000,12.97,45,32.5,39,3.270000,19,101.230000,115.500000,105,0.000000,52.67,16.520000,29.19,5.580000,53.02,16.520000,64.04972,164.07,32.5,52.67,32.81,6.01

64,15:45-16:00,31.890000,3.230000,208.760000,271.830000,3.440000,32.5,17.42,5.590000,74.110000,17.41,13.33,5.450000,12.67,40.5,32.5,39,3.270000,20,101.230000,115.500000,94.5,0.000000,52.01,16.520000,26.88,5.450000,52.24,16.520000,54.374124,144.85,32.5,52.01,28.97,6.01

65,16:00-16:15,31.890000,3.310000,208.760000,271.830000,3.490000,32.5,16.62,2.940000,74.110000,16.62,12.67,2.870000,11.79,36,32.5,19,3.420000,9,101.230000,115.500000,84,0.000000,51.67,16.520000,13,2.870000,49.87,16.520000,43.832202,61,32.5,51.67,12.2,6.01

66,16:15-16:30,31.890000,3.310000,208.760000,271.830000,3.490000,32.5,16.08,2.940000,74.110000,16.09,11.67,2.870000,13.42,31.5,32.5,18,3.420000,9,101.230000,115.500000,73.5,0.000000,51.34,16.520000,12,2.870000,48.27,16.520000,33.407088,52.66,32.5,51.34,10.53,6.01

67,16:30-16:45,31.890000,3.310000,208.760000,271.830000,3.490000,33,21.12,2.940000,74.110000,21.12,10,2.870000,13.64,23.4,33,15,3.420000,7,101.230000,115.500000,54.6,0.000000,50.67,16.520000,11,2.870000,63.36,16.520000,22.933304,25.21,28.41,50.67,5.04,7.01

68,16:45-17:00,31.890000,3.310000,208.760000,271.830000,3.490000,33,20.28,2.880000,74.110000,20.3,9.67,2.810000,13.62,18,18.06,9,3.420000,5,101.230000,115.500000,42,0.000000,49.34,16.520000,10,2.810000,60.89,16.520000,14.84435,25.21,12.88,49.34,5.04,7.01

69,17:00-17:15,31.890000,3.380000,208.760000,271.830000,3.620000,25,20.92,1.970000,74.110000,20.92,9.33,1.920000,13.47,13.2,4.85,9,3.500000,5,101.230000,115.500000,30.8,0.000000,48.34,16.520000,10,1.920000,62.76,16.520000,8.770334,25.21,0.6,48.34,5.04,7.01

70,17:15-17:30,31.890000,3.380000,208.760000,271.830000,3.620000,20,20.88,1.210000,74.110000,20.89,5.68,1.180000,13.64,9,1,11,3.500000,5,101.230000,115.500000,21,0.000000,47.34,16.520000,7.5,1.180000,62.66,16.520000,3.69892,20.84,1,47.34,4.17,7.01

71,17:30-17:45,31.890000,3.380000,208.760000,271.830000,3.620000,15,22.06,0.580000,74.110000,22.06,1.93,0.560000,14.51,9,0.1,14,3.500000,7,101.230000,115.500000,21,0.000000,47.01,16.520000,6.46,0.560000,66.19,16.520000,1.596376,13.28,0,47.01,2.65,7.01

72,17:45-18:00,31.890000,3.380000,208.760000,271.830000,3.620000,8.74,20.7,0.170000,74.110000,20.71,0.71,0.170000,14.12,9,0,16,3.500000,8,101.230000,115.500000,21,0.000000,46.01,16.520000,3.79,0.170000,62.13,16.520000,0.087606,5.71,0,46.01,1.14,7.01

73,18:00-18:15,31.890000,3.460000,208.760000,271.830000,3.620000,0,14.81,0.000000,74.110000,14.82,0.23,0.000000,13.51,4.5,0,10,3.730000,5,101.230000,115.500000,10.5,0.000000,48.81,16.520000,1.92,0.000000,44.46,16.520000,0,3.21,0,48.81,0.64,7.01

74,18:15-18:30,31.890000,3.460000,208.760000,271.830000,3.620000,0,13.38,0.000000,74.110000,13.38,0,0.000000,12.86,1.5,0,7,3.730000,3,101.230000,115.500000,3.5,0.000000,46.9,16.520000,0.6,0.000000,40.14,16.520000,0,1.02,0,46.9,0.2,7.01

75,18:30-18:45,31.890000,3.460000,208.760000,271.830000,3.620000,0,15.83,0.000000,74.110000,15.84,0,0.000000,11.86,0,0,0,3.730000,0,101.230000,115.500000,0,0.000000,45.09,30.930000,0,0.000000,47.51,30.930000,0,0,0,45.09,0,7.01

76,18:45-19:00,31.890000,3.460000,208.760000,271.830000,3.620000,0,15.01,0.000000,74.110000,15,0,0.000000,11.03,0,0,0,3.730000,0,101.230000,115.500000,0,0.000000,43.31,30.930000,0,0.000000,45.01,30.930000,0,0,0,43.31,0,7.01

77,19:00-19:15,31.890000,3.460000,208.760000,271.830000,3.530000,0,14.33,0.000000,74.110000,14.34,0,0.000000,10.93,0,0,0,3.730000,0,101.230000,115.500000,0,0.000000,40.66,30.930000,0,0.000000,43.01,30.930000,0,0,0,40.66,0,7.01

78,19:15-19:30,31.890000,3.460000,208.760000,271.830000,3.530000,0,13.67,0.000000,74.110000,13.67,0,0.000000,8.6,0,0,0,3.730000,0,101.230000,115.500000,0,0.000000,38.37,30.930000,0,0.000000,41.01,30.930000,0,0,0,38.37,0,7.01

79,19:30-19:45,31.890000,3.460000,208.760000,271.830000,3.530000,0,12.67,0.000000,74.110000,12.67,0,0.000000,7.97,0,0,0,3.730000,0,101.230000,115.500000,0,0.000000,36.99,30.930000,0,0.000000,38.01,30.930000,0,0,0,36.99,0,7.01

80,19:45-20:00,31.890000,3.460000,208.760000,271.830000,3.530000,0,12.01,0.000000,74.110000,12,0,0.000000,7.94,0,0,0,3.730000,0,101.230000,115.500000,0,0.000000,36.23,30.930000,0,0.000000,36.01,30.930000,0,0,0,36.23,0,7.01

81,20:00-20:15,31.890000,3.380000,208.760000,271.830000,3.530000,0,11.33,0.000000,74.110000,11.34,0,0.000000,7.41,0,0,0,3.650000,0,101.230000,115.500000,0,0.000000,35.65,30.930000,0,0.000000,34.01,30.930000,0,0,0,35.65,0,7.01

82,20:15-20:30,31.890000,3.380000,208.760000,271.830000,3.530000,0,10.67,0.000000,74.110000,10.67,0,0.000000,7.34,0,0,0,3.650000,0,101.230000,115.500000,0,0.000000,35.04,30.930000,0,0.000000,32.01,30.930000,0,0,0,35.04,0,7.01

83,20:30-20:45,31.890000,3.380000,208.760000,271.830000,3.530000,0,10.33,0.000000,74.110000,10.34,0,0.000000,7.34,0,0,0,3.650000,0,101.230000,106.800000,0,0.000000,33.8,30.930000,0,0.000000,31.01,30.930000,0,0,0,33.8,0,7.01

84,20:45-21:00,31.890000,3.380000,208.760000,271.830000,3.530000,0,9.67,0.000000,74.110000,9.67,0,0.000000,7.34,0,0,0,3.650000,0,101.230000,106.800000,0,0.000000,32.74,30.930000,0,0.000000,29.01,30.930000,0,0,0,32.74,0,7.01

85,21:00-21:15,31.890000,3.230000,208.760000,271.830000,3.490000,0,7.5,0.000000,74.110000,7.5,0,0.000000,7.34,0,0,0,3.580000,0,101.230000,106.800000,0,0.000000,31.43,2.110000,0,0.000000,22.5,30.930000,0,0,0,31.43,0,7.01

