Block,Time,DULHASTI,KGSU1AND2,KHSTPP-I,KKNPPU2,NAPP,RAMPUR,RIHAND3,TANAKPUR,UNCHAHAR3,URI2,ANTA_RF,AURY_CRF,AURY_RF,DADRI_RF,BSIUL,CHAMERA2,MAPS,NLCEXP,SASAN,TEHRI,TelanganaSTPP,DADRI_GF,DHAULIGNGA,KHSTPP-II,KKNP,NLCIIST1,PARBATI3,RAPPD,RSTPSU1TO6,SIMHST1,TANDA2,ANTA_GF,DADRI_CRF,DADRI_LF,DADRT2,KGSU3AND4,KOLDAM,KOTESHWR,NJPC,NLCTS2EXP,NNTPP,PARBATI2,RSTPSU7,SINGRAULI_HYDRO,TEHRIPSP,AURY_LF,BRBCL,CHAMERA1,JHAJJAR,RAPPC,RIHAND2,TALST2,URI,NLCIIST2,RAPPB,SALAL,SEWA2,SINGRAULI,UNCHAHAR1,UNCHAHAR4,NTPL,RIHAND1,SIMHST2,UNCHAHAR2,ANTA_CRF,ANTA_LF,CHAMERA3,FSTPP I & II,KISHANGANGA,KUDGI,TALA,VALLURNTECL,AURY_GF
56,13:45-14:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.16,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,48.57,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,24.52,0,0

57,14:00-14:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,47.53,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,4.16,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,49.13,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,24.52,0,0

58,14:15-14:30,55.38,0,44.62,0,24.48,0,130.84,11.91,23.48,36.97,47.53,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,4.16,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,49.13,0,0,63.92,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,24.52,0,0

59,14:30-14:45,55.38,0,44.62,0,24.48,0,130.84,11.91,19.13,36.97,47.53,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,19.03,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,41.83,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,30.01,0,0

60,14:45-15:00,55.38,0,44.62,0,24.48,0,130.84,11.91,17.39,36.97,47.53,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,19.03,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,41.83,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,30.01,0,0

61,15:00-15:15,55.38,0,44.62,0,24.48,0,130.84,11.91,17.39,36.97,47.53,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,19.32,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,41.83,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,29.73,0,0

62,15:15-15:30,55.38,0,44.62,0,24.48,0,130.84,11.91,17.39,36.97,47.53,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,19.32,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,53.45,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,29.73,0,0

63,15:30-15:45,55.38,0,44.62,0,24.48,0,130.84,11.91,21.73,36.97,47.53,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,29.42,0,0

64,15:45-16:00,55.38,0,44.62,0,24.48,0,130.84,11.91,26.08,36.97,47.53,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,689.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,29.28,0,0

65,16:00-16:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.9,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,29.73,0,0

66,16:15-16:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.9,0,77.92,79.04,0,47.12,0,0,343.12,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,35.33,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,33.94,17.38,6.96,0,29.73,0,0

67,16:30-16:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.27,0,77.92,79.04,0,0,0,0,343.12,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,49.13,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,28.93,0,0

68,16:45-17:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.27,0,77.92,79.04,0,0,0,0,343.12,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,49.13,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,28.93,0,0

69,17:00-17:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.27,0,77.92,79.04,0,0,0,0,343.12,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,49.13,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,28.93,0,0

70,17:15-17:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.27,0,77.92,79.04,0,0,0,0,343.12,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,49.13,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,28.93,0,0

71,17:30-17:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.27,0,77.92,79.04,0,0,0,0,343.12,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,49.13,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,28.93,0,0

72,17:45-18:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.27,0,77.92,79.04,0,0,0,0,343.12,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,52.99,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,28.34,0,0

73,18:00-18:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.27,0,77.92,79.04,0,0,0,0,343.12,15.96,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,52.99,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,28.34,0,0

74,18:15-18:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.27,0,77.92,79.04,0,0,0,0,343.12,31.92,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,0,0,24.99,42.15,667.25,65.75,125.27,0,49.13,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,28.34,0,0

75,18:30-18:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.27,0,77.92,79.04,0,0,0,0,343.12,47.88,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,10.14,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,49.13,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,28.2,0,0

76,18:45-19:00,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.27,0,77.92,79.04,0,0,0,0,343.12,63.85,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,20.29,0,0,0,0,0,0.66,83.18,0,24.99,42.15,667.25,65.75,125.27,0,49.13,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,27.85,0,0

77,19:00-19:15,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.53,0,77.92,79.04,0,0,0,0,337.5,63.85,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,30.43,0,0,0,0,0,0.66,83.18,0,24.99,42.15,474.85,65.75,125.27,0,49.13,0,0,67.39,12.22,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,26.6,0,0

78,19:15-19:30,57.67,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.53,0,77.92,79.04,0,0,0,0,337.5,64.15,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,43.51,0,0,0,0,0,0.66,83.18,0,24.99,42.27,474.85,65.75,125.27,0,49.13,0,0,67.39,12.99,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,7.18,0,26.6,0,0

79,19:30-19:45,57.67,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.900000000000006,0,77.92,79.04,0,0,0,0,337.5,64.15,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,43.51,0,0,0,0,0,0.66,83.18,0,24.99,42.27,474.85,65.75,125.27,0,49.13,0,0,67.39,12.99,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,7.18,0,26.91,0,0

80,19:45-20:00,57.67,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,46.89,0,77.92,79.04,0,0,0,0,337.5,64.15,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,43.51,0,0,0,0,0,0.66,83.18,0,24.99,42.27,474.85,65.75,125.27,0,49.13,0,0,67.39,12.99,113.75,21.65,3.22,0,98.32,0,45,0,0,0,17.38,7.18,0,27.05,0,0

81,20:00-20:15,57.67,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,47.53,0,77.92,79.04,0,0,0,0,337.5,64.15,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,43.51,0,0,0,0,0,0.66,83.18,0,24.99,42.27,474.85,65.75,125.27,0,48.57,0,0,67.39,12.99,113.75,18.98,3.22,0,98.32,0,45,0,0,0,17.38,7.18,0,27.14,0,0

82,20:15-20:30,57.67,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,47.53,0,77.92,79.04,0,0,0,0,337.5,0,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,43.51,0,0,0,0,0,0.66,83.18,0,24.99,42.27,474.85,65.75,125.27,0,48.57,0,0,67.39,12.99,113.75,18.98,3.22,0,98.32,0,45,0,0,0,17.38,7.18,0,27.14,0,0

83,20:30-20:45,57.67,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,47.53,0,77.92,79.04,0,0,0,0,337.5,0,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,43.51,0,0,0,0,0,0.66,83.18,0,24.99,42.27,474.85,65.75,125.27,0,48.57,0,0,67.39,12.99,113.75,18.98,3.22,0,98.32,0,45,0,0,0,17.38,7.18,0,27.14,0,0

84,20:45-21:00,57.67,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,47.53,0,77.92,79.04,0,0,0,0,337.5,0,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,43.51,0,0,0,0,0,0.66,83.18,0,24.99,42.27,474.85,65.75,125.27,0,48.57,0,0,67.39,12.99,113.75,18.98,3.22,0,98.32,0,45,0,0,0,17.38,7.18,0,27.73,0,0

85,21:00-21:15,57.67,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.16,0,77.92,79.04,0,0,0,0,337.5,0,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,43.51,0,0,0,0,0,0.66,83.18,0,24.99,42.27,474.85,65.75,125.27,0,48.02,0,0,67.39,12.99,113.75,17.79,3.22,0,98.32,0,45,0,0,0,17.38,7.18,0,27.73,0,0

86,21:15-21:30,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.16,0,77.92,79.04,0,0,0,0,337.5,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,43.51,0,0,0,0,0,0.66,83.18,0,24.99,42.15,474.85,65.75,125.27,0,48.02,0,0,67.39,12.22,112.45,17.79,3.22,0,98.32,0,45,0,0,0,17.38,7.05,0,27.73,0,0

87,21:30-21:45,55.38,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.17,0,77.92,79.04,0,0,0,0,337.5,0,0,0,42.46,98.87,0,0,38.06,24.14,0,0,5.73,0,0,0,549.38,0,8.62,0,0,0,0,0,0,0.66,0,0,24.99,42.15,474.85,65.75,125.27,0,47.47,0,0,67.39,12.22,112.45,17.79,3.22,0,98.32,0,45,0,0,0,17.38,6.96,0,27.73,0,0

88,21:45-22:00,57.67,0,44.62,0,24.48,0,130.84,11.91,27.69,36.97,48.16,0,77.92,79.04,0,0,0,0,337.5,0,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,0,0,0,0,0,0,0.66,0,0,24.99,42.27,474.85,65.75,125.27,0,47.47,0,0,67.39,12.99,112.45,17.79,3.22,0,98.32,0,45,0,0,0,17.38,7.18,0,28.01,0,0

89,22:00-22:15,57.67,0,45.83,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,77.92,79.04,0,0,0,0,337.5,0,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,0,0,0,0,0,0,0.66,0,0,24.99,42.27,474.85,65.75,125.27,0,47.47,0,0,67.39,12.99,112.45,17.79,3.22,0,98.32,0,45,0,0,0,18.35,7.18,0,28.01,0,0

90,22:15-22:30,57.67,0,45.83,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,77.92,79.04,0,0,0,0,337.5,0,0,0,44.81,98.87,0,0,38.65,24.14,0,0,5.73,0,0,0,549.38,0,8.62,0,0,0,0,0,0,0.66,0,0,24.99,42.27,474.85,65.75,125.27,0,47.47,0,0,67.39,12.99,112.45,17.79,3.22,0,98.32,0,45,0,0,0,18.35,7.18,0,28.01,0,0

91,22:30-22:45,57.67,0,45.83,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,78.96,79.04,0,0,0,0,337.5,0,0,0,44.81,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,0,0,0,0,0,0,0.66,0,0,24.99,42.27,474.85,65.75,125.27,0,47.47,0,0,67.39,12.99,113.75,17.79,3.22,0,98.32,0,45,0,0,0,18.35,7.18,0,28.01,0,0

92,22:45-23:00,55.38,0,45.83,0,24.48,0,130.84,11.91,27.69,36.97,50.06,0,78.96,79.04,0,0,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,0,0,0,0,0,0,0.66,0,0,24.99,42.15,474.85,65.75,125.27,0,47.47,0,0,67.39,12.22,113.75,17.79,3.22,0,98.32,0,45,0,0,0,18.35,6.96,0,28.32,0,0

93,23:00-23:15,55.38,0,45.83,0,24.48,0,130.84,9.86,27.69,36.97,51.32000000000001,0,78.96,79.04,0,0,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,0,0,0,0,0,0,0.66,0,0,24.99,42.15,474.85,65.75,125.27,0,47.47,0,0,67.39,12.22,113.75,17.79,3.22,0,98.32,0,45,0,0,0,18.35,6.96,0,28.75,0,0

94,23:15-23:30,55.38,0,45.83,0,24.48,0,130.84,9.86,27.69,36.97,51.32000000000001,0,78.96,79.04,0,0,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,0,0,0,0,0,0,0.66,0,0,24.99,42.15,474.85,65.75,125.27,0,47.47,0,0,67.39,12.22,113.75,17.79,3.22,0,98.32,0,45,0,0,0,18.35,6.96,0,28.75,0,0

95,23:30-23:45,55.38,0,45.83,0,24.48,0,130.84,9.86,27.69,36.97,51.33,0,78.96,79.04,0,0,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,0,0,0,0,0,0,0.66,0,0,24.99,42.15,474.85,65.75,125.27,0,47.47,0,0,67.39,12.22,113.75,17.79,3.22,0,98.32,0,45,0,0,0,18.35,6.96,0,28.75,0,0

96,23:45-24:00,55.38,0,45.83,0,24.48,0,130.84,9.86,27.69,36.97,51.33,0,78.96,79.04,0,0,0,0,337.5,0,0,0,42.46,98.87,0,0,0,24.14,0,0,5.73,0,0,0,549.38,0,8.62,0,0,0,0,0,0,0.66,0,0,24.99,42.15,474.85,65.75,125.27,0,47.47,0,0,67.39,12.22,113.75,17.79,3.22,0,98.32,0,45,0,0,0,18.35,6.96,0,28.75,0,0

