Block,Time,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/27062024/27062024/HPX-TAMCTG-260624-01490,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/30062024/IEPL01,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/R2,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/30092023/26122029/SH-06,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01062024/30062024/1000011034-ACBL-BRPL,WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05
52,12:45-13:00,53.060000,6.490000,150.020000,14.260000,28.760000,3.860000,109.980000,0.000000,70.340000,57.590000,0.000000,25.960000,9.310000,13.900000,13.900000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,11.790000,0.000000,0.000000,6.66,41,0,179,105.634704,33,6.67,86.05,43.01,87,43.5,0,76,33,33,12.67,12.67,6.66,208.33,41.67,20

53,13:00-13:15,53.060000,6.490000,150.020000,14.260000,28.760000,7.660000,158.210000,0.000000,70.340000,57.590000,0.000000,25.960000,9.700000,13.900000,13.900000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,11.790000,0.000000,0.000000,6.66,43,0,179,103.588464,33,6.67,85.95,43.01,89,42.5,0,76,33,33,12.67,12.67,6.66,208.33,41.67,20

54,13:15-13:30,53.060000,6.490000,150.020000,12.730000,28.760000,7.660000,170.400000,0.000000,70.340000,57.590000,0.000000,25.960000,9.700000,12.420000,12.420000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,11.790000,0.000000,0.000000,6.66,42,0,179,100.528848,33,6.67,85.95,43.01,88,42.5,0,76,33,33,12.67,12.67,6.66,208.33,41.67,20

55,13:30-13:45,53.060000,6.490000,150.020000,13.030000,28.760000,7.660000,122.170000,0.000000,70.340000,57.590000,0.000000,25.960000,9.700000,12.710000,12.710000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,11.790000,0.000000,0.000000,6.66,39,0,179,96.816384,33,6.67,85.85,43.01,83,40.5,0,76,33,33,12.67,12.67,6.66,175.78,35.16,20

56,13:45-14:00,53.060000,6.490000,150.020000,13.120000,28.760000,7.660000,107.930000,0.000000,70.340000,57.590000,0.000000,25.960000,9.700000,12.800000,12.800000,21.750000,0.000000,8.830000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,11.790000,0.000000,0.000000,6.66,39,0,179,92.548512,33,6.67,85.9,43.01,83,40.5,0,76,33,33,12.67,12.67,6.66,169.5,33.9,20

57,14:00-14:15,52.090000,6.640000,192.940000,12.860000,28.760000,7.660000,156.170000,0.000000,70.340000,57.590000,0.000000,25.960000,10.090000,12.550000,12.550000,21.750000,0.000000,9.200000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,9.950000,0.000000,0.000000,6.66,37,0,179,87.881136,33,6.67,72.89,43.01,78,39.5,0,76,33,33,12.67,12.67,6.66,125,25,20

58,14:15-14:30,52.090000,6.640000,150.020000,12.420000,28.760000,7.660000,170.400000,0.000000,70.340000,57.590000,0.000000,25.960000,10.090000,12.120000,12.120000,21.750000,0.000000,9.200000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,9.950000,0.000000,0.000000,6.66,36,0,175,82.989648,33,6.67,72.61,43.01,74,38.5,0,75,33,33,12.67,12.67,6.66,112.5,22.5,20

59,14:30-14:45,52.090000,6.640000,150.020000,11.990000,28.760000,7.660000,170.400000,0.000000,70.340000,57.590000,0.000000,25.960000,10.090000,11.710000,11.710000,21.750000,0.000000,9.430000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,9.950000,0.000000,0.000000,6.66,38,0,165,78.556128,33,6.67,72.06,43.01,79,37.5,0,70,33,33,13.33,13.33,6.66,166.17,33.23,20

60,14:45-15:00,52.090000,6.640000,192.940000,11.470000,29.270000,7.660000,170.400000,0.000000,70.340000,57.590000,0.000000,25.960000,10.090000,11.190000,11.190000,21.750000,0.000000,9.430000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,9.950000,0.000000,0.000000,6.66,37,0,158,73.830288,33,6.67,70.56,43.01,76,37.5,0,67,33,33,13.33,13.33,6.66,163.79,32.76,20

61,15:00-15:15,52.090000,6.870000,192.940000,11.020000,29.270000,7.660000,170.400000,0.000000,70.340000,57.590000,0.000000,25.960000,10.440000,10.750000,10.750000,21.750000,0.000000,9.820000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,9.950000,0.000000,0.000000,7.66,35,0,151,72.456384,33,6.67,60.8,43.01,72,33,0,64,33,33,13.33,13.33,6.66,149.74,29.95,20

62,15:15-15:30,52.090000,6.870000,192.940000,8.530000,29.270000,7.660000,170.400000,0.000000,70.340000,57.590000,0.000000,25.960000,10.440000,8.320000,8.320000,21.750000,0.000000,9.820000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,9.950000,0.000000,0.000000,8,35,0,142,67.535664,33,6.67,57.23,43.01,73,31,0,61,33,33,13.33,13.33,6.66,134.84,26.97,20

63,15:30-15:45,52.090000,6.870000,192.940000,8.200000,29.270000,7.660000,170.400000,0.000000,70.340000,57.590000,0.000000,25.960000,10.440000,8.000000,8.000000,21.750000,0.000000,9.820000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,9.950000,0.000000,0.000000,10.66,27,0,133,62.89752,33,11.67,45.38,43.01,56,25,0,57,33,33,24.33,24.33,11.66,100.26,20.05,35

64,15:45-16:00,52.090000,6.870000,192.940000,7.670000,29.770000,7.660000,170.400000,0.000000,70.340000,57.590000,0.000000,25.960000,10.440000,7.480000,7.480000,21.750000,0.000000,9.820000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,0.000000,9.950000,0.000000,0.000000,10,24,0,123,58.093728,33,11.17,41.94,43.01,49,25,0,52,33,33,23.67,23.67,11.16,91.06,18.21,33.5

65,16:00-16:15,81.030000,7.240000,231.530000,6.990000,30.270000,7.660000,206.010000,0.000000,70.340000,57.590000,48.240000,25.960000,10.440000,6.830000,6.830000,21.750000,0.000000,10.210000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,48.240000,9.950000,0.000000,0.000000,10,19,0,84,53.065824,33,10.5,23.48,43.01,41,16,0,36,33,33,33.33,33.33,10.5,85.98,17.2,31.5

66,16:15-16:30,100.500000,7.240000,272.770000,4.280000,30.270000,7.660000,206.010000,0.000000,70.340000,57.590000,48.240000,25.960000,10.440000,4.170000,4.170000,21.750000,0.000000,10.210000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,48.240000,9.950000,0.000000,0.000000,9.66,17,0,74,47.872272,33,10,24.15,43.01,35,16,0,31,33,33,30,30,10,82.32,16.46,30

67,16:30-16:45,100.500000,7.240000,272.770000,4.050000,29.770000,7.660000,206.010000,0.000000,70.340000,57.590000,48.240000,25.960000,10.440000,3.940000,3.940000,21.750000,0.000000,10.210000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,48.240000,9.950000,0.000000,0.000000,9.34,14,0,56,43.818768,33,9.5,24.85,43.01,28,15,0,24,33,33,26.67,26.67,9.5,78.27,15.65,28.5

68,16:45-17:00,100.500000,7.240000,272.770000,3.490000,29.770000,7.660000,206.010000,0.000000,70.340000,57.590000,48.240000,25.960000,10.440000,3.400000,3.400000,21.750000,0.000000,10.210000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,0.000000,0.000000,25.960000,48.240000,9.950000,0.000000,0.000000,9,11,0,49,37.56312,33,9,22.28,43.01,24,15,0,21,30.4,33,23.33,23.33,9,74.33,14.86,27

69,17:00-17:15,78.140000,7.700000,272.770000,2.900000,29.770000,7.660000,226.300000,0.000000,70.340000,57.590000,48.240000,25.960000,10.480000,2.830000,2.830000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.960000,48.240000,14.550000,24.120000,0.000000,16.66,10,0,32,31.745952,33,18.83,18.48,43.01,20,14,0,13,20.9,27.11,37.33,37.33,18.84,86.18,17.24,56.5

70,17:15-17:30,52.090000,7.700000,272.770000,2.340000,29.770000,7.660000,226.300000,0.000000,70.340000,57.590000,48.240000,25.960000,10.480000,2.280000,2.280000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.960000,48.240000,14.550000,24.120000,0.000000,16,9,0,28,26.279568,27.19,18.83,14.99,43.01,19,11.5,0,12,10.45,19.9,35.33,35.33,18.84,73.16,14.63,56.5

71,17:30-17:45,52.090000,7.700000,272.770000,1.790000,29.770000,7.660000,226.300000,0.000000,70.340000,57.590000,48.240000,25.960000,10.480000,1.740000,1.740000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.960000,48.240000,14.550000,24.120000,0.000000,14.34,8,0,21,20.793696,19.54,18.17,11.5,43.01,16,9,0,9,2.85,13.12,44.67,44.67,18.16,60.73,12.14,54.5

72,17:45-18:00,52.090000,7.700000,272.770000,1.390000,29.770000,7.660000,226.300000,0.000000,70.340000,57.590000,48.240000,25.960000,10.480000,1.360000,1.360000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.960000,48.240000,14.550000,24.120000,0.000000,13.66,5,0,18,15.561168,12.75,17.33,8.13,43.01,10,7,0,7,0,8.39,42.33,42.33,17.34,48.55,9.71,52

73,18:00-18:15,100.500000,8.340000,272.770000,1.030000,27.750000,7.660000,261.920000,0.000000,66.180000,76.490000,48.240000,25.960000,10.480000,1.000000,1.000000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.960000,48.240000,14.920000,24.120000,0.000000,12.66,3,0,11,11.137392,0,16.83,5.14,43.01,5,5,0,4,0,0,38.33,38.33,16.84,37.28,7.45,50.5

74,18:15-18:30,100.500000,8.340000,272.770000,0.730000,27.750000,7.660000,261.920000,0.000000,66.180000,76.490000,48.240000,25.960000,10.480000,0.710000,0.710000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.960000,48.240000,14.920000,24.120000,0.000000,11.66,1,0,7,7.181328,0,16.17,2.78,43.01,3,5,0,3,0,0,34.33,34.33,16.16,27.18,5.44,48.5

75,18:30-18:45,100.500000,8.340000,272.770000,0.490000,27.750000,3.860000,261.920000,0.000000,70.340000,76.490000,48.240000,25.960000,10.480000,0.470000,0.470000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.960000,48.240000,14.920000,24.120000,0.000000,8,1,0,4,3.31296,0,8.33,1.21,41.61,1,3,0,1,0,0,21.33,21.33,8.34,19.2,3.84,25

76,18:45-19:00,100.500000,8.340000,272.770000,0.290000,27.750000,3.860000,261.920000,0.000000,66.180000,76.490000,48.240000,25.960000,10.480000,0.280000,0.280000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,25.960000,48.240000,14.920000,24.120000,0.000000,8.34,0,0,1,0.87696,0,8.33,0,41.01,0,3,0,0,0,0,22,22,8.34,12.27,2.45,25

77,19:00-19:15,100.500000,9.000000,272.770000,0.050000,27.750000,12.290000,261.920000,0.000000,74.690000,76.490000,48.240000,30.870000,10.480000,0.050000,0.050000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,15.290000,15.680000,0.000000,8.66,0,0,1,0,0,8.67,0,43.01,0,1,0,0,0,0,23,23,8.66,7.27,1.45,26

78,19:15-19:30,100.500000,9.000000,272.770000,0.010000,27.750000,12.290000,261.920000,0.000000,83.200000,76.490000,48.240000,30.870000,10.480000,0.010000,0.010000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,15.290000,15.680000,0.000000,9.34,0,0,0,0,0,8.67,0,43.01,0,0.5,0,0,0,0,24.33,24.33,8.66,1.63,0.33,26

79,19:30-19:45,100.500000,9.000000,272.770000,0.000000,28.260000,12.290000,261.920000,0.000000,91.700000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,15.290000,15.680000,0.000000,7.34,0,0,0,0,0,7.5,0,43.01,0,0,0,0,0,0,16.67,16.67,7.5,0.12,0.02,22.5

80,19:45-20:00,100.500000,9.000000,272.770000,0.000000,28.260000,12.290000,261.920000,0.000000,100.210000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,0.000000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,15.290000,15.680000,0.000000,7.34,0,0,0,0,0,7.5,0,43.01,0,0,0,0,0,0,17.33,17.33,7.5,0,0,22.5

81,20:00-20:15,100.500000,9.000000,272.770000,0.000000,28.260000,12.290000,261.920000,0.000000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,17.320000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,41.01,0,0,0,0,0,0,18,18,7.5,0,0,22.5

82,20:15-20:30,100.500000,9.000000,272.770000,0.000000,28.260000,12.290000,261.920000,0.000000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,17.320000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,40.41,0,0,0,0,0,0,18.67,18.67,7.5,0,0,22.5

83,20:30-20:45,100.500000,9.000000,272.770000,0.000000,27.750000,12.290000,261.920000,0.000000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,17.320000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,39.21,0,0,0,0,0,0,16.67,16.67,7.5,0,0,22.5

84,20:45-21:00,100.500000,9.000000,272.770000,0.000000,27.750000,12.290000,261.920000,0.000000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,17.320000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,37.61,0,0,0,0,0,0,15,15,7.5,0,0,22.5

85,21:00-21:15,100.500000,8.820000,272.770000,0.000000,30.780000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,17.320000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,40.01,0,0,0,0,0,0,14,14,7.5,0,0,22.5

86,21:15-21:30,100.500000,8.820000,272.770000,0.000000,30.780000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,17.320000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,40.01,0,0,0,0,0,0,14,14,7.5,0,0,22.5

87,21:30-21:45,100.500000,8.820000,272.770000,0.000000,30.780000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,17.320000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,40.01,0,0,0,0,0,0,14,14,7.5,0,0,22.5

88,21:45-22:00,100.500000,8.820000,272.770000,0.000000,30.780000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,17.320000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,38.01,0,0,0,0,0,0,14,14,7.5,0,0,22.5

89,22:00-22:15,100.500000,8.620000,272.770000,0.000000,30.780000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,17.770000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,36.42,0,0,0,0,0,0,14,14,7.5,0,0,22.5

90,22:15-22:30,100.500000,8.620000,272.770000,0.000000,30.780000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,0.000000,30.720000,17.770000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,37.02,0,0,0,0,0,0,14,14,7.5,0,0,22.5

91,22:30-22:45,100.500000,8.620000,272.770000,0.000000,29.780000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,30.720000,17.770000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,37.02,0,0,0,0,0,0,14,14,7.5,0,0,22.5

92,22:45-23:00,100.500000,8.620000,272.770000,0.000000,29.780000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,30.720000,17.770000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,37.02,0,0,0,0,0,0,14,14,7.5,0,0,22.5

93,23:00-23:15,100.500000,8.620000,272.770000,0.000000,30.280000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,30.720000,17.770000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,37.02,0,0,0,0,0,0,14,14,7.5,0,0,22.5

94,23:15-23:30,100.500000,8.620000,272.770000,0.000000,30.280000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,30.720000,17.770000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,37.02,0,0,0,0,0,0,14,14,7.5,0,0,22.5

95,23:30-23:45,100.500000,8.620000,272.770000,0.000000,30.280000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,30.720000,17.770000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,37.02,0,0,0,0,0,0,14,14,7.5,0,0,22.5

96,23:45-24:00,100.500000,8.620000,272.770000,0.000000,30.280000,12.290000,261.920000,96.470000,115.720000,87.020000,48.240000,30.870000,10.480000,0.000000,0.000000,21.750000,67.530000,10.590000,24.120000,38.590000,24.120000,0.000000,0.000000,0.000000,24.120000,0.000000,30.870000,30.720000,17.770000,15.680000,24.120000,7.34,0,0,0,0,0,7.5,0,37.02,0,0,0,0,0,0,14,14,7.5,0,0,22.5

