Block,Time,L_NR_2023_10,L_NR_2023_07,L_NR_2012_01,SH-07,LT-36,SH-06,L_NR_2020_07,L_NR_2022_08,L_NR_2019_19,L_NR_2019_11,L_NR_2021_12,L_NR_2012_07,LT-31,L_NR_2021_13,L_NR_2021_15,L_NR_2020_02,L_NR_2020_05,LT-59,L_NR_2012_02,L_NR_2022_09,LT-35,L_NR_2022_10,L_NR_2021_14,L_NR_2023_04,L_NR_2021_16,L_NR_2021_17,L_NR_2019_05,LT-05,L_NR_2019_07,L_NR_2012_04,L_NR_2020_06,L_NR_2019_06,L_NR_2018_61
15,03:30-03:45,0,0,101.260000,30.930000,0.000000,30.930000,16.35,9.2,0,7.920000,0,56.070000,0.000000,0,0,6.880000,49.06,8.170000,261.370000,40.08,0.000000,40.08,0,27.700000,0,0,0,58.000000,0,271.880000,16.35,0,30.85

16,03:45-04:00,0,0,101.260000,30.930000,0.000000,30.930000,16.3,9.16,0,7.920000,0,56.070000,0.000000,0,0,6.880000,48.88,8.170000,261.370000,40.05,0.000000,40.05,0,27.700000,0,0,0,58.000000,0,271.880000,16.29,0,29.84

17,04:00-04:15,0,0,101.260000,30.930000,0.000000,30.930000,16.12,9.72,0,7.920000,0,56.070000,0.000000,0,0,6.690000,48.37,8.010000,261.370000,39.78,0.000000,39.78,0,29.720000,0,0,0,58.000000,0,271.880000,16.12,0,28.91

18,04:15-04:30,0,0,101.260000,30.930000,0.000000,30.930000,15.96,9.85,0,7.920000,0,56.070000,0.000000,0,0,6.690000,47.86,8.010000,261.370000,39.59,0.000000,39.59,0,29.720000,0,0,0,58.000000,0,271.880000,15.95,0,28.59

19,04:30-04:45,0,0,101.260000,30.930000,0.000000,30.930000,15.78,9.74,0,7.920000,0,56.070000,0.000000,0,0,6.690000,47.34,8.010000,261.370000,39.3,0.000000,39.3,0,29.720000,0,0,0,58.000000,0,271.880000,15.78,0,35.66

20,04:45-05:00,0,0,101.260000,30.930000,0.000000,30.930000,15.63,9.68,0,7.920000,0,56.070000,0.000000,0,0,6.690000,46.9,8.010000,261.370000,38.93,0.000000,38.93,0,29.720000,0,0,0,58.000000,0,271.880000,15.64,0,35.06

21,05:00-05:15,0,0,101.260000,30.930000,0.000000,30.930000,15.46,9.98,0,7.920000,0,56.070000,0.000000,0,0,6.600000,46.35,8.010000,261.370000,40.29,0.000000,40.29,0,29.720000,0,0,0,58.000000,0,271.880000,15.45,0,34.05

22,05:15-05:30,0,0,101.260000,30.930000,0.000000,30.930000,15.25,9.96,0,7.920000,0,56.070000,0.000000,0,0,6.600000,45.76,8.010000,261.370000,39.93,0.000000,39.93,0,29.720000,0,0,0,58.000000,0,271.880000,15.26,0,33.46

23,05:30-05:45,0,0,101.260000,30.930000,0.000000,30.930000,15.19,10.01,0,7.920000,0,56.070000,0.000000,0,0,6.600000,45.57,8.010000,261.370000,40.19,0.000000,40.19,0,29.720000,0,0,0,58.000000,0,271.880000,15.19,0,32.46

24,05:45-06:00,0,0,101.260000,30.930000,0.000000,30.930000,15.22,10.06,0,7.920000,0,56.070000,0.000000,0,0,6.600000,45.63,8.010000,261.370000,40.08,0.000000,40.08,0,29.720000,0,0,0,58.000000,0,271.880000,15.21,0,25.82

25,06:00-06:15,0,0,101.260000,30.930000,0.000000,30.930000,15.46,10.16,0.38976,7.690000,0,56.070000,0.000000,0,0,6.510000,46.43,7.930000,261.370000,39.93,0.000000,39.93,0,29.720000,0.67,0.33,4.32,58.000000,6.66,271.880000,15.48,4.37,24.51

26,06:15-06:30,0.47,1.11,101.260000,30.930000,0.020000,30.930000,15.7,10.23,1.792896,7.690000,0,56.070000,0.020000,0,0.21,6.510000,47.12,7.930000,261.370000,39.84,0.020000,39.84,0,29.720000,2.67,1.33,8.64,58.000000,10.22,271.880000,15.71,9.5,23.61

27,06:30-06:45,1.43,3.35,101.260000,30.930000,0.250000,30.930000,12.52,9.45,5.466384,7.690000,3.08,56.070000,0.240000,0.61,0.67,6.510000,37.54,7.930000,261.370000,39.68,0.240000,39.68,0.33,29.720000,4,2,15.55,58.000000,15.75,271.880000,12.51,16.16,22.63

28,06:45-07:00,3.58,8.34,101.260000,30.930000,0.910000,30.930000,12.65,9.42,10.854816,7.690000,9.85,56.070000,0.890000,1.97,1.9,6.510000,37.96,7.930000,261.370000,40.07,0.890000,40.07,1.67,29.720000,7.33,3.67,24.19,58.000000,22.88,271.880000,12.65,30.41,40.92

29,07:00-07:15,6.73,15.71,101.260000,30.930000,1.630000,30.930000,13.05,9.66,17.899728,7.690000,18.28,56.070000,1.590000,3.66,3.86,6.420000,39.17,7.930000,261.370000,40.55,1.590000,40.55,3.33,29.720000,10,5,28.31,58.000000,28.32,271.880000,13.06,28.32,39.64

30,07:15-07:30,10.6,24.72,101.260000,30.930000,2.810000,30.930000,13.47,9.87,26.464704,7.690000,30.65,56.070000,2.740000,6.13,6.58,6.420000,40.41,7.930000,261.370000,41.96,2.740000,41.96,6.67,29.720000,15.33,7.67,28.81,58.000000,28.82,271.880000,13.47,28.82,37.99

31,07:30-07:45,15.32,35.76,101.260000,30.930000,3.730000,30.930000,13.87,10.09,31.590048,7.690000,47.03,56.070000,3.640000,9.4,9.89,6.420000,41.62,7.930000,261.370000,43.77,3.640000,43.77,10,29.720000,19.33,9.67,30.34,58.000000,30.33,271.880000,13.88,30.33,36.25

32,07:45:08:00,21,49,101.260000,30.930000,4.800000,30.930000,16.93,13.48,41.811504,7.690000,65.84,56.070000,4.690000,13.17,13.5,6.420000,50.81,7.930000,261.370000,60.81,4.690000,60.81,18.03,29.720000,23.33,11.67,30.84,58.000000,30.83,271.880000,16.94,30.83,36.06

33,08:00-08:15,27,63,101.260000,30.930000,6.010000,30.930000,17.3,13.88,52.296048,7.150000,86.51,56.070000,5.860000,17.3,17.97,6.230000,51.9,7.770000,261.370000,61.18,5.860000,61.18,25.07,29.760000,30,15,32,58.000000,32,271.880000,17.3,32,35.66

34,08:15-08:30,33,77,101.260000,30.930000,7.210000,30.930000,17.82,13.99,62.809824,7.150000,106.6,56.070000,7.040000,21.32,22.24,6.230000,53.45,7.770000,261.370000,61.84,7.040000,61.84,32.49,29.760000,33.34,16.66,32.34,58.000000,32.33,271.880000,17.82,32.33,35.06

35,08:30-08:45,39,91,101.260000,30.930000,8.380000,30.930000,18.28,14.07,73.099488,7.150000,126.45,56.070000,8.180000,25.29,26.18,6.230000,54.87,7.000000,261.370000,61.83,8.180000,61.83,39.88,29.760000,41.34,20.66,32.5,58.000000,32.5,271.880000,18.29,32.5,34.66

36,08:45:09:00,45,105,101.260000,30.930000,9.540000,30.930000,18.72,9.96,82.62912,7.150000,146.08,56.070000,9.310000,29.22,29.74,6.230000,56.21,7.000000,261.370000,41.03,9.310000,41.03,47.08,29.760000,45.34,22.66,32.5,58.000000,32.5,271.880000,18.74,32.5,42.22

37,09:00:09:15,51,119,101.260000,30.930000,10.630000,30.930000,18.9,9.96,91.915152,7.150000,164.73,56.070000,10.370000,32.95,32.09,6.230000,56.69,7.620000,261.370000,41.68,10.370000,41.68,53.86,28.660000,51.34,25.66,32.5,58.000000,32.5,271.880000,18.9,32.5,42.22

38,09:15-09:30,57,133,101.260000,30.930000,11.670000,30.930000,19.16,9.96,99.495984,7.150000,182.17,56.070000,11.380000,36.43,35.11,6.230000,57.5,7.620000,261.370000,42.06,11.380000,42.06,60.35,28.660000,56,28,32.5,58.000000,32.5,271.880000,19.17,32.5,42.22

39,09:30-09:45,63,147,101.260000,30.930000,12.650000,30.930000,19.52,9.94,106.004976,7.150000,198.53,56.070000,12.340000,39.7,37.69,6.230000,58.53,7.620000,213.030000,42.45,12.340000,42.45,66.49,28.660000,62,31,32.66,58.000000,32.67,271.880000,19.51,32.67,42.22

40,09:45-10:00,67.5,157.5,101.260000,30.930000,13.560000,30.930000,19.87,9.93,112.231392,7.150000,213.78,56.070000,13.240000,42.76,39.8,6.230000,59.63,7.620000,201.430000,42.64,13.240000,42.64,71.9,29.630000,66,33,32.66,58.000000,32.67,271.880000,19.88,32.67,42.22

41,10:00-10:15,72,168,101.260000,31.910000,14.290000,31.910000,19.84,14.6,116.820816,7.150000,227.33,56.070000,13.940000,45.46,40,6.140000,59.49,7.460000,201.430000,43.14,13.940000,43.14,76.89,28.580000,69.34,34.66,32.66,58.000000,32.67,271.880000,19.83,32.67,42.22

42,10:15-10:30,75,175,101.260000,31.910000,14.960000,31.910000,19.82,14.71,105.780864,7.150000,239.85,56.070000,14.590000,47.97,41,6.140000,59.44,7.460000,201.430000,43.77,14.590000,43.77,81.25,28.580000,70,35,32.66,58.000000,32.67,271.880000,19.81,32.67,42.22

43,10:30-10:45,78,182,101.260000,31.910000,15.600000,31.910000,19.79,14.76,108.402,7.150000,248.33,56.070000,15.230000,49.67,41.7,6.140000,59.39,7.460000,201.430000,44.39,15.230000,44.39,85.16,28.580000,73.34,36.66,32.66,58.000000,32.67,271.880000,19.8,32.67,42.22

44,10:45-11:00,79.5,185.5,101.260000,31.910000,16.160000,31.910000,19.74,14.86,111.987792,7.150000,248.33,56.070000,15.760000,49.67,42.5,6.140000,59.17,7.460000,230.430000,54.13,15.760000,54.13,88.57,28.580000,75.34,37.66,32.66,58.000000,32.67,271.880000,19.72,32.67,43.02

45,11:00-11:15,80.4,187.6,101.260000,31.570000,16.310000,31.570000,21.6,15.04,113.537088,7.150000,248.33,56.070000,15.920000,49.67,44,6.320000,64.81,7.310000,261.590000,54.37,15.920000,54.37,89.45,28.580000,77.34,38.66,32.66,58.000000,32.67,271.880000,21.6,32.67,43.02

46,11:15-11:30,80.4,187.6,101.260000,31.570000,16.450000,31.570000,21.82,15.28,115.27152,7.150000,248.33,56.070000,16.050000,49.67,44.5,6.320000,65.46,7.310000,261.590000,55.52,16.050000,55.52,90.15,28.580000,77.34,38.66,32.66,58.000000,32.67,271.880000,21.82,32.67,43.02

47,11:30-11:45,80.4,187.6,101.260000,31.570000,16.600000,31.570000,22.01,15.46,135.168768,7.150000,248.33,56.070000,16.190000,49.67,45.5,6.320000,66.06,7.310000,213.250000,57.06,16.190000,57.06,92.33,28.580000,77.34,38.66,32.66,58.000000,32.67,271.880000,22.02,32.67,43.02

48,11:45-12:00,80.4,187.6,101.260000,31.570000,16.760000,31.570000,22.17,24.15,134.389248,7.150000,248.33,56.070000,16.350000,49.67,45.5,6.320000,66.54,7.310000,201.430000,58.21,16.350000,58.21,92.32,28.580000,77.34,38.66,32.66,58.000000,32.67,271.880000,22.18,32.67,43.02

49,12:00-12:15,81,189,101.260000,30.930000,16.740000,30.930000,22.34,24.46,133.4928,7.310000,248.33,56.070000,16.330000,49.67,45.5,6.320000,67.02,7.310000,201.430000,60.12,16.330000,60.12,92.33,28.580000,77.34,38.66,32.66,58.000000,32.67,271.880000,22.34,32.67,43.02

50,12:15-12:30,81,189,101.260000,30.930000,16.740000,30.930000,22.51,24.67,133.4928,7.310000,248.33,56.070000,16.330000,49.67,45.5,6.320000,67.5,7.310000,201.430000,60.81,16.330000,60.81,92.35,28.580000,77.34,38.66,32.66,58.000000,32.67,271.880000,22.5,32.67,43.02

51,12:30-12:45,81,189,101.260000,30.930000,16.750000,30.930000,28.79,24.78,133.4928,7.310000,248.33,56.070000,16.350000,49.67,45.5,6.320000,86.42,7.310000,201.430000,66.82,16.350000,66.82,92.38,28.580000,77.34,38.66,32.66,58.000000,32.67,271.880000,28.81,32.67,43.02

52,12:45-13:00,81,189,101.260000,30.930000,16.780000,30.930000,28.91,24.83,133.4928,7.310000,248.33,56.070000,16.380000,49.67,45.5,6.320000,86.72,7.310000,201.430000,68.42,16.380000,68.42,92.32,28.580000,77.34,38.66,32.66,58.000000,32.67,271.880000,28.91,32.67,43.02

53,13:00-13:15,81,189,101.260000,30.930000,16.660000,30.930000,29.05,24.77,133.4928,7.460000,248.33,56.070000,16.240000,49.67,45.5,6.230000,87.14,7.460000,201.430000,68.46,16.240000,68.46,92.32,27.610000,77.34,38.66,32.66,58.000000,32.67,271.880000,29.05,32.67,43.02

54,13:15-13:30,81,189,101.260000,30.930000,16.550000,30.930000,29.19,24.81,133.4928,7.460000,248.33,56.070000,16.150000,49.67,45.5,6.230000,87.57,7.460000,201.430000,68.66,16.150000,68.66,92.31,27.610000,77.34,38.66,32.66,58.000000,32.67,271.880000,29.19,32.67,42.89

55,13:30-13:45,81,189,101.260000,30.930000,16.310000,30.930000,29.39,24.91,133.4928,7.460000,248.33,55.240000,15.910000,49.67,45.5,6.230000,88.17,7.460000,199.500000,68.72,15.910000,68.72,92.13,27.610000,77.34,38.66,32.66,58.000000,32.67,271.880000,29.39,32.67,42.54

56,13:45-14:00,81,189,101.260000,30.930000,16.100000,30.930000,29.6,24.94,133.4928,7.460000,248.33,55.240000,15.710000,49.67,44,6.230000,88.8,7.460000,199.500000,68.33,15.710000,68.33,90.99,27.610000,77.34,38.66,32.66,58.000000,32.67,271.880000,29.6,32.67,43.02

57,14:00-14:15,81,189,101.260000,30.930000,15.880000,30.930000,29.8,24.13,133.229712,7.530000,248.33,55.240000,15.490000,49.67,43,6.230000,89.4,7.690000,199.500000,68.33,15.490000,68.33,88.92,27.610000,75.34,37.66,32.66,58.000000,32.67,271.880000,29.8,32.67,43.02

58,14:15-14:30,78,182,101.260000,30.930000,15.570000,30.930000,30,23.8,131.037312,7.530000,248.33,55.240000,15.190000,49.67,42,6.230000,90,7.690000,199.500000,68.33,15.190000,68.33,87.98,27.610000,73.34,36.66,32.66,58.000000,32.67,271.880000,30,32.67,43.02

59,14:30-14:45,76.5,178.5,101.260000,30.930000,15.140000,30.930000,29.91,23.68,128.825424,7.530000,248.33,55.240000,14.760000,49.67,41,6.230000,89.76,7.690000,199.500000,68.33,14.760000,68.33,84.6,27.610000,71.34,35.66,32.66,58.000000,32.67,271.880000,29.92,32.67,43.02

60,14:45-15:00,73.5,171.5,101.260000,30.930000,14.580000,30.930000,29.71,23.55,121.819488,7.530000,246.05,55.240000,14.230000,49.21,39,6.230000,89.15,7.690000,199.500000,67.85,14.230000,67.85,80.69,27.610000,66.67,33.33,32.66,58.000000,32.67,271.880000,29.72,32.67,43.02

61,15:00-15:15,70.5,164.5,101.260000,30.930000,13.810000,30.930000,29.47,23.42,112.601664,7.530000,234.58,55.240000,13.480000,46.92,37.2,6.370000,88.41,8.170000,199.500000,66.49,13.480000,66.49,76.38,28.580000,64,32,32.66,58.000000,32.67,271.880000,29.47,32.67,43.02

62,15:15-15:30,66,154,101.260000,30.930000,13.040000,30.930000,29.23,25,102.857664,7.530000,221.83,55.240000,12.720000,44.37,35.88,6.370000,87.64,8.170000,199.500000,67.64,12.720000,67.64,71.6,28.580000,61.34,30.66,32.66,58.000000,32.67,271.880000,29.21,32.67,43.02

63,15:30-15:45,61.5,143.5,101.260000,30.930000,12.200000,30.930000,29.65,25,93.113664,7.310000,207.66,55.240000,11.910000,41.53,34.3,6.370000,88.97,8.170000,211.100000,67.09,11.910000,67.09,66.36,28.580000,59.34,29.66,32.66,58.000000,32.67,271.880000,29.66,32.67,43.02

64,15:45-16:00,55.5,129.5,101.260000,30.930000,11.230000,30.930000,29.52,25,83.369664,7.310000,192.32,55.240000,10.950000,38.46,32.28,6.370000,88.56,8.170000,240.100000,66.65,10.950000,66.65,60.44,28.580000,54,27,32.66,58.000000,32.67,271.880000,29.52,32.67,43.02

65,16:00-16:15,49.5,115.5,101.260000,30.930000,10.230000,30.930000,28.97,25,74.93136,7.530000,175.88,55.240000,9.980000,35.17,29.79,6.510000,86.93,8.090000,261.590000,66.04,9.980000,66.04,54.38,28.580000,50,25,32.66,58.000000,32.67,271.880000,28.98,32.67,43.02

66,16:15-16:30,43.5,101.5,101.260000,30.930000,9.080000,30.930000,28.37,25,68.198256,7.530000,158.46,55.240000,8.860000,31.69,26.95,6.510000,85.13,8.090000,261.590000,65.75,8.860000,65.75,48,28.580000,45.34,22.66,32.66,58.000000,32.67,271.880000,28.38,32.67,43.02

67,16:30-16:45,37.5,87.5,101.260000,30.930000,7.980000,30.930000,27.97,25,61.58208,7.530000,140.23,55.240000,7.790000,28.04,23.75,6.510000,83.9,8.090000,261.590000,65.62,7.790000,65.62,41.47,28.580000,41.34,20.66,32.66,58.000000,32.67,271.880000,27.97,32.67,43.02

68,16:45-17:00,31.5,73.5,101.260000,30.930000,6.810000,30.930000,27.47,24.97,55.121808,7.530000,121.31,55.240000,6.640000,24.26,20.36,6.510000,82.36,8.090000,261.590000,59.27,6.640000,59.27,34.59,28.580000,37.34,18.66,32.68,58.000000,32.64,271.880000,27.45,32.68,43.02

69,17:00-17:15,27,63,101.260000,30.930000,5.670000,30.930000,25.51,20.78,45.446016,7.530000,101.85,55.240000,5.540000,20.37,16.97,6.920000,76.53,8.090000,261.590000,58.6,5.540000,58.6,27.53,29.540000,33.34,16.66,33,58.000000,18.86,271.880000,25.51,33,43.02

70,17:15-17:30,22.5,52.5,101.260000,30.930000,4.540000,30.930000,24.87,20.71,35.935872,7.530000,81.73,55.240000,4.430000,16.35,17.41,6.920000,74.62,8.090000,261.590000,57.09,4.430000,57.09,20.65,29.540000,28.67,14.33,23.83,58.000000,6.66,271.880000,24.88,32.51,43.02

71,17:30-17:45,18,42,101.260000,30.930000,3.440000,30.930000,24.25,20.56,26.94216,7.530000,62.17,55.240000,3.350000,12.43,13.2,6.420000,72.73,8.090000,261.590000,56.33,3.350000,56.33,13.82,29.540000,24,12,14.3,58.000000,1.11,271.880000,24.24,20.11,43.02

72,17:45-18:00,13.5,31.5,101.260000,30.930000,2.410000,30.930000,23.61,20.38,18.006912,7.530000,44.14,74.130000,2.350000,8.83,9.34,6.420000,70.82,8.090000,261.590000,55.89,2.350000,55.89,7.72,29.540000,18.67,9.33,9.53,58.000000,0.05,271.880000,23.61,10.5,43.02

73,18:00-18:15,9,21,101.260000,30.930000,1.680000,30.930000,23.4,20.11,13.222608,7.690000,28.59,74.130000,1.630000,5.72,6.14,6.690000,70.22,8.400000,261.590000,55.14,1.630000,55.14,1.01,29.540000,15.33,7.67,0,58.000000,0,271.880000,23.41,0,43.02

74,18:15-18:30,6,14,101.260000,30.930000,0.740000,30.930000,24.27,19.33,8.526,7.690000,16.53,74.130000,0.730000,3.3,3.72,6.690000,72.81,8.400000,261.590000,56.85,0.730000,56.85,0.33,29.540000,11.33,5.67,0,58.000000,0,271.880000,24.27,0,43.02

75,18:30-18:45,3,7,101.260000,30.930000,0.510000,30.930000,24.11,19.33,3.429888,7.690000,8.13,74.130000,0.490000,1.62,2.18,6.140000,72.31,8.400000,261.590000,56.26,0.490000,56.26,0,29.540000,6,3,0,58.000000,0,271.880000,24.1,0,43.02

76,18:45-19:00,1.5,3.5,101.260000,30.930000,0.220000,30.930000,23.97,19.33,0.68208,7.690000,2.42,74.130000,0.220000,0.48,0.96,6.140000,71.9,8.400000,261.590000,55.67,0.220000,55.67,0,29.540000,3.33,1.67,0,58.000000,0,271.880000,23.97,0,43.02

77,19:00-19:15,0,0,101.260000,30.930000,0.050000,30.930000,23.28,19.06,0,7.690000,0.75,74.130000,0.050000,0.15,0,6.230000,69.85,8.400000,261.590000,55.01,0.050000,55.01,0,29.540000,0.67,0.33,0,58.000000,0,271.880000,23.28,0,43.02

78,19:15-19:30,0,0,101.260000,30.930000,0.000000,30.930000,22.64,17.88,0,7.690000,0,74.130000,0.000000,0,0,6.230000,67.93,8.400000,261.590000,54.21,0.000000,54.21,0,29.540000,0,0,0,58.000000,0,271.880000,22.65,0,43.02

79,19:30-19:45,0,0,101.260000,30.930000,0.000000,30.930000,22.2,16.93,0,7.690000,0,74.130000,0.000000,0,0,6.230000,66.58,8.400000,261.590000,53.64,0.000000,53.64,0,29.540000,0,0,0,58.000000,0,271.880000,22.19,0,43.02

80,19:45-20:00,0,0,101.260000,30.930000,0.000000,30.930000,19.78,16.06,0,7.690000,0,74.130000,0.000000,0,0,6.230000,59.33,8.400000,261.590000,53.16,0.000000,53.16,0,29.540000,0,0,0,58.000000,0,271.880000,19.77,0,43.02

81,20:00-20:15,0,0,101.260000,30.930000,0.000000,30.930000,19.44,15.04,0,7.690000,0,74.130000,0.000000,0,0,6.320000,58.35,8.400000,261.590000,45.67,0.000000,45.67,0,28.580000,0,0,0,58.000000,0,271.880000,19.45,0,43.02

82,20:15-20:30,0,0,101.260000,30.930000,0.000000,30.930000,19.15,14.53,0,7.690000,0,74.130000,0.000000,0,0,6.320000,57.43,8.400000,261.590000,44.87,0.000000,44.87,0,28.580000,0,0,0,58.000000,0,271.880000,19.14,0,43.02

83,20:30-20:45,0,0,101.260000,30.930000,0.000000,30.930000,18.7,14.07,0,7.690000,0,74.130000,0.000000,0,0,6.320000,56.08,8.400000,261.590000,43.87,0.000000,43.87,0,28.580000,0,0,0,58.000000,0,271.880000,18.69,0,43.02

84,20:45-21:00,0,0,101.260000,30.930000,0.000000,30.930000,18.03,13.61,0,7.690000,0,74.130000,0.000000,0,0,6.320000,54.06,8.400000,261.590000,35.48,0.000000,35.48,0,28.580000,0,0,0,58.000000,0,271.880000,18.02,0,43.02

85,21:00-21:15,0,0,101.260000,30.930000,0.000000,30.930000,17.77,13.22,0,7.530000,0,74.130000,0.000000,0,0,6.320000,53.33,7.390000,261.590000,34.54,0.000000,34.54,0,28.580000,0,0,0,58.000000,0,271.880000,17.78,0,43.02

86,21:15-21:30,0,0,101.260000,30.930000,0.000000,30.930000,17.55,12.69,0,7.530000,0,74.130000,0.000000,0,0,6.320000,52.63,7.930000,261.590000,33.23,0.000000,33.23,0,28.580000,0,0,0,58.000000,0,271.880000,17.54,0,43.02

87,21:30-21:45,0,0,101.260000,30.930000,0.000000,30.930000,18.36,13.41,0,7.530000,0,74.130000,0.000000,0,0,6.320000,55.03,7.930000,261.590000,32.48,0.000000,32.48,0,28.580000,0,0,0,58.000000,0,271.880000,18.34,0,43.02

88,21:45-22:00,0,0,101.260000,30.930000,0.000000,30.930000,18.1,13.01,0,7.530000,0,74.130000,0.000000,0,0,6.320000,54.31,7.930000,261.590000,32.23,0.000000,32.23,0,28.580000,0,0,0,58.000000,0,271.880000,18.1,0,43.02

89,22:00-22:15,0,0,101.260000,30.930000,0.000000,30.930000,17.84,12.53,0,7.310000,0,74.130000,0.000000,0,0,6.420000,53.53,7.540000,261.590000,31.78,0.000000,31.78,0,30.600000,0,0,0,58.000000,0,271.880000,17.84,0,43.02

90,22:15-22:30,0,0,101.260000,30.930000,0.000000,30.930000,17.66,12.09,0,7.310000,0,74.130000,0.000000,0,0,6.420000,53.03,7.540000,261.590000,31.81,0.000000,31.81,0,30.600000,0,0,0,58.000000,0,271.880000,17.68,0,43.02

91,22:30-22:45,0,0,101.260000,30.930000,0.000000,30.930000,17.41,11.76,0,7.310000,0,74.130000,0.000000,0,0,6.420000,52.28,7.540000,261.590000,31.85,0.000000,31.85,0,30.600000,0,0,0,58.000000,0,271.880000,17.43,0,43.02

92,22:45-23:00,0,0,101.260000,30.930000,0.000000,30.930000,20.77,13.36,0,7.310000,0,74.130000,0.000000,0,0,6.420000,62.33,7.540000,261.590000,43.71,0.000000,43.71,0,30.600000,0,0,0,58.000000,0,271.880000,20.78,0,43.02

