Block,Time,UNCHAHAR3,RAPPB,DADRI_CRF,SEWA2,RIHAND1,NJPC,ANTA_RF,TANDA2,SALAL,DULHASTI,RAMPUR,AURY_CRF,TEHRI,UNCHAHAR1,ANTA_CRF,URI2,DHAULIGNGA,NAPP,UNCHAHAR4,RAPPC,SINGRAULI_HYDRO,AURY_RF,URI,JHAJJAR,PARBATI3,DADRI_LF,TANAKPUR,RIHAND3,KOTESHWR,CHAMERA2,KOLDAM,CHAMERA1,ANTA_LF,CHAMERA3,RIHAND2,SINGRAULI,NLCEXP,KAWAS-NAPM,KGSU3AND4,VSTPS I,KUDGI,KHARGONE-I,KAWAS-RLNG,GANDHAR-NAPM,KKNP,KAWAS-zLIQ,AURY_LF,ANTA_GF,KHSTPP-I,VALLURNTECL,VSTPS IV,GADARWARA-I,SIPAT I,KHSTPP-II,NTPL,KGSU1AND2,SIPAT II,KSTPS I&II,TALA,NLCIIST2,NNTPP,SOLAPUR,VSTPS III,BSIUL,DADRT2,NLCTS2EXP,MOUDA_II,AURY_GF,MAPS,MOUDA,KSTPS7,KAWAS-APM,KAPS,NLCIIST1,VSTPS II,SIMHST2,SASAN,TAPS-II,LARA-I,GANDHAR-RLNG,BRBCL,RSTPSU1TO6,KAWAS-ComGas,DADRI_RF,DADRI_GF,RSTPSU7,VSTPS V,FSTPP I & II,TALST2,UNCHAHAR2,KISHANGANGA,GANDHAR-ComGas,GANDHAR-APM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,14.003858,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,34.743219,36.478524,0.000000,0.000000,47.393271,8.418156,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,258.372768,0.000000,0.000000,0.000000,123.890121,26.868491,29.760103,0.000000,27.101215,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,38.639799,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.89,0.19,1.696634,1.877149,12.642280,363.920243,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,8.189663,7.07,0.000000,0.000000,0.000000,1.87,1.271619,19.994085,0.00,28.317431,6.187132,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,14.003858,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,34.743219,36.478524,0.000000,0.000000,34.009060,8.418156,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,51.110784,258.372768,0.000000,0.000000,0.000000,123.890121,26.868491,29.760103,0.000000,13.486604,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,38.639799,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.89,0.19,1.696634,1.877149,12.642280,363.920243,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,8.580378,7.07,0.000000,0.000000,0.000000,1.87,1.271619,19.994085,0.00,28.317431,6.187132,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,13.638899,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,34.743219,36.478524,0.000000,0.000000,0.000000,7.896458,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,51.110784,258.372768,0.000000,0.000000,0.000000,123.890121,17.625730,29.760103,0.000000,13.486604,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,38.639799,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.89,0.19,1.696634,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,9.828680,7.07,0.000000,0.000000,0.000000,1.87,1.271619,19.994085,0.00,28.317431,6.187132,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,13.638899,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,34.743219,36.478524,0.000000,0.000000,0.000000,7.896458,0.000000,36.232396,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,258.372768,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,13.486604,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.820623,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.89,0.19,1.696634,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,10.980660,7.07,0.000000,0.000000,0.000000,1.87,1.271619,19.994085,0.00,28.317431,6.187132,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,13.638899,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,34.743219,36.478524,0.000000,0.000000,0.000000,7.896458,0.000000,36.232396,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,258.372768,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.89,0.19,1.696634,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,9.713012,7.07,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,28.317431,6.187132,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,12.943838,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,34.743219,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.89,0.19,1.696634,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,11.314974,7.07,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,28.317431,6.187132,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,12.943838,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,34.743219,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.89,0.19,0.000000,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.07,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,15.771890,6.187132,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,12.943838,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,34.743219,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.89,0.19,0.000000,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.07,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,15.771890,6.187132,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,12.943838,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,47.071458,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.89,0.19,0.000000,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.07,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,10.654011,6.187132,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,12.943838,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,80.693928,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.89,0.19,0.000000,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.07,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,12.943838,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,80.693928,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,21.518384,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,16.565480,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.81,0.19,0.000000,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.07,0.000000,0.000000,0.000000,1.87,1.271619,7.971978,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

18,04:15-04:30,12.943838,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,80.693928,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,10.759192,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.81,0.19,0.000000,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.07,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,12.943838,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,80.693928,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,10.759192,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.81,0.19,0.000000,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.07,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

20,04:45-05:00,12.949388,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.162930,80.693928,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,0.000000,0.000000,10.759192,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.81,0.19,0.000000,1.877149,12.642280,363.235349,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.07,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

21,05:00-05:15,11.952670,0.000000,0.000000,17.465872,90.377315,0.000000,0.000000,2.155114,34.743219,36.478524,0.000000,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,0.000000,13.486604,0.000000,10.759192,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.81,0.19,0.000000,1.877149,12.642280,362.768059,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

22,05:15-05:30,11.952670,0.000000,0.000000,17.465872,90.377315,20.749983,0.000000,2.155114,34.743219,36.478524,0.639762,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,0.000000,0.000000,0.000000,123.890121,8.812865,29.760103,1.720022,27.101215,0.000000,10.759192,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.81,0.19,0.000000,1.877149,12.642280,362.768059,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

23,05:30-05:45,11.875243,0.000000,0.000000,17.465872,90.377315,51.252458,0.000000,2.155114,34.743219,36.478524,1.576556,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,14.804518,1.720022,27.101215,0.000000,10.759192,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.81,0.19,0.000000,1.877149,18.884910,362.768059,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.77,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,22.753616,6.187132,0.000000,0.000000,0,0,0,0,0

24,05:45-06:00,11.875243,0.000000,0.000000,17.465872,90.377315,76.878687,0.000000,2.155114,34.743219,36.478524,2.364833,0.000000,0.000000,5.002958,0.000000,35.210761,0.000000,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,14.804518,1.720022,27.101215,0.000000,10.759192,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,26.490571,0.00,2.570658,2.056526,5.089903,142.278820,3.65,1.92,1.791457,2.607879,0.000000,0.83,0.19,0.000000,1.877149,18.884910,362.768059,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.80,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,14.106198,0.00,22.753616,6.187132,0.000000,0.000000,0,0,0,0,0

25,06:00-06:15,11.952670,0.000000,0.000000,17.465872,90.377315,76.878687,0.000000,2.155114,34.743219,36.478524,2.364833,0.000000,0.000000,5.002958,0.000000,35.210761,10.084994,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,14.804518,1.720022,40.651823,0.000000,10.759192,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,16.565480,0.00,2.570658,2.056526,5.089903,94.259813,3.65,1.92,1.791457,2.607879,0.000000,0.84,0.19,0.000000,1.877149,18.884910,362.768059,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.81,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,7.971978,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

26,06:15-06:30,11.952670,0.000000,0.000000,17.465872,90.377315,76.878687,0.000000,2.155114,34.743219,36.478524,2.364833,0.000000,0.000000,5.002958,0.000000,35.210761,20.169989,45.932912,0.000000,62.645227,0.975637,0.000000,47.916360,241.320408,3.538243,0.000000,0.000000,123.890121,8.812865,14.804518,1.720022,40.651823,0.000000,10.759192,118.083735,103.958952,1.69,0.000000,2.10,2.273860,0.00,3.393268,0.000000,0.000000,1.55,0.000000,0.000000,0.000000,16.565480,0.00,2.570658,2.056526,5.089903,94.259813,3.65,1.92,1.791457,2.607879,0.000000,0.84,0.19,0.000000,1.877149,18.884910,362.768059,0.00,3.363787,0.000000,0.23,1.856470,1.285329,0.000000,1.099695,0.81,1.861130,1.78,263.670188,1.307899,4.078779,0.000000,14.467500,7.67,0.000000,0.000000,0.000000,1.87,1.271619,7.971978,0.00,10.208075,6.187132,0.000000,0.000000,0,0,0,0,0

