Block,Time,LT-05,SH-06,LT-59,L_NR_2019_11,L_NR_2012_01,L_NR_2012_07,LT_MEJA_Delhi,LT-31,SH-07,LT-35,L_NR_2012_02,LT-36,L_NR_2012_04,L_NR_2020_02,L_NR_2023_04,L_NR_2022_08,L_NR_2021_15,L_NR_2019_19,L_NR_2018_61,L_NR_2022_09,L_NR_2020_07,L_NR_2019_05,L_NR_2021_12,L_NR_2021_17,L_NR_2019_07,L_NR_2019_06,L_NR_2022_10,L_NR_2020_06,L_NR_2021_16,L_NR_2021_13,L_NR_2020_05,L_NR_2021_14
16,03:45-04:00,116.220000,21.780000,8.260000,8.700000,101.420000,63.490000,1.360000,0.000000,21.780000,0.000000,230.790000,0.000000,272.310000,10.060000,0.000000,30.77,0,0,8.61,49.89,0,0,0,0,0,0,49.89,0,0,0,0,0

17,04:00-04:15,107.670000,21.780000,8.100000,8.470000,101.420000,63.490000,1.360000,0.000000,21.780000,0.000000,201.740000,0.000000,272.310000,9.870000,0.000000,30.55,0,0,9.12,49.89,0,0,0,0,0,0,49.89,0,0,0,0,0

18,04:15-04:30,115.850000,21.780000,8.100000,8.470000,101.420000,63.490000,1.360000,0.000000,21.780000,0.000000,201.740000,0.000000,272.310000,9.870000,0.000000,29.97,0,0,16.27,49.78,0,0,0,0,0,0,49.78,0,0,0,0,0

19,04:30-04:45,115.850000,21.780000,8.100000,8.470000,101.420000,51.000000,1.360000,0.000000,21.780000,0.000000,201.740000,0.000000,272.310000,9.870000,0.000000,29.54,0,0,15.94,49.85,0,0,0,0,0,0,49.85,0,0,0,0,0

20,04:45-05:00,115.850000,21.780000,8.100000,8.470000,101.420000,51.000000,1.360000,0.000000,21.780000,0.000000,201.740000,0.000000,272.310000,9.870000,0.000000,23.83,0,0,15.54,49.71,0,0,0,0,0,0,49.71,0,0,0,0,0

21,05:00-05:15,115.850000,21.780000,8.100000,8.470000,101.420000,51.000000,1.360000,0.000000,21.780000,0.000000,201.740000,0.000000,272.310000,9.870000,0.000000,23.81,0,0,15.38,49.61,0,0,0,0,0,0,49.61,0,0,0,0,0

22,05:15-05:30,115.850000,21.780000,8.100000,8.470000,101.420000,51.000000,1.360000,0.000000,21.780000,0.000000,201.740000,0.000000,272.310000,9.870000,0.000000,23.86,0,0,15.32,49.85,0,0,0,0,0,0,49.85,0,0,0,0,0

23,05:30-05:45,115.850000,21.780000,8.100000,8.470000,101.420000,51.000000,1.360000,0.000000,21.780000,0.000000,201.740000,0.000000,272.310000,10.430000,0.000000,23.88,0,0.370766,15.76,49.72,0,0,0,0.18,0,0,49.72,0,0.36,0,0,0.03

24,05:45-06:00,115.850000,21.780000,8.100000,8.470000,101.420000,51.000000,1.360000,0.000000,21.780000,0.000000,201.740000,0.000000,272.310000,10.430000,0.000000,23.95,0,1.56112,16.24,49.62,0,0,0.05,0.9,0,0,49.62,0,1.79,0.01,0,0.31

25,06:00-06:15,94.950000,21.780000,7.940000,8.860000,101.420000,31.950000,1.360000,0.000000,21.780000,0.000000,166.230000,0.000000,272.310000,10.330000,0.000000,24.02,0,3.112483,10.47,49.89,0,14.54,2.47,2.29,4.44,11.48,49.89,0,4.59,0.49,0,1.57

26,06:15-06:30,70.640000,21.780000,7.940000,8.860000,101.420000,51.000000,1.360000,0.130000,21.780000,0.130000,166.230000,0.130000,272.310000,10.330000,0.000000,24.12,0,4.380893,10.87,46.82,0,23.88,6.67,3.81,8.88,20.14,46.82,0,7.62,1.33,0,3.32

27,06:30-06:45,70.640000,21.780000,7.940000,8.860000,53.250000,50.690000,2.180000,0.960000,21.780000,0.960000,166.230000,0.990000,272.310000,10.330000,0.000000,23.62,3.21,5.971284,11.08,46.81,0,33,11.79,5.96,15.75,30.41,46.81,0,11.93,2.36,0,5.33

28,06:45-07:00,70.640000,21.780000,7.940000,8.860000,53.250000,50.690000,2.180000,1.350000,21.780000,1.350000,166.230000,1.390000,272.310000,10.330000,0.000000,23.6,4.91,8.19588,11.46,46.65,0,31.96,18.15,8.79,26.52,31.97,46.65,0,17.58,3.63,0,7.95

29,07:00-07:15,70.640000,21.780000,7.940000,8.860000,53.250000,31.640000,2.180000,1.800000,21.780000,1.800000,115.220000,1.850000,272.310000,10.150000,0.000000,23.91,7.04,10.937597,7.07,46.77,0,30.15,27.26,10.33,30.15,30.15,46.77,0,20.67,5.45,0,11.26

30,07:15-07:30,70.640000,21.780000,7.940000,8.860000,53.250000,31.640000,2.180000,2.110000,21.780000,2.110000,114.170000,2.150000,272.310000,10.150000,0.000000,23.98,9.65,13.689071,7.19,43.06,0,30.31,38.87,13.67,30.32,30.32,43.06,0,27.33,7.77,0,15.49

31,07:30-07:45,70.640000,21.780000,7.940000,8.860000,53.250000,31.640000,2.180000,2.790000,21.780000,2.790000,114.170000,2.860000,272.310000,10.150000,0.000000,24.63,12.38,16.206377,7.06,43.07,0,30.66,52.56,15.33,30.67,30.67,43.07,0,30.67,10.51,0,20.46

32,07:45:08:00,70.640000,21.780000,7.940000,8.860000,53.250000,31.640000,2.110000,3.310000,21.780000,3.310000,114.170000,3.400000,272.310000,10.150000,0.000000,30.32,15.26,18.645627,7.17,43.07,0,31,74.15,20,31,31,43.07,0,40,14.83,0,25.87

33,08:00-08:15,70.640000,21.780000,7.940000,8.700000,53.250000,31.640000,2.110000,4.030000,21.780000,4.030000,114.170000,4.140000,232.370000,9.960000,0.000000,30.66,21.23,20.518971,7.15,43.29,0,32.34,91.26,23,32.33,32.33,43.29,0,46,18.25,0,31.67

34,08:15-08:30,70.640000,21.780000,7.940000,8.700000,53.250000,31.640000,2.110000,5.080000,21.780000,5.080000,114.170000,5.200000,193.640000,9.960000,0.000000,30.73,24.79,21.767867,7.13,43.57,0,32.34,108.58,24.33,32.33,32.33,43.57,0,48.67,21.71,0,37.75

35,08:30-08:45,70.640000,21.780000,7.940000,8.700000,51.560000,31.640000,2.110000,6.110000,21.780000,6.110000,114.170000,6.260000,149.760000,9.960000,0.000000,30.76,27.98,23.211903,7.14,43.51,0,32.34,125.64,27.66,32.33,32.33,43.51,0,55.34,25.13,0,43.7

36,08:45:09:00,70.640000,21.780000,7.940000,8.700000,51.560000,31.640000,2.110000,8.470000,21.780000,8.470000,114.170000,8.680000,149.760000,9.960000,0.000000,31.27,30.79,24.919378,7.11,43.89,0,32.34,142.14,31.66,32.33,32.33,43.89,0,63.34,28.43,0,49.51

37,09:00:09:15,70.640000,21.780000,7.630000,8.700000,51.560000,31.640000,2.110000,8.660000,21.780000,8.660000,114.170000,8.880000,149.760000,9.780000,0.000000,31.13,33.3,27.183002,7.02,46.92,0,32.34,157.73,33.33,32.33,32.33,46.92,0,66.67,31.54,0,55.06

38,09:15-09:30,70.640000,21.780000,7.630000,8.700000,51.560000,31.640000,1.360000,9.030000,21.780000,9.030000,114.170000,9.260000,149.760000,9.780000,0.000000,30.21,35.42,29.290514,7.16,46.96,0,32.34,172.3,35.33,32.33,32.33,46.96,0,70.67,34.46,0,60.09

39,09:30-09:45,70.640000,21.780000,8.180000,8.700000,51.560000,31.640000,1.360000,9.260000,21.780000,9.260000,114.170000,9.490000,149.760000,9.780000,0.000000,30.06,39.68,31.046774,7.09,46.83,0,32.34,186.18,37.66,32.33,32.33,46.83,0,75.34,37.24,0,64.92

40,09:45-10:00,70.640000,21.780000,8.180000,8.700000,51.560000,31.640000,1.360000,9.330000,21.780000,9.330000,114.170000,9.560000,193.640000,9.780000,0.000000,29.87,41.98,32.793277,7.11,46.94,0,32.34,198.73,40,32.33,32.33,46.94,0,80,39.75,0,69.46

41,10:00-10:15,70.640000,21.780000,8.180000,8.630000,51.560000,31.640000,1.360000,9.380000,21.780000,9.380000,114.170000,9.610000,193.640000,9.780000,0.000000,29.64,43.96,34.169014,7.02,46.86,0,32.34,210.09,42.33,32.33,32.33,46.86,0,84.67,42.02,0,73.34

42,10:15-10:30,70.640000,21.780000,8.180000,8.630000,51.560000,31.640000,1.360000,9.410000,21.780000,9.410000,114.170000,9.650000,193.640000,9.780000,0.000000,29.38,45.16,35.037387,7.06,46.83,0,32.34,220.11,43.33,32.33,32.33,46.83,0,86.67,44.02,0,76.82

43,10:30-10:45,70.640000,21.780000,8.180000,8.630000,51.560000,31.640000,1.360000,9.430000,21.780000,9.430000,114.170000,9.670000,193.640000,9.780000,0.000000,29.24,45.88,36.091143,7.12,46.85,0,32.34,229.17,49.33,32.33,32.33,46.85,0,98.67,45.83,0,80.23

44,10:45-11:00,70.640000,21.780000,8.180000,8.630000,51.560000,31.640000,1.360000,9.450000,21.780000,9.450000,114.170000,9.690000,193.640000,9.780000,0.000000,29.14,46.33,37.408338,7.17,46.98,0,32.34,229.17,49.33,32.33,32.33,46.98,0,98.67,45.83,0,83.14

45,11:00-11:15,70.640000,21.780000,7.940000,8.470000,53.250000,31.340000,1.360000,9.470000,21.780000,9.470000,114.170000,9.710000,213.000000,9.590000,0.000000,30.93,46.58,38.354767,7.18,40.33,0,32.66,229.17,49.33,32.67,32.67,40.33,0,98.67,45.83,0,85.95

46,11:15-11:30,70.640000,21.780000,7.940000,8.470000,53.250000,31.340000,1.360000,9.460000,21.780000,9.460000,114.170000,9.700000,213.000000,9.590000,0.000000,30.85,46.63,38.325496,7.04,40.33,0,32.66,229.17,49.33,32.67,32.67,40.33,0,98.67,45.83,0,88.3

47,11:30-11:45,66.470000,21.780000,7.940000,8.470000,53.250000,31.340000,1.360000,9.490000,21.780000,9.490000,114.170000,9.730000,251.730000,9.590000,0.000000,30.85,46.5,38.003515,7.18,40.33,0,32.66,229.17,49.33,32.67,32.67,40.33,0,98.67,45.83,0,90.13

48,11:45-12:00,66.470000,21.780000,7.940000,8.470000,53.250000,31.340000,1.360000,9.460000,21.780000,9.460000,165.180000,9.700000,232.370000,9.590000,0.000000,30.97,46.19,37.779104,7.15,40.33,0,32.66,229.17,49.33,32.67,32.67,40.33,0,98.67,45.83,0,90.13

49,12:00-12:15,66.470000,21.780000,7.780000,8.470000,53.250000,32.310000,1.360000,9.460000,21.780000,9.460000,124.900000,9.690000,272.310000,9.310000,0.000000,30.9,45.73,33.778734,7.04,47.67,0,32.66,229.17,49.33,32.67,32.67,47.67,0,98.67,45.83,0,90.13

50,12:15-12:30,66.470000,21.780000,7.780000,8.470000,53.250000,32.310000,1.360000,9.400000,21.780000,9.400000,124.900000,9.630000,272.310000,9.310000,0.000000,30.99,45.02,33.778734,3.48,47.67,0,32.66,229.17,49.33,32.67,32.67,47.67,0,98.67,45.83,0,90.13

51,12:30-12:45,66.470000,21.780000,7.780000,8.470000,53.250000,32.310000,1.360000,9.440000,21.780000,9.440000,124.900000,9.680000,272.310000,9.310000,0.000000,30.74,49.63,32.568866,3.65,45,0,32.66,229.17,49.33,32.67,32.67,45,0,98.67,45.83,0,90.13

52,12:45-13:00,66.470000,21.780000,7.780000,8.470000,53.250000,32.310000,1.360000,9.440000,21.780000,9.440000,124.900000,9.680000,272.310000,9.310000,0.000000,30.98,49.11,32.559109,3.93,45,0,32.66,229.17,49.33,32.67,32.67,45,0,98.67,45.83,0,90.13

53,13:00-13:15,66.470000,21.780000,8.340000,8.320000,53.250000,32.310000,1.360000,9.430000,21.780000,9.430000,124.900000,9.670000,272.310000,9.310000,0.000000,30.76,48.08,32.58838,4.01,44.29,0,32.66,233.33,49.33,32.67,32.67,44.29,0,98.67,46.67,0,90.13

54,13:15-13:30,66.470000,21.780000,8.340000,8.320000,53.250000,32.310000,1.360000,9.420000,21.780000,9.420000,124.900000,9.660000,272.310000,9.310000,0.000000,30.44,46.41,32.88109,4.02,44.03,0,32.66,233.33,49.33,32.67,32.67,44.03,0,98.67,46.67,0,90.13

55,13:30-13:45,66.470000,21.780000,8.340000,8.780000,53.250000,32.310000,1.360000,9.410000,21.780000,9.410000,124.900000,9.640000,272.310000,9.960000,0.000000,33.45,44.9,33.017688,4.01,44.33,0,32.66,233.33,49.33,32.67,32.67,44.33,0,98.67,46.67,0,90.13

56,13:45-14:00,66.470000,21.780000,8.340000,8.780000,53.250000,31.950000,1.360000,9.390000,21.780000,9.390000,160.410000,9.630000,272.310000,9.960000,0.000000,33.57,43.35,31.778549,4.16,44.62,0,32.66,233.33,49.33,32.67,32.67,44.62,0,98.67,46.67,0,88.31

57,14:00-14:15,66.470000,21.780000,8.490000,8.860000,82.300000,45.420000,1.360000,9.380000,21.780000,9.380000,189.460000,9.610000,272.310000,10.240000,0.000000,33.35,38.9,30.314999,7.02,41.73,0,32.66,233.33,45,32.67,32.67,41.73,0,90,46.67,0,85.83

58,14:15-14:30,66.470000,21.780000,8.490000,8.860000,101.420000,69.260000,3.940000,9.360000,21.780000,9.360000,220.660000,9.590000,272.310000,10.240000,0.000000,33.39,38.15,28.705094,7.16,41.9,0,32.66,233.33,44.33,32.67,32.67,41.9,0,88.67,46.67,0,83.19

59,14:30-14:45,66.470000,30.980000,8.490000,8.860000,101.420000,56.760000,3.940000,9.340000,20.940000,9.340000,185.150000,9.570000,272.310000,10.240000,0.000000,33.43,36.6,27.075675,7.09,41.9,0,32.66,229.17,43.33,32.67,32.67,41.9,0,86.67,45.83,0,79.59

60,14:45-15:00,66.470000,30.980000,8.490000,8.860000,101.420000,56.760000,3.940000,9.320000,20.940000,9.320000,185.150000,9.550000,272.310000,10.240000,0.000000,33.5,35.02,25.348686,7.11,36.95,0,32.66,225.93,42.66,32.67,32.67,36.95,0,85.34,45.19,0,76.43

61,15:00-15:15,66.470000,30.980000,8.490000,9.090000,101.420000,56.760000,3.940000,9.290000,20.940000,9.290000,226.480000,9.520000,272.310000,10.520000,0.000000,33.41,33.33,23.046034,7.45,36.88,0,32.66,211.71,40.33,32.67,32.67,36.88,0,80.67,42.34,0,68.85

62,15:15-15:30,66.470000,30.980000,8.490000,9.090000,101.420000,56.760000,3.940000,9.240000,20.940000,9.240000,226.480000,9.480000,272.310000,10.520000,0.000000,33.4,31.56,21.221475,8.16,37.14,0,32.66,209.77,38.33,32.67,32.67,37.14,0,76.67,41.96,0,64.97

63,15:30-15:45,66.470000,30.980000,8.650000,9.090000,101.420000,32.920000,1.360000,9.210000,20.940000,9.210000,226.480000,9.440000,272.310000,10.520000,0.000000,32.56,35.37,19.12372,11.73,37.17,0,32.66,196.25,36.66,32.67,32.67,37.17,0,73.34,39.25,0,61.7

64,15:45-16:00,66.470000,30.980000,8.650000,9.090000,101.420000,32.920000,1.360000,9.070000,20.940000,9.070000,226.480000,9.300000,272.310000,10.520000,0.000000,32.42,33.91,17.064993,11.93,36.88,0,32.66,180.74,33,32.67,32.67,36.88,0,66,36.15,0,57.47

65,16:00-16:15,70.640000,30.980000,8.650000,9.240000,101.420000,32.920000,1.360000,8.700000,20.940000,8.700000,226.480000,8.920000,272.310000,10.520000,0.000000,32.64,32.06,15.484359,12.08,37.07,0,32.66,164.82,29.33,32.67,32.67,37.07,0,58.67,32.97,0,52.61

66,16:15-16:30,70.640000,30.980000,8.650000,9.240000,101.420000,32.920000,1.360000,7.730000,20.940000,7.730000,226.480000,7.940000,272.310000,10.520000,0.000000,32.57,29.72,14.137893,12.33,37.09,0,32.66,148.93,26,32.67,32.67,37.09,0,52,29.79,0,47.67

67,16:30-16:45,70.640000,30.980000,8.650000,0.000000,101.420000,32.920000,1.360000,6.730000,20.940000,6.730000,226.480000,6.910000,272.310000,10.520000,0.000000,32.34,26.41,12.449932,12.59,37.13,0,32.66,132.71,24.33,32.67,32.67,37.13,0,48.67,26.54,0,42.66

68,16:45-17:00,70.640000,30.980000,8.650000,0.000000,101.420000,32.920000,1.360000,5.720000,20.940000,5.720000,226.480000,5.870000,272.310000,10.520000,0.000000,32.01,22.26,10.557074,12.79,44.52,0,33,113.45,19.33,24.64,33,44.52,0,38.67,22.69,0,37.34

69,17:00-17:15,70.640000,30.980000,3.890000,0.000000,101.420000,69.260000,3.940000,4.510000,20.940000,4.510000,261.990000,4.630000,272.310000,11.170000,0.000000,31.12,18.81,8.752029,11.4,44.34,0,33,94.33,16,14.28,33,44.34,0,32,18.87,0,31.67

70,17:15-17:30,70.640000,30.980000,3.120000,0.000000,101.420000,69.260000,3.940000,4.100000,20.940000,4.100000,261.990000,4.200000,272.310000,11.170000,0.000000,30.62,14.69,7.112853,11.7,44.28,0,33,73.22,14.33,8.14,33,44.28,0,28.67,14.64,0,26.43

71,17:30-17:45,70.640000,30.980000,3.120000,0.000000,101.420000,69.260000,3.940000,3.140000,20.940000,3.140000,261.990000,3.220000,272.310000,11.170000,0.000000,30.31,11,5.649303,12.02,43.7,0,21.74,55.52,12.67,2.51,22.48,43.7,0,25.33,11.1,0,21.03

72,17:45-18:00,70.640000,30.980000,5.450000,0.000000,101.420000,69.260000,3.940000,2.130000,20.940000,2.130000,261.990000,2.180000,272.310000,11.170000,0.000000,29.67,8.14,4.29308,12.48,41.87,0,12.44,36.92,9,0.93,10.48,41.87,0,18,7.38,0,16.1

73,18:00-18:15,70.640000,30.980000,7.780000,6.930000,101.420000,69.260000,3.940000,1.170000,20.940000,1.170000,261.990000,1.200000,272.310000,11.450000,0.000000,28.24,5.61,2.9271,11.49,41.23,0,0,21.47,7,0,0,41.23,0,14,4.29,0,11.88

74,18:15-18:30,70.640000,30.980000,8.260000,6.930000,101.420000,69.260000,3.940000,0.500000,20.940000,0.500000,261.990000,0.510000,272.310000,11.450000,0.000000,27.2,2.73,1.766017,12.09,40.19,0,0,14.9,4.67,0,0,40.19,0,9.33,2.98,0,8.56

75,18:30-18:45,79.190000,30.980000,8.260000,6.930000,101.420000,87.330000,3.940000,0.250000,20.940000,0.250000,261.990000,0.260000,272.310000,11.450000,0.000000,28.5,0.64,0.887887,11.06,43.51,0,0,9.54,2.33,0,0,43.51,0,4.67,1.91,0,5.99

76,18:45-19:00,87.740000,30.980000,8.260000,6.930000,101.420000,87.330000,3.940000,0.000000,20.940000,0.000000,261.990000,0.000000,272.310000,11.450000,0.000000,28.41,0,0.400037,10.91,43.51,0,0,5.37,1,0,0,43.51,0,2,1.07,0,1.49

77,19:00-19:15,96.280000,20.850000,8.260000,6.930000,101.420000,87.330000,3.940000,0.000000,20.850000,0.000000,261.990000,0.000000,272.310000,11.450000,0.000000,28.19,0,0.107327,11.24,43.59,0,0,2.38,0.33,0,0,43.59,0,0.67,0.48,0,0.03

78,19:15-19:30,104.830000,20.850000,8.260000,6.930000,101.420000,87.330000,3.940000,0.000000,20.850000,0.000000,261.990000,0.000000,272.310000,11.450000,0.000000,27.85,0,0,25.51,42.93,0,0,0.59,0.23,0,0,42.93,0,0.45,0.12,0,0

79,19:30-19:45,113.380000,20.850000,8.410000,9.470000,101.420000,87.330000,3.940000,0.000000,20.850000,0.000000,261.990000,0.000000,272.310000,11.820000,0.000000,27.08,0,0,25.91,42.43,0,0,0,0.02,0,0,42.43,0,0.04,0,0,0

80,19:45-20:00,116.220000,20.850000,8.410000,9.470000,101.420000,87.330000,3.940000,0.000000,20.850000,0.000000,261.990000,0.000000,272.310000,11.820000,0.000000,26.72,0,0,26.31,42.28,0,0,0,0,0,0,42.28,0,0,0,0,0

81,20:00-20:15,116.220000,30.980000,8.410000,9.470000,101.420000,87.330000,3.940000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.820000,0.000000,28.03,0,0,26.91,43.66,0,0,0,0,0,0,43.66,0,0,0,0,0

82,20:15-20:30,116.220000,30.980000,8.410000,9.470000,101.420000,87.330000,3.940000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.820000,0.000000,27.82,0,0,27.66,43.36,0,0,0,0,0,0,43.36,0,0,0,0,0

83,20:30-20:45,116.220000,30.980000,8.410000,9.470000,101.420000,87.330000,3.940000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.820000,0.000000,27.57,0,0,28.59,43.02,0,0,0,0,0,0,43.02,0,0,0,0,0

84,20:45-21:00,116.220000,30.980000,8.410000,9.470000,101.420000,87.330000,3.940000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.820000,0.000000,27.87,0,0,29.64,42.76,0,0,0,0,0,0,42.76,0,0,0,0,0

85,21:00-21:15,116.220000,30.680000,8.720000,9.310000,101.420000,87.330000,3.940000,0.000000,30.680000,0.000000,261.990000,0.000000,272.310000,11.820000,0.000000,27.62,0,0,30.25,42.71,0,0,0,0,0,0,42.71,0,0,0,0,0

86,21:15-21:30,116.220000,30.680000,8.720000,9.310000,101.420000,87.330000,3.940000,0.000000,30.680000,0.000000,261.990000,0.000000,272.310000,11.820000,0.000000,27.6,0,0,21.73,42.47,0,0,0,0,0,0,42.47,0,0,0,0,0

87,21:30-21:45,116.220000,0.000000,8.720000,9.310000,101.420000,87.330000,3.940000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.820000,0.000000,27.59,0,0,21.73,42.24,0,0,0,0,0,0,42.24,0,0,0,0,0

88,21:45-22:00,116.220000,0.000000,8.720000,9.310000,101.420000,87.330000,3.940000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.820000,0.000000,27.47,0,0,21.53,42.06,0,0,0,0,0,0,42.06,0,0,0,0,0

89,22:00-22:15,116.220000,0.000000,8.810000,9.310000,101.420000,87.330000,3.910000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.640000,0.000000,27.19,0,0,21.3,42.31,0,0,0,0,0,0,42.31,0,0,0,0,0

90,22:15-22:30,116.220000,0.000000,8.810000,9.310000,101.420000,87.330000,3.910000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.640000,0.000000,27.21,0,0,20.87,42.45,0,0,0,0,0,0,42.45,0,0,0,0,0

91,22:30-22:45,116.220000,0.000000,8.810000,9.310000,101.420000,87.330000,3.910000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.640000,0.000000,27.44,0,0,20.42,42.92,0,0,0,0,0,0,42.92,0,0,0,0,0

92,22:45-23:00,116.220000,0.000000,8.810000,9.310000,101.420000,87.330000,3.910000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.640000,0.000000,27.33,0,0,20.1,43.12,0,0,0,0,0,0,43.12,0,0,0,0,0

93,23:00-23:15,116.220000,0.000000,8.810000,9.090000,101.420000,87.330000,3.910000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.360000,0.000000,27.49,0,0,19.91,42.72,0,0,0,0,0,0,42.72,0,0,0,0,0

94,23:15-23:30,116.220000,0.000000,8.810000,9.090000,101.420000,87.330000,3.910000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.360000,0.000000,27.62,0,0,19.84,44.07,0,0,0,0,0,0,44.07,0,0,0,0,0

95,23:30-23:45,116.220000,0.000000,8.810000,9.090000,101.420000,87.330000,3.910000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.360000,0.000000,26.8,0,0,19.61,44.01,0,0,0,0,0,0,44.01,0,0,0,0,0

96,23:45-24:00,116.220000,0.000000,8.810000,9.090000,101.420000,87.330000,3.910000,0.000000,30.980000,0.000000,261.990000,0.000000,272.310000,11.360000,0.000000,27.3,0,0,19.32,43.84,0,0,0,0,0,0,43.84,0,0,0,0,0

