Block,Time,BSIUL,CHAMERA1,CHAMERA3,CHAMERA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,URI2,SINGRAULI_HYDRO,TEHRI,UNCHAHAR4,DHAULIGNGA,JHAJJAR,SEWA2,KISHANGANGA,KOTESHWR,NAPP,NJPC,RAPPB,RAPPC,RIHAND1,DADRT2,DULHASTI,RIHAND2,SALAL,RIHAND3,KOLDAM,PARBATI3,RAMPUR,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,47.472,32.41932,0.9565,45.612,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,32.88,38.36,19.728,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,18.683,16.3325,26.46,147.515625,30.35,415.125

2,00:15-00:30,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,47.472,32.41932,0.9565,45.612,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,32.88,38.36,19.728,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

3,00:30-00:45,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,47.472,32.41932,0.9565,34.209,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

4,00:45-01:00,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,47.472,32.41932,0.9565,34.209,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

5,01:00-01:15,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,47.472,31.897382,0.9565,34.209,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

6,01:15-01:30,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,47.472,31.897382,0.9565,34.209,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

7,01:30-01:45,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,47.472,31.897382,0.9565,34.209,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

8,01:45-02:00,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,51.888,31.897382,0.9565,34.209,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

9,02:00-02:15,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,51.888,31.897382,0.9565,37.233,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,133.13,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

10,02:15-02:30,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,47.472,31.897382,0.9565,37.233,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,40.95,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

11,02:30-02:45,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,47.472,31.897382,0.9565,37.233,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,39.375,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,113.12,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

12,02:45-03:00,0,42.66,0,0,103.96875,12.4257,0,19.985,31.332,26.39091,47.472,31.897382,0.9565,37.233,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,84.9422,123.665625,0,0,0,0,64.074,0,0,0,39.375,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,113.12,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

13,03:00-03:15,0,42.66,0,0,102.75,11.7852,0,19.985,31.332,26.39091,47.472,32.41932,0.9565,24.822,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,83.664,123.665625,0,0,0,0,64.074,0,0,0,39.9,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

14,03:15-03:30,0,42.66,0,0,102.75,11.7852,0,19.985,31.332,26.39091,47.472,32.41932,0.9565,12.411,0,36.5917,653.1525,15.804048,0,15.9732,39.7296,0,0,51.0138,92,686.779958,16.4224,118.125,83.664,123.665625,0,0,0,0,64.074,0,0,0,39.9,0,0,0,32.88,32.88,19.728,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,16.485,16.3325,26.46,147.515625,30.35,415.125

