Block,Time,L_NR_2012_04,L_NR_2023_04,L_NR_2012_02,LT-05,LT-59,SH-07,LT-35,L_NR_2012_01,LT-31,LT-36,L_NR_2012_07,L_NR_2020_02,L_NR_2019_11,SH-06,L_NR_2022_09,L_NR_2019_06,L_NR_2020_05,L_NR_2021_16,L_NR_2021_12,L_NR_2021_14,L_NR_2021_15,L_NR_2020_07,L_NR_2021_13,L_NR_2019_05,L_NR_2021_17,L_NR_2020_06,L_NR_2022_08,L_NR_2019_07,L_NR_2019_19,L_NR_2018_61,L_NR_2022_10
8,01:45-02:00,271.520000,31.860000,261.240000,115.890000,10.410000,30.890000,0.000000,101.130000,0.000000,0.000000,74.030000,8.500000,0.000000,0.000000,46.74,0,57.28,0,0,0,0,19.09,0,0,0,19.09,16.97,0,0,43.02,46.74

9,02:00-02:15,271.520000,31.860000,261.240000,115.890000,10.410000,30.890000,0.000000,101.130000,0.000000,0.000000,74.030000,8.260000,0.000000,0.000000,46.22,0,56.44,0,0,0,0,18.81,0,0,0,18.81,16.61,0,0,43.02,46.22

10,02:15-02:30,271.520000,31.860000,261.240000,115.890000,10.410000,30.890000,0.000000,101.130000,0.000000,0.000000,74.030000,8.260000,0.000000,0.000000,45.4,0,55.76,0,0,0,0,18.59,0,0,0,18.59,16.26,0,0,43.02,45.4

11,02:30-02:45,271.520000,31.860000,261.240000,115.890000,10.330000,30.890000,0.000000,101.130000,0.000000,0.000000,74.030000,8.260000,0.000000,0.000000,33.22,0,55.4,0,0,0,0,18.45,0,0,0,18.47,10.87,0,0,43.02,33.22

12,02:45-03:00,271.520000,31.860000,261.240000,115.890000,10.330000,30.890000,0.000000,101.130000,0.000000,0.000000,74.030000,8.260000,0.000000,0.000000,32.89,0,40.86,0,0,0,0,13.62,0,0,0,13.62,10.52,0,0,43.02,32.89

13,03:00-03:15,271.520000,31.860000,261.240000,115.890000,10.330000,30.890000,0.000000,101.130000,0.000000,0.000000,64.870000,8.120000,0.000000,23.330000,33.54,0,39.33,0,0,0,0,13.1,0,0,0,13.11,10.61,0,0,43.02,33.54

14,03:15-03:30,271.520000,31.860000,261.240000,115.890000,10.330000,30.890000,0.000000,101.130000,0.000000,0.000000,64.870000,8.120000,0.000000,23.330000,33.86,0,39.04,0,0,0,0,13.02,0,0,0,13.01,10.7,0,0,43.02,33.86

15,03:30-03:45,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,101.130000,0.000000,0.000000,64.870000,8.120000,0.000000,26.060000,33.06,0,37.64,0,0,0,0,12.54,0,0,0,12.55,10.56,0,0,43.02,33.06

16,03:45-04:00,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,101.130000,0.000000,0.000000,64.870000,8.120000,0.000000,26.060000,33.42,0,37.69,0,0,0,0,12.57,0,0,0,12.56,10.59,0,0,43.02,33.42

17,04:00-04:15,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,101.130000,0.000000,0.000000,64.870000,7.980000,0.000000,26.060000,16.58,0,25.34,0,0,0,0,8.45,0,0,0,8.45,7.88,0,0,43.02,16.58

18,04:15-04:30,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,101.130000,0.000000,0.000000,64.870000,7.980000,0.000000,26.060000,16.88,0,25.23,0,0,0,0,8.41,0,0,0,8.41,7.95,0,0,43.02,16.88

19,04:30-04:45,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,101.130000,0.000000,0.000000,64.870000,7.980000,0.000000,26.060000,17.53,0,25.13,0,0,0,0,8.37,0,0,0,8.38,8.03,0,0,43.02,17.53

20,04:45-05:00,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,101.130000,0.000000,0.000000,64.870000,7.980000,0.000000,26.060000,17.91,0,25.11,0,0,0,0,8.37,0,0,0,8.37,8.14,0,0,43.02,17.91

21,05:00-05:15,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,77.230000,0.000000,0.000000,64.540000,7.850000,0.000000,26.060000,18.33,0,25.07,0,0,0,0,8.35,0,0,0,8.36,8.23,0,0,43.02,18.33

22,05:15-05:30,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,57.920000,0.000000,0.000000,64.540000,7.850000,0.000000,26.060000,18.56,0,25.4,0,0,0,0,8.45,0,0,0,8.47,8.31,0,0,43.02,18.56

23,05:30-05:45,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,57.920000,0.000000,0.000000,64.540000,7.850000,0.000000,26.060000,50.18,0,25.27,0,0,0.03,0,8.43,0,0,0,8.42,8.39,0,0,43.02,50.18

24,05:45-06:00,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,57.920000,0.000000,0.000000,64.540000,7.850000,0.000000,26.060000,48.4,0,25.49,0.67,0.07,0.1,0,8.49,0.01,0,0.33,8.5,8.46,0,0.507104,43.02,48.4

25,06:00-06:15,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.000000,97.510000,0.000000,0.000000,72.930000,7.890000,0.000000,26.060000,46.99,4.6,25.4,2,0.61,1.27,0.14,8.45,0.12,5,1,8.47,8.46,1.45,2.272216,43.02,46.99

26,06:15-06:30,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.460000,97.510000,0.460000,0.470000,72.930000,7.890000,0.000000,26.060000,43.66,10,25.14,3.33,4.75,3,0.71,8.38,0.95,10,1.67,8.38,8.74,3,5.305088,43.02,43.66

27,06:30-06:45,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,0.950000,97.510000,0.950000,0.970000,72.930000,7.890000,0.000000,26.060000,40.15,16.75,26.31,4,11.05,4.93,1.7,8.77,2.21,16.75,2,8.77,8.8,7.99,9.16688,43.02,40.15

28,06:45-07:00,271.520000,31.860000,261.240000,115.890000,10.330000,26.060000,1.530000,57.920000,1.530000,1.570000,64.540000,7.890000,0.000000,26.060000,13.83,22.85,27.13,7.33,18.27,7.23,2.98,9.05,3.65,22.85,3.67,9.04,8.88,15,13.769824,43.02,13.83

29,07:00-07:15,271.520000,31.860000,261.240000,94.680000,10.330000,26.060000,2.270000,101.130000,2.270000,2.330000,74.030000,7.890000,0.000000,26.060000,13.83,21.57,28.27,10,26.73,10.33,4.9,9.43,5.35,21.57,5,9.42,8.86,21.56,18.72384,43.02,13.83

30,07:15-07:30,271.520000,31.860000,261.240000,70.440000,10.330000,26.060000,3.160000,101.130000,3.160000,3.240000,74.030000,7.890000,0.000000,26.060000,13.83,22.07,27.52,12,37.58,14.43,7.47,9.18,7.51,22.07,6,9.17,6.69,22.06,23.629096,43.02,13.83

31,07:30-07:45,271.520000,31.860000,261.240000,70.440000,10.330000,26.060000,4.150000,101.130000,4.150000,4.260000,59.030000,7.890000,0.000000,26.060000,13.83,22.4,26,16,49.9,19.43,10.28,8.65,9.98,22.4,8,8.67,6.69,22.4,31.898792,43.02,13.83

32,07:45:08:00,271.520000,31.860000,261.240000,70.440000,10.330000,26.060000,5.190000,101.130000,5.190000,5.320000,59.030000,7.890000,0.000000,26.060000,13.83,23.23,24.5,20.67,64.64,24.93,13.31,8.17,12.93,23.23,10.33,8.16,6.71,23.24,37.623216,43.02,13.83

33,08:00-08:15,271.520000,31.860000,261.240000,70.440000,10.330000,26.060000,6.210000,101.130000,6.210000,6.360000,59.030000,7.750000,0.000000,26.060000,13.83,25.4,25.24,26,77.29,30.77,20.49,8.42,15.46,25.4,13,8.41,6.73,25.4,43.474416,41.02,13.83

34,08:15-08:30,271.520000,30.890000,261.240000,70.440000,10.330000,26.060000,7.220000,101.130000,7.220000,7.400000,41.010000,7.750000,0.000000,26.060000,13.83,26.98,25.24,29.33,92.96,36.7,24.42,8.42,18.59,26.98,14.67,8.41,6.73,26.99,49.403632,41.02,13.83

35,08:30-08:45,271.520000,28.000000,261.240000,70.440000,10.330000,26.060000,8.210000,101.130000,8.210000,8.420000,33.770000,7.750000,0.000000,26.060000,13.83,27.82,25.55,33.34,111,42.47,27.84,8.51,22.2,27.82,16.66,8.52,6.74,27.81,53.8798,41.02,13.83

36,08:45:09:00,271.520000,27.030000,261.240000,70.440000,10.330000,26.060000,9.160000,101.130000,9.160000,9.390000,33.770000,7.750000,0.000000,26.060000,13.83,28.48,22,40,128.35,48.33,30.64,7.34,25.67,28.48,20,7.33,6.78,28.49,58.043904,41.02,13.83

37,09:00:09:15,271.520000,28.000000,261.240000,70.440000,10.330000,26.060000,10.080000,46.600000,10.080000,10.330000,33.770000,7.750000,0.000000,26.060000,12.67,28.48,22,46,145.15,53.87,33.11,7.34,29.03,28.48,23,7.33,6.67,28.49,57.68308,44.02,12.67

38,09:15-09:30,271.520000,28.000000,261.240000,70.440000,10.330000,26.060000,10.960000,46.600000,10.960000,11.230000,33.770000,7.750000,0.000000,26.060000,12.67,28.48,22,49.34,162.63,59.2,35.09,7.34,32.52,28.48,24.66,7.33,6.67,28.49,61.164544,44.02,12.67

39,09:30-09:45,271.520000,27.030000,261.240000,70.440000,10.330000,26.060000,11.710000,46.600000,11.710000,12.000000,46.190000,7.750000,0.000000,26.060000,12.67,28.82,22,56,177.53,64.2,39.17,7.34,35.5,28.82,28,7.33,6.67,28.81,66.586656,44.02,12.67

40,09:45-10:00,271.520000,27.030000,261.240000,70.440000,10.330000,26.060000,12.300000,46.600000,12.300000,12.610000,46.190000,7.750000,0.000000,26.060000,12.67,28.82,22,59,190.91,68.57,41.07,7.34,38.18,28.82,29,7.33,6.67,28.81,71.950256,44.02,12.67

41,10:00-10:15,271.520000,27.030000,261.240000,70.440000,10.330000,26.060000,13.040000,46.600000,13.040000,13.370000,46.190000,7.620000,0.000000,26.060000,12.67,28.82,22,65,203.78,72.77,42.51,7.34,40.76,28.82,32,7.33,6.67,28.81,76.99204,44.02,12.67

42,10:15-10:30,271.520000,27.030000,261.240000,70.440000,10.330000,26.060000,13.600000,46.600000,13.600000,13.940000,46.190000,7.620000,0.000000,26.060000,12.67,28.82,22,66,215.47,76.83,43.05,7.34,43.09,28.82,33,7.33,6.67,28.81,81.653496,44.02,12.67

43,10:30-10:45,271.520000,27.030000,225.830000,94.680000,10.330000,26.060000,14.030000,46.600000,14.030000,14.380000,46.190000,7.620000,0.000000,26.060000,12.67,28.82,22,69,225,79.33,44.01,7.34,45,28.82,34,7.33,6.67,28.81,93.287632,44.02,12.67

44,10:45-11:00,271.520000,27.030000,225.830000,115.890000,10.330000,26.060000,14.570000,46.600000,14.570000,14.940000,46.190000,7.620000,0.000000,26.060000,12.67,29.67,21,71,225,82.33,44.73,7,45,29.67,35,7,6.67,29.66,96.096208,44.02,12.67

45,11:00-11:15,271.520000,28.000000,225.830000,115.890000,10.410000,26.060000,14.960000,46.600000,14.960000,15.350000,46.190000,7.420000,0.000000,26.060000,11,30.5,21,71,225,85,39,7,45,30.5,35,7,6.67,30.5,98.407432,44.02,11

46,11:15-11:30,271.520000,28.000000,225.830000,115.890000,10.410000,26.060000,15.250000,46.600000,15.250000,15.630000,64.220000,7.420000,0.000000,26.060000,11,30.5,21,69,225,86,39.98,7,45,30.5,34,7,6.67,30.5,100.34808,44.02,11

47,11:30-11:45,271.520000,28.000000,225.830000,115.890000,10.410000,26.060000,15.460000,46.600000,15.460000,15.850000,64.220000,7.420000,0.000000,26.060000,11,30.83,21,68,225,87.03,41,7,45,30.83,34,7,6.67,30.84,100.143288,44.02,11

48,11:45-12:00,271.520000,27.030000,225.830000,115.890000,10.410000,26.060000,15.460000,46.600000,15.460000,15.850000,64.220000,7.420000,0.000000,26.060000,11,30.83,21,66,225,87.2,41.78,7,45,30.83,33,7,6.67,30.84,99.597176,44.02,11

49,12:00-12:15,271.520000,27.030000,225.830000,115.890000,10.410000,26.060000,15.460000,46.600000,15.460000,15.850000,64.220000,7.140000,0.000000,26.060000,11,30.83,21,66,225,87.53,42.47,7,45,30.83,33,7,6.67,30.84,109.485704,44.02,11

50,12:15-12:30,271.520000,28.000000,225.830000,115.890000,10.410000,26.060000,15.460000,46.600000,15.460000,15.850000,64.220000,7.140000,0.000000,26.060000,11,30.83,21,66,225,87.63,42.94,7,45,30.83,33,7,6.67,30.84,107.252496,44.02,11

51,12:30-12:45,271.520000,28.000000,225.830000,115.890000,10.410000,26.060000,15.460000,55.920000,15.460000,15.850000,64.220000,7.890000,0.000000,26.060000,11,30.83,21,66,204.17,87.33,44.64,7,40.83,30.83,33,7,6.67,30.84,105.146064,44.02,11

52,12:45-13:00,271.520000,28.000000,225.830000,115.890000,10.410000,26.060000,15.460000,55.920000,15.460000,15.850000,64.220000,7.890000,0.000000,26.060000,11,30.83,21,66,204.17,87.67,44.07,7,40.83,30.83,33,7,6.67,30.84,102.669056,44.02,11

53,13:00-13:15,271.520000,27.030000,225.830000,115.890000,10.410000,26.060000,15.460000,55.920000,15.460000,15.850000,64.220000,7.890000,0.000000,26.060000,11.14,30.83,21,64.67,204.17,87.3,43.11,7,40.83,30.83,32.33,7,6.67,30.84,100.533368,44.02,11.14

54,13:15-13:30,271.520000,28.000000,225.830000,115.890000,10.410000,26.060000,15.340000,55.920000,15.340000,15.720000,64.220000,7.890000,0.000000,26.060000,11.44,30.83,21,66,204.17,86.97,41.91,7,40.83,30.83,33,7,6.67,30.84,98.709744,44.02,11.44

55,13:30-13:45,271.520000,28.000000,225.830000,115.890000,10.410000,26.060000,15.110000,55.920000,15.110000,15.480000,64.220000,7.890000,0.000000,26.060000,11.87,30.83,21,67.34,225,40,41.63,7,45,30.83,33.66,7,6.67,30.84,100.855184,44.02,11.87

56,13:45-14:00,271.520000,28.000000,225.830000,115.890000,10.410000,24.640000,14.740000,55.920000,14.740000,15.110000,64.220000,7.890000,0.000000,24.640000,12.17,30.83,21,69.34,225,41.33,41.26,7,45,30.83,34.66,7,6.67,30.84,100.728408,44.02,12.17

57,14:00-14:15,271.520000,27.030000,225.830000,115.890000,10.410000,24.640000,12.810000,55.920000,12.810000,13.120000,64.220000,9.470000,0.000000,24.640000,12.84,30.83,22.5,70.67,225,42.67,26.57,7.5,45,30.83,35.33,7.5,6.67,30.84,99.918992,44.02,12.84

58,14:15-14:30,271.520000,27.030000,225.830000,115.890000,10.410000,24.640000,12.500000,55.920000,12.500000,12.820000,64.220000,9.470000,0.000000,24.640000,13.51,30.83,22.5,70.67,225,45,25.66,7.5,45,30.83,35.33,7.5,6.67,30.84,98.758504,44.02,13.51

59,14:30-14:45,271.520000,27.030000,261.240000,115.890000,10.410000,24.640000,12.090000,50.200000,12.090000,12.400000,65.260000,9.470000,0.000000,24.640000,14.51,30.83,22.5,66,225,70.67,26.31,7.5,45,30.83,33,7.5,6.67,30.84,93.970272,44.02,14.51

60,14:45-15:00,271.520000,27.030000,261.240000,115.890000,10.410000,24.640000,11.570000,50.200000,11.570000,11.850000,65.260000,9.470000,0.000000,24.640000,15.17,30.83,22.5,65.34,125.3,68.67,26.78,7.5,25.06,30.83,32.66,7.5,6.67,30.84,88.918736,44.02,15.17

61,15:00-15:15,271.520000,27.030000,261.240000,115.890000,0.000000,24.640000,11.170000,50.200000,11.170000,11.460000,65.260000,9.930000,0.000000,24.640000,15.73,30.83,22.5,61.34,129.47,66.9,27.14,7.5,25.89,30.83,30.66,7.5,7.09,30.84,87.5242,44.02,15.73

62,15:15-15:30,271.520000,27.030000,261.240000,115.890000,0.000000,24.640000,10.480000,50.200000,10.480000,10.740000,65.260000,9.930000,0.000000,24.640000,21.83,30.83,22.79,57.34,133.63,63.51,27.28,7.59,26.73,30.83,28.66,7.6,7.35,30.84,81.594984,44.02,21.83

63,15:30-15:45,271.520000,26.070000,261.240000,115.890000,0.000000,24.640000,9.770000,79.160000,9.770000,10.020000,65.260000,11.920000,0.000000,24.640000,23.45,30.83,30.17,54,137.8,59.91,0,10.06,27.56,30.83,27,10.06,9.29,30.84,76.153368,44.02,23.45

64,15:45-16:00,271.520000,26.070000,261.240000,115.890000,0.000000,24.640000,9.110000,101.130000,9.110000,9.340000,65.260000,11.920000,0.000000,24.640000,22.86,30.83,30.22,52,91.97,56.04,0,10.07,18.39,30.83,26,10.07,9.06,30.84,70.487456,44.02,22.86

65,16:00-16:15,271.520000,28.000000,261.240000,115.890000,0.000000,24.640000,8.360000,101.130000,8.360000,8.570000,65.260000,11.920000,0.000000,24.640000,22.16,30.83,30.42,50,87.8,53.33,0,10.13,17.56,30.83,25,10.14,8.78,30.84,64.3632,44.02,22.16

66,16:15-16:30,271.520000,28.000000,261.240000,115.890000,0.000000,24.640000,7.560000,101.130000,7.560000,7.750000,65.260000,11.920000,0.000000,24.640000,21.93,30.83,30.1,45.34,84.67,50.67,0,10.05,16.93,30.83,22.66,10.03,8.69,30.84,57.82936,44.02,21.93

67,16:30-16:45,271.520000,28.000000,261.240000,115.890000,0.000000,24.640000,6.590000,101.130000,6.590000,6.750000,65.260000,11.920000,0.000000,24.640000,13.42,30.83,28.07,44.67,82.83,47,0,9.35,16.57,30.83,22.33,9.36,6.67,30.84,50.827424,44.02,13.42

68,16:45-17:00,271.520000,28.000000,261.240000,115.890000,0.000000,24.640000,5.770000,101.130000,5.770000,5.920000,65.260000,11.920000,0.000000,24.640000,13.52,33,22.5,43.34,80.08,41.07,0,7.5,16.02,33,21.66,7.5,6.67,25,44.361848,44.02,13.52

69,17:00-17:15,271.520000,28.960000,261.240000,115.890000,10.410000,24.640000,4.890000,101.130000,4.890000,5.010000,74.030000,11.920000,0.000000,24.640000,13.52,33,22.5,40.67,71.13,35.2,0,7.5,14.23,33,20.33,7.5,6.67,20,37.828008,44.02,13.52

70,17:15-17:30,271.520000,28.960000,261.240000,115.890000,10.410000,24.640000,4.030000,101.130000,4.030000,4.130000,74.030000,11.920000,0.000000,24.640000,13.64,32.77,22.5,38.67,92.66,29.77,12.5,7.5,18.53,25,19.33,7.5,6.67,15,31.274664,44.02,13.64

71,17:30-17:45,271.520000,28.960000,261.240000,115.890000,10.410000,24.640000,3.240000,101.130000,3.240000,3.320000,74.030000,11.920000,0.000000,24.640000,13.68,21.16,22.5,36,75.38,24.27,10.56,7.5,15.08,15,18,7.5,6.67,8.74,24.72132,44.02,13.68

72,17:45-18:00,271.520000,28.960000,261.240000,115.890000,10.410000,24.640000,2.420000,101.130000,2.420000,2.470000,74.030000,11.920000,0.000000,24.640000,13.68,11.04,22.5,29.33,59.04,19.17,8.58,7.5,11.81,10,14.67,7.5,6.67,2.7,18.411776,44.02,13.68

73,18:00-18:15,271.520000,28.960000,261.240000,115.890000,10.410000,24.640000,1.660000,101.130000,1.660000,1.710000,74.030000,11.920000,0.000000,24.640000,13.74,0,22.79,22.67,45.77,14.43,6.65,7.59,9.15,0,11.33,7.6,6.67,0,13.94536,44.02,13.74

74,18:15-18:30,271.520000,28.960000,261.240000,115.890000,10.410000,24.640000,1.230000,101.130000,1.230000,1.260000,74.030000,11.920000,0.000000,24.640000,13.73,0,27.67,18.67,33.57,10.47,4.85,9.24,6.71,0,9.33,9.22,7.27,0,8.298952,44.02,13.73

75,18:30-18:45,271.520000,29.930000,261.240000,115.890000,10.410000,24.640000,0.600000,101.130000,0.600000,0.610000,74.030000,11.920000,0.000000,24.640000,13.56,0,25.64,14,23.86,6.4,3.65,8.54,4.77,0,7,8.55,8.22,0,2.82808,44.02,13.56

76,18:45-19:00,271.520000,29.930000,261.240000,115.890000,10.410000,24.640000,0.130000,101.130000,0.130000,0.130000,74.030000,11.920000,0.000000,24.640000,13.79,0,26.27,8.67,16.03,0.33,2.42,8.76,3.2,0,4.33,8.76,8.33,0,0.721648,44.02,13.79

77,19:00-19:15,271.520000,29.930000,261.240000,115.890000,10.410000,15.340000,0.080000,101.130000,0.080000,0.080000,74.030000,11.920000,0.000000,15.340000,13.68,0,28.94,6,9.62,0.03,1.34,9.64,1.92,0,3,9.65,8.35,0,0,44.02,13.68

78,19:15-19:30,271.520000,29.930000,261.240000,115.890000,10.410000,15.340000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,15.340000,13.55,0,30.22,3.33,4.08,0,0.22,10.07,0.82,0,1.67,10.07,8.72,0,0,44.02,13.55

79,19:30-19:45,271.520000,29.930000,261.240000,115.890000,10.410000,15.340000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,15.340000,14.02,0,27.51,0.67,0.47,0,0,9.17,0.09,0,0.33,9.17,7.94,0,0,44.02,14.02

80,19:45-20:00,271.520000,29.930000,261.240000,115.890000,10.410000,10.510000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,10.510000,15.46,0,28.87,0,0,0,0,9.63,0,0,0,9.62,8.33,0,0,44.02,15.46

81,20:00-20:15,271.520000,29.930000,261.240000,115.890000,10.330000,10.510000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,10.510000,33.34,0,38.57,0,0,0,0,12.85,0,0,0,12.86,11.42,0,0,44.02,33.34

82,20:15-20:30,271.520000,29.930000,261.240000,115.890000,10.330000,10.510000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,10.510000,32.87,0,39.28,0,0,0,0,13.1,0,0,0,13.09,11.95,0,0,44.02,32.87

83,20:30-20:45,271.520000,29.930000,261.240000,115.890000,10.330000,10.510000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,10.510000,31.78,0,39.84,0,0,0,0,13.28,0,0,0,13.28,12.09,0,0,44.02,31.78

84,20:45-21:00,271.520000,29.930000,261.240000,115.890000,10.330000,10.510000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,10.510000,21.45,0,40.17,0,0,0,0,13.4,0,0,0,13.39,12.42,0,0,44.02,21.45

85,21:00-21:15,271.520000,29.930000,261.240000,115.890000,10.330000,10.510000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,10.510000,21.89,0,25.09,0,0,0,0,8.37,0,0,0,8.36,7.18,0,0,44.02,21.89

86,21:15-21:30,271.520000,31.860000,261.240000,115.890000,10.330000,10.510000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,10.510000,21.27,0,25.67,0,0,0,0,8.55,0,0,0,8.56,7.19,0,0,44.02,21.27

87,21:30-21:45,271.520000,31.860000,261.240000,115.890000,10.330000,22.400000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,22.400000,21.84,0,26.11,0,0,0,0,8.71,0,0,0,8.7,7.33,0,0,44.02,21.84

88,21:45-22:00,271.520000,31.860000,261.240000,115.890000,10.330000,22.400000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,22.400000,21.97,0,27.5,0,0,0,0,9.17,0,0,0,9.16,7.42,0,0,44.02,21.97

89,22:00-22:15,271.520000,30.890000,261.240000,115.890000,10.330000,22.400000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,22.400000,13.67,0,22,0,0,0,0,7.34,0,0,0,7.33,6.67,0,0,44.02,13.67

90,22:15-22:30,271.520000,30.890000,261.240000,115.890000,10.330000,22.400000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,22.400000,13.67,0,22,0,0,0,0,7.34,0,0,0,7.33,6.67,0,0,44.02,13.67

91,22:30-22:45,271.520000,30.890000,261.240000,115.890000,10.410000,22.400000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,22.400000,13.67,0,22,0,0,0,0,7.34,0,0,0,7.33,6.67,0,0,44.02,13.67

92,22:45-23:00,271.520000,31.860000,261.240000,115.890000,10.410000,22.400000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,22.400000,13.67,0,22,0,0,0,0,7.34,0,0,0,7.33,6.67,0,0,44.02,13.67

93,23:00-23:15,271.520000,31.860000,261.240000,115.890000,10.410000,22.400000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,22.400000,13.67,0,22,0,0,0,0,7.34,0,0,0,7.33,6.67,0,0,44.02,13.67

94,23:15-23:30,271.520000,31.860000,261.240000,115.890000,10.410000,22.400000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,22.400000,13.67,0,22,0,0,0,0,7.34,0,0,0,7.33,6.67,0,0,44.02,13.67

95,23:30-23:45,271.520000,31.860000,261.240000,115.890000,10.410000,22.400000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,22.400000,13.67,0,22,0,0,0,0,7.34,0,0,0,7.33,6.67,0,0,44.02,13.67

96,23:45-24:00,271.520000,31.860000,261.240000,115.890000,10.410000,22.400000,0.000000,101.130000,0.000000,0.000000,74.030000,11.920000,0.000000,22.400000,13.67,0,22,0,0,0,0,7.34,0,0,0,7.33,6.67,0,0,44.02,13.67

