Block,Time,RAMPUR,UNCHAHAR3,CHAMERA2,ANTA_CRF,TANDA2,URI,UNCHAHAR4,ANTA_RF,DADRI_LF,ANTA_LF,KOLDAM,AURY_CRF,KOTESHWR,CHAMERA3,KISHANGANGA,RIHAND2,RIHAND3,DHAULIGNGA,RIHAND1,TANAKPUR,AURY_GF,UNCHAHAR1,NAPP,RAPPB,DADRI_RF,JHAJJAR,URI2,AURY_RF,DADRT2,DULHASTI,SEWA2,SINGRAULI,DADRI_GF,PARBATI3,AURY_LF,NJPC,CHAMERA1,ANTA_GF,SINGRAULI_HYDRO,UNCHAHAR2,TEHRI,SALAL,RAPPC,BSIUL,DADRI_CRF,FSTPP I & II,SASAN,KUDGI,BRBCL,KHSTPP-I,TALA,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
16,03:45-04:00,1.710148,13.857062,40.524901,0.000000,0.684528,50.227584,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,229.414859,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,31.112195,0.000000,154.897106,41.294880,0.000000,1.034565,21.560589,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,29.04,11.170236,21.296000,10.387608,108.668454,0,0,0,0,0

17,04:00-04:15,1.710148,13.857062,40.524901,0.000000,0.684528,45.418560,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,21.560589,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,29.04,11.170236,21.296000,10.387608,108.668454,0,0,0,0,0

18,04:15-04:30,1.710148,13.857062,40.524901,0.000000,0.684528,45.418560,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,21.560589,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,29.04,11.170236,21.296000,10.387608,108.668454,0,0,0,0,0

19,04:30-04:45,1.710148,13.857062,40.524901,0.000000,0.684528,45.418560,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,11.780076,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,6.481707,0.000000,154.897106,41.294880,0.000000,1.034565,21.560589,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,29.04,11.170236,21.296000,10.387608,95.486149,0,0,0,0,0

20,04:45-05:00,1.710148,13.857062,40.524901,0.000000,0.684528,45.418560,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,11.780076,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,16.204269,0.000000,154.897106,41.294880,0.000000,1.034565,21.560589,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,29.04,11.170236,21.296000,10.387608,90.786590,0,0,0,0,0

21,05:00-05:15,1.710148,13.857062,40.524901,0.000000,0.684528,45.418560,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,11.780076,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,18.148780,0.000000,154.897106,41.294880,0.000000,1.034565,21.560589,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,29.04,11.170236,21.296000,10.387608,90.786590,0,0,0,0,0

22,05:15-05:30,1.710148,13.857062,40.524901,0.000000,0.684528,45.418560,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,66.600837,0.000000,154.897106,41.294880,0.000000,1.034565,21.560589,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,29.04,11.170236,21.296000,10.387608,90.786590,0,0,0,0,0

23,05:30-05:45,1.710148,13.857062,40.524901,0.000000,0.684528,45.418560,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,66.600837,0.000000,154.897106,41.294880,0.000000,1.034565,21.560589,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,29.04,11.170236,17.822332,10.387608,108.668454,0,0,0,0,0

24,05:45-06:00,1.710148,13.857062,40.524901,0.000000,0.684528,45.418560,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,66.600837,0.000000,154.897106,41.294880,0.000000,1.034565,21.560589,0.000000,64.114512,53.424540,19.032235,0.000000,15.845482,405.369360,29.04,11.170236,17.822332,10.387608,108.668454,0,0,0,0,0

25,06:00-06:15,1.710148,13.342013,40.524901,0.000000,0.134653,45.418560,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,228.554475,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,66.600837,0.000000,154.897106,41.294880,0.000000,1.034565,19.382168,0.000000,64.114512,53.424540,19.032235,0.000000,15.845482,405.369360,29.04,11.170236,17.822332,10.387608,108.668454,0,0,0,0,0

26,06:15-06:30,1.710148,13.342013,40.524901,0.000000,0.679642,50.227584,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,228.554475,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,66.600837,0.000000,154.897106,41.294880,0.000000,1.034565,19.382168,0.000000,64.114512,53.424540,19.032235,0.000000,15.845482,405.369360,29.04,11.170236,17.822332,10.387608,108.668454,0,0,0,0,0

27,06:30-06:45,1.710148,13.342013,40.524901,0.000000,0.679642,50.227584,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,228.554475,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,66.600837,0.000000,154.897106,41.294880,0.000000,1.034565,19.382168,0.000000,64.114512,53.424540,19.032235,0.000000,15.845482,405.369360,33.88,11.170236,17.822332,10.387608,108.668454,0,0,0,0,0

28,06:45-07:00,1.710148,13.342013,40.524901,0.000000,0.679642,45.418560,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,228.554475,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,19.382168,0.000000,64.114512,53.424540,19.032235,0.000000,15.845482,405.369360,33.88,11.170236,17.822332,10.387608,108.668454,0,0,0,0,0

29,07:00-07:15,1.710148,13.342013,40.524901,0.000000,0.679642,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,11.780076,0.000000,8.731360,40.332031,0.000000,0.000000,228.554475,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,15.123521,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,33.88,11.170236,11.616000,10.387608,91.135070,0,0,0,0,0

30,07:15-07:30,1.710148,13.342013,40.524901,0.000000,0.679642,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,11.780076,0.000000,8.731360,40.332031,0.000000,0.000000,228.554475,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,15.123521,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,33.88,11.170236,11.616000,10.387608,91.135070,0,0,0,0,0

31,07:30-07:45,1.710148,13.383992,40.524901,0.000000,0.679642,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,11.780076,0.000000,8.731360,40.332031,0.000000,0.000000,230.839219,32.396071,0.000000,180.949463,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,19.382168,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,46.46,11.170236,11.616000,10.387608,91.135070,0,0,0,0,0

32,07:45:08:00,1.710148,13.383992,40.524901,0.000000,0.679642,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,230.839219,32.396071,0.000000,180.949463,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,19.382168,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,55.18,11.170236,11.616000,10.387608,91.135070,0,0,0,0,0

33,08:00-08:15,1.710148,13.383992,40.524901,0.000000,0.679642,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,230.839219,32.396071,0.000000,180.949463,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,20.324240,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,47.64,11.170236,11.616000,10.387608,91.135070,0,0,0,0,0

34,08:15-08:30,1.710148,13.383992,40.524901,0.000000,0.679642,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,230.839219,32.396071,0.000000,180.949463,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,20.324240,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,59.25,11.170236,11.616000,10.387608,91.135070,0,0,0,0,0

35,08:30-08:45,1.710148,13.439636,40.524901,0.000000,0.683922,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,230.839219,32.396071,0.000000,180.949463,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,20.324240,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,70.87,11.170236,11.616000,12.806640,108.668454,0,0,0,0,0

36,08:45:09:00,1.710148,13.439636,40.524901,0.000000,0.683922,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,230.839219,32.396071,0.000000,180.949463,50.323618,16.058021,137.456000,0.000000,19.445122,0.000000,154.897106,41.294880,0.000000,1.034565,20.324240,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,70.87,11.170236,11.616000,12.806640,108.668454,0,0,0,0,0

37,09:00:09:15,1.710148,13.185292,40.524901,0.000000,0.683090,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,11.780076,0.000000,8.731360,40.332031,0.000000,0.000000,230.839219,32.396071,0.000000,180.769627,50.323618,16.058021,137.456000,0.000000,32.408535,0.000000,154.897106,41.294880,0.000000,1.034565,18.818795,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,74.74,11.170236,11.616000,14.229600,108.668454,0,0,0,0,0

38,09:15-09:30,1.710148,13.185292,40.524901,0.000000,0.683090,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,11.780076,0.000000,8.731360,40.332031,0.000000,0.000000,230.839219,32.396071,0.000000,180.769627,50.323618,16.058021,137.456000,0.000000,32.408535,0.000000,154.897106,41.294880,0.000000,1.034565,18.818795,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,87.32,11.170236,11.616000,14.229600,108.668454,0,0,0,0,0

39,09:30-09:45,1.710148,13.734110,40.524901,0.000000,0.687915,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,232.589935,32.396071,0.000000,180.769627,50.323618,16.058021,137.456000,0.000000,32.408535,0.000000,154.897106,41.294880,0.000000,1.034565,21.199405,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,98.77,11.170236,11.616000,14.229600,108.668454,0,0,0,0,0

40,09:45-10:00,1.710148,13.734110,40.524901,0.000000,0.687915,44.884224,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,7.440048,0.000000,8.731360,40.332031,0.000000,0.000000,232.589935,32.396071,0.000000,180.769627,50.323618,16.058021,137.456000,0.000000,32.408535,0.000000,154.897106,41.294880,0.000000,1.034565,21.199405,0.000000,64.114512,53.424540,19.032235,0.000000,10.749446,405.369360,106.27,11.170236,11.616000,14.229600,108.668454,0,0,0,0,0

41,10:00-10:15,1.710148,13.901756,40.524901,0.000000,0.688735,44.349888,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,9.920064,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.326937,50.323618,16.058021,137.456000,0.000000,32.408535,0.000000,154.897106,41.294880,0.000000,1.034565,22.180757,0.000000,64.114512,53.424540,19.032235,0.000000,14.970604,405.369360,111.89,11.170236,11.616000,14.229600,142.795004,0,0,0,0,0

42,10:15-10:30,1.710148,13.901756,40.524901,0.000000,0.688735,44.349888,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,9.920064,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.949463,50.323618,16.058021,137.456000,0.000000,32.408535,0.000000,154.897106,41.294880,0.000000,1.034565,22.180757,0.000000,64.114512,53.424540,19.032235,0.000000,14.970604,405.369360,115.64,11.170236,11.616000,14.229600,142.795004,0,0,0,0,0

43,10:30-10:45,1.710148,13.857062,40.524901,0.000000,0.688735,44.349888,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,9.920064,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.949463,50.323618,16.058021,137.456000,0.000000,32.408535,0.000000,154.897106,41.294880,0.000000,1.034565,22.180757,0.000000,44.992640,53.424540,19.032235,0.000000,14.970604,405.369360,118.44,11.170236,11.616000,14.229600,124.642100,0,0,0,0,0

44,10:45-11:00,1.710148,13.857062,40.524901,0.000000,0.684528,44.349888,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,9.920064,0.000000,8.731360,40.332031,0.000000,0.000000,230.817836,32.396071,0.000000,180.944198,50.323618,16.058021,137.456000,0.000000,32.408535,0.000000,154.897106,41.294880,0.000000,1.034565,22.180757,0.000000,44.992640,53.424540,19.032235,0.000000,14.970604,405.369360,119.38,11.170236,11.616000,14.229600,124.642100,0,0,0,0,0

45,11:00-11:15,1.710148,13.890157,40.524901,0.000000,0.707007,44.349888,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.333760,9.920064,0.000000,8.731360,40.332031,0.000000,0.000000,232.589935,32.396071,0.000000,180.944198,50.323618,16.058021,137.456000,0.000000,32.408535,0.000000,154.897106,41.294880,0.000000,1.034565,22.180757,0.000000,44.992640,53.424540,19.032235,0.000000,14.970604,405.369360,127.07,11.170236,11.616000,15.652560,124.642100,0,0,0,0,0

46,11:15-11:30,1.710148,13.890157,40.524901,0.000000,0.707007,44.349888,0.078408,0.000000,0.000000,0.000000,2.594839,0.000000,7.973913,29.595238,2.114555,115.763120,121.285842,37.147370,90.302397,9.920064,0.000000,8.731360,40.332031,0.000000,0.000000,232.589935,32.396071,0.000000,180.944198,50.323618,16.058021,137.456000,0.000000,32.408535,0.000000,154.897106,41.294880,0.000000,1.034565,24.269309,0.000000,44.992640,53.424540,19.032235,0.000000,14.970604,405.369360,128.01,11.170236,16.730323,15.652560,124.642100,0,0,0,0,0

