Block,Time,CHAMERA3,KKNPPU2,MAPS,RAPPB,TelanganaSTPP,URI2,KOLDAM,NLCTS2EXP,PARBATI3,RAPPC,RIHAND3,SINGRAULI,TEHRI,CHAMERA1,KHSTPP-I,KKNP,KOTESHWR,RSTPSU7,TALA,TANAKPUR,URI,DADRI_RF,BRBCL,BSIUL,FSTPP I & II,JHAJJAR,KISHANGANGA,SIMHST1,SIMHST2,TANDA2,ANTA_LF,DADRT2,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NNTPP,RIHAND2,SINGRAULI_HYDRO,UNCHAHAR2,DADRI_CRF,DHAULIGNGA,DULHASTI,KGSU1AND2,KHSTPP-II,KUDGI,NAPP,UNCHAHAR1,UNCHAHAR4,ANTA_RF,AURY_GF,AURY_LF,DADRI_GF,DADRI_LF,CHAMERA2,RSTPSU1TO6,SASAN,UNCHAHAR3,VALLURNTECL,ANTA_CRF,AURY_CRF,AURY_RF,KGSU3AND4,NTPL,RAMPUR,RIHAND1,SALAL,SEWA2,TALST2,ANTA_GF
64,15:45-16:00,0,0,0,0,0,26.9,0,0,0,25.89,62.16,127.5,23.44,0,45.53,0,8.87,0,0,1.54,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,20.85,0,40.95,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

65,16:00-16:15,0,0,0,0,0,24.21,0,0,0,25.89,62.16,127.5,35.15,13.99,45.53,0,8.87,0,0,1.54,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,20.85,0,40.95,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

66,16:15-16:30,0,0,0,0,0,24.21,0,0,0,25.89,62.16,127.5,35.15,13.99,45.53,0,8.87,0,0,1.54,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,18.94,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,20.85,0,40.95,0,0,0,0,0,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

67,16:30-16:45,0,0,0,0,0,26.9,0,0,0,25.89,62.16,127.5,35.15,28.09,45.53,0,8.87,0,0,1.54,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,18.94,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,20.85,0,40.74,0,0,0,0,4,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

68,16:45-17:00,9.68,0,0,0,0,26.9,0,0,0,25.89,62.16,127.5,35.15,28.09,45.53,0,8.87,0,0,1.54,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,45.26,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,20.85,0,40.74,0,0,0,0,13.17,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

69,17:00-17:15,9.68,0,0,0,0,26.9,0,0,0,25.89,62.16,133.5,46.87,42.15,45.53,0,8.87,0,0,1.54,39.75,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,69.41,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,40.74,0,0,0,0,13.17,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

70,17:15-17:30,19.35,0,0,0,0,26.9,0,0,0,25.89,62.16,139.69,46.87,42.15,45.53,0,17.75,0,0,1.54,39.75,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,69.41,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,40.74,0,0,0,0,26.34,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,10.53,0,0

71,17:30-17:45,29.06,0,0,0,0,26.9,0,0,0,25.89,62.16,139.69,46.87,42.15,45.53,0,39.05,0,0,1.54,39.75,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,93.28,0,0,0,0,118.76,0.75,42.39,0,18.27,49.43,0,148.3,0,20.19,20.85,0,41.48,0,0,0,0,39.51,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

72,17:45-18:00,29.06,0,0,0,0,26.9,0,0,0,25.89,62.16,139.69,46.87,42.15,45.53,0,39.05,0,0,1.54,39.75,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,93.56,0,0,0,0,118.76,0.75,42.39,0,27.41,49.43,0,148.3,0,20.19,20.85,0,41.37,0,0,0,0,39.51,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

73,18:00-18:15,29.06,0,0,0,0,26.9,0,0,0,25.89,62.16,139.69,46.87,42.15,45.53,0,39.05,0,0,1.54,36.43,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,116.95,0,0,0,0,118.76,0.75,42.39,0,27.41,49.43,0,148.3,0,20.19,20.85,0,42,0,0,0,0,39.51,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

74,18:15-18:30,29.06,0,0,0,0,26.9,0,0,0,25.89,62.16,139.69,46.87,42.15,45.53,0,39.05,0,0,1.54,36.43,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,140.35,0,0,0,0,118.76,0.75,42.39,0,27.41,49.43,0,148.3,0,20.19,20.85,0,42,0,0,0,0,39.51,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

75,18:30-18:45,29.06,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,46.87,42.15,45.53,0,39.05,0,0,1.54,36.43,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,140.35,0,0,0,0,118.76,0.75,42.39,0,27.41,49.43,0,148.3,0,20.19,20.85,0,42,0,0,0,0,39.51,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

76,18:45-19:00,29.06,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,46.87,42.15,45.53,0,39.05,0,0,1.03,36.43,59.73,20,19.56,18.2,434.65,0,0,0,0,0,683.14,116.95,0,0,0,0,118.76,0.75,42.39,0,18.27,49.43,0,148.3,0,20.19,20.85,0,42,0,0,0,0,39.51,0,400.5,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

77,19:00-19:15,19.35,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,46.87,28.09,45.53,0,17.75,0,0,1.03,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,93.56,0,0,0,0,118.76,0.75,42.39,0,18.27,49.43,0,148.3,0,20.19,20.85,0,42,0,0,0,0,39.51,0,390.38,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

78,19:15-19:30,9.68,0,0,0,0,29.6,0,0,3.82,25.89,62.16,139.69,35.15,28.09,45.53,0,8.87,0,0,1.03,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,70.17,0,0,0,0,118.76,0.75,42.39,0,18.27,49.43,0,148.3,0,20.19,20.85,0,42.21,0,0,0,0,39.51,0,390.38,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

79,19:30-19:45,9.68,0,0,0,0,29.6,0,0,16.54,25.89,62.16,139.69,35.15,28.09,45.53,0,8.87,0,0,1.03,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,46.78,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.21,0,0,0,0,26.34,0,390.38,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

80,19:45-20:00,9.68,0,0,0,0,29.6,0,0,16.54,25.89,62.16,139.69,35.15,13.99,45.53,0,8.87,0,0,1.03,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,19.7,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.21,0,0,0,0,13.17,0,390.38,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

81,20:00-20:15,9.68,0,0,0,0,29.6,0,0,16.54,25.89,62.16,139.69,35.15,13.99,45.53,0,8.87,0,0,1.03,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.21,0,0,0,0,13.17,0,390.38,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

82,20:15-20:30,9.68,0,0,0,0,29.6,0,0,16.54,25.89,62.16,139.69,35.15,13.69,45.53,0,8.87,0,0,1.03,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.21,0,0,0,0,13.17,0,390.38,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

83,20:30-20:45,9.68,0,0,0,0,29.6,0,0,3.82,25.89,62.16,139.69,35.15,11.85,45.53,0,8.87,0,0,1.03,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.52,0,0,0,0,13.17,0,390.38,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

84,20:45-21:00,9.68,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,23.44,11.85,45.53,0,8.87,0,0,1.03,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.52,0,0,0,0,13.17,0,390.38,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

85,21:00-21:15,9.68,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,23.44,11.85,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.52,0,0,0,0,13.17,0,390.38,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

86,21:15-21:30,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,23.44,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.52,0,0,0,0,13.17,0,390.38,26.4,0,0,0,69.51,0,0,0,92,13.36,15.81,0,0

87,21:30-21:45,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,23.44,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.52,0,0,0,0,0,0,390.38,26.4,0,0,0,69.51,0,0,0,92,26.73,6.08,0,0

88,21:45-22:00,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,23.44,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.52,0,0,0,0,0,0,390.38,26.4,0,0,0,69.51,0,0,0,92,26.73,0,0,0

89,22:00-22:15,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,23.44,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.73,0,0,0,0,0,0,390.38,26.4,0,0,0,69.51,0,0,0,92,26.73,0,0,0

90,22:15-22:30,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,23.44,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,9.14,32.96,0,148.3,0,20.19,20.85,0,42.73,0,0,0,0,0,0,390.38,26.4,0,0,0,69.51,0,0,0,92,26.73,0,0,0

91,22:30-22:45,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,11.4,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,32.96,0,148.3,0,20.19,20.85,0,42.73,0,0,0,0,0,0,390.38,26.4,0,0,0,69.51,0,0,0,92,26.73,0,0,0

92,22:45-23:00,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,11.4,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,32.96,0,148.3,0,20.19,20.85,0,42.73,0,0,0,0,0,0,390.38,26.4,0,0,0,69.51,0,0,0,92,26.73,0,0,0

93,23:00-23:15,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,11.4,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,20.85,0,42.73,0,0,0,0,0,0,390.38,26.4,0,0,0,69.51,0,0,0,92,40.09,0,0,0

94,23:15-23:30,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,11.4,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,20.85,0,42.73,0,0,0,0,0,0,390.38,26.4,0,0,0,69.51,0,0,0,92,40.09,0,0,0

95,23:30-23:45,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,11.4,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,20.85,0,42.73,0,0,0,0,0,0,390.38,26.4,0,0,0,69.51,0,0,0,92,40.09,0,0,0

96,23:45-24:00,0,0,0,0,0,29.6,0,0,0,25.89,62.16,139.69,11.4,0,45.53,0,8.87,0,0,0.51,36.43,59.73,20,6.52,18.2,434.65,0,0,0,0,0,683.14,0,0,0,0,0,118.76,0.75,42.39,0,0,16.48,0,148.3,0,20.19,20.85,0,42.73,0,0,0,0,0,0,390.38,26.4,0,0,0,69.51,0,0,0,92,40.09,0,0,0

