Block,Time,KGSU1AND2,KOLDAM,NAPP,NTPL,RIHAND3,RSTPSU7,UNCHAHAR3,URI2,AURY_GF,AURY_LF,FSTPP I & II,KHSTPP-I,KUDGI,NJPC,NLCEXP,NLCTS2EXP,RIHAND2,SASAN,SINGRAULI,ANTA_CRF,ANTA_GF,BRBCL,CHAMERA2,MAPS,RAPPC,SIMHST1,TelanganaSTPP,KHSTPP-II,KISHANGANGA,KOTESHWR,SINGRAULI_HYDRO,TANDA2,TEHRI,UNCHAHAR2,UNCHAHAR4,URI,CHAMERA1,DHAULIGNGA,JHAJJAR,KGSU3AND4,RAPPB,RSTPSU1TO6,SEWA2,TALA,UNCHAHAR1,DADRI_GF,DULHASTI,KKNP,NNTPP,PARBATI3,SIMHST2,AURY_CRF,AURY_RF,KKNPPU2,SALAL,TALST2,ANTA_LF,DADRI_CRF,DADRI_LF,BSIUL,CHAMERA3,DADRT2,NLCIIST1,NLCIIST2,RAMPUR,RIHAND1,TANAKPUR,VALLURNTECL,ANTA_RF,DADRI_RF
65,16:00-16:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.32,0,20,0,0,53.93,0,0,148.3,0,8.87,0.56,0,44.61,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,27.89,0,0,92.62,0,0,0,683.14,0,0,0,92,0.25,0,0,0

66,16:15-16:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,104.15,42.32,0,20,0,0,53.93,0,0,148.3,0,8.87,0.56,0,44.61,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,0,0,0,0,0,53.75,0,0,4.65,0,0,92.62,0,0,0,683.14,0,0,0,92,0.25,0,0,0

67,16:30-16:45,0,0,43.89,0,69.92,0,26.4,4.31,0,0,18.76,33.69,0,20.84,0,0,118.76,418.77,104.15,42.32,0,20,0,0,53.93,0,0,148.3,0,8.87,0.56,0,44.61,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.25,0,0,0

68,16:45-17:00,0,0,43.89,0,79.14,0,26.4,4.31,0,0,18.76,33.69,0,41.67,0,0,118.76,418.77,104.15,42.32,0,20,0,0,53.93,0,0,148.3,0,8.87,0.56,0,44.61,42.39,0,1.33,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.25,0,0,0

69,17:00-17:15,0,0,43.89,0,88.38,0,26.4,4.31,0,0,18.76,33.69,0,62.51,0,0,118.76,418.77,104.15,42.63,0,20,0,0,53.93,0,0,148.3,0,17.75,0.56,0,59.47,42.39,0,1.33,0,7.92,434.65,0,0,0,0,0,10.28,0,32.96,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0.25,0,0,0

70,17:15-17:30,0,0,43.89,0,93.66,0,26.4,4.31,0,0,18.76,33.69,0,83.33,0,0,118.76,418.77,104.15,42.95,0,20,3.74,0,53.93,0,0,148.3,0,26.62,0.56,0,59.47,42.39,0,1.33,13.24,16.11,434.65,0,0,0,0,0,10.28,0,49.43,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,2.2,1.27,683.14,0,0,0,92,0.25,0,0,0

71,17:30-17:45,0,0,43.89,0,93.66,0,26.4,4.31,0,0,18.76,33.69,0,116.95,0,0,118.76,418.77,104.15,43.47,0,20,39.51,0,53.93,0,0,148.3,0,39.05,0.56,0,59.47,42.39,0,1.33,24.09,27.41,434.65,0,0,0,7.9,0,10.28,0,49.43,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,0,0,0,0

72,17:45-18:00,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,116.95,0,0,118.76,418.77,104.15,43.47,0,20,39.51,0,53.93,0,0,148.3,0,39.05,0.56,0,59.47,42.39,0,1.33,24.09,27.41,434.65,0,0,0,7.9,0,10.28,0,49.43,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,0,0,0,0

73,18:00-18:15,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,116.95,0,0,118.76,418.77,119.16,43.47,0,20,39.51,0,53.93,0,0,148.3,0,39.05,0.56,0,59.47,42.39,0,1.33,24.09,27.41,434.65,0,0,0,7.9,0,10.28,0,49.43,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,0,0,0,0

74,18:15-18:30,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,116.95,0,0,118.76,418.77,121.03,43.47,0,20,39.51,0,53.93,0,0,148.3,0,39.05,0.56,0,59.47,42.39,0,1.33,13.24,27.41,434.65,0,0,0,7.9,0,10.28,0,49.43,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,0,0,0,0

75,18:30-18:45,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,116.95,0,0,118.76,418.77,122.91,43.68,0,20,39.51,0,53.93,0,0,148.3,0,39.05,0.58,0,59.47,42.39,0,1.33,0,15.85,434.65,0,0,0,7.9,0,10.28,0,49.43,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,0,0,0,0

76,18:45-19:00,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,116.95,0,0,118.76,418.77,124.78,43.68,0,20,39.51,0,53.93,0,0,148.3,0,39.05,0.58,0,59.47,42.39,0,1.33,0,7.92,434.65,0,0,0,7.9,0,10.28,0,49.43,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,13.04,19.38,683.14,0,0,0,92,0,0,0,0

77,19:00-19:15,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,93.56,0,0,118.76,418.77,126.66,43.68,0,20,2.66,0,53.93,0,0,148.3,0,39.05,0.58,0,43.53,42.39,0,8.83,0,0,434.65,0,0,0,0,0,10.28,0,32.96,0,0,3.82,0,53.75,0,0,1.4,0,0,92.62,0,2.2,1.27,683.14,0,0,0,92,0,0,0,0

78,19:15-19:30,0,0,43.89,0,105.52,0,26.4,10.76,0,0,18.76,33.69,0,68.19,0,0,118.76,418.77,128.53,43.68,0,20,0,0,53.93,0,0,148.3,0,39.05,0.58,0,42.9,42.39,0,26.49,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

79,19:30-19:45,0,0,43.89,0,105.52,0,26.4,10.76,0,0,18.76,33.69,0,39.78,0,0,118.76,418.77,130.41,43.79,0,20,0,0,53.93,0,0,148.3,0,39.05,0.58,0,42.9,42.39,0,26.49,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

80,19:45-20:00,0,0,43.89,0,105.52,0,26.4,10.76,0,0,18.76,33.69,0,20.84,0,0,118.76,418.77,132.28,43.79,0,20,0,0,53.93,0,0,148.3,0,39.05,0.58,0,42.9,42.39,0,26.49,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

81,20:00-20:15,0,0,43.89,0,98.93,0,26.4,10.76,0,0,18.76,33.69,0,0,0,0,118.76,418.77,134.16,43.79,0,20,0,0,53.93,0,0,148.3,0,39.05,0.58,0,29.74,42.39,0,26.49,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

82,20:15-20:30,0,0,43.89,0,98.93,0,26.4,10.76,0,0,18.76,33.69,0,0,0,0,118.76,418.77,136.04,43.79,0,20,0,0,53.93,0,0,148.3,0,39.05,0.58,0,29.74,42.39,0,26.49,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

83,20:30-20:45,0,0,43.89,0,105.52,0,26.4,10.76,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,43.79,0,20,0,0,53.93,0,0,148.3,0,19.72,0.58,0,29.74,42.39,0,13.25,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,16.54,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

84,20:45-21:00,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,43.79,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,29.74,42.39,0,13.25,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,3.57,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

85,21:00-21:15,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,43.89,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,29.74,42.39,0,13.25,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

86,21:15-21:30,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,43.89,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,29.74,42.39,0,13.25,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

87,21:30-21:45,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,43.89,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,29.74,42.39,0,15.45,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

88,21:45-22:00,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,43.89,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,29.74,42.39,0,15.45,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

89,22:00-22:15,0,0,43.89,0,105.52,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,43.99,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,29.74,42.39,0,15.45,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,1.4,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

90,22:15-22:30,0,0,43.89,0,98.93,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,44.21,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,14.87,42.39,0,15.45,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,53.75,0,0,9.29,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

91,22:30-22:45,0,0,43.89,0,85.74,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,44.21,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,14.87,42.39,0,3.31,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,69.51,0,0,27.89,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

92,22:45-23:00,0,0,43.89,0,72.55,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,44.21,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,14.87,42.39,0,3.31,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,69.51,0,0,27.89,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

93,23:00-23:15,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,44.21,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,14.87,42.39,0,1.66,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,69.51,0,0,27.89,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

94,23:15-23:30,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,137.91,44.42,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,12.41,42.39,0,1.66,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,69.51,0,0,27.89,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

95,23:30-23:45,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,139.69,44.42,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,0,42.39,0,1.66,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,69.51,0,0,13.95,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

96,23:45-24:00,0,0,43.89,0,60.68,0,26.4,4.31,0,0,18.76,33.69,0,0,0,0,118.76,418.77,139.69,44.42,0,20,0,0,53.93,0,0,148.3,0,8.87,0.58,0,0,42.39,0,1.66,0,0,434.65,0,0,0,0,0,10.28,0,16.48,0,0,0,0,69.51,0,0,13.95,0,0,92.62,0,0,0,683.14,0,0,0,92,0,0,0,0

