Block,Time Block,ANTA_LF,AURY_GF,UNCHAHAR2,URI,ANTA_GF,AURY_CRF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,UNCHAHAR3,URI2,AURY_RF,DADRI_LF,DADRI_GF,DADRI_CRF,DADRI_RF,TANDA2,TelanganaSTPP,SIMHST2,TALA,SALAL,SEWA2,SINGRAULI,TEHRI,TANAKPUR,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,JHAJJAR,FSTPP I & II,DULHASTI,NAPP,NJPC,RSTPSU1TO6,NNTPP,RAPPC,NTPL,PARBATI3,RIHAND3,RSTPSU7,RAPPB,NLCEXP,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,DHAULIGNGA,KOLDAM,MAPS,KKNP,KOTESHWR,KISHANGANGA,KKNPPU2,KUDGI,DADRT2,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,KHSTPP-II,KHSTPP-I,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,23.4,33.91,0,0,5.84,0,0,0,0,0,16.57,30.62,0,0,0,0,0,0,0,0,0,25.66,0,128.13,21.77,0.24,391.42,0,0,0,227.9,8.34,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,0,0,0,19.2,94.56,29.02,0,0,0,0,0,0,0

63,15:30-15:45,0,0,22.37,33.91,0,0,5.84,0,0,0,0,0,14.61,30.62,0,0,0,0,0,0,0,0,0,25.66,0,128.13,21.77,0.24,391.42,0,0,0,227.9,8.34,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,0,0,0,19.2,94.56,29.02,0,0,0,0,0,0,0

64,15:45-16:00,0,0,22.37,33.91,0,0,5.84,0,0,0,0,0,14.61,30.62,0,0,0,0,0,0,0,0,0,25.66,10.11,128.13,22.26,0.24,391.42,0,0,0,227.9,9.13,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,303.44,0,0,0,0,19.2,122.68,37.66,0,0,0,0,0,0,0

65,16:00-16:15,0,0,22.37,33.91,0,0,5.83,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,25.66,10.11,128.13,33.37,0.24,391.42,0,0,0,227.9,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,357.26,0,0,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

66,16:15-16:30,0,0,22.37,33.91,0,0,5.83,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,25.66,10.11,128.13,33.37,0.24,391.42,0,0,0,227.9,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,13.43,0,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

67,16:30-16:45,0,0,22.37,33.38,0,0,5.82,0,0,0,0,0,13.94,30.62,0,0,0,0,0,0,0,0,0,25.66,15.17,128.13,33.37,0.24,391.42,0,0,0.74,227.9,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,361.03,26.96,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

68,16:45-17:00,0,0,35.07,33.38,0,0,6.19,0,0,0,0,0,21.84,30.62,0,0,0,0,0,0,0,0,0,25.66,15.17,128.13,33.37,0.24,391.42,0,0,0.74,229.39,11.23,15.82,19.47,22.45,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,80.43,0,0,0,0,0,0,8.51,0,0,0,361.03,26.96,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

69,17:00-17:15,0,0,35.07,33.38,0,0,8.03,0,0,0,0,0,21.84,30.62,0,0,0,0,0,0,0,0,0,25.66,15.17,128.13,44.02,0.24,391.42,0,0,0.74,248.45,11.23,15.82,19.47,22.45,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,84.27,0,0,8.77,0,0,0,8.51,0,0,0,409.02,40.46,6.26,0,3.84,19.2,142.34,43.7,0,0,0,0,0,0,0

70,17:15-17:30,0,0,35.07,33.38,0,0,8.03,0,0,0,0,0,21.84,30.62,0,0,0,0,0,0,0,0,0,25.66,15.17,128.13,44.02,0.24,391.42,0,0,0.74,248.45,11.23,31.64,19.47,44.9,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,17.54,0,0,0,17.04,0,0,0,457.01,40.46,6.26,12.22,25.28,19.2,142.34,43.7,0,0,0,0,0,0,0

71,17:30-17:45,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,31.89,0,0,0,0,0,0,0,0,0,12.82,15.17,133.19,44.02,0.24,391.42,0,0,0.74,304.12,11.23,47.44,19.47,67.35,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,502.02,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

72,17:45-18:00,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,31.89,0,0,0,0,0,0,0,0,0,12.82,15.17,134.07,44.02,0.24,391.42,0,0,0.74,361.71,11.23,47.44,19.47,89.8,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,579.26,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

73,18:00-18:15,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,31.89,0,0,0,0,0,0,0,0,0,12.82,15.17,134.07,44.02,0.24,391.42,0,0,0.74,390.5,11.23,47.44,19.47,112.25,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,627.25,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

74,18:15-18:30,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,31.89,0,0,0,0,0,0,0,0,0,12.82,15.17,134.07,44.02,0.24,391.42,0,0,0.74,416.68,11.23,47.44,19.47,134.71,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,655.68,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

75,18:30-18:45,0,0,40.69,38.15,0,0,8.77,0,0,0,0,0,25.34,31.89,0,0,0,0,0,0,0,0,0,12.82,15.17,134.07,44.02,0.24,391.42,0,0,0.74,417.18,11.23,47.44,19.47,134.71,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,655.68,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

76,18:45-19:00,0,0,40.69,38.15,0,0,8.77,0,0,0,0,0,25.34,31.89,0,0,0,0,0,0,0,0,0,12.82,15.17,134.07,44.02,0.24,391.42,0,0,0.74,417.18,11.23,47.44,19.47,112.25,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,26.31,0,0,0,37.48,0,0,0,655.68,40.46,18.77,27.89,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

77,19:00-19:15,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,15.17,134.07,44.02,0.24,391.42,0,0,0.74,417.18,11.23,31.64,19.47,89.8,0,0,24.61,0,3.67,119.33,0,0,0,113.99,0,0,88.3,0,0,8.77,0,0,0,17.04,0,0,0,655.68,26.96,6.26,9.29,37.92,19.2,142.34,43.7,0,0,0,0,0,0,0

78,19:15-19:30,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,68.03,15.17,134.07,33.37,0.24,391.42,0,0,0.74,417.18,11.23,31.64,19.47,89.8,0,0,24.61,0,15.88,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,26.96,6.26,0,25.28,19.2,142.34,43.7,0,0,0,0,0,0,0

79,19:30-19:45,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,68.03,15.17,134.07,33.37,1.1,391.42,0,0,0.74,417.18,11.23,15.82,19.47,89.8,0,0,24.61,0,15.88,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,26.96,6.26,0,12.64,19.2,142.34,43.7,0,0,0,0,0,0,0

80,19:45-20:00,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,68.03,10.11,134.07,33.37,1.1,391.42,0,0,0.74,417.18,11.23,15.82,19.47,67.35,0,0,24.61,0,15.88,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,13.43,6.26,0,12.64,19.2,142.34,43.7,0,0,0,0,0,0,0

81,20:00-20:15,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,33.37,1.1,377.92,0,0,0.76,417.18,11.23,15.82,19.47,44.9,0,0,24.61,0,3.43,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,12.64,19.2,142.34,43.7,0,0,0,0,0,0,0

82,20:15-20:30,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,33.37,1.1,377.92,0,0,0.76,417.18,11.23,15.82,19.47,21.09,0,0,24.61,0,3.43,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,12.64,19.2,142.34,43.7,0,0,0,0,0,0,0

83,20:30-20:45,0,0,40.69,38.15,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,33.37,1.1,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,3.43,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

84,20:45-21:00,0,0,40.69,38.15,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,22.26,1.1,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

85,21:00-21:15,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,22.26,1.1,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

86,21:15-21:30,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,22.26,1.1,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

87,21:30-21:45,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,22.26,1.1,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

88,21:45-22:00,0,0,40.69,33.38,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,22.26,1.1,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.62,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

89,22:00-22:15,0,0,40.69,33.91,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,22.26,0.24,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

90,22:15-22:30,0,0,40.69,33.91,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,22.26,0.24,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

91,22:30-22:45,0,0,40.69,33.91,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,10.76,0.24,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

92,22:45-23:00,0,0,40.69,33.91,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,10.76,0.24,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

93,23:00-23:15,0,0,40.69,33.91,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,10.76,0.24,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,655.68,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

94,23:15-23:30,0,0,40.69,33.91,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,10.76,0.24,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,651.7,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

95,23:30-23:45,0,0,40.69,32.85,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,10.76,0,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,650.3,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

96,23:45-24:00,0,0,40.69,32.85,0,0,8.77,0,0,0,0,0,25.34,30.62,0,0,0,0,0,0,0,0,0,25.66,0,134.07,10.76,0,377.92,0,0,0.76,417.18,11.23,15.82,19.47,0,0,0,24.61,0,0,119.33,0,0,0,113.99,0,0,88.3,0,0,0,0,0,0,8.51,0,0,0,650.3,0,6.26,0,0,19.2,142.34,43.7,0,0,0,0,0,0,0

