Block,Time,BRBCL,KOTESHWR,RSTPSU1TO6,SALAL,SASAN,TANAKPUR,URI2,BSIUL,DADRT2,FSTPP I & II,KHSTPP-II,KKNP,KKNPPU2,RAMPUR,SEWA2,TALA,UNCHAHAR4,CHAMERA2,JHAJJAR,KGSU1AND2,NAPP,NTPL,PARBATI3,TANDA2,UNCHAHAR1,UNCHAHAR2,ANTA_GF,DADRI_LF,DULHASTI,KHSTPP-I,KOLDAM,RAPPB,RAPPC,RIHAND2,SIMHST1,TALST2,TelanganaSTPP,VALLURNTECL,AURY_GF,RSTPSU7,SIMHST2,DADRI_GF,DADRI_RF,CHAMERA3,KISHANGANGA,KUDGI,MAPS,NLCIIST1,NLCTS2EXP,RIHAND1,TEHRI,UNCHAHAR3,URI,ANTA_CRF,AURY_LF,AURY_RF,CHAMERA1,NJPC,NNTPP,SINGRAULI_HYDRO,ANTA_LF,DADRI_CRF,DHAULIGNGA,KGSU3AND4,NLCEXP,NLCIIST2,RIHAND3,SINGRAULI,ANTA_RF,AURY_CRF
65,16:00-16:15,20,8.87,0,70.88,405,1.79,28.25,0,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,35.88,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,34.02,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

66,16:15-16:30,20,8.87,0,15.11,405,1.79,28.25,0,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,36.1,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,34.02,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.77,0

67,16:30-16:45,20,8.87,0,13.36,405,1.54,28.25,0,683.14,18.2,148.3,0,0,0,10.53,0,0,4,434.65,0,36.1,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,34.02,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.88,0

68,16:45-17:00,20,8.87,0,13.36,405,1.54,28.25,1.1,683.14,18.2,148.3,0,0,0,10.53,0,0,13.17,434.65,0,36.1,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,58.8,34.02,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.88,0

69,17:00-17:15,20,8.87,0,13.36,405,1.54,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,13.17,434.65,0,36.1,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,62.8,34.02,26.4,39.75,0,0,68.96,13.2,0,0,0.8,0,0,0,0,0,0,124.33,139.69,26.88,0

70,17:15-17:30,20,17.75,0,13.36,405,1.54,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,26.34,434.65,0,36.31,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,19.35,0,0,0,0,0,67,34.02,26.4,39.75,0,0,68.96,28.1,23.39,0,0.8,0,0,9.24,0,0,0,124.33,139.69,26.88,0

71,17:30-17:45,20,39.05,0,13.36,405,1.54,28.25,19.56,683.14,18.2,148.3,0,0,0,10.53,0,0,39.51,434.65,0,36.31,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,29.06,0,0,0,0,0,67,44.73,26.4,39.75,0,0,68.96,42.15,46.78,0,0.8,0,0,27.41,0,0,0,124.33,133.5,27.09,0

72,17:45-18:00,20,39.05,0,13.36,405,1.54,28.25,19.56,683.14,18.2,148.3,0,0,0,10.53,0,0,34.18,434.65,0,36.31,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,24.86,0,0,0,0,0,67,42.84,26.4,39.75,0,0,68.96,38.99,70.17,0,0.8,0,0,27.41,0,0,0,124.33,133.5,27.19,0

73,18:00-18:15,20,39.05,0,13.36,405,0,28.25,19.56,683.14,18.2,148.3,0,0,0,10.53,0,0,28.84,434.65,0,36.31,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,16.46,0,0,0,0,0,67,40.95,26.4,34.78,0,0,68.96,35.83,70.17,0,0.8,0,0,27.41,0,0,0,124.33,133.5,27.3,0

74,18:15-18:30,20,39.05,0,13.36,405,0,28.25,19.56,683.14,18.2,148.3,0,0,0,10.53,0,0,34.18,434.65,0,36.53,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,24.86,0,0,0,0,0,67,42.84,26.4,34.78,0,0,68.96,38.99,93.56,0,0.8,0,0,27.41,0,0,0,124.33,133.5,27.41,0

75,18:30-18:45,20,39.05,0,13.36,405,2.05,28.25,19.56,683.14,18.2,148.3,0,0,0,10.53,0,0,39.51,434.65,0,36.53,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,29.06,0,0,0,0,0,67,44.73,26.4,34.78,0,0,68.96,42.15,116.95,0,0.8,0,0,27.41,0,0,0,124.33,133.5,27.41,0

76,18:45-19:00,20,39.05,0,13.36,405,2.05,28.25,19.56,683.14,18.2,148.3,0,0,0,10.53,0,0,39.51,434.65,0,36.53,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,29.06,0,0,0,0,0,67,44.73,26.4,34.78,0,0,68.96,42.15,140.35,0,0.8,0,0,27.41,0,0,0,124.33,133.5,27.62,0

77,19:00-19:15,20,17.75,0,13.36,405,2.05,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,39.51,434.65,0,36.53,0,7.64,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,15.28,0,0,0,0,0,67,44.73,26.4,34.78,0,0,68.96,42.15,140.35,0,0.8,0,0,8.72,0,0,0,124.33,133.5,27.72,0

78,19:15-19:30,20,8.87,0,13.36,405,2.05,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,34.5,434.65,0,36.74,0,33.1,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,7.64,0,0,0,0,0,67,44.73,26.4,34.78,0,0,68.96,28.1,116.95,0,0.8,0,0,0,0,0,0,124.33,133.5,27.93,0

79,19:30-19:45,20,8.87,0,13.36,405,2.05,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,26.34,434.65,0,36.74,0,33.1,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,7.64,0,0,0,0,0,67,44.73,26.4,34.78,0,0,68.96,26.7,93.56,0,0.8,0,0,0,0,0,0,124.33,133.5,27.93,0

80,19:45-20:00,20,8.87,0,13.36,405,2.05,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,13.17,434.65,0,36.74,0,33.1,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,41.58,26.4,34.78,0,0,68.96,13.99,60.14,0,0.8,0,0,0,0,0,0,124.33,133.5,27.93,0

81,20:00-20:15,20,8.87,0,13.36,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,36.74,0,33.1,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,34.02,26.4,34.78,0,0,68.96,0,37.88,0,0.8,0,0,0,0,0,0,124.33,133.5,27.93,0

82,20:15-20:30,20,8.87,0,13.36,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,36.95,0,33.1,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,67,34.02,26.4,34.78,0,0,68.96,0,18.94,0,0.8,0,0,0,0,0,0,124.33,133.5,27.93,0

83,20:30-20:45,20,8.87,0,13.36,405,1.79,26.24,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,36.95,0,33.1,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,72,34.02,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,133.5,27.93,0

84,20:45-21:00,20,8.87,0,13.36,405,1.79,26.24,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,36.95,0,5.09,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,80,22.55,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,133.5,27.93,0

85,21:00-21:15,20,8.87,0,13.36,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,36.95,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,88,22.55,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.14,0

86,21:15-21:30,20,8.87,0,13.36,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,37.17,0,3.57,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,22.55,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.14,0

87,21:30-21:45,20,8.87,0,13.36,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,37.17,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,22.55,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.14,0

88,21:45-22:00,20,8.87,0,13.36,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,37.17,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,22.55,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.14,0

89,22:00-22:15,20,8.87,0,13.36,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,10.53,0,0,0,434.65,0,37.17,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,22.55,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.14,0

90,22:15-22:30,20,8.87,0,2.33,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,10.32,0,0,0,434.65,0,37.38,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,22.55,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.14,0

91,22:30-22:45,20,8.87,0,2.33,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,5.27,0,0,0,434.65,0,37.38,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,10.97,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.14,0

92,22:45-23:00,20,8.87,0,2.33,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,37.38,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,10.97,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.14,0

93,23:00-23:15,20,8.87,0,2.33,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,37.38,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,10.97,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.24,0

94,23:15-23:30,20,8.87,0,2.33,405,1.79,28.25,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,37.59,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,10.97,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.24,0

95,23:30-23:45,20,8.87,0,2.33,405,1.54,28.25,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,37.59,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,10.71,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.35,0

96,23:45-24:00,20,8.87,0,2.33,405,1.54,28.25,6.52,683.14,18.2,148.3,0,0,0,0,0,0,0,434.65,0,37.59,0,14,0,20.85,42.39,0,0,0,45.53,0,0,25.76,118.76,0,0,0,0,0,0,0,0,59.73,0,0,0,0,0,0,92,0,26.4,34.78,0,0,68.96,0,0,0,0.8,0,0,0,0,0,0,124.33,139.69,28.35,0

