Block,Time,L_NR_2019_19,L_NR_2020_07,LT-36,SH-06,L_NR_2020_06,L_NR_2021_14,L_NR_2012_07,L_NR_2019_06,L_NR_2019_07,L_NR_2023_04,L_NR_2012_02,LT-35,LT-31,L_NR_2020_02,L_NR_2022_10,L_NR_2021_16,L_NR_2023_07,L_NR_2020_05,L_NR_2023_10,L_NR_2012_01,L_NR_2019_11,LT-05,L_NR_2018_61,L_NR_2021_12,L_NR_2021_15,L_NR_2022_08,L_NR_2021_13,SH-07,L_NR_2022_09,L_NR_2019_05,L_NR_2021_17,L_NR_2012_04,LT-59
20,04:45-05:00,0,39.63,0.000000,26.120000,39.62,0,47.420000,0,0,29.750000,261.860000,0.000000,0.000000,11.910000,80.67,0,0,118.88,0,0.000000,10.780000,66.420000,13.98,0,0,33.44,0,26.120000,80.67,0,0,272.170000,10.430000

21,05:00-05:15,0,39.49,0.000000,26.120000,39.5,0,47.420000,0,0,29.800000,261.860000,0.000000,0.000000,11.910000,80.67,0,0,118.5,0,0.000000,10.780000,66.420000,16.13,0,0,32.68,0,26.120000,80.67,0,0,272.170000,10.430000

22,05:15-05:30,0,39.4,0.000000,26.120000,39.39,0,47.420000,0,0,29.800000,261.860000,0.000000,0.000000,11.910000,80.67,0,0,118.18,0,0.000000,10.780000,66.420000,15.53,0,0,32.68,0,26.120000,80.67,0,0,272.170000,10.430000

23,05:30-05:45,0,39.11,0.000000,26.120000,39.11,0,56.590000,0,0,29.800000,261.860000,0.000000,0.000000,11.910000,80.67,0,0,117.33,0,0.000000,10.780000,85.400000,14.66,0,0,32.71,0,26.120000,80.67,0,0,252.090000,10.430000

24,05:45-06:00,0,39.85,0.000000,26.120000,39.86,0.18,56.590000,0,0,29.800000,261.860000,0.000000,0.000000,11.910000,80.67,0.67,0,119.57,0,0.000000,10.780000,116.130000,13.66,0.03,0,32.72,0,26.120000,80.67,0,0.33,231.760000,10.430000

25,06:00-06:15,1.365,39.64,0.000000,26.120000,39.63,1.66,56.590000,8.12,1.45,29.800000,261.860000,0.000000,0.000000,11.910000,80.67,2.67,1.01,118.9,0.43,0.000000,10.780000,116.130000,12.66,1.15,0,32.87,0.23,26.120000,80.67,0,1.33,211.440000,10.430000

26,06:15-06:30,4.095,39.57,0.160000,26.120000,39.57,3.79,56.590000,16.95,3,29.800000,261.860000,0.160000,0.160000,11.910000,80.67,4,4.09,118.71,1.75,0.000000,10.780000,116.130000,11.73,3.52,2,32.74,0.7,26.120000,80.67,2.04,2,191.120000,10.430000

27,06:30-06:45,7.3905,39.5,0.490000,26.120000,39.49,6.53,57.090000,33,8,29.800000,261.860000,0.480000,0.480000,11.910000,80.67,4.67,9.03,118.49,3.87,0.000000,10.780000,116.130000,8.65,7.16,3,32.78,1.43,26.120000,80.67,5.85,2.33,170.800000,10.430000

28,06:45-07:00,11.4075,39.28,1.010000,26.120000,39.28,9.75,57.090000,32.94,15,29.800000,261.860000,0.980000,0.980000,11.910000,80.67,7.33,15.44,117.85,6.62,0.000000,10.780000,116.130000,8.33,12.2,4,32.63,2.44,26.120000,80.67,13.04,3.67,132.770000,10.430000

29,07:00-07:15,16.185,40.05,1.540000,30.970000,40.06,13.28,57.090000,33,22,29.800000,201.640000,1.500000,1.500000,11.910000,80.67,10,23.69,120.18,10.15,0.000000,10.780000,116.130000,7.65,19.35,5,32.54,3.87,25.570000,80.67,22.31,5,132.770000,10.430000

30,07:15-07:30,21.6645,40.38,2.130000,30.970000,40.37,18.07,57.090000,29.98,29.99,29.800000,201.640000,2.070000,2.070000,11.910000,80.67,10.67,33.68,121.12,14.44,0.000000,10.780000,116.130000,7.23,28.5,9,32.74,5.7,25.570000,80.67,29.98,5.33,132.770000,10.430000

31,07:30-07:45,23.99475,40.35,3.130000,30.970000,40.35,19.22,47.620000,30.67,30.66,29.800000,201.640000,3.060000,3.060000,11.910000,80.67,11.33,44.91,121.06,19.25,0.000000,10.780000,116.130000,7.23,42.37,12,32.9,8.47,25.570000,80.67,30.67,5.67,132.770000,10.430000

32,07:45:08:00,29.211,40.99,4.010000,30.970000,40.98,25.57,47.620000,30.83,30.84,29.800000,201.640000,3.920000,3.920000,11.910000,80.67,14.67,59.5,122.94,25.5,0.000000,10.780000,116.130000,7.23,55.47,16.29,32.62,11.09,25.570000,80.67,30.83,7.33,132.770000,10.430000

33,08:00-08:15,34.71975,40,5.100000,30.970000,40,28.33,47.620000,32.33,32.34,29.800000,166.140000,4.980000,4.980000,11.910000,81.67,18.67,66.5,120,28.5,0.000000,10.780000,116.130000,7.23,65.09,18.87,28.67,13.02,25.570000,81.67,32.33,9.33,132.770000,10.430000

34,08:15-08:30,40.47225,40,5.990000,30.970000,40,38.17,47.620000,32.33,32.34,29.750000,166.140000,5.840000,5.840000,11.910000,81.67,22.67,73.5,120,31.5,0.000000,10.780000,116.130000,7.23,78.6,22,28.67,15.72,25.570000,81.67,32.33,11.33,132.770000,10.430000

35,08:30-08:45,47.84325,40,6.970000,30.970000,40,44.17,47.620000,32.5,32.5,29.750000,166.140000,6.800000,6.800000,11.910000,81.67,31.33,84,120,36,0.000000,10.550000,70.590000,7.2,92.28,25,28.67,18.45,25.570000,81.67,32.5,15.67,132.770000,10.430000

36,08:45:09:00,55.5555,40,7.960000,30.970000,40,50.27,47.620000,32.5,32.5,30.710000,166.140000,7.750000,7.750000,11.910000,81.67,36,94.5,120,40.5,0.000000,10.550000,70.590000,7.2,105.43,28.59,28.67,21.09,25.570000,81.67,32.5,18,132.770000,10.430000

37,09:00:09:15,64.6425,40,8.790000,30.970000,40,56.02,33.850000,32.83,32.84,30.710000,166.140000,8.570000,8.570000,11.910000,81.67,42,108.5,120,46.5,0.000000,10.550000,70.590000,7.2,120.13,31.03,28.67,24.03,25.570000,81.67,32.83,21,132.770000,10.430000

38,09:15-09:30,72.7935,40,9.560000,30.970000,40,61.57,47.620000,32.83,32.84,29.670000,166.140000,9.330000,9.330000,11.910000,81.67,48.67,119,120,51,0.000000,10.550000,116.130000,6.8,130.76,33.75,30,26.15,25.570000,81.67,32.83,24.33,132.770000,10.430000

39,09:30-09:45,78.702,40,10.420000,30.970000,40,66.77,47.620000,33,33,29.670000,166.140000,10.170000,10.170000,11.910000,81.67,51.34,126,120,54,0.000000,10.550000,116.130000,6.8,123.06,36.08,30,24.61,25.570000,81.67,33,25.66,132.770000,10.430000

40,09:45-10:00,84.44475,40,10.940000,30.970000,40,71.31,47.620000,33,33,30.640000,166.140000,10.680000,10.680000,11.910000,81.67,55.34,136.5,120,58.5,0.000000,10.550000,116.130000,6.8,131.46,38.34,30,26.29,25.570000,81.67,33,27.66,132.770000,10.430000

41,10:00-10:15,89.466,40,11.600000,26.120000,40,75.68,47.620000,33,33,30.640000,201.640000,11.330000,11.330000,11.260000,81.67,60.67,147,120,63,0.000000,10.780000,116.130000,6.8,142.51,40.03,30,28.5,26.120000,81.67,33,30.33,132.770000,10.350000

42,10:15-10:30,92.96625,40,12.100000,26.120000,40,79.91,47.620000,33,33,30.640000,201.640000,11.800000,11.800000,11.260000,81.67,65.34,154,120,66,0.000000,10.780000,116.130000,6.8,155.31,41.5,31.33,31.06,26.120000,81.67,33,32.66,132.770000,10.350000

43,10:30-10:45,115.6155,40,12.480000,26.120000,40,82.51,47.620000,33,33,30.640000,201.640000,12.180000,12.180000,11.260000,81.67,68,161,120,69,0.000000,10.780000,116.130000,6.8,167.16,42.5,33,33.43,26.120000,81.67,33,34,132.770000,10.350000

44,10:45-11:00,117.4485,40,9.890000,26.120000,40,81.35,47.620000,33,33,30.640000,201.640000,9.660000,9.660000,11.260000,81.67,70.67,168,120,72,0.000000,10.780000,116.130000,6.8,175.63,43.5,35,35.12,26.120000,81.67,33,35.33,132.770000,10.350000

45,11:00-11:15,118.55025,40,10.490000,26.120000,40,83.98,47.620000,33,33,30.640000,201.640000,10.230000,10.230000,11.170000,81,72.67,171.5,120,73.5,0.000000,10.780000,116.130000,6.8,180.56,41,35.33,36.11,26.120000,81,33,36.33,132.770000,10.350000

46,11:15-11:30,118.9305,40,10.880000,26.120000,40,84.97,47.620000,33,33,30.640000,201.640000,10.610000,10.610000,11.170000,81,76,171.5,120,73.5,0.000000,10.780000,116.130000,6.8,187.13,41.5,35.33,37.43,26.120000,81,33,38,132.770000,10.350000

47,11:30-11:45,117.2145,40,11.460000,26.120000,40,85.99,47.620000,33,33,30.640000,201.640000,11.180000,11.180000,11.170000,81,75.34,178.5,120,76.5,0.000000,10.780000,116.130000,6.8,198.06,42.5,35.33,39.61,26.120000,81,33,37.66,132.770000,10.350000

48,11:45-12:00,115.05,40,13.700000,26.120000,40,86.15,47.620000,33,33,30.640000,201.640000,13.370000,13.370000,11.170000,81,75.34,178.5,120,76.5,0.000000,10.780000,116.130000,6.8,209.26,43,35.33,41.85,26.120000,81,33,37.66,132.770000,10.350000

49,12:00-12:15,122.8695,40,13.700000,26.120000,40,86.48,47.620000,33,33,30.640000,165.080000,13.370000,13.370000,11.630000,81,75.34,178.5,120,76.5,0.000000,10.780000,116.130000,6.8,225.47,44.5,35.33,45.09,26.120000,81,33,37.66,132.770000,10.390000

50,12:15-12:30,121.47525,40,13.700000,26.120000,40,86.58,47.620000,33,33,30.640000,165.080000,13.370000,13.370000,11.630000,81,75.34,178.5,120,76.5,0.000000,10.780000,116.130000,6.8,225.47,44.5,35.33,45.09,26.120000,81,33,37.66,132.770000,10.390000

51,12:30-12:45,119.03775,40,13.700000,26.120000,40,86.29,47.620000,33,33,30.640000,165.080000,13.370000,13.370000,11.630000,81,75.34,178.5,120,76.5,0.000000,10.780000,116.130000,6.8,225.47,44.5,35.33,45.09,26.120000,81,33,37.66,132.770000,10.430000

52,12:45-13:00,116.259,40,13.700000,26.120000,40,86.61,47.620000,33,33,30.640000,165.080000,13.370000,13.370000,11.630000,81,75.34,182,120,78,0.000000,10.780000,116.130000,6.8,225.47,45.5,35.33,45.09,26.120000,81,33,37.66,132.770000,10.430000

53,13:00-13:15,112.242,40,13.700000,26.120000,40,86.25,47.620000,33,33,30.640000,160.240000,13.370000,13.370000,11.630000,81,75.34,182,120,78,0.000000,10.780000,116.130000,6.8,225.47,45.5,35.33,45.09,26.120000,81,33,37.66,132.770000,10.430000

54,13:15-13:30,107.9715,40,13.650000,26.120000,40,85.92,47.620000,33,33,30.640000,160.240000,13.310000,13.310000,11.630000,81,76,182,120,78,0.000000,10.780000,116.130000,6.8,225.47,45.5,35.33,45.09,26.120000,81,33,38,132.770000,10.430000

55,13:30-13:45,108.70275,40,13.450000,26.120000,40,85.49,47.620000,33,33,30.640000,196.800000,13.110000,13.110000,11.630000,81,76.67,182,120,78,0.000000,10.780000,116.130000,10.38,225.47,45.37,35.33,45.09,26.120000,81,33,38.33,132.770000,10.430000

56,13:45-14:00,108.07875,40,13.110000,26.120000,40,84.28,47.620000,33,33,30.640000,196.800000,12.800000,12.800000,11.630000,81,73.34,182,120,78,0.000000,10.780000,116.130000,17.21,229.58,44.6,35.33,45.92,26.120000,81,33,36.66,132.770000,10.430000

57,14:00-14:15,106.90875,40,12.660000,26.120000,40,83.65,64.720000,33,33,30.640000,245.190000,12.350000,12.350000,11.910000,81,78,178.5,120,76.5,0.000000,10.780000,116.130000,27.06,229.58,45,35.33,45.92,26.120000,81,33,39,132.770000,10.430000

58,14:15-14:30,105.15375,40,13.880000,26.120000,40,82.14,64.720000,33,33,30.640000,261.860000,13.540000,13.540000,11.910000,81,75.34,175,120,75,0.000000,10.780000,116.130000,28.01,229.58,44.5,35.33,45.92,26.120000,81,33,37.66,132.770000,10.430000

59,14:30-14:45,100.78575,40,13.600000,26.120000,40,80.03,46.650000,33,33,30.640000,226.360000,13.260000,13.260000,11.910000,81,73.34,168,120,72,0.000000,10.780000,116.130000,28.82,229.58,43.26,35.33,45.92,26.120000,81,33,36.66,132.770000,10.430000

60,14:45-15:00,95.98875,40,13.090000,26.120000,40,76.87,46.650000,33,33,30.640000,226.360000,12.780000,12.780000,11.910000,81,68,161,120,69,0.000000,10.780000,116.130000,30.14,229.58,41.34,35.33,45.92,26.120000,81,33,34,132.770000,10.430000

61,15:00-15:15,98.826,40,12.720000,26.120000,40,73.44,46.650000,33,33,30.640000,226.360000,12.410000,12.410000,11.910000,81,63.34,154,120,66,0.000000,10.780000,116.130000,23.41,229.58,40.01,35.33,45.92,26.120000,81,33,31.66,132.770000,10.430000

62,15:15-15:30,91.75725,40,12.060000,26.120000,40,69.72,46.650000,33,33,30.640000,226.360000,11.770000,11.770000,11.910000,81,60,147,120,63,0.000000,10.780000,116.130000,23.44,225.47,38.59,35.33,45.09,26.120000,81,33,30,132.770000,10.430000

63,15:30-15:45,82.53375,40,11.410000,26.120000,40,65.77,64.720000,33,33,30.640000,226.360000,11.140000,11.140000,11.170000,81,56.67,136.5,120,58.5,0.000000,10.780000,116.130000,23.36,214.16,36.31,35,42.83,26.120000,81,33,28.33,132.770000,10.430000

64,15:45-16:00,73.48575,40,10.720000,26.120000,40,61.52,64.720000,33,33,30.640000,226.360000,10.460000,10.460000,11.170000,81,50,122.5,120,52.5,0.000000,10.780000,116.130000,22.98,200.33,33.77,35,40.06,26.120000,81,33,25,132.770000,10.430000

65,16:00-16:15,63.77475,40,9.890000,26.120000,40,56.41,64.720000,33,33,30.640000,226.360000,9.650000,9.650000,11.170000,81,45.34,108.5,120,46.5,0.000000,10.780000,116.130000,22.96,164.78,30.82,35,32.95,26.120000,81,33,22.66,132.770000,10.430000

66,16:15-16:30,54.33675,40,8.960000,26.120000,40,51.67,64.720000,33,33,30.640000,226.360000,8.740000,8.740000,11.170000,81,40.67,94.5,120,40.5,0.000000,10.780000,116.130000,22.37,148,28.68,35,29.6,26.120000,81,33,20.33,132.770000,10.430000

67,16:30-16:45,47.82375,40,7.910000,26.120000,40,46.44,64.720000,33,33,30.640000,226.360000,7.720000,7.720000,11.170000,81,37.34,84,120,36,0.000000,10.780000,116.130000,21.25,131.38,25.25,35,26.27,26.120000,81,20.87,18.66,132.770000,10.430000

68,16:45-17:00,41.028,40,6.910000,26.120000,40,40.57,64.720000,33,25,30.640000,226.360000,6.750000,6.750000,11.170000,81,33.34,73.5,120,31.5,0.000000,10.780000,116.130000,26.08,111.11,22.68,35,22.22,26.120000,81,10.97,16.66,132.770000,10.430000

69,17:00-17:15,34.3395,40,6.050000,26.120000,40,34.78,74.200000,33,20,30.640000,261.860000,5.910000,5.910000,11.170000,80,29.33,63,120,27,0.000000,10.780000,116.130000,25.93,100.39,19.41,33.33,20.08,26.120000,80,4.08,14.67,132.770000,10.430000

70,17:15-17:30,27.8265,40,4.990000,26.120000,40,29.41,74.200000,33,15,30.640000,261.860000,4.860000,4.860000,11.170000,80,20,52.5,120,22.5,0.000000,10.780000,116.130000,25.69,82.39,19,33.33,16.48,26.120000,80,0.58,10,132.770000,10.430000

71,17:30-17:45,21.099,40,4.030000,26.120000,40,23.97,74.200000,30.86,8.74,30.640000,261.860000,3.930000,3.930000,11.630000,80,18,42,120,18,0.000000,10.780000,116.130000,25.01,66.12,17,33.33,13.22,26.120000,80,0,9,132.770000,10.390000

72,17:45-18:00,14.8785,40,2.970000,24.700000,40,18.94,74.200000,19.21,2.7,30.640000,261.860000,2.890000,2.890000,11.630000,80,16,32.89,120,14.09,0.000000,10.780000,116.130000,16.11,52.19,11,33.33,10.44,24.700000,80,0,8,132.770000,10.390000

73,18:00-18:15,10.46175,40,2.170000,24.700000,40,14.26,74.200000,0,0,30.640000,261.860000,2.120000,2.120000,11.910000,80,16,23.47,120,10.06,0.000000,10.780000,116.130000,16.2,40.15,8.33,34.67,8.03,24.700000,80,0,8,132.770000,10.390000

74,18:15-18:30,5.616,40,1.540000,24.700000,40,10.34,74.200000,0,0,30.640000,261.860000,1.500000,1.500000,11.910000,80,12,15.56,120,6.67,0.000000,10.780000,116.130000,16.31,29.33,5.69,33.33,5.87,24.700000,80,0,6,132.770000,10.390000

75,18:30-18:45,1.74525,40,0.870000,26.120000,40,6.32,74.200000,0,0,30.640000,261.860000,0.850000,0.850000,11.910000,80,10,9.2,120,3.94,0.000000,10.780000,116.130000,16.4,19.22,3.58,33.33,3.84,26.120000,80,0,5,132.770000,10.390000

76,18:45-19:00,0.078,40,0.380000,25.340000,40,0.33,74.200000,0,0,30.600000,261.860000,0.370000,0.370000,11.910000,80,8.67,4.76,120,2.04,0.000000,10.780000,116.130000,16.52,11.21,2,0,2.24,25.340000,80,0,4.33,132.770000,10.390000

77,19:00-19:15,0,40,0.130000,20.030000,40,0.03,74.200000,0,0,30.600000,261.860000,0.130000,0.130000,11.910000,80,6,1.81,120,0.78,0.000000,10.780000,116.130000,17.11,4.83,0.87,0,0.97,20.030000,80,0,3,132.770000,10.390000

78,19:15-19:30,0,40,0.000000,20.030000,40,0,74.200000,0,0,30.600000,261.860000,0.000000,0.000000,11.910000,80,3.33,0.25,120,0.11,0.000000,10.780000,116.130000,18.51,3.13,0.19,0,0.62,20.030000,80,0,1.67,132.770000,10.390000

79,19:30-19:45,0,40,0.000000,20.030000,40,0,74.200000,0,0,30.600000,261.860000,0.000000,0.000000,11.910000,80,0.67,0,120,0,0.000000,10.780000,116.130000,19.51,0.78,0,0,0.15,20.030000,80,0,0.33,132.770000,10.390000

80,19:45-20:00,0,40,0.000000,20.030000,40,0,74.200000,0,0,30.600000,261.860000,0.000000,0.000000,11.910000,80,0,0,120,0,0.000000,10.780000,116.130000,20.51,0,0,0,0,20.030000,80,0,0,132.770000,10.390000

81,20:00-20:15,0,40,0.000000,11.170000,40,0,74.200000,0,0,30.640000,261.860000,0.000000,0.000000,11.910000,80,0,0,120,0,0.000000,10.780000,116.130000,17.14,0,0,0,0,30.970000,80,0,0,132.770000,10.390000

82,20:15-20:30,0,40,0.000000,11.170000,40,0,74.200000,0,0,30.640000,261.860000,0.000000,0.000000,11.910000,80,0,0,120,0,0.000000,10.780000,116.130000,17.91,0,0,0,0,30.970000,80,0,0,132.770000,10.390000

83,20:30-20:45,0,40,0.000000,29.030000,40,0,74.200000,0,0,30.640000,261.860000,0.000000,0.000000,11.910000,80,0,0,120,0,0.000000,10.780000,116.130000,18.71,0,0,0,0,29.030000,80,0,0,132.770000,10.390000

84,20:45-21:00,0,40,0.000000,29.030000,40,0,74.200000,0,0,30.640000,261.860000,0.000000,0.000000,11.910000,80,0,0,120,0,0.000000,10.780000,116.130000,19.31,0,0,0,0,29.030000,80,0,0,132.770000,10.390000

85,21:00-21:15,0,40,0.000000,29.510000,40,0,74.200000,0,0,30.680000,261.860000,0.000000,0.000000,11.910000,80,0,0,120,0,0.000000,10.780000,116.130000,14.85,0,0,8.51,0,29.510000,80,0,0,132.770000,10.390000

86,21:15-21:30,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.680000,261.860000,0.000000,0.000000,11.910000,80,0,0,107.5,0,0.000000,10.780000,116.130000,15.55,0,0,22.88,0,29.510000,80,0,0,132.770000,10.390000

87,21:30-21:45,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.680000,261.860000,0.000000,0.000000,11.910000,80,0,0,107.5,0,0.000000,10.780000,116.130000,15.81,0,0,24.54,0,29.510000,80,0,0,132.770000,10.390000

88,21:45-22:00,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.760000,261.860000,0.000000,0.000000,11.910000,80,0,0,107.5,0,0.000000,10.780000,116.130000,16.39,0,0,26.51,0,29.510000,80,0,0,132.770000,10.390000

89,22:00-22:15,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.760000,261.860000,0.000000,0.000000,11.910000,80,0,0,107.5,0,0.000000,10.780000,116.130000,8.16,0,0,30.17,0,29.510000,80,0,0,132.770000,10.390000

90,22:15-22:30,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.760000,261.860000,0.000000,0.000000,11.910000,75,0,0,107.5,0,0.000000,10.780000,116.130000,9.11,0,0,31.84,0,29.510000,75,0,0,132.770000,10.390000

91,22:30-22:45,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.760000,261.860000,0.000000,0.000000,11.910000,75,0,0,107.5,0,0.000000,10.780000,116.130000,9.8,0,0,32.87,0,29.510000,75,0,0,132.770000,10.390000

92,22:45-23:00,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.760000,261.860000,0.000000,0.000000,11.910000,75,0,0,107.5,0,0.000000,10.780000,116.130000,10.09,0,0,26.84,0,29.510000,75,0,0,132.770000,10.390000

93,23:00-23:15,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.760000,261.860000,0.000000,0.000000,11.910000,75,0,0,107.5,0,0.000000,10.780000,116.130000,10.27,0,0,26.84,0,29.510000,75,0,0,132.770000,10.390000

94,23:15-23:30,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.760000,261.860000,0.000000,0.000000,11.910000,75,0,0,107.5,0,0.000000,10.780000,116.130000,10.82,0,0,27.84,0,29.510000,75,0,0,132.770000,10.390000

95,23:30-23:45,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.760000,261.860000,0.000000,0.000000,11.910000,75,0,0,107.5,0,0.000000,10.780000,116.130000,10.93,0,0,28.84,0,29.510000,75,0,0,132.770000,10.390000

96,23:45-24:00,0,35.84,0.000000,29.510000,35.83,0,74.200000,0,0,30.760000,261.860000,0.000000,0.000000,11.910000,75,0,0,107.5,0,0.000000,10.780000,116.130000,11,0,0,29.51,0,29.510000,75,0,0,132.770000,10.390000

