Block,Time,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,WR/01102023/31032046/L_NR_2020_05,NR/01012024/31012024/HP-28,NR/01012024/31012024/52,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/01102023/13082046/L_NR_2021_12,NR/20012024/20012024/HPX-TAMCTG-190124-05830,NR/20012024/20012024/DD20240120NR22267,NR/20012024/20012024/IEX_240119_06133,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_07,NR/01102023/02012046/L_NR_2021_17,NR/01012024/31012024/HP-27,NR/01012024/31012024/HP-26,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342,NR/22102023/11042047/L_NR_2021_16,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,WR/01102023/01102023/L_NR_2020_06,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/20012024/20012024/DD20240120NR22265,NR/01102023/19072037/LT-05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/08032047/L_NR_2021_14,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/20012024/20012024/DD20240120NR22266,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,NR/01012024/31032024/ ChanjuII,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/06012024/31012024/NVVN/OA/16855,NR/20122023/29022024/IEX_LDC_231218_00502,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/20122023/29022024/IEX_LDC_231218_00501,NR/20012024/20012024/DD20240120NR22280,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10
19,04:30-04:45,25.820000,148.480000,6.720000,12.5,24.470000,0.000000,169.160000,0,0,0,0.000000,0.000000,0.000000,7.01,0,42.240000,0,57.160000,152.120000,0,0,0,0.730000,25.820000,4.16,0.000000,48.000000,0.000000,65.840000,24.000000,0,48.000000,5.760000,0,18.240000,14.67,14.67,0,0,0.000000,0.000000,0.000000,0,0,1.370000,0.950000,0.000000,0.000000,48.000000,11.520000,5,4.17,8.160000,0.000000,0,0

20,04:45-05:00,25.820000,148.480000,6.720000,12.5,24.470000,0.000000,169.160000,0,0,0,0.000000,0.000000,0.000000,7.01,0,55.310000,0,57.160000,152.120000,0,0,0,0.730000,30.720000,4.16,0.000000,48.000000,0.000000,65.840000,24.000000,0,48.000000,5.760000,0,18.240000,14.67,14.67,0,0,0.000000,0.000000,0.000000,0,0,1.370000,0.950000,0.000000,0.000000,48.000000,11.520000,5,4.17,8.160000,0.000000,0,0

21,05:00-05:15,24.970000,191.980000,6.720000,12.5,24.470000,0.000000,169.160000,0,0,0,0.000000,0.000000,0.000000,7.01,0,55.310000,0,57.160000,152.120000,0,0,0,0.730000,30.720000,4.16,0.000000,48.000000,0.000000,65.840000,24.000000,0,48.000000,5.760000,0,18.240000,12.67,12.67,0,0,0.000000,0.000000,0.000000,0,0,1.370000,0.950000,0.000000,0.000000,48.000000,11.520000,5,4.17,8.160000,0.000000,0,0

22,05:15-05:30,24.970000,230.380000,6.720000,12.5,24.470000,0.000000,197.960000,0,0,0,0.000000,0.000000,0.000000,7.01,0,55.310000,0,57.160000,152.120000,0,0,0,0.730000,30.720000,4.16,0.000000,48.000000,0.000000,65.840000,24.000000,0,48.000000,5.760000,0,18.240000,12.67,12.67,0,0,0.000000,0.000000,0.000000,0,0,1.370000,0.950000,0.000000,0.000000,48.000000,11.520000,5,4.17,8.160000,0.000000,0,0

23,05:30-05:45,24.970000,269.970000,6.720000,12.5,24.470000,0.000000,224.540000,0,0,0,0.000000,0.000000,0.000000,7.01,0,74.190000,0,57.160000,152.120000,0,0,0,0.730000,30.720000,4.16,0.000000,48.000000,0.000000,84.650000,24.000000,0,48.000000,5.760000,0,18.240000,12.67,12.67,0,0,0.000000,0.000000,0.000000,0,0,1.370000,0.950000,0.000000,0.000000,48.000000,11.520000,5,4.17,8.160000,0.000000,0,0

24,05:45-06:00,24.970000,230.380000,6.720000,12.5,24.470000,0.000000,259.750000,0,0,0,0.000000,0.000000,0.000000,7.01,0,55.310000,0,57.160000,152.120000,0,0,0,0.730000,30.720000,4.16,0.000000,76.790000,0.000000,84.650000,24.000000,0,48.000000,5.760000,0,18.240000,12.67,12.67,0,0,0.000000,0.000000,0.000000,0,0,1.370000,0.950000,0.000000,0.000000,48.000000,11.520000,5,4.17,8.160000,0.000000,0,0

25,06:00-06:15,30.720000,269.970000,6.720000,12.5,0.000000,95.990000,259.750000,0,0,0,0.000000,0.000000,0.000000,7.01,0,79.310000,0,0.000000,77.420000,0,0,0,0.730000,30.720000,4.16,0.000000,100.540000,0.000000,114.760000,24.000000,0,48.000000,5.760000,0,18.240000,12.67,12.67,0,0,0.000000,0.000000,0.000000,0,0,1.370000,0.950000,0.000000,0.000000,48.000000,11.520000,5,4.17,8.160000,0.000000,0,0

26,06:15-06:30,30.720000,269.970000,6.720000,12.5,0.000000,95.990000,259.750000,0,0,0,0.000000,0.000000,0.000000,7.01,0,86.580000,0,0.000000,77.420000,0,0,0,0.730000,30.720000,4.16,0.000000,100.540000,0.000000,114.760000,24.000000,0,48.000000,5.760000,0,18.240000,12.67,12.67,0,0,0.000000,0.000000,0.000000,0,0,1.370000,0.950000,0.000000,0.000000,48.000000,11.520000,5,4.17,8.160000,0.000000,0,0

27,06:30-06:45,30.720000,269.970000,6.720000,12.5,0.000000,95.990000,259.750000,0,0,0,0.000000,0.000000,0.000000,7.01,0,86.580000,0,0.000000,77.420000,0,0,0,0.730000,30.720000,4.16,0.000000,100.540000,0.000000,114.760000,24.000000,0,48.000000,5.760000,1,18.240000,12.67,12.67,0,0,0.000000,0.000000,0.000000,0,0,1.370000,0.950000,0.000000,0.000000,48.000000,11.520000,5,4.17,8.160000,0.000000,0,0

28,06:45-07:00,30.720000,269.970000,6.720000,12.5,0.000000,95.990000,259.750000,0,0,0,0.000000,0.000000,0.000000,7.01,0,86.580000,0,0.000000,77.420000,0,0,0,0.730000,30.720000,4.16,0.000000,100.540000,0.000000,114.760000,24.000000,0,48.000000,5.760000,4,18.240000,12.67,12.67,0,0,0.000000,0.000000,0.000000,0,0,1.370000,0.950000,0.000000,0.000000,48.000000,11.520000,5,4.17,8.160000,0.000000,0,0

29,07:00-07:15,30.720000,269.970000,6.720000,28.76,0.000000,95.990000,259.750000,2.55,2.55,0.06,0.000000,0.000000,0.000000,7.01,0.01,86.580000,0,0.000000,77.420000,0,0,0,0.730000,30.720000,9.58,0.000000,100.540000,0.000000,114.760000,23.040000,0,48.000000,5.760000,10,18.240000,19.51,19.51,0,0,0.000000,0.000000,0.000000,0.262386,0,1.470000,0.950000,0.000000,0.000000,48.000000,11.520000,11.18,9.59,8.160000,0.000000,0,0

30,07:15-07:30,30.720000,269.970000,6.720000,27.76,0.000000,95.990000,259.750000,7.45,7.45,0.54,0.000000,0.000000,0.000000,7.01,0.11,86.580000,0,0.000000,77.420000,0,0,1,0.730000,30.720000,9.26,0.000000,100.540000,0.000000,114.760000,22.080000,0.33,48.000000,5.760000,17,18.240000,18.84,18.84,0,0,0.000000,0.000000,0.000000,2.47809,0,1.470000,0.950000,0.000000,0.000000,48.000000,11.520000,10.51,9.25,8.160000,0.000000,0,0

31,07:30-07:45,30.720000,269.970000,6.720000,26.76,0.000000,95.990000,259.750000,15.48,15.48,0.63,48.000000,0.000000,0.000000,7.01,0.12,86.580000,0,0.000000,77.420000,0,0,3,0.730000,30.720000,8.92,0.110000,100.540000,0.000000,114.760000,22.080000,1.78,48.000000,5.760000,24.71,18.240000,18.17,18.17,2,0,0.000000,0.000000,0.000000,6.452752,1,1.470000,0.950000,0.110000,0.110000,48.000000,11.520000,9.84,8.92,8.160000,0.000000,0,1

32,07:45:08:00,30.720000,269.970000,6.720000,25.76,0.000000,95.990000,259.750000,25.49,25.49,8.58,48.000000,0.000000,0.000000,7.01,1.71,86.580000,0,0.000000,77.420000,0,0,5,0.730000,30.720000,8.58,0.420000,100.540000,0.000000,114.760000,22.080000,5.12,48.000000,5.760000,25.97,18.240000,17.51,17.51,7,5,0.000000,0.000000,0.000000,10.524594,3,1.470000,0.950000,0.410000,0.410000,48.000000,11.520000,8.84,8.59,8.160000,0.000000,0,3

33,08:00-08:15,30.720000,269.970000,6.720000,24.76,0.000000,48.000000,259.750000,27.68,27.68,25.83,143.980000,0.000000,0.000000,7.01,5.16,86.580000,0,0.000000,77.420000,0,0,7,0.690000,30.720000,8.26,2.940000,100.540000,0.000000,114.760000,22.080000,8.45,48.000000,5.760000,27.69,18.240000,16.77,16.77,11,5,0.000000,0.000000,0.000000,15.101772,3,1.470000,0.950000,2.870000,2.870000,48.000000,11.520000,7.84,8.25,8.160000,0.000000,0,4

34,08:15-08:30,30.720000,269.970000,6.720000,23.76,0.000000,48.000000,259.750000,27.68,27.68,39.89,143.980000,0.000000,0.000000,7.01,7.98,86.580000,0,0.000000,77.420000,0,0,9,0.690000,30.720000,7.92,2.940000,100.540000,0.000000,114.760000,23.040000,15.12,48.000000,5.760000,27.69,18.240000,16.21,16.21,14,5,0.000000,0.000000,0.000000,20.971444,4,1.470000,0.950000,2.870000,2.870000,48.000000,11.520000,7.18,7.92,8.160000,198.510000,0,6

35,08:30-08:45,30.720000,269.970000,6.720000,22.76,0.000000,48.000000,259.750000,28.18,28.18,62.89,143.980000,0.000000,100.790000,7.01,12.58,86.580000,0,0.000000,77.420000,0,0,13,0.690000,30.720000,7.58,2.940000,100.540000,0.000000,114.760000,23.040000,20.92,48.000000,5.760000,28.19,18.240000,15.55,15.55,18,5,0.000000,0.000000,0.000000,28.211354,7,1.470000,0.950000,2.870000,2.870000,48.000000,11.520000,6.51,7.59,8.160000,198.510000,0,7

36,08:45:09:00,30.720000,269.970000,6.720000,22,0.000000,48.000000,259.750000,28.18,28.18,84.7,143.980000,0.000000,100.790000,7.01,16.94,86.580000,0,0.000000,77.420000,0,0,15,0.690000,30.720000,7.34,4.740000,100.540000,0.000000,114.760000,24.000000,30.25,48.000000,5.760000,28.19,18.240000,15.21,15.21,25,5,0.000000,0.000000,0.000000,36.918682,8,1.470000,0.950000,4.620000,4.620000,48.000000,11.520000,5.84,7.33,8.160000,198.510000,0,10

37,09:00:09:15,30.720000,269.970000,6.720000,24.55,0.000000,48.000000,259.750000,28.18,28.18,105.74,143.980000,9.600000,100.790000,7.01,21.15,86.580000,0,0.000000,77.420000,0,0,17,0.690000,30.720000,8.18,6.730000,100.540000,21.120000,109.490000,0.000000,38.68,48.000000,5.760000,28.19,18.240000,13.77,13.77,30,5,34.560000,0.000000,0.000000,45.995294,8,1.370000,0.950000,6.570000,6.570000,48.000000,11.520000,5.51,8.18,8.160000,198.510000,0,13

38,09:15-09:30,30.720000,269.970000,6.720000,22.72,0.000000,48.000000,259.750000,28.18,28.18,126.86,143.980000,12.480000,100.790000,7.01,25.37,86.580000,0,0.000000,77.420000,0,0,19,0.690000,30.720000,7.57,8.210000,100.540000,21.120000,109.490000,0.000000,46.56,48.000000,5.760000,28.19,18.240000,13.22,13.22,35,5,34.560000,0.000000,0.000000,56.014552,9,1.370000,0.950000,8.010000,8.010000,48.000000,11.520000,5,7.57,8.160000,198.510000,0,15

39,09:30-09:45,30.720000,269.970000,6.720000,19.35,0.000000,48.000000,259.750000,29.03,29.03,146.38,143.980000,18.240000,100.790000,8.12,29.28,86.580000,0,0.000000,77.420000,0,0,19,0.690000,30.720000,6.46,9.450000,100.540000,21.120000,109.490000,0.000000,54.04,48.000000,5.760000,29.04,18.240000,12.55,12.55,39,5,34.560000,0.000000,0.000000,66.247606,9,1.370000,0.950000,9.230000,9.230000,48.000000,11.520000,5,6.45,8.160000,198.510000,0,17

40,09:45-10:00,30.720000,269.970000,6.720000,15.03,0.000000,48.000000,259.750000,29.03,29.03,164.94,143.980000,24.960000,100.790000,8.14,32.99,86.580000,0,0.000000,77.420000,0,0,21,0.690000,30.720000,5.02,10.570000,100.540000,21.120000,109.490000,0.000000,60.34,48.000000,5.760000,29.04,18.240000,11.77,11.77,46,6,34.560000,0.000000,0.000000,76.694456,11,1.370000,0.950000,10.310000,10.310000,48.000000,11.520000,5,5.01,8.160000,198.510000,0,19

41,10:00-10:15,30.720000,269.970000,6.720000,15,0.000000,48.000000,259.750000,29.03,29.03,182.52,143.980000,15.360000,100.790000,8.12,36.5,86.580000,0,0.000000,77.420000,0,0,24,0.690000,30.720000,5,11.720000,100.540000,21.120000,109.490000,0.000000,66.18,48.000000,5.760000,29.04,18.240000,11.11,11.11,50,15,34.560000,0.000000,0.000000,88.132542,12,1.370000,0.950000,11.430000,11.430000,48.000000,11.520000,5,5,8.160000,198.510000,0,22

42,10:15-10:30,30.720000,269.970000,6.720000,15,0.000000,48.000000,259.750000,29.03,29.03,197.87,143.980000,15.360000,100.790000,7.94,39.57,86.580000,0,0.000000,77.420000,0,0,27,0.690000,30.720000,5,12.630000,100.540000,21.120000,109.490000,0.000000,71.72,48.000000,5.760000,29.04,18.240000,10.44,10.44,56,18,34.560000,0.000000,0.000000,100.037092,13,1.370000,0.950000,12.320000,12.320000,48.000000,11.520000,5,5,8.160000,198.510000,0,24

43,10:30-10:45,30.720000,269.970000,6.720000,15,0.000000,48.000000,259.750000,29.03,29.03,211.75,143.980000,24.000000,100.790000,11.82,42.35,86.580000,0,0.000000,77.420000,0,0,23,0.690000,30.720000,5,13.390000,100.540000,21.120000,109.490000,0.000000,76.85,48.000000,5.760000,29.04,18.240000,10,10,70,37.39,34.560000,0.000000,1.380000,99.94963,11,1.370000,0.000000,13.060000,13.060000,48.000000,11.520000,5,5,8.160000,198.510000,0,30

44,10:45-11:00,30.720000,269.970000,6.720000,15,0.000000,48.000000,259.750000,29,29,223.18,143.980000,9.600000,100.790000,11.28,44.63,86.580000,0,0.000000,77.420000,0,0,25,0.690000,30.720000,5,14.110000,100.540000,21.120000,109.490000,0.000000,81.71,48.000000,5.760000,29,18.240000,10,10,102,38.67,34.560000,0.000000,1.380000,110.901816,13,1.370000,0.000000,13.760000,13.760000,48.000000,11.520000,5,5,8.160000,198.510000,0,43

45,11:00-11:15,30.720000,269.970000,6.720000,15,0.000000,95.990000,259.750000,29,29,229.17,0.000000,0.000000,0.000000,11.04,45.83,86.580000,0,0.000000,77.420000,0,0,63,0.000000,30.720000,5,14.690000,100.540000,0.000000,109.490000,0.000000,85.65,48.000000,5.760000,29,18.240000,10,10,147,39.79,0.000000,0.000000,1.380000,117.772442,32,1.370000,0.990000,14.330000,14.330000,48.000000,11.520000,5,5,8.160000,0.000000,0,63

46,11:15-11:30,30.720000,269.970000,6.720000,15,0.000000,95.990000,259.750000,29,29,229.17,0.000000,0.000000,0.000000,10.81,45.83,86.580000,0,0.000000,77.420000,19.68,23.04,80,0.000000,30.720000,5,15.170000,100.540000,0.000000,109.490000,0.000000,88.19,48.000000,5.760000,29,18.240000,10,10,175,40.74,0.000000,0.000000,1.380000,123.195086,40,1.370000,0.990000,14.800000,14.800000,48.000000,11.520000,5,5,8.160000,0.000000,0,75

47,11:30-11:45,30.720000,269.970000,6.720000,15,0.000000,95.990000,259.750000,29,29,229.17,0.000000,0.000000,0.000000,10.52,45.83,86.580000,0,0.000000,77.420000,19.68,23.04,85,0.000000,30.720000,5,16.380000,100.540000,0.000000,109.490000,0.000000,90.21,48.000000,5.760000,29,18.240000,10,10,182,43.29,0.000000,0.000000,1.380000,128.199856,43,1.370000,0.990000,15.990000,15.990000,48.000000,11.520000,5,5,8.160000,0.000000,0,78

48,11:45-12:00,30.720000,269.970000,6.720000,15,0.000000,95.990000,259.750000,29,29,229.17,0.000000,0.000000,0.000000,10.43,45.83,86.580000,0,0.000000,77.420000,19.68,23.04,88,0.000000,30.720000,5,16.710000,100.540000,0.000000,109.490000,0.000000,90.31,48.000000,5.760000,29,18.240000,10,10,189,44.03,0.000000,0.000000,1.380000,132.339724,44,1.370000,0.990000,16.300000,16.300000,48.000000,11.520000,5,5,8.160000,0.000000,0,81

