Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,686.779957,8.874,49.436556,0,0,29.062808,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,45.36,0,139.3125,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5538,42.14808,48.576,11.2728,85.988,0,83.296,0,0,0,65.16,0,0,0,27.3,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,14.7,20.0018,14.253199,344.25

2,00:15-00:30,686.779957,8.874,49.436556,0,0,29.062808,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,45.36,0,139.3125,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5538,42.14808,48.576,11.2728,85.988,0,83.296,0,0,0,65.16,0,0,0,27.3,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.276,147.515625,14.7,20.0018,14.253199,344.25

3,00:30-00:45,686.779957,8.874,49.436556,0,0,29.062808,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,45.36,0,139.3125,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5538,42.14808,8.832,11.2728,85.988,0,83.296,0,0,0,65.16,0,0,0,27.3,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,40.669,147.515625,14.7,20.0018,14.253199,344.25

4,00:45-01:00,686.779957,8.874,49.436556,0,0,29.062808,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,30.24,0,139.3125,118.125,0,26.39091,92,0,32.2848,42.392196,0,6.5538,42.14808,8.832,11.2728,85.988,0,83.296,0,0,0,65.16,0,0,0,27.3,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,40.669,147.515625,14.7,20.0018,14.253199,344.25

5,01:00-01:15,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,30.24,0,139.3125,118.125,0,26.39091,92,0,10.7616,42.392196,0,6.5538,28.045,8.832,11.2728,85.988,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,40.669,147.515625,14.7,20.0018,14.253199,344.25

6,01:15-01:30,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,16.695,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,11.2728,85.988,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,40.669,147.515625,14.7,20.0018,14.253199,344.25

7,01:30-01:45,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,16.695,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,11.2728,69.139,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,40.669,147.515625,14.7,20.0018,14.253199,344.25

8,01:45-02:00,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,16.695,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,11.2728,69.139,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,40.669,147.515625,14.7,20.0018,14.253199,344.25

9,02:00-02:15,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,11.2728,69.139,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,40.669,147.515625,14.7,20.0018,14.253199,344.25

10,02:15-02:30,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,11.2728,69.139,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,40.669,147.515625,14.7,20.0018,14.253199,344.25

11,02:30-02:45,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,11.2728,69.139,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,40.669,147.515625,14.7,20.0018,14.253199,344.25

12,02:45-03:00,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,11.2728,69.139,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,40.669,147.515625,14.7,20.0018,14.253199,344.25

13,03:00-03:15,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,10.1199,82.502,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.5795,147.515625,14.7,20.0018,14.253199,344.25

14,03:15-03:30,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,10.1199,82.502,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.5795,147.515625,14.7,20.0018,14.253199,344.25

15,03:30-03:45,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,10.1199,82.502,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.5795,147.515625,14.7,20.0018,14.253199,344.25

16,03:45-04:00,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,10.1199,82.502,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.5795,147.515625,14.7,20.0018,14.253199,344.25

17,04:00-04:15,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,11.04,10.1199,82.502,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.5795,147.515625,14.7,20.0018,14.253199,344.25

18,04:15-04:30,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,48.576,10.1199,82.502,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,41.5795,147.515625,14.7,20.0018,14.253199,344.25

19,04:30-04:45,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,48.576,10.1199,82.502,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.1865,147.515625,14.7,20.0018,14.253199,344.25

20,04:45-05:00,686.779957,8.874,49.436556,0,0,19.35568,0,0,0,39.51012,0,25.38,38.982,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,26.39091,92,0,10.089,42.392196,0,6.5538,28.045,8.832,10.1199,82.502,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.1865,147.515625,14.7,20.0018,14.253199,344.25

