Block,Time,URI2,URI,TANAKPUR,TANDA2,RIHAND2,UNCHAHAR4,RAPPB,KOLDAM,RIHAND1,TEHRI,ANTA_RF,CHAMERA3,RIHAND3,AURY_CRF,DADRT2,NJPC,CHAMERA1,DADRI_RF,JHAJJAR,DULHASTI,ANTA_LF,UNCHAHAR3,UNCHAHAR2,CHAMERA2,PARBATI3,AURY_LF,SINGRAULI_HYDRO,ANTA_GF,DADRI_LF,DADRI_CRF,RAMPUR,AURY_RF,KISHANGANGA,DADRI_GF,SINGRAULI,UNCHAHAR1,ANTA_CRF,KOTESHWR,NAPP,SALAL,BSIUL,RAPPC,AURY_GF,SEWA2,DHAULIGNGA,KHSTPP-II,KUDGI,GANDHAR-RLNG,SOLAPUR,GADARWARA-I,KHARGONE-I,SIMHST2,KHSTPP-I,NLCIIST1,KAWAS-APM,NNTPP,KGSU3AND4,KAWAS-NAPM,TAPS-II,VSTPS III,GANDHAR-ComGas,KSTPS I&II,TALST2,MAPS,KAPS,VSTPS II,SIPAT I,VSTPS V,GANDHAR-APM,NLCEXP,TALA,NTPL,VSTPS I,KAWAS-RLNG,LARA-I,NLCTS2EXP,FSTPP I & II,BRBCL,RSTPSU1TO6,KGSU1AND2,SASAN,MOUDA_II,KAWAS-ComGas,SIPAT II,VALLURNTECL,KKNP,MOUDA,KSTPS7,VSTPS IV,KAWAS-zLIQ,RSTPSU7,NLCIIST2,GANDHAR-NAPM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,34.632945,48.930384,1.110819,2.351036,116.284815,0.158457,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,331.458549,0.000000,13.472620,0.000000,218.875044,51.937806,0.000000,25.459909,41.956548,42.042477,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.000000,0.000000,2.458347,0.000000,138.769784,20.141636,0.000000,16.789687,42.539088,80.610264,19.077300,57.277251,0.000000,16.552026,0.000000,107.135419,0.00,0.000000,1.706584,1.034333,1.706583,0.47,23.393780,0.71,0.000000,0.16,2.10,0.000000,1.734909,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,17.477986,6.961833,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

7,01:30-01:45,34.632945,48.930384,1.110819,2.351036,116.284815,0.187802,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,331.458549,0.000000,13.472620,0.000000,218.875044,51.937806,0.000000,25.459909,41.956548,42.042477,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.000000,0.000000,2.458347,0.000000,138.769784,20.141636,0.000000,16.789687,42.539088,80.610264,19.077300,57.277251,0.000000,16.552026,0.000000,110.604812,0.00,0.000000,1.706584,1.172317,1.706583,0.47,23.393780,0.71,0.000000,0.16,2.10,0.000000,1.981578,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,17.477986,7.431980,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

8,01:45-02:00,34.632945,48.930384,1.110819,2.351036,116.284815,0.252359,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,331.458549,0.000000,13.472620,0.000000,218.875044,51.937806,0.000000,25.459909,41.956548,42.042477,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.000000,0.000000,2.458347,0.000000,138.769784,20.141636,0.000000,16.789687,42.539088,80.610264,12.718200,57.277251,0.000000,16.552026,0.000000,111.178265,0.00,0.000000,1.706584,1.310302,1.706583,0.47,23.393780,0.71,0.000000,0.16,2.10,0.000000,1.981578,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,17.477986,6.523827,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

9,02:00-02:15,34.632945,48.930384,1.234244,2.351036,116.284815,0.340391,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,315.059393,0.000000,13.472620,0.000000,218.875044,51.937806,0.000000,25.459909,41.956548,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.000000,0.000000,2.458347,0.000000,138.769784,19.582147,0.000000,8.394844,42.539088,80.610264,12.718200,57.277251,0.000000,16.552026,0.000000,115.335801,0.00,0.000000,1.706584,1.448287,1.706583,0.54,24.540781,0.71,0.000000,0.16,2.10,0.000000,1.981578,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,3.965947,0.84,17.477986,8.676905,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

10,02:15-02:30,34.632945,48.930384,1.234244,2.351036,116.284815,0.487111,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,276.519393,0.000000,13.472620,0.000000,218.875044,51.937806,0.000000,25.459909,41.956548,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.000000,0.000000,2.458347,0.000000,138.769784,16.784697,0.000000,8.394844,42.539088,80.610264,12.718200,57.277251,0.000000,16.552026,0.000000,116.231822,0.00,0.000000,1.706584,1.586272,1.706583,0.67,24.855891,0.71,0.000000,0.16,2.10,0.000000,1.981578,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,3.965947,0.84,17.477986,8.755723,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

11,02:30-02:45,34.632945,48.930384,1.234244,2.351036,116.284815,0.707191,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,237.979393,0.000000,13.472620,0.000000,218.875044,51.937806,0.000000,25.975960,41.956548,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.000000,0.000000,2.458347,0.000000,138.769784,16.784170,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,120.389359,0.00,0.000000,1.706584,1.772797,1.706583,0.80,26.002893,0.71,0.000000,0.16,2.10,0.000000,1.981578,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.042848,0.84,17.477986,7.782161,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

12,02:45-03:00,34.632945,48.930384,1.234244,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,237.979393,0.000000,13.472620,0.000000,218.875044,51.937806,0.000000,25.975960,41.956548,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.000000,0.000000,2.458347,0.000000,138.769784,16.784170,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,121.285380,0.00,0.000000,1.706584,1.913973,1.706583,0.85,26.318002,0.71,0.000000,0.16,2.10,0.000000,1.981578,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.100644,0.84,17.477986,10.151018,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

13,03:00-03:15,33.382780,48.930384,1.234244,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,186.757295,0.000000,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.000000,0.000000,2.458347,0.000000,138.769784,12.182398,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,125.234959,0.00,0.000000,1.706584,2.068586,1.706583,0.85,22.859230,0.71,0.000000,0.16,2.10,0.000000,1.981578,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,12.692186,10.538252,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

14,03:15-03:30,33.382780,48.930384,1.234244,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,177.946406,0.000000,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.000000,0.000000,2.458347,0.000000,138.769784,12.182398,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,125.234959,0.00,0.000000,1.706584,2.068586,1.706583,0.85,22.859230,0.71,0.000000,0.16,2.10,0.000000,1.981578,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,12.692186,9.400500,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

15,03:30-03:45,33.382780,48.930384,1.234244,2.351036,116.284815,1.373899,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,173.430000,0.000000,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.000000,0.000000,2.458347,0.000000,138.769784,12.182398,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,125.234959,0.00,0.000000,1.706584,2.068586,1.706583,0.75,22.859230,0.71,0.000000,0.16,2.10,0.000000,2.313212,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,12.692186,9.971782,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

16,03:45-04:00,33.382780,48.930384,1.234244,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,173.430000,19.728169,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.381297,0.000000,2.458347,0.000000,138.769784,12.182398,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,125.234959,0.00,0.000000,1.706584,2.068586,1.706583,0.75,22.859230,0.71,0.000000,0.16,2.10,0.000000,2.313212,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,12.692186,10.565173,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

17,04:00-04:15,33.382780,48.930384,1.234244,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,172.023290,19.728169,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.381297,0.000000,2.458347,0.000000,138.769784,12.182398,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,125.234959,0.00,0.000000,1.706584,2.068586,1.706583,0.75,22.859230,0.71,0.000000,0.16,2.10,0.000000,2.313212,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,12.692186,10.829779,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

18,04:15-04:30,33.382780,48.930384,1.234244,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,172.023290,19.728169,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.381297,0.000000,2.458347,0.000000,138.769784,12.182398,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,125.234959,0.00,0.000000,1.706584,2.068586,1.706583,0.75,22.859230,0.71,0.000000,0.16,2.10,0.000000,2.313212,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,12.692186,10.829779,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

19,04:30-04:45,33.382780,48.930384,1.234244,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,30.225541,0.000000,20.347692,121.902116,0.000000,172.023290,19.728169,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,0.000000,0.000000,1.016558,0.000000,0.000000,0.000000,0.381297,0.000000,2.458347,0.000000,138.769784,13.729297,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,125.234959,0.00,0.000000,1.706584,2.068586,1.706583,0.81,22.859230,0.71,0.000000,0.16,2.10,0.000000,2.313212,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,12.692186,10.829779,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

20,04:45-05:00,33.382780,48.930384,1.234244,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,20.150361,0.000000,20.347692,121.902116,0.000000,172.023290,19.728169,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,3.345696,0.000000,1.016558,0.000000,0.000000,0.000000,0.381297,0.000000,2.458347,0.000000,138.769784,13.729297,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,125.234959,0.00,0.000000,1.706584,2.068586,1.706583,0.85,22.859230,0.71,0.000000,0.16,2.10,0.000000,2.313212,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,12.692186,10.829779,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

21,05:00-05:15,33.382780,51.057792,0.000000,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,0.000000,0.000000,20.347692,121.902116,0.000000,172.974571,19.728169,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,17.397622,0.000000,1.016558,0.000000,0.000000,0.000000,0.381297,0.000000,2.458347,0.000000,138.769784,10.822032,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,0.000000,125.234959,0.00,0.000000,1.706584,2.068586,1.706583,0.85,22.859230,0.71,0.000000,0.16,2.10,0.000000,2.313212,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,12.692186,10.829779,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

22,05:15-05:30,33.382780,51.057792,0.000000,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,0.000000,0.000000,20.347692,121.902116,0.000000,172.974571,39.456339,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,34.795243,0.000000,1.016558,0.000000,0.000000,0.000000,0.762594,0.000000,2.458347,0.000000,138.769784,11.349240,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,9.553234,125.234959,0.00,0.000000,1.706584,2.068586,1.706583,0.85,22.859230,0.71,0.000000,0.16,2.10,0.000000,2.313212,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.307991,0.000000,4.102703,0.84,12.692186,10.829779,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

23,05:30-05:45,33.382780,48.930384,0.000000,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,0.000000,0.000000,20.347692,121.902116,0.000000,181.194712,49.320423,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,34.795243,0.000000,1.016558,0.000000,0.000000,0.000000,0.953244,0.000000,2.458347,0.000000,138.769784,10.835258,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,9.553234,128.267094,0.00,0.000000,1.706584,2.068586,1.706583,0.85,22.859230,0.71,0.000000,0.16,2.10,0.000000,2.332397,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.318388,0.000000,4.102703,0.84,12.692186,10.829779,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

24,05:45-06:00,33.382780,48.930384,0.000000,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,0.000000,0.000000,20.347692,121.902116,0.000000,181.194712,67.568979,13.472620,0.000000,214.057544,51.937806,0.000000,19.148984,32.692711,27.943212,34.795243,0.000000,1.016558,0.000000,0.000000,0.000000,1.300497,0.000000,2.458347,0.000000,138.769784,10.835258,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,9.553234,130.775084,0.00,0.000000,1.706584,2.068586,1.706583,0.85,22.859230,0.75,0.000000,0.16,2.10,0.000000,2.332397,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.318388,0.000000,4.102703,0.84,12.692186,10.829779,7.57,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

25,06:00-06:15,33.382780,48.930384,0.000000,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,0.000000,0.000000,20.347692,121.902116,0.000000,254.062906,59.184508,13.472620,0.000000,218.875044,51.937806,0.000000,25.388707,41.946661,27.943212,34.795243,0.000000,1.016558,0.000000,0.000000,0.000000,1.143892,0.000000,2.458347,0.000000,138.769784,18.314304,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,9.553234,130.775084,0.00,0.000000,1.706584,2.068586,1.706583,0.85,32.166448,0.77,0.000000,0.16,2.10,0.000000,2.332397,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.318388,0.000000,4.102703,0.84,17.477986,10.829779,7.46,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

26,06:15-06:30,33.382780,48.930384,0.000000,2.351036,116.284815,1.375498,0.000000,0.000000,77.048149,0.000000,0.000000,20.347692,121.902116,0.000000,254.062906,73.092867,24.357280,0.000000,218.875044,51.937806,0.000000,25.388707,41.956548,27.943212,17.397622,0.000000,1.016558,0.000000,0.000000,0.000000,1.409439,0.000000,2.458347,0.000000,138.769784,18.314304,0.000000,8.394844,42.539088,51.501002,12.718200,57.277251,0.000000,16.552026,9.553234,130.775084,0.00,0.000000,1.706584,2.068586,1.706583,0.85,32.166448,0.77,0.000000,0.16,2.10,0.000000,2.332397,1.888156,0.000000,2.860953,0.00,0.24,0.799281,1.872044,5.119751,1.279076,0.000000,1.69,0.000000,1.82,2.318388,0.000000,4.102703,0.84,17.477986,10.829779,7.46,1.92,336.237412,1.691758,0.000000,1.801965,0.00,1.54,1.867362,1.292867,2.585733,0.000000,1.87,0.40,0.000000,0,0,0,0,0

